id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2458700463,252,17,1,24,52,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:25:33.977Z,2022-09-11T22:10:44Z,3773297467,392,,3773297465,31,,3773297469,13,243,,,,,,,,,,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458700843,207,1,1,25,18,6tuibxq39fdryu8ou06wcm0q3,1,3.7,50.3,2022-09-11T13:25:59.752Z,2022-09-11T23:34:14Z,3773299417,56,Back,3773299423,212,20.1,3773299421,141,60.6,3773299429,237,,3773299415,124,,3773304247,189,,3773299419,140,21.6,3773299425,213,0.4,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458700877,208,1,1,25,20,6tuibxq39fdryu8ou06wcm0q3,1,24.1,63.3,2022-09-11T13:26:01.941Z,2022-09-11T23:34:23Z,3773299575,141,52.0,3773299577,212,9.5,3773306521,189,,3773299579,213,4.1,3773299571,56,Back,3775137471,178,,3773299573,140,18.7,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701923,215,1,1,25,22,6tuibxq39fdryu8ou06wcm0q3,1,21.1,47.8,2022-09-11T13:26:04.501Z,2022-09-11T21:50:22Z,3773305365,212,6.5,3773305359,56,Back,3773305367,213,5.3,3775137527,178,,3773305361,140,24.3,3773305363,141,39.7,,,,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458700899,209,1,1,25,26,6tuibxq39fdryu8ou06wcm0q3,1,22.7,39.2,2022-09-11T13:26:07.671Z,2022-09-11T21:50:25Z,3773299707,212,13.6,3775137653,178,,3773299705,141,59.0,3773299703,140,24.3,3773299701,56,Back,3773299709,213,1.4,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458700959,210,1,1,25,33,6tuibxq39fdryu8ou06wcm0q3,1,28.8,56.3,2022-09-11T13:26:15.050Z,2022-09-11T21:50:29Z,3773300017,212,26.5,3773300015,141,18.2,3773300013,140,34.3,3775137765,178,,3773300011,56,Back,3773300019,213,4.9,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458700983,211,1,1,25,37,6tuibxq39fdryu8ou06wcm0q3,1,38.6,16.2,2022-09-11T13:26:19.249Z,2022-09-11T21:50:32Z,3773300165,1,,3773300159,141,18.0,3773300153,155,,3773300155,56,Right,3773300161,212,47.4,3773300157,140,83.7,3775137845,178,,3773300163,213,0.0,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701011,212,1,1,25,40,6tuibxq39fdryu8ou06wcm0q3,0,83.7,18,2022-09-11T13:26:21.760Z,2022-09-11T21:50:36Z,3773300293,3,,3773300305,213,0.7,3773300299,140,94.2,3773300297,56,Center,3775137961,178,,3773300303,212,14.6,3773300295,168,,3773300301,141,32.1,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458700995,253,49,1,25,42,dxq76zcvnokq07cszdx0i6kve,1,9,72.7,2022-09-11T13:26:23.921Z,2022-09-11T21:50:40Z,,,,,,,,,,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701115,254,1,1,25,45,dxq76zcvnokq07cszdx0i6kve,1,4.5,91.5,2022-09-11T13:26:27.421Z,2022-09-11T21:50:43Z,3773300883,157,,3773300891,212,36.8,3773300889,141,93.9,3773300893,213,0.0,3773300895,1,,3775138231,178,,3773300887,140,39.5,3773300885,56,Back,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701121,255,4,1,25,48,dxq76zcvnokq07cszdx0i6kve,1,40.1,91.2,2022-09-11T13:26:29.758Z,2022-09-11T21:50:50Z,3773300915,13,,3773300921,152,,3773300923,286,,3773300917,294,,3773301019,233,214,3773300919,56,Back,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701129,214,4,1,25,48,6tuibxq39fdryu8ou06wcm0q3,0,59.9,8.8,2022-09-11T13:26:29.759Z,2022-09-11T21:50:50Z,3773300967,285,,3773301031,233,255,3773300965,152,,3773300959,13,,3775138393,388,,3773300963,56,Right,3773300961,294,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701125,213,43,1,25,49,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:26:31.443Z,2022-09-11T13:26:36Z,3773300951,286,0,3773300949,56,Right,3773301083,144,44,,,,,,,,,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701459,256,1,1,26,15,dxq76zcvnokq07cszdx0i6kve,1,39.5,93.9,2022-09-11T13:26:56.880Z,2022-09-11T21:50:53Z,3773302805,152,,3773302811,141,71.1,3773302807,56,Back,3773302813,212,17.5,3773303065,189,,3773302809,140,31.8,3773302817,213,4.2,3773302803,5,,c33x61zuxixolkkalsigc3q0a,D. Udogie,3775138461,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701501,257,1,1,26,17,dxq76zcvnokq07cszdx0i6kve,1,31.8,71.1,2022-09-11T13:26:59.491Z,2022-09-11T21:50:57Z,3773303043,213,4.7,3773303041,212,22.0,3773303039,141,38.8,3775138569,178,,3773303037,140,32.4,3773303035,56,Back,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701519,258,1,1,26,21,dxq76zcvnokq07cszdx0i6kve,1,32.4,38.8,2022-09-11T13:27:02.809Z,2022-09-11T21:51:00Z,3773303123,56,Back,3773303129,141,63.7,3773303127,140,40.5,3773303131,212,18.9,3775138667,178,,3773303133,213,1.1,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701557,259,1,1,26,22,dxq76zcvnokq07cszdx0i6kve,1,40.5,63.7,2022-09-11T13:27:03.998Z,2022-09-11T21:51:03Z,3773303341,56,Back,3773303349,213,4.5,3773303343,140,35.6,3773303345,141,31.3,3775138747,178,,3773303347,212,22.6,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459042031,1432,43,1,26,25,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:27:07.351Z,2022-09-11T22:18:54Z,3775179761,144,82,3775179683,178,0,,,,,,,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701571,260,1,1,26,25,dxq76zcvnokq07cszdx0i6kve,1,41.6,31,2022-09-11T13:27:07.450Z,2022-09-11T21:51:07Z,3775138897,178,,3773303461,56,Back,3773303469,213,1.2,3773303463,140,46.1,3773303465,141,51.6,3773303467,212,14.8,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701589,261,1,1,26,27,dxq76zcvnokq07cszdx0i6kve,1,46.2,51.6,2022-09-11T13:27:09.529Z,2022-09-11T21:51:10Z,3773303563,56,Back,3775139037,178,,3773303569,212,9.3,3773303567,141,38.3,3773303571,213,5.0,3773303565,140,48.4,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701621,262,1,1,26,29,dxq76zcvnokq07cszdx0i6kve,1,48.4,38.3,2022-09-11T13:27:10.712Z,2022-09-11T21:51:14Z,3773303811,141,5.8,3775139191,178,,3773303813,212,24.2,3773303807,56,Back,3773303809,140,38.9,3773303815,213,4.3,3774451247,156,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701655,263,1,1,26,32,dxq76zcvnokq07cszdx0i6kve,1,41.4,4,2022-09-11T13:27:14.430Z,2022-09-11T21:51:17Z,3773303987,56,Right,3773304005,213,6.1,3775139297,178,,3773303997,141,1.0,3773304001,212,12.6,3773303993,140,53.2,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701687,264,1,1,26,35,dxq76zcvnokq07cszdx0i6kve,1,45.6,2.6,2022-09-11T13:27:17.094Z,2022-09-11T21:51:20Z,3773304163,213,2.4,3773304157,140,31.9,3773304161,212,19.6,3773304155,56,Back,3773304159,141,22.1,3775139407,178,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459042115,1441,43,1,26,37,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:27:19.101Z,2022-09-11T22:19:15Z,3775180165,178,0,3775180217,144,82,,,,,,,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701755,265,1,1,26,37,dxq76zcvnokq07cszdx0i6kve,1,31.9,22.1,2022-09-11T13:27:19.348Z,2022-09-11T21:51:24Z,3773304537,212,23.2,3773304535,141,55.8,3773304533,140,28.5,3775139559,178,,3773304539,213,1.7,3773304527,56,Back,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701823,266,1,1,26,41,dxq76zcvnokq07cszdx0i6kve,1,28.5,55.8,2022-09-11T13:27:22.781Z,2022-09-11T21:51:28Z,3775139653,178,,3773304869,141,54.6,3773304873,213,6.2,3773304867,140,39.3,3773304871,212,11.4,3773304865,56,Back,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701851,267,1,1,26,47,dxq76zcvnokq07cszdx0i6kve,1,42.4,63.1,2022-09-11T13:27:29.039Z,2022-09-11T21:51:32Z,3773304987,213,5.1,3773307223,1,,3773304973,56,Right,3775139747,178,,3773304979,141,6.6,3773304983,212,41.0,3773304975,140,56.1,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458701957,268,1,1,26,51,dxq76zcvnokq07cszdx0i6kve,1,60.4,1.4,2022-09-11T13:27:32.810Z,2022-09-11T21:51:35Z,3773305569,56,Right,3773305575,212,11.8,3773305577,213,0.1,3773305571,140,71.6,3773305573,141,2.6,3775139801,178,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702021,269,1,1,26,57,dxq76zcvnokq07cszdx0i6kve,1,74.9,4,2022-09-11T13:27:38.609Z,2022-09-11T21:51:40Z,3773305867,212,17.1,3773305865,141,17.3,3773305859,56,Right,3775139949,178,,3773305863,140,61.1,3773305869,213,2.6,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702037,270,1,1,27,1,dxq76zcvnokq07cszdx0i6kve,1,66.7,25.2,2022-09-11T13:27:42.540Z,2022-09-11T21:51:44Z,3773305961,141,33.6,3773305957,56,Center,3773305963,212,8.1,3775140135,178,,3773305965,213,0.8,3773305959,140,72.2,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702065,271,1,1,27,1,dxq76zcvnokq07cszdx0i6kve,0,72.2,33.6,2022-09-11T13:27:43.529Z,2022-09-11T21:51:48Z,3773306129,212,23.7,3773306115,56,Center,3775140237,178,,3773306131,213,0.1,3773306127,141,37.7,3773306119,140,94.6,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702091,216,52,1,27,4,6tuibxq39fdryu8ou06wcm0q3,1,6.1,55.5,2022-09-11T13:27:46.350Z,2022-09-11T21:51:53Z,3774452947,376,,3775140325,178,,,,,,,,,,,,,,,,,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702309,217,1,1,27,19,6tuibxq39fdryu8ou06wcm0q3,0,12,45.8,2022-09-11T13:28:01.491Z,2022-09-11T21:51:58Z,3773307425,140,67.6,3773307433,1,,3773307429,212,59.6,3773307421,199,,3773307427,141,28.0,3773307431,213,6.1,3773307423,56,Center,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702311,218,44,1,27,21,6tuibxq39fdryu8ou06wcm0q3,1,69.6,28.6,2022-09-11T13:28:03.430Z,2022-09-11T23:51:11Z,3773307581,233,272,3773307443,56,Center,3773307445,286,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702299,272,44,1,27,21,dxq76zcvnokq07cszdx0i6kve,0,30.4,71.4,2022-09-11T13:28:03.431Z,2022-09-11T21:52:02Z,3773307371,285,,3773307369,56,Back,3773307491,233,218,,,,,,,,,,,,,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702967,220,1,1,27,21,6tuibxq39fdryu8ou06wcm0q3,0,70.9,26.2,2022-09-11T13:28:03.500Z,2022-09-11T23:51:12Z,3773311189,141,38.5,3773311193,213,1.0,3773311183,3,,3775140689,388,,3773311191,212,9.9,3773311185,56,Center,3773311187,140,76.0,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702325,274,49,1,27,23,dxq76zcvnokq07cszdx0i6kve,1,24.8,62.4,2022-09-11T13:28:05.190Z,2022-09-11T21:52:10Z,,,,,,,,,,,,,,,,,,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702317,273,43,1,27,23,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:28:05.218Z,2022-09-11T13:28:48Z,3773307471,3,0,3773307479,212,6.9,3773307481,213,4.1,3773310443,144,1,3773307475,140,24.8,3773307473,56,Back,3773307477,141,62.4,,,,e2xiayt8k5tv4dw5hjop71fqh,E. Ebosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702367,275,1,1,27,23,dxq76zcvnokq07cszdx0i6kve,0,24.8,62.4,2022-09-11T13:28:05.461Z,2022-09-11T21:52:13Z,3773307707,141,47.9,3773307713,212,33.2,3773307699,56,Center,3773307697,157,,3773307721,1,,3773307717,213,6.0,3775141045,388,,3773307703,140,55.0,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458702815,219,1,1,27,28,6tuibxq39fdryu8ou06wcm0q3,0,44.1,50.7,2022-09-11T13:28:09.793Z,2022-09-11T21:52:18Z,3775141161,178,,3773310287,56,Center,3773310295,213,5.6,3773310285,3,,3773310291,141,25.3,3773310293,212,27.1,3773310289,140,64.0,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703031,276,27,1,27,48,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:28:29.745Z,2022-09-11T21:52:21Z,3773388205,233,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458717311,334,27,1,27,48,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:28:29.745Z,2022-09-11T21:52:21Z,3773388181,233,276,3774455785,53,153ljvbov0n176vm9fdaizoix,3774455783,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703037,277,28,1,28,17,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-09-11T13:28:59.370Z,2022-09-11T21:52:23Z,3773311553,55,276,3773388251,233,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458717327,335,28,1,28,17,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:28:59.370Z,2022-09-11T21:52:23Z,3773387983,55,334,3773388247,233,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703059,278,68,1,28,18,dxq76zcvnokq07cszdx0i6kve,0,0,0,2022-09-11T13:28:59.648Z,2022-09-11T21:52:25Z,3774457291,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703229,226,68,1,28,18,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:29:00.130Z,2022-09-11T21:52:26Z,3773312599,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703049,221,49,1,28,19,6tuibxq39fdryu8ou06wcm0q3,1,42.3,48.2,2022-09-11T13:29:01.340Z,2022-09-11T21:52:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703093,222,1,1,28,23,6tuibxq39fdryu8ou06wcm0q3,1,33.2,57.7,2022-09-11T13:29:04.600Z,2022-09-11T21:52:34Z,3773311849,56,Back,3773311853,141,49.9,3773311851,140,18.2,3775141797,178,,3773311857,213,3.5,3773311855,212,16.6,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703147,223,1,1,28,29,6tuibxq39fdryu8ou06wcm0q3,1,17.4,49,2022-09-11T13:29:10.560Z,2022-09-11T21:52:37Z,3773312141,212,24.1,3773312139,141,15.9,3773312143,213,5.1,3773312135,56,Back,3773312137,140,25.7,3775141955,178,,,,,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703161,224,1,1,28,31,6tuibxq39fdryu8ou06wcm0q3,0,26.5,7.1,2022-09-11T13:29:13.330Z,2022-09-11T21:52:42Z,3773312223,140,27.9,3773312221,56,Back,3773312481,233,279,3773312229,213,5.9,3775142087,178,,3773312227,212,1.6,3773312479,236,,3773312485,286,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,3773312225,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703205,279,74,1,28,31,dxq76zcvnokq07cszdx0i6kve,1,67.2,92.3,2022-09-11T13:29:13.390Z,2022-09-11T21:52:46Z,3773312505,233,224,3773312437,56,Left,3775142255,178,,3773312439,285,,,,,,,,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703225,225,5,1,28,34,6tuibxq39fdryu8ou06wcm0q3,1,33,-2,2022-09-11T13:29:15.800Z,2022-09-11T21:52:48Z,3773312541,347,,3773312539,56,Back,3773312621,233,280,,,,,,,,,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703231,280,5,1,28,34,dxq76zcvnokq07cszdx0i6kve,0,67,102,2022-09-11T13:29:15.800Z,2022-09-11T21:52:48Z,3773312565,347,,3773312633,233,225,3773312563,56,Left,,,,,,,,,,,,,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703361,227,1,1,28,46,6tuibxq39fdryu8ou06wcm0q3,0,24,0,2022-09-11T13:29:27.990Z,2022-09-11T21:52:54Z,3773313297,212,22.6,3773313301,1,,3773313295,141,12.2,3773313293,140,43.5,3773313289,107,,3773313299,213,0.4,3773313291,56,Back,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459042771,1484,67,1,28,47,dxq76zcvnokq07cszdx0i6kve,1,63.6,86.1,2022-09-11T13:29:28.640Z,2022-09-11T23:51:12Z,3775183573,233,869,,,,,,,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459042769,869,67,1,28,47,6tuibxq39fdryu8ou06wcm0q3,0,36.4,13.9,2022-09-11T13:29:28.641Z,2022-09-11T22:21:36Z,3775183581,233,1484,,,,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703363,281,8,1,28,47,dxq76zcvnokq07cszdx0i6kve,1,57.6,87.1,2022-09-11T13:29:28.671Z,2022-09-11T23:51:12Z,3774459399,384,,3773313305,56,Left,3775142751,178,,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703393,229,1,1,28,49,6tuibxq39fdryu8ou06wcm0q3,1,43.8,30.4,2022-09-11T13:29:31.210Z,2022-09-11T21:53:05Z,3773313477,56,Back,3773313483,212,14.8,3775142895,178,,3773313481,141,19.7,3773313485,213,3.7,3773313479,140,31.5,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703377,228,43,1,28,49,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-09-11T13:29:31.441Z,2022-09-11T13:30:44Z,3773313385,140,43.8,3773313389,212,12.4,3773313391,213,1.5,3773313387,141,30.4,3773313383,56,Back,3773318129,144,1,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703425,230,1,1,28,51,6tuibxq39fdryu8ou06wcm0q3,1,32.9,21.8,2022-09-11T13:29:33.171Z,2022-09-11T21:53:09Z,3773313643,140,26.4,3773313649,213,1.8,3773313641,56,Back,3775142923,178,,3773313647,212,27.0,3773313645,141,60.2,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703453,231,1,1,28,55,6tuibxq39fdryu8ou06wcm0q3,1,26.4,60.2,2022-09-11T13:29:36.741Z,2022-09-11T21:53:12Z,3773313827,213,0.2,3775142985,178,,3773313819,56,Back,3773313825,212,14.4,3773313823,141,63.7,3773313821,140,39.9,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703471,232,3,1,28,56,6tuibxq39fdryu8ou06wcm0q3,1,41.7,67,2022-09-11T13:29:38.451Z,2022-09-11T21:53:15Z,3773313939,286,,3774460753,465,,3775143119,178,,3773313955,233,282,3773313937,56,Back,,,,,,,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703445,282,45,1,28,56,dxq76zcvnokq07cszdx0i6kve,0,58.3,33,2022-09-11T13:29:38.451Z,2022-09-11T21:53:15Z,3773313783,56,Center,3773313977,233,232,3773313785,285,,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703507,233,1,1,29,1,6tuibxq39fdryu8ou06wcm0q3,1,56.4,51.8,2022-09-11T13:29:42.730Z,2022-09-11T21:53:20Z,3773314119,141,30.9,3775143319,178,,3773314115,56,Center,3773314121,212,14.4,3773314117,140,58.6,3773314123,213,4.9,,,,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703537,234,1,1,29,3,6tuibxq39fdryu8ou06wcm0q3,1,62.7,33,2022-09-11T13:29:45.249Z,2022-09-11T21:53:25Z,3773314285,212,12.8,3773314279,56,Center,3773314287,213,1.7,3775143509,178,,3773314281,140,60.6,3773314283,141,51.5,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458703591,235,1,1,29,7,6tuibxq39fdryu8ou06wcm0q3,1,62.5,40,2022-09-11T13:29:49.221Z,2022-09-11T21:53:28Z,3773314575,141,23.6,3775143639,178,,3773314577,212,11.3,3773314579,213,4.9,3773314571,56,Center,3773314573,140,64.3,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
