id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,keyPass,qualifier/13/value,qualifier/15/value,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/19/value
2466732537,204,1,1,24,23,ej5er0oyngdw138yuumwqbyqt,1,50.1,49.9,2022-10-02T19:10:04.438Z,2022-10-03T00:54:45Z,3816010733,213,3.3,3816654511,178,,3816010729,141,46.3,3816010725,56,Back,3816010731,212,13.2,3816010727,140,37.7,3816010735,279,G,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732571,205,1,1,24,25,ej5er0oyngdw138yuumwqbyqt,1,37.6,46.3,2022-10-02T19:10:06.680Z,2022-10-03T00:54:50Z,3816010897,140,24.7,3816010901,212,17.6,3816654653,178,,3816010895,56,Back,3816010899,141,62.9,3816010903,213,2.4,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732589,206,1,1,24,28,ej5er0oyngdw138yuumwqbyqt,1,25.6,59.1,2022-10-02T19:10:09.478Z,2022-10-03T00:54:55Z,3816011011,212,17.1,3816011009,141,34.0,3816011005,56,Back,3816011013,213,4.8,3816011007,140,26.8,3816654841,178,,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732623,207,1,1,24,30,ej5er0oyngdw138yuumwqbyqt,1,26.6,34,2022-10-02T19:10:12.094Z,2022-10-03T00:54:57Z,3816011171,213,6.2,3816011165,140,42.4,3816011169,212,16.6,3816011163,56,Back,3816011167,141,32.8,3816654895,178,,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732627,208,1,1,24,31,ej5er0oyngdw138yuumwqbyqt,1,44.2,29.9,2022-10-02T19:10:13.134Z,2022-10-03T00:55:01Z,3816011199,140,54.4,3816011195,168,,3816011205,213,0.4,3816011197,56,Center,3816011201,141,36.5,3816011203,212,11.6,3816655005,178,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732651,209,1,1,24,33,ej5er0oyngdw138yuumwqbyqt,1,53.7,35.3,2022-10-02T19:10:14.525Z,2022-10-03T00:55:06Z,3816011327,141,15.3,3816655107,178,,3816011323,56,Right,3816011329,212,13.6,3816011331,213,4.7,3816011325,140,54.0,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732759,210,1,1,24,35,ej5er0oyngdw138yuumwqbyqt,1,46.8,31,2022-10-02T19:10:16.860Z,2022-10-03T00:55:09Z,3816011801,140,68.2,3816011807,213,1.0,3816011803,141,86.0,3816655197,178,,3816011799,56,Left,3816011809,1,,3816011797,155,,3816011805,212,43.6,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732767,211,1,1,24,44,ej5er0oyngdw138yuumwqbyqt,1,69.9,69.1,2022-10-02T19:10:25.309Z,2022-10-03T00:55:16Z,3816011877,140,67.4,3816655287,178,,3816011875,56,Center,3816011883,213,4.5,3816011881,212,11.2,3816011879,141,53.1,,,,,,,5j7hbe94ewys7hkd04ay5bpw5,N. Sansone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732785,212,1,1,24,44,ej5er0oyngdw138yuumwqbyqt,1,67.4,53.1,2022-10-02T19:10:25.949Z,2022-10-03T00:55:20Z,3816011977,140,69.4,3816655447,178,,3816011979,141,79.7,3816011981,212,18.2,3816011983,213,1.5,3816011975,56,Left,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732821,213,1,1,24,47,ej5er0oyngdw138yuumwqbyqt,1,69.4,79.7,2022-10-02T19:10:28.256Z,2022-10-03T00:55:22Z,3816655545,178,,3816012177,56,Left,3816012185,213,0.7,3816012179,140,80.3,3816012181,141,94.5,3816012183,212,15.2,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732847,214,1,1,24,49,ej5er0oyngdw138yuumwqbyqt,1,82.1,95,2022-10-02T19:10:30.783Z,2022-10-03T00:55:26Z,3816012327,141,81.8,3816012323,56,Left,3816655679,178,,3816012329,212,17.0,3816012325,140,95.9,3816012331,213,5.7,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732863,215,1,1,24,53,ej5er0oyngdw138yuumwqbyqt,1,94.9,90.7,2022-10-02T19:10:34.458Z,2022-10-03T00:55:34Z,3816656001,178,,3816012417,140,93.0,3816012415,56,Left,3816012423,213,2.0,3816012421,212,4.8,3816012419,141,97.1,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732881,216,1,1,24,54,ej5er0oyngdw138yuumwqbyqt,0,93.7,95.8,2022-10-02T19:10:35.258Z,2022-10-03T00:55:37Z,3816656135,178,,3816464379,72,,3816012511,212,37.0,3816012509,141,42.7,3816012505,56,Center,3816012513,213,4.9,3816012507,140,100.0,3816464377,224,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,3816012501,2,,3816012503,155,,3816012515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732887,217,5,1,24,56,ej5er0oyngdw138yuumwqbyqt,0,101.5,43,2022-10-02T19:10:37.918Z,2022-10-03T00:55:39Z,3816012605,233,283,3816012543,56,Center,3816012545,346,,,,,,,,,,,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466732891,283,5,1,24,56,bqbbqm98ud8obe45ds9ohgyrd,1,-1.5,57,2022-10-02T19:10:37.918Z,2022-10-03T00:55:39Z,3816012569,56,Back,3816012575,233,217,3816012571,346,,,,,,,,,,,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733147,284,1,1,25,19,bqbbqm98ud8obe45ds9ohgyrd,1,4.6,60.6,2022-10-02T19:11:01.150Z,2022-10-03T00:55:42Z,3816013795,237,,3816013783,56,Back,3816013787,141,50.3,3816013781,124,,3816013785,140,2.9,3816013791,213,4.5,3816013789,212,7.2,,,,3nnjep6bxxb6xwhanvqvjt39x,L. Bonucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733219,285,1,1,25,23,bqbbqm98ud8obe45ds9ohgyrd,0,4,48.2,2022-10-02T19:11:04.360Z,2022-10-03T00:55:44Z,3816014147,1,,3816014141,141,50.7,3816014143,212,68.5,3816656313,178,,3816014137,56,Center,3816014135,155,,3816014145,213,0.0,3816014139,140,69.2,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733227,218,49,1,25,29,ej5er0oyngdw138yuumwqbyqt,1,33.8,43,2022-10-02T19:11:10.458Z,2022-10-03T00:55:51Z,,,,,,,,,,,,,,,,,,,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733269,219,1,1,25,29,ej5er0oyngdw138yuumwqbyqt,1,33.8,43,2022-10-02T19:11:10.474Z,2022-10-03T00:55:57Z,3816656545,178,,3816014439,213,4.4,3816014427,56,Back,3816014437,212,12.8,3816014429,140,30.6,3816014433,141,24.9,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733301,220,1,1,25,32,ej5er0oyngdw138yuumwqbyqt,1,24.3,25.2,2022-10-02T19:11:13.760Z,2022-10-03T00:55:59Z,3816656601,178,,3816014595,56,Back,3816014599,141,44.0,3816014601,212,25.7,3816014603,213,2.6,3816014597,140,3.1,,,,,,,3cbwh4pfwae5xw072cy14gb85,L. De Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733361,221,1,1,25,35,ej5er0oyngdw138yuumwqbyqt,1,9.2,43,2022-10-02T19:11:17.057Z,2022-10-03T00:56:03Z,3816014877,56,Back,3816014885,212,22.5,3816014887,213,1.5,3816014881,140,11.7,3816014883,141,75.9,3816656663,178,,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733437,222,1,1,25,40,ej5er0oyngdw138yuumwqbyqt,1,13.2,73.3,2022-10-02T19:11:21.337Z,2022-10-03T00:56:05Z,3816015221,56,Back,3816015227,212,32.7,3816015229,213,4.7,3816015225,141,25.2,3816015223,140,11.7,3816656723,178,,3816015231,1,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733553,223,1,1,25,46,ej5er0oyngdw138yuumwqbyqt,1,20.4,24,2022-10-02T19:11:27.853Z,2022-10-03T00:56:08Z,3816656769,178,,3816015709,213,2.2,3816015705,141,48.5,3816015701,56,Back,3816015707,212,21.0,3816015703,140,8.2,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733597,224,1,1,25,54,ej5er0oyngdw138yuumwqbyqt,1,13.9,45.7,2022-10-02T19:11:35.999Z,2022-10-03T00:56:12Z,3816015919,212,29.0,3816015907,56,Back,3816015921,213,1.2,3816015915,141,86.2,3816015911,140,22.7,3816656891,178,,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733631,225,1,1,25,59,ej5er0oyngdw138yuumwqbyqt,0,24.2,84.4,2022-10-02T19:11:40.529Z,2022-10-03T00:56:16Z,3816016073,213,5.9,3816016069,141,65.5,3816657001,178,,3816016065,56,Center,3816016071,212,38.9,3816016067,140,59.2,3816016075,1,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466861085,982,43,1,26,1,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-10-02T19:11:42.978Z,2022-10-03T01:27:11Z,3816709013,178,0,3816709165,144,82,,,,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733671,287,49,1,26,1,bqbbqm98ud8obe45ds9ohgyrd,1,40.5,16,2022-10-02T19:11:43.039Z,2022-10-03T01:27:29Z,,,,,,,,,,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466867601,1309,67,1,26,1,bqbbqm98ud8obe45ds9ohgyrd,1,39.7,32.3,2022-10-02T19:11:43.041Z,2022-10-03T02:00:04Z,3816736861,233,1482,,,,,,,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466867599,1482,67,1,26,1,ej5er0oyngdw138yuumwqbyqt,0,60.3,67.7,2022-10-02T19:11:43.042Z,2022-10-03T01:49:45Z,3816736869,233,1309,,,,,,,,,,,,,,,,,,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733635,226,43,1,26,2,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-10-02T19:11:44.154Z,2022-10-02T19:12:07Z,3816016091,212,4.1,3816016089,141,60.6,3816016085,56,Center,3816016093,213,5.3,3816016217,286,0,3816016211,236,0,3816016087,140,61.3,3816017159,144,1,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733663,286,43,1,26,4,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-10-02T19:11:45.930Z,2022-10-02T19:12:04Z,3816016183,285,0,3816017039,144,74,3816016233,233,226,3816016181,56,Back,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733695,288,4,1,26,6,bqbbqm98ud8obe45ds9ohgyrd,1,42,8.7,2022-10-02T19:11:48.079Z,2022-10-03T01:27:57Z,3816026141,233,228,3816017517,13,,3816027507,294,,3816016385,56,Back,3816017519,152,,3816017523,286,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733917,228,4,1,26,6,ej5er0oyngdw138yuumwqbyqt,0,58,91.3,2022-10-02T19:11:48.080Z,2022-10-03T01:27:57Z,3816027437,294,,3816026171,233,288,3816017493,152,,3816017489,13,,3816017491,56,Left,3816657329,178,,3816017497,285,,,,,dccxma9p13p00n0gi1cxk1nf9,M. Arnautović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466861787,991,43,1,26,8,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-10-02T19:11:50.109Z,2022-10-03T01:29:19Z,3816712483,144,82,3816712391,178,0,,,,,,,,,,,,,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733699,289,43,1,26,8,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-10-02T19:11:50.218Z,2022-10-02T19:12:07Z,3816016407,140,76.4,3816016401,3,0,3816016403,168,0,3816016409,141,35.5,3816016411,212,13.0,3816016405,56,Center,3816017143,144,1,3816016413,213,1.0,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466733711,227,43,1,26,11,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-10-02T19:11:52.523Z,2022-10-02T19:12:12Z,3816017349,144,49,,,,,,,,,,,,,,,,,,,,,,7e11kdi7wh9tleor9w5o2fdn9,K. Bonifazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734081,290,1,1,26,45,bqbbqm98ud8obe45ds9ohgyrd,1,43.7,3.7,2022-10-02T19:12:26.548Z,2022-10-03T00:56:46Z,3816018215,56,Back,3816657839,178,,3816018223,141,8.0,3816018219,140,29.7,3816018207,5,,3816018211,152,,3816018229,212,15.0,3816018233,213,2.9,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734151,291,1,1,26,47,bqbbqm98ud8obe45ds9ohgyrd,1,29.7,8,2022-10-02T19:12:28.824Z,2022-10-03T00:56:50Z,3816018527,56,Back,3816018535,213,2.4,3816657911,178,,3816018529,140,12.0,3816018533,212,24.9,3816018531,141,32.3,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734169,292,1,1,26,52,bqbbqm98ud8obe45ds9ohgyrd,1,13.4,30.1,2022-10-02T19:12:33.932Z,2022-10-03T00:56:55Z,3816018643,141,43.7,3816018647,213,0.8,3816018641,140,21.8,3816018645,212,12.8,3816018639,56,Back,3816658081,178,,,,,,,,6ofu6yc2qwp5ii9cerdq1tk9h,W. Szczęsny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734201,293,1,1,26,53,bqbbqm98ud8obe45ds9ohgyrd,1,21.1,41.9,2022-10-02T19:12:34.857Z,2022-10-03T00:57:00Z,3816658201,178,,3816018809,213,1.9,3816018805,141,65.1,3816018807,212,16.6,3816018801,56,Back,3816018803,140,16.1,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734229,294,1,1,26,56,bqbbqm98ud8obe45ds9ohgyrd,1,21.9,62.9,2022-10-02T19:12:37.385Z,2022-10-03T00:57:03Z,3816018959,212,19.6,3816018961,213,5.9,3816018955,140,39.4,3816018957,141,52.8,3816658299,178,,3816018953,56,Back,,,,,,,3nnjep6bxxb6xwhanvqvjt39x,L. Bonucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734235,295,1,1,26,57,bqbbqm98ud8obe45ds9ohgyrd,1,39.4,52.8,2022-10-02T19:12:38.678Z,2022-10-03T00:57:07Z,3816018987,140,32.9,3816018991,212,7.1,3816018989,141,55.5,3816018985,56,Back,3816019021,156,,3816658421,178,,3816018993,213,2.9,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734269,296,1,1,26,58,bqbbqm98ud8obe45ds9ohgyrd,1,32.9,55.5,2022-10-02T19:12:39.920Z,2022-10-03T00:57:11Z,3816019165,213,0.3,3816019157,56,Center,3816658515,178,,3816019159,140,54.5,3816019163,212,23.9,3816019161,141,66.6,,,,,,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466862119,1013,43,1,27,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-10-02T19:12:41.277Z,2022-10-03T01:30:21Z,3816713919,178,0,3816714061,144,82,,,,,,,,,,,,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734303,297,1,1,27,0,bqbbqm98ud8obe45ds9ohgyrd,0,54.5,66.6,2022-10-02T19:12:41.419Z,2022-10-03T01:50:59Z,3816019353,56,Center,3816738423,389,,3816019357,141,53.6,3816019361,213,5.8,3816019355,140,71.1,3816019359,212,19.5,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734317,230,61,1,27,2,ej5er0oyngdw138yuumwqbyqt,1,30.1,44.6,2022-10-02T19:12:43.281Z,2022-10-03T00:57:22Z,3816019395,56,Back,3816658749,178,,,,,,,,,,,,,,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734313,298,43,1,27,3,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-10-02T19:12:44.506Z,2022-10-02T19:13:09Z,3816020645,144,3,3816019377,56,Center,3816019381,286,0,3816019475,233,230,,,,,,,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734327,231,49,1,27,3,ej5er0oyngdw138yuumwqbyqt,1,27.9,31.6,2022-10-02T19:12:45.191Z,2022-10-03T00:57:29Z,,,,,,,,,,,,,,,,,,,,,,,,,3cbwh4pfwae5xw072cy14gb85,L. De Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734363,232,1,1,27,4,ej5er0oyngdw138yuumwqbyqt,0,26.5,34,2022-10-02T19:12:45.248Z,2022-10-03T00:57:32Z,3816019641,213,0.3,3816019629,140,48.0,3816019633,141,43.5,3816019637,212,23.5,3816019627,56,Back,3816019623,155,,3816658909,178,,,,,3cbwh4pfwae5xw072cy14gb85,L. De Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734401,299,1,1,27,6,bqbbqm98ud8obe45ds9ohgyrd,1,53.3,55.5,2022-10-02T19:12:47.282Z,2022-10-03T00:57:35Z,3816019815,3,,3816019823,140,65.1,3816019827,141,31.7,3816019819,56,Center,3816019831,212,20.4,3816658951,388,,3816019833,213,5.4,,,,3nnjep6bxxb6xwhanvqvjt39x,L. Bonucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466862243,1022,43,1,27,8,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-10-02T19:12:49.469Z,2022-10-03T01:30:50Z,3816714495,178,0,3816714565,144,82,,,,,,,,,,,,,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734413,301,61,1,27,9,bqbbqm98ud8obe45ds9ohgyrd,0,65.3,31.7,2022-10-02T19:12:50.726Z,2022-10-03T00:57:45Z,3816659213,178,,3816019893,56,Center,,,,,,,,,,,,,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466862287,1074,67,1,27,9,ej5er0oyngdw138yuumwqbyqt,1,34.5,68.5,2022-10-02T19:12:50.737Z,2022-10-03T01:36:55Z,3816714691,233,1024,,,,,,,,,,,,,,,,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466862283,1024,67,1,27,9,bqbbqm98ud8obe45ds9ohgyrd,0,65.5,31.5,2022-10-02T19:12:50.738Z,2022-10-03T01:30:59Z,3816714695,233,1074,,,,,,,,,,,,,,,,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466737085,280,1,1,27,9,ej5er0oyngdw138yuumwqbyqt,0,36,67.8,2022-10-02T19:12:50.768Z,2022-10-03T01:36:55Z,3816033751,140,37.2,3816033757,213,5.7,3816034049,286,,3816033755,212,1.5,3816034045,233,302,3816659349,178,,3816033753,141,66.6,3816034043,236,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,3816033749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734419,302,74,1,27,9,bqbbqm98ud8obe45ds9ohgyrd,1,65.3,31.7,2022-10-02T19:12:50.790Z,2022-10-03T00:57:54Z,3816019909,56,Center,3816019911,285,,3816034113,233,280,3816659471,178,,,,,,,,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734405,300,43,1,27,10,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2022-10-02T19:12:51.389Z,2022-10-02T19:12:55Z,3816020061,144,49,,,,,,,,,,,,,,,,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734445,233,49,1,27,10,ej5er0oyngdw138yuumwqbyqt,1,34.2,75.9,2022-10-02T19:12:51.668Z,2022-10-03T00:58:09Z,,,,,,,,,,,,,,,,,,,,,,,,,5j7hbe94ewys7hkd04ay5bpw5,N. Sansone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734469,234,1,1,27,10,ej5er0oyngdw138yuumwqbyqt,1,34.8,64.5,2022-10-02T19:12:51.699Z,2022-10-03T00:58:15Z,3816020171,56,Back,3816020177,212,6.4,3816020173,140,28.8,3816020179,213,3.0,3816659959,178,,3816020175,141,66.0,,,,,,,5j7hbe94ewys7hkd04ay5bpw5,N. Sansone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734473,235,4,1,27,11,ej5er0oyngdw138yuumwqbyqt,1,27.4,77.7,2022-10-02T19:12:52.988Z,2022-10-03T00:58:21Z,3816020187,152,,3816020183,13,,3816020191,285,,3816020189,265,,3816020283,233,303,3816020185,56,Back,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734477,303,4,1,27,11,bqbbqm98ud8obe45ds9ohgyrd,0,72.6,22.3,2022-10-02T19:12:52.989Z,2022-10-03T00:58:20Z,3816020213,56,Center,3816020215,152,,3816660057,178,,3816020211,13,,3816020217,265,,3816020291,233,235,3816020219,286,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734627,236,1,1,27,30,ej5er0oyngdw138yuumwqbyqt,1,31.6,74.5,2022-10-02T19:13:11.628Z,2022-10-03T00:58:27Z,3816020967,152,,3816660133,178,,3816020975,212,21.8,3816020965,5,,3816020977,213,5.5,3816020971,140,46.1,3816020973,141,51.5,3816020969,56,Back,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734629,237,50,1,27,32,ej5er0oyngdw138yuumwqbyqt,1,42.5,55.2,2022-10-02T19:13:13.836Z,2022-10-03T00:58:35Z,3816020983,56,Back,3816020985,286,,3816021087,233,304,,,,,,,,,,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466734637,304,7,1,27,32,bqbbqm98ud8obe45ds9ohgyrd,1,57.5,44.8,2022-10-02T19:13:13.955Z,2022-10-03T00:58:39Z,3816021039,233,237,3816021019,285,,3816471479,384,,3816021017,56,Center,3816660263,178,,,,,,,,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
