id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2452549853,4,1,1,0,32,e75syeuawg3ql8nwpi3vr2btz,0,26,80.9,2022-08-28T16:30:41.698Z,2022-08-29T00:31:40Z,3742220273,178,,3740562179,140,72.7,3740562183,212,49.0,3740562185,213,0.0,3740562177,56,Left,3740562181,141,81.7,3740562175,152,,3740562173,155,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,3740562171,5,3740562187,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549869,8,44,1,0,35,ap6blbxhq9elm62vw6tutzlwg,1,27,13.8,2022-08-28T16:30:44.523Z,2022-08-29T05:45:04Z,3740562277,285,,3740562419,233,5,3740562275,56,Back,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549885,5,44,1,0,35,e75syeuawg3ql8nwpi3vr2btz,0,73,86.2,2022-08-28T16:30:44.524Z,2022-08-29T00:31:51Z,3740562445,233,8,3740562357,286,,3740562349,56,Left,,,,,,,,,,,,,,,,30gsjr0xlmjulnz227zfxga8l,D. Zapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549891,9,12,1,0,35,ap6blbxhq9elm62vw6tutzlwg,1,26.7,9.2,2022-08-28T16:30:44.594Z,2022-08-29T05:45:05Z,3740562371,56,Back,3740562387,167,,3740562375,141,0.0,3740562373,140,37.4,3740562377,212,13.1,3740562379,213,5.7,3740562777,15,,3742220559,388,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550001,6,5,1,0,37,e75syeuawg3ql8nwpi3vr2btz,1,60.2,100.9,2022-08-28T16:30:47.240Z,2022-08-29T00:31:55Z,3740563017,233,10,3740562999,347,,3740562997,56,Left,,,,,,,,,,,,,,,,30gsjr0xlmjulnz227zfxga8l,D. Zapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452549893,10,5,1,0,37,ap6blbxhq9elm62vw6tutzlwg,0,39.8,-0.9,2022-08-28T16:30:47.240Z,2022-08-29T00:31:55Z,3740563049,233,6,3740562383,56,Back,3740562385,347,,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550013,7,1,1,0,44,e75syeuawg3ql8nwpi3vr2btz,0,57.8,100,2022-08-28T16:30:53.707Z,2022-08-29T00:32:00Z,3740563085,213,5.9,3740563079,141,92.1,3740563081,212,16.7,3740563195,189,,3740563077,140,72.6,3740563073,107,,3740563075,56,Left,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452857753,822,67,1,0,46,ap6blbxhq9elm62vw6tutzlwg,1,26.2,5.8,2022-08-28T16:30:55.401Z,2022-08-29T05:45:05Z,3742264031,233,816,,,,,,,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452857751,816,67,1,0,46,e75syeuawg3ql8nwpi3vr2btz,0,73.8,94.2,2022-08-28T16:30:55.402Z,2022-08-29T00:53:57Z,3742264045,233,822,,,,,,,,,,,,,,,,,,,,,,30gsjr0xlmjulnz227zfxga8l,D. Zapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550027,11,61,1,0,46,ap6blbxhq9elm62vw6tutzlwg,1,25.3,2.2,2022-08-28T16:30:55.438Z,2022-08-29T05:45:05Z,3740563331,189,,3740563163,56,Back,3742221101,178,,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550035,8,5,1,0,46,e75syeuawg3ql8nwpi3vr2btz,1,64.8,101,2022-08-28T16:30:55.975Z,2022-08-29T00:32:05Z,3740563193,347,,3740563191,56,Left,3740563197,233,12,,,,,,,,,,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550031,12,5,1,0,46,ap6blbxhq9elm62vw6tutzlwg,0,35.2,-1,2022-08-28T16:30:55.975Z,2022-08-29T00:32:06Z,3740563173,56,Back,3740563175,347,,3740563227,233,8,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550075,9,1,1,0,54,e75syeuawg3ql8nwpi3vr2btz,1,59.1,100,2022-08-28T16:31:03.614Z,2022-08-29T00:32:20Z,3740563423,212,5.2,3740563425,213,4.6,3740563421,141,92.9,3740563411,107,,3740563413,56,Left,3740563417,140,58.7,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550119,10,1,1,0,55,e75syeuawg3ql8nwpi3vr2btz,1,58.7,92.9,2022-08-28T16:31:04.380Z,2022-08-29T00:32:24Z,3740563663,56,Left,3740563665,140,60.6,3740563671,213,0.7,3740563669,212,2.7,3740563667,141,95.6,3742221693,178,,,,,,,,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452761595,813,3,1,0,57,e75syeuawg3ql8nwpi3vr2btz,0,65.3,95.7,2022-08-28T16:31:06.605Z,2022-08-29T00:32:33Z,3741736475,56,Left,3741736479,464,,3741736481,467,7hwj9pf9roe74jifvuhiu6n6x,3742221947,178,,3741736477,286,,,,,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550121,11,4,1,0,57,e75syeuawg3ql8nwpi3vr2btz,1,65,93.3,2022-08-28T16:31:06.832Z,2022-08-29T00:32:39Z,3740564729,233,13,3740563685,13,,3740563691,265,,3740563693,286,,3740563689,152,,3740563687,56,Left,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550285,13,4,1,0,57,ap6blbxhq9elm62vw6tutzlwg,0,35,6.7,2022-08-28T16:31:06.833Z,2022-08-29T00:32:39Z,3740564521,56,Back,3740564767,233,11,3740564525,265,,3740564523,152,,3740564527,285,,3740564519,13,,3742222097,178,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550771,12,1,1,1,39,e75syeuawg3ql8nwpi3vr2btz,1,68.4,89.8,2022-08-28T16:31:48.983Z,2022-08-29T05:45:06Z,3742222229,178,,3740567191,155,,3740569269,154,,3740567199,141,52.8,3740567187,2,,3741739271,224,,3740569267,210,13,3740567195,56,Center,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,3740567193,152,3740567207,212,1,33.7,3740567197,140,89.7,3740567189,5,3740567211,213,5.4,3741739273,72,3741739275,1,,,,,,,,,,,,,,
2452550781,13,44,1,1,40,e75syeuawg3ql8nwpi3vr2btz,1,89.8,47.6,2022-08-28T16:31:50.272Z,2022-08-29T05:45:06Z,3740581005,233,41,3740567245,56,Center,3740567247,286,,,,,,,,,,,,,,,,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452552791,41,44,1,1,40,ap6blbxhq9elm62vw6tutzlwg,0,10.2,52.4,2022-08-28T16:31:50.273Z,2022-08-29T00:32:48Z,3740581299,233,13,3740580833,285,,3740580831,56,Back,,,,,,,,,,,,,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550797,14,13,1,1,40,e75syeuawg3ql8nwpi3vr2btz,1,89.1,54.9,2022-08-28T16:31:50.377Z,2022-08-29T05:45:06Z,3740569297,147,48.2,3740567315,56,Center,3740567313,17,,3740569281,75,,3740569299,230,98.6,3740569071,153,,3740569287,55,12,3740573339,21,,e5nv028chtw0955vhnh74ukbu,C. Okoli,3740569291,102,3742222461,178,,,3740569301,231,52.3,3740569295,146,3740569293,103,16.7,3740569063,24,3740569283,29,40.3,94.1,3740569285,154,,,,,,,,,,
2452550839,14,12,1,1,41,ap6blbxhq9elm62vw6tutzlwg,1,8.7,47.2,2022-08-28T16:31:51.353Z,2022-08-29T00:33:11Z,3740567521,56,Back,3740567525,141,42.8,3740567523,140,13.0,3740567527,212,5.4,3742223035,178,,3740567529,213,5.7,3740818737,15,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550843,15,12,1,1,43,ap6blbxhq9elm62vw6tutzlwg,1,13,42.8,2022-08-28T16:31:52.737Z,2022-08-29T00:33:15Z,3740567555,15,,3740567551,213,1.3,3740567545,140,15.1,3740567543,56,Back,3740567549,212,7.7,3740567547,141,53.7,3742223157,388,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550895,16,12,1,1,45,ap6blbxhq9elm62vw6tutzlwg,1,15.1,53.7,2022-08-28T16:31:54.767Z,2022-08-29T00:33:19Z,3740567823,56,Back,3740567825,140,43.4,3740567827,141,46.0,3740567829,212,30.2,3742223317,178,,3740567831,213,6.1,,,,,,,20f5apcbciifqyln8hp3cziwa,F. Terracciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550873,15,1,1,1,47,e75syeuawg3ql8nwpi3vr2btz,0,52.9,51.3,2022-08-28T16:31:57.012Z,2022-08-29T00:33:22Z,3740567701,140,62.2,3740567703,141,70.0,3740567705,212,16.0,3740567707,213,0.9,3742223429,178,,3740567699,56,Center,3740567697,3,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550901,17,49,1,1,49,ap6blbxhq9elm62vw6tutzlwg,1,35.7,33.9,2022-08-28T16:31:58.881Z,2022-08-29T00:33:34Z,,,,,,,,,,,,,,,,,,,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550907,18,1,1,1,49,ap6blbxhq9elm62vw6tutzlwg,0,35.7,33.9,2022-08-28T16:31:58.905Z,2022-08-29T00:33:31Z,3740567893,213,0.2,3740567885,56,Center,3740567883,155,,3742223649,178,,3740567891,212,21.2,3740567887,140,55.4,3740567889,141,40.6,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550915,16,49,1,1,50,e75syeuawg3ql8nwpi3vr2btz,1,45.5,55.8,2022-08-28T16:31:59.982Z,2022-08-29T00:33:39Z,,,,,,,,,,,,,,,,,,,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550939,17,1,1,1,51,e75syeuawg3ql8nwpi3vr2btz,1,45.5,55.8,2022-08-28T16:32:01.179Z,2022-08-29T00:33:41Z,3740568087,140,45.9,3740568089,141,88.0,3740568093,213,1.6,3740568091,212,21.9,3742223799,178,,3740568085,56,Back,,,,,,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550947,18,1,1,1,55,e75syeuawg3ql8nwpi3vr2btz,1,57.9,96.3,2022-08-28T16:32:04.956Z,2022-08-29T00:33:44Z,3740568151,213,5.4,3742223851,178,,3740568147,141,77.5,3740568149,212,16.3,3740568145,140,67.6,3740568143,56,Center,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550957,19,1,1,1,56,e75syeuawg3ql8nwpi3vr2btz,0,67.6,77.5,2022-08-28T16:32:05.788Z,2022-08-29T00:33:47Z,3740568227,213,3.5,3740568223,141,71.1,3740568225,212,11.0,3740568221,140,58.0,3740568241,156,,3742223907,178,,3740568219,56,Center,,,,30gsjr0xlmjulnz227zfxga8l,D. Zapata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550969,19,49,1,1,58,ap6blbxhq9elm62vw6tutzlwg,1,46.3,35.1,2022-08-28T16:32:07.959Z,2022-08-29T00:33:51Z,,,,,,,,,,,,,,,,,,,,,,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550989,20,1,1,1,58,ap6blbxhq9elm62vw6tutzlwg,1,46.3,35.1,2022-08-28T16:32:08.018Z,2022-08-29T00:33:54Z,3740568411,212,6.2,3740568413,213,1.4,3742224173,178,,3740568405,56,Back,3740568407,140,47.4,3740568409,141,44.0,,,,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550997,20,45,1,2,0,e75syeuawg3ql8nwpi3vr2btz,0,54,55.8,2022-08-28T16:32:09.649Z,2022-08-29T00:33:58Z,3740568529,233,21,3740568465,56,Center,3740568467,285,,,,,,,,,,,,,,,,,4euxcqawlks4c56pqj8xvwbf9,R. Malinovskyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452550999,21,3,1,2,0,ap6blbxhq9elm62vw6tutzlwg,1,46,44.2,2022-08-28T16:32:09.649Z,2022-08-29T00:33:58Z,3740568471,286,,3742224237,178,,3740568469,56,Back,3741744717,464,,3740568501,233,20,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551021,22,1,1,2,0,ap6blbxhq9elm62vw6tutzlwg,1,47.2,41.6,2022-08-28T16:32:10.261Z,2022-08-29T00:34:06Z,3742224363,178,,3740568587,213,4.6,3740568581,140,46.5,3740568583,141,30.3,3740568579,56,Back,3740568585,212,7.7,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551047,23,1,1,2,1,ap6blbxhq9elm62vw6tutzlwg,1,46.5,30.3,2022-08-28T16:32:11.148Z,2022-08-29T00:34:11Z,3740568721,212,9.6,3740568723,213,2.0,3740568719,141,43.4,3740568717,140,43.1,3740568715,56,Back,3742224399,178,,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551071,24,1,1,2,4,ap6blbxhq9elm62vw6tutzlwg,1,43.1,43.4,2022-08-28T16:32:13.416Z,2022-08-29T00:34:14Z,3740568875,141,89.7,3740568871,140,46.2,3742224453,178,,3740568869,56,Back,3740568883,213,1.5,3740568879,212,31.7,,,,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551153,25,1,1,2,7,ap6blbxhq9elm62vw6tutzlwg,1,53.9,94.2,2022-08-28T16:32:16.611Z,2022-08-29T00:34:18Z,3742224561,178,,3740569253,141,71.1,3740569257,212,18.7,3740569261,213,4.1,3740569245,56,Back,3740569249,140,44.2,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551159,26,1,1,2,10,ap6blbxhq9elm62vw6tutzlwg,1,44.2,71.1,2022-08-28T16:32:19.425Z,2022-08-29T00:34:22Z,3740569333,141,68.2,3740569335,212,22.0,3740569331,140,65.1,3740569337,213,6.2,3740569329,56,Center,3742224635,178,,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551161,27,1,1,2,11,ap6blbxhq9elm62vw6tutzlwg,0,65.1,68.2,2022-08-28T16:32:20.520Z,2022-08-29T00:34:27Z,3742224753,178,,3740569353,213,5.7,3740569351,212,3.2,3740569349,141,65.7,3740569347,140,67.7,3740569345,56,Center,3740569343,168,,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452858371,822,67,1,2,12,e75syeuawg3ql8nwpi3vr2btz,1,32.6,35.7,2022-08-28T16:32:21.545Z,2022-08-29T05:45:07Z,3742267643,233,827,,,,,,,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452858369,827,67,1,2,12,ap6blbxhq9elm62vw6tutzlwg,0,67.4,64.3,2022-08-28T16:32:21.546Z,2022-08-29T00:55:51Z,3742267647,233,822,,,,,,,,,,,,,,,,,,,,,,e5ccnxgbz5jmqwy6fza3gdsl,K. Lasagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551187,21,8,1,2,12,e75syeuawg3ql8nwpi3vr2btz,1,27.3,44,2022-08-28T16:32:21.586Z,2022-08-29T05:45:07Z,3741745901,385,,3740569459,56,Back,3742224917,178,,,,,,,,,,,,,,,,,cm6iy4b06qv9y6ww0hthqlwb9,R. Tolói,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551201,22,49,1,2,14,e75syeuawg3ql8nwpi3vr2btz,1,25.4,53.3,2022-08-28T16:32:23.540Z,2022-08-29T00:34:41Z,,,,,,,,,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551249,23,1,1,2,14,e75syeuawg3ql8nwpi3vr2btz,1,27.6,49.5,2022-08-28T16:32:23.632Z,2022-08-29T00:34:44Z,3740569797,212,13.0,3740569789,140,25.1,3742225039,178,,3740569793,141,68.2,3740569801,213,1.8,3740569785,56,Back,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452551289,24,1,1,2,16,e75syeuawg3ql8nwpi3vr2btz,0,27.9,75.4,2022-08-28T16:32:26.349Z,2022-08-29T00:34:47Z,3740570027,213,0.3,3740570029,1,,3740570021,140,63.6,3742225119,178,,3740570023,141,94.5,3740570025,212,39.7,3740570019,56,Left,3740570017,155,,30oup47g0i12cvub12r7kmxd6,B. Soppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
