id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2449367637,1,34,16,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-08-21T15:19:38.227Z,2022-08-21T16:27:56Z,3723585845,130,23,3723585851,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723585847,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723585841,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3723585849,194,1lota2za1imhl3oydwa89u5l,3723826291,197,11835,3723585839,30,"h12c7ocq35slzrop3ltnrsnp, dmza22ad3iars2svmghrwhfit, 8dgh4fzut8khpt32d6dsrljsa, 9cy6lgb0e0cq4a7ht389qaklx, 54mmovmx3osoxgbloe9rzmx9l, cnk07o3823zl5gd7qr2bdks7p, 2l87vg4m0glbbdvnrg4zud51x, 3sehm4zmy7141wm4ecfqqoxd5, ewwo2c7kw1b1okrngjl4j4dm1, anr1wukl3xezz39fwogjzatw5, 1lota2za1imhl3oydwa89u5l, 1fdgli7rrzvlhcs1exckc0r11, 9jx56wcoj1htd69i749wfwkx5, an5eip4p2zmw49hh9eqksigo9, 95r0jtkw03vjohzwc8os8ielm, c68syh6axbkqmcmvrpumqb8mi, 5yq6tl0qvxwespxl0npuonyzt, 4az5n8aekw6ipzu7fagqhkys4, 39504a9fwi439uhqbwc809ene, 6e9fu9o226zn6jzx02jutvi3u, d5m5q6dlc7vnbs634dinbsuwa, doc2gnbp9db0101sf1lictono, d7xfjvw4kun7fx4j9ldr6cb11, bk1gdyxtfp4drwb0yotwerbsa, 5vyszdd8h7l79tlwy40lgimfo",3723585843,59,"13, 30, 65, 18, 34, 33, 8, 10, 7, 23, 25, 5, 1, 3, 6, 9, 15, 17, 20, 21, 28, 31, 32, 35, 36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449369513,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-08-21T15:22:53.878Z,2022-08-21T16:28:45Z,3723595361,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3723595369,194,euibd75fsyggns1w3xerzzrh1,3723595371,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723595365,130,4,3723828537,197,8393,3723595367,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723595363,59,"95, 2, 15, 38, 4, 28, 5, 14, 7, 11, 8, 1, 3, 9, 16, 22, 23, 24, 31, 32, 33, 34, 42, 55, 99",3723595359,30,"u60zu48a4zqnupyxp2d0mqqd, 9e3t2wyjqzxsn690aysao8cfd, 3jtsqwoi9w0dxxneld0mt5rs9, dpnp9rguhhs04of6vmlw5spg5, bhi4ivjgojkot4d7za72gu2nd, eq7q971ebxu7ipqbyvj5n4c15, euibd75fsyggns1w3xerzzrh1, d9sakxlp96siw0z1jltszdlgp, 21pztrby95djexvw3m9hhzgt1, b5cqy1xamdj38bh87gvz4iac5, 6gab9bfl0kj0hy1z0u75pl42d, 2udciji4n7tr07ft7twe2r9w5, 66at96kfhvigkny465lkmrnbp, 4mk6bbc9a8rhtmk8f4jj6onvt, 476nfumr6aadvufrqk72tq5be, eh1ul4duphy1iz4odwx9tkjjd, i4yzdkusjs6qn4v06oxj6qxh, 7358y8d8v19qn6s8h0kx7tn11, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, b7vmywgydbcs4m9pcjcoabt62, 4kfx8fzf54bli2a2o0i3fvhed, 5bi4t2dob5mo0okdbv6sna6fo, dtuwn06lnvxugaj637i553r2t, 6gjn7pt0i34q45g4porckuj8p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413841,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-08-21T16:30:29.250Z,2022-08-21T16:30:32Z,3723833887,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413833,2,32,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-08-21T16:30:29.250Z,2022-08-21T22:29:28Z,3723833855,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413883,3,1,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,49.9,49.7,2022-08-21T16:30:29.308Z,2022-08-21T23:52:01Z,3723834131,213,3.2,3725284673,178,,3723834123,56,Back,3723834125,140,36.5,3723834133,279,S,3723834127,141,48.2,3723834129,212,14.1,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413901,4,1,1,0,3,8le3orkfz6iix3jns6g9ojqjg,1,36.6,50.4,2022-08-21T16:30:32.854Z,2022-08-21T23:52:04Z,3723834227,141,64.8,3725284825,178,,3723834231,213,2.2,3723834225,140,30.4,3723834223,56,Back,3723834229,212,11.8,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413919,5,1,1,0,6,8le3orkfz6iix3jns6g9ojqjg,1,33.6,62.1,2022-08-21T16:30:35.405Z,2022-08-21T23:52:06Z,3723834321,212,24.8,3723834315,56,Back,3723834323,213,4.6,3723834317,140,30.0,3723834319,141,26.0,3725284933,178,,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413935,6,1,1,0,8,8le3orkfz6iix3jns6g9ojqjg,1,29.2,25.8,2022-08-21T16:30:38.208Z,2022-08-21T23:52:09Z,3723834415,212,21.8,3723834405,56,Back,3723834411,141,49.1,3725285033,178,,3723834409,140,15.0,3723834419,213,2.3,,,,,,,54mmovmx3osoxgbloe9rzmx9l,A. Ismajli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449413987,7,1,1,0,15,8le3orkfz6iix3jns6g9ojqjg,1,14.7,50.3,2022-08-21T16:30:44.809Z,2022-08-21T23:52:12Z,3725285167,178,,3723834775,212,14.6,3723834777,213,0.6,3723834769,56,Back,3723834771,140,26.1,3723834773,141,62.7,,,,,,,h12c7ocq35slzrop3ltnrsnp,G. Vicario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449414071,8,1,1,0,17,8le3orkfz6iix3jns6g9ojqjg,1,23.6,62.1,2022-08-21T16:30:47.016Z,2022-08-21T23:52:16Z,3723835237,141,51.2,3723835235,140,7.7,3723835239,212,18.3,3725285261,178,,3723835241,213,3.6,3723835233,56,Back,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
