id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2504311677,1,34,16,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-02-05T10:32:23.701Z,2023-02-05T11:33:41Z,4014316537,194,5d9i8ubibyiecxecr9jjvxexh,4014316535,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014316533,130,4,4014316539,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014316529,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014415929,197,545,4014316531,59,"1, 22, 6, 68, 13, 3, 99, 20, 9, 11, 77, 4, 5, 7, 12, 17, 18, 19, 21, 23, 31, 55, 70, 81, 91, 95",4014316527,30,"af58rhtg8ck7c8g7nwfs67d91, 5d9i8ubibyiecxecr9jjvxexh, ypfascbq81vkjbe57108cpn9, 9y8fnvazj02vy31ljx3du0d79, 2kfkjjqh7vrfcfbgr4aa85dqt, 2p1pns6j6id4nx3nbi7fv0wrt, 3bhy6x04rbwzk0nh1fm59dmnd, dpcws493fepch23sk26m1a8yd, 1wynwp4x95o9w5tt4cdog6i1, cen5nxf8sb8binjr7apt9nb2t, 4zy4d60v2qmaplm9xbe51y1gp, cv0p6dzx3res3affivdwcpolx, 8n0c5t5wzfkoauryyzy8be0gl, 72im0m7d8rqpsclo4f5crqmsp, copo8qsmvy2fhpi1aev6f46i1, 896uaqjrz22q6fqjfzuwf77jd, cp13vthbds3tl1wtfelfx2evp, jk8n72zhngmdw2ek47zx7f11, 9bba1hgnx5mzpkzeazsoikn9x, 7knk2xsg4690hgq9us9us8ull, 9c9g2havtsf29fpt5582y8ne2, 40msbo4o5bwx0oeuz4743w161, 1ct0gujao4wvj1ff3aebqgqnd, abq67eup8kd31w8da2i0eftgp, bcqutyzafpahp2ni41u2xt4gl, u60zu48a4zqnupyxp2d0mqqd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504313915,1,34,16,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-02-05T10:40:17.048Z,2023-02-05T11:42:35Z,4014326941,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014326939,30,"4g0d51pqr4grzoe9cx7do6pxx, 2s9ko6yxyi95jybzguru8g3bp, 545o5sllzb34kosvbw3fxhc5x, 89z0ym1zvwp7rikmd0kvpcq8l, 6sejjyqssbr3olctm9nkq2v9x, f1ma05bi3t1hfbflylx5d9tyh, 6ehsdxl74v0qtlbjjjbu0r0t1, 72sbeqsrvv64vwiec51r9g1k9, a21winmltx1h9oiwqtfditkut, e4cwx5r9hrvip371egldkc6ol, cbymienvjkbbvi1rbky74vj3e, azph2f84zhlvg4wd8tleydkdm, awf3x41nsz8m73bhte5wlz6ui, 9n2nm6smh0txgv2482qbwhixg, 9casrbyhvk5woencvp365fnmy, 2rdh9ggkr9iu50esnyv464dsl, 1fsum47fkh62rer9xxe3smctm, emrtx2whu075csairmhcok9p0, q86iuo0cn7dlhvgwz6ix1mqy, e05kmeeuc7x55gwhjmxl9ry3u, 63iuskrqndwv19k9w1b2n9yj8, ahlyrizx4hq3vadalx5cs8b2s, 1kafgt90durzi0trgasa35nqi",4014327153,194,e4cwx5r9hrvip371egldkc6ol,4014326949,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014403413,197,14656,4014326945,130,12,4014326943,59,"69, 27, 13, 43, 29, 4, 6, 33, 14, 10, 25, 19, 2, 16, 21, 22, 30, 36, 40, 55, 65, 70, 72",4014326947,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504330073,2,32,1,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-02-05T11:31:18.914Z,2023-02-05T11:31:20Z,4014410681,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504330063,2,32,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-02-05T11:31:18.914Z,2023-02-05T19:21:45Z,4014410649,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504330083,3,1,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,50.1,50.1,2023-02-05T11:31:19.035Z,2023-02-05T19:37:29Z,4014410749,56,Back,4014410751,140,30.2,4014410759,279,S,4016248659,178,,4014410753,141,56.1,4014410755,212,21.3,4014410757,213,2.9,,,,e4cwx5r9hrvip371egldkc6ol,D. Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504330095,4,1,1,0,3,4klvxyeh3xcus4ongu7c00mgc,1,34.1,55.4,2023-02-05T11:31:22.337Z,2023-02-05T19:37:32Z,4014410817,141,6.8,4014410809,155,,4014410819,212,58.9,4014410821,213,5.7,4014410815,140,80.5,4016248685,178,,4014410811,56,Right,4014410825,1,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504330119,5,1,1,0,6,4klvxyeh3xcus4ongu7c00mgc,0,80.5,6.8,2023-02-05T11:31:25.488Z,2023-02-05T19:37:35Z,4014410927,56,Center,4014410931,141,23.3,4014410929,140,100.0,4014410925,3,,4016248759,388,,4014410935,213,0.5,4014410933,212,24.5,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504330123,3,43,1,0,9,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-02-05T11:31:28.121Z,2023-02-05T11:32:03Z,4014410953,56,Back,4014412117,144,56,,,,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504515543,1031,56,1,0,9,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-02-05T11:31:28.516Z,2023-02-05T19:37:36Z,4015362141,56,Back,,,,,,,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504330137,4,5,1,0,10,gi0l1habji5hpgar77dl5jqe,1,-1.2,76,2023-02-05T11:31:29.046Z,2023-02-05T19:37:38Z,4014411039,233,6,4014411033,56,Back,4014411035,346,,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
