id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2507115827,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-02-12T16:07:25.563Z,2023-02-12T16:59:05Z,4028977211,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4028977209,30,"6ofu6yc2qwp5ii9cerdq1tk9h, 9pe3yqjsmcjtxdx7bdne3d4ut, 555z9bynvux7oruirg67r8i51, 2raf0uw5y2kajde0v60l4g1qt, d196vatyvq6ycn1q7d477d2i1, 8yv9xuzriaecvvssfm8dlmz85, ahz2npxe4geixkaz25f2pc82d, 2nddcty9qris2mmeldon0ogd1, 3ua8gs8tzx1dkdi9z88kjk9nt, 7glxasv2ed6ey82dknto1y66t, c6nl81c1q4unq5js94s6s942x, cv46mxj5i98p4hgtbomxlxs7o, 3zqpvn7r1c779l9vwwh7yukfd, 8rlf5vjyddkcid5ysa3yo7hlh, bh3b7e2qzh41dltd6h2obpln9, erwh25hbq259kqdirfufnbcb8, apdtqouzo9b02ozdxk8mx4zbp, 3o573dblmfc1o3wkkt2nva8k5, 342zbrh4dy6y3ohsew14b2ulm, 9p621hq50jdkujzy4309sagkq, 418gw0hpjoy8dt0ywaxjgm5pm, 5f5e6wufz0x041bvqzor10k16",4029195907,197,71,4028977217,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028977219,194,8yv9xuzriaecvvssfm8dlmz85,4028977215,130,17,4028977221,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028977213,59,"1, 2, 17, 12, 3, 6, 5, 25, 9, 22, 7, 15, 18, 23, 24, 30, 32, 36, 42, 43, 44, 45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507117711,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-02-12T16:09:43.965Z,2023-02-12T17:03:19Z,4029200499,197,563,4028987333,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028987335,194,66at96kfhvigkny465lkmrnbp,4028987337,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4028987329,59,"1, 2, 3, 34, 4, 16, 5, 32, 99, 22, 11, 7, 8, 9, 10, 15, 23, 28, 31, 42, 56, 77",4028987325,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, 4kfx8fzf54bli2a2o0i3fvhed, bhi4ivjgojkot4d7za72gu2nd, 476nfumr6aadvufrqk72tq5be, euibd75fsyggns1w3xerzzrh1, 6mit9txkiacrr2dq1i27rm76d, 6gjn7pt0i34q45g4porckuj8p, eh1ul4duphy1iz4odwx9tkjjd, b5cqy1xamdj38bh87gvz4iac5, 21pztrby95djexvw3m9hhzgt1, 6gab9bfl0kj0hy1z0u75pl42d, 4mk6bbc9a8rhtmk8f4jj6onvt, f0d8cjxx5cw5i22m0yy6azb2t, 3jtsqwoi9w0dxxneld0mt5rs9, i4yzdkusjs6qn4v06oxj6qxh, eq7q971ebxu7ipqbyvj5n4c15, f8kcf2l4h2qzdww1vof5x9t5, 5bi4t2dob5mo0okdbv6sna6fo, 8ud1kq9mdgukhlbda5vcn0s0l, ec04djw7dspowrm7h7wr6e5ed",4028987331,130,4,4028987327,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507159201,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-02-12T17:03:06.015Z,2023-02-13T00:00:37Z,4029207383,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507159189,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-02-12T17:03:06.015Z,2023-02-12T17:03:07Z,4029207351,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507159225,3,1,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,50.1,50.9,2023-02-12T17:03:06.113Z,2023-02-13T00:54:06Z,4030250777,178,,4029207471,141,51.6,4029207469,140,34.1,4029207467,56,Back,4029207477,279,S,4029207475,213,3.1,4029207473,212,16.8,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507159257,4,1,1,0,3,bqbbqm98ud8obe45ds9ohgyrd,1,34.7,51.6,2023-02-12T17:03:09.062Z,2023-02-13T00:54:08Z,4029207633,140,39.3,4029207635,141,87.5,4029207639,213,1.4,4029207637,212,24.9,4030250845,178,,4029207631,56,Back,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507159277,5,1,1,0,5,bqbbqm98ud8obe45ds9ohgyrd,1,39.3,87.5,2023-02-12T17:03:11.959Z,2023-02-13T00:54:11Z,4029207753,56,Back,4029207763,213,5.2,4029207755,140,44.5,4029207759,212,12.7,4030251015,178,,4029207757,141,70.6,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507159335,6,1,1,0,8,bqbbqm98ud8obe45ds9ohgyrd,1,44.5,70.6,2023-02-12T17:03:14.160Z,2023-02-13T00:54:16Z,4030251115,178,,4029208063,140,75.6,4029208061,56,Right,4029208057,155,,4029208071,1,,4029208065,141,11.8,4029208069,213,5.4,4029208067,212,51.6,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507159375,7,1,1,0,13,bqbbqm98ud8obe45ds9ohgyrd,0,79.8,8.5,2023-02-12T17:03:19.409Z,2023-02-13T00:54:19Z,4030251191,178,,4029208261,213,1.3,4029208259,212,36.5,4029208263,1,,4029208249,2,,4029208251,155,,4029856121,20,,4029208257,141,59.8,9pe3yqjsmcjtxdx7bdne3d4ut,M. De Sciglio,4029208255,140,90.0,4029856119,224,4029208253,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507159399,3,12,1,0,15,4raiad4l2j5lkfaz92pk4osb,1,11.9,38.5,2023-02-12T17:03:21.258Z,2023-02-13T00:54:25Z,4029208425,15,,4029208399,56,Back,4030251331,178,,4029208403,141,8.9,4029208401,140,13.5,4029208407,213,4.8,4029208405,212,20.2,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
