id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId
2521880763,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-03-18T18:53:26.822Z,2023-03-18T19:44:00Z,4107084561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4107084549,30,"3fpnfgoy4lbpapv2th6g60cet, 9vnr9uog5fmggich2i4vjxwbt, dmrj53hcw8vcffxx0lfudbob9, 3sezchmdtivxl4kusvgc6j7x1, cfpaejad8i9p2r1fj0wx0g222, b33rlpjo3kx4477alx82si5wq, cknjube5flk1r5ppqthj82c5, 9sxg58hszjq17avxgumftdu22, 9sbx7dlressy910i8uuztf93p, 3jln1gzc0859ymphvq83i0mp5, 11o903vztwpnmvgrinn208qnd, 7kph61hobc93t2c2tl8l5j105, e2vtm1318mm61db2wtj4m5p79, 9ncagt0ezp4f41hz3b64af1t5, eyra5urhrm92240e7qbll736d, wr2f0yl1bf68r73hkjee2pqt, ehztjmhg6fsddm1fqb00547o5, ad1n9czqhmfe1saleourqmzth, 1dwwsz1i6v8zwh802ujwf7emt, ch5rw8dgb6wh99wyhd8o3t1pl, 3v1fnp5e9pxfzgou5ebrgprrp, 72vim7cq99zdjjwivwtr773vu, enqcaecpt5hy0qv9x5pzmkjc9, 68cu39v9m8pykapkh2b97ltqt, 7ox43isyywsnrfcd56nm65be",4107084559,194,9sbx7dlressy910i8uuztf93p,4107084557,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4107342335,197,578,4107084555,130,17,4107084553,59,"16, 56, 5, 23, 28, 20, 4, 8, 11, 10, 17, 1, 2, 7, 12, 14, 24, 25, 27, 32, 33, 40, 46, 83, 90",4107084551,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521882523,1,34,16,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-03-18T18:56:38.382Z,2023-03-18T19:46:21Z,4107093797,59,"1, 19, 13, 18, 29, 50, 24, 37, 9, 7, 11, 2, 4, 5, 8, 14, 20, 26, 30, 80, 99",4107093793,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4107337083,197,17371,4107093809,194,b881arnahhahg0iaix4mx266t,4107093789,30,"93237ztqyi3r4hu3rmgzrgudx, dfckk0xst90yjlep74tvups5x, c33x61zuxixolkkalsigc3q0a, 4h1jj93i0v1pfemnjydnoc0dl, ah0f7tonnst92d8q91j1wll62, dkx1rfzizskaplpex70i3q0o9, bl76cebhta912vfi9z7ky32p6, b881arnahhahg0iaix4mx266t, 6z3a27dxffwacyxof0imvcfvu, 5152de1kfmrihdzbdotpeo8ut, 18jovwk0ysx6ajb8y75179j9x, 96d5il3afakek9qvsbtldu162, 13o5eskqs8b88yerwltk0tivp, 8zyg5zuzyr6t0idi5od2ypvbp, c4pxog9ntat2es7oz0cz5dgb9, 8e4wkgb71btkez592um5vts0k, al3t9fzj4ab55yux0zkd1jkr9, 8shwa0k28rt5duyrhuqza1hhx, ewt8nxg2m27fj0n7dr9hbul05, bf4gvp8pzp50lhtb2fc35zeok, hhv3h90gifzevkeqh97cb504",4107093801,130,12,4107093813,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4107093805,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521930637,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-03-18T19:46:00.379Z,2023-03-18T19:46:00Z,4107352993,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521930655,2,32,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-03-18T19:46:00.379Z,2023-03-19T01:13:37Z,4107353069,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521930685,3,1,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,50.3,50.5,2023-03-18T19:46:00.418Z,2023-03-19T01:22:25Z,4107353237,56,Back,4107353239,140,41.3,4108289303,178,,4107353247,279,S,4107353243,212,9.5,4107353241,141,49.5,4107353245,213,3.2,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521930699,4,1,1,0,1,dxq76zcvnokq07cszdx0i6kve,1,37.9,52,2023-03-18T19:46:02.324Z,2023-03-19T01:22:29Z,4107353345,213,6.0,4107353343,212,10.6,4107353341,141,47.8,4107353339,140,47.6,4108289517,178,,4107353337,56,Back,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521930777,5,1,1,0,2,dxq76zcvnokq07cszdx0i6kve,1,48.1,47.8,2023-03-18T19:46:03.161Z,2023-03-19T01:22:31Z,4108289667,178,,4107353783,212,19.8,4107353781,141,20.4,4107353787,213,5.1,4107353777,56,Right,4107353779,140,54.4,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521930831,6,1,1,0,7,dxq76zcvnokq07cszdx0i6kve,1,57.2,18.7,2023-03-18T19:46:07.559Z,2023-03-19T01:22:34Z,4107354029,213,2.0,4107354027,212,37.7,4107354025,141,69.8,4107354023,140,43.2,4107354021,56,Back,4107354031,1,,4108289957,178,,4107354019,155,,bl76cebhta912vfi9z7ky32p6,L. Samardžić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521930855,7,1,1,0,11,dxq76zcvnokq07cszdx0i6kve,1,42.8,71.7,2023-03-18T19:46:11.683Z,2023-03-19T01:22:36Z,4107354129,56,Left,4108290077,178,,4107354137,213,0.9,4107354133,141,95.7,4107354131,140,55.1,4107354135,212,20.8,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521930861,8,1,1,0,13,dxq76zcvnokq07cszdx0i6kve,0,55.8,97.5,2023-03-18T19:46:13.689Z,2023-03-19T01:22:40Z,4108290241,178,,4107354259,286,,4107354161,141,98.0,4107354253,236,,4107354163,212,2.5,4107354255,233,3,4107354165,213,0.1,4107354159,140,58.2,c33x61zuxixolkkalsigc3q0a,D. Udogie,4107354157,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521930869,3,74,1,0,13,9dntj5dioj5ex52yrgwzxrq9l,1,43.1,3.8,2023-03-18T19:46:13.794Z,2023-03-19T01:22:42Z,4107354199,56,Back,4108290399,178,,4107354285,233,8,4107354201,285,,,,,,,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521930889,4,5,1,0,15,9dntj5dioj5ex52yrgwzxrq9l,0,41.6,-1.6,2023-03-18T19:46:15.904Z,2023-03-19T01:22:44Z,4107354317,56,Back,4107354819,233,9,4107354321,347,,,,,,,,,,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521930965,9,5,1,0,15,dxq76zcvnokq07cszdx0i6kve,1,58.4,101.6,2023-03-18T19:46:15.904Z,2023-03-19T01:22:44Z,4107354813,233,4,4107354755,347,,4107354753,56,Left,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931057,10,1,1,0,22,dxq76zcvnokq07cszdx0i6kve,1,58.8,100,2023-03-18T19:46:22.842Z,2023-03-19T01:22:46Z,4107355267,56,Left,4107355269,140,60.9,4107355265,107,,4107355275,213,5.0,4107355271,141,90.6,4107355273,212,7.7,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931061,11,1,1,0,24,dxq76zcvnokq07cszdx0i6kve,0,60.9,90.6,2023-03-18T19:46:24.680Z,2023-03-19T01:22:51Z,4107355419,236,,4107355295,140,61.8,4107355421,233,5,4107355425,286,,4107355293,56,Left,4107355301,213,0.8,4107355299,212,1.4,4108291045,178,,5152de1kfmrihdzbdotpeo8ut,I. Success,4107355297,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931075,5,74,1,0,24,9dntj5dioj5ex52yrgwzxrq9l,1,38.6,13.1,2023-03-18T19:46:24.826Z,2023-03-19T01:22:57Z,4108291447,178,,4107355363,56,Back,4107355365,285,,4107355473,233,11,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931093,6,61,1,0,25,9dntj5dioj5ex52yrgwzxrq9l,1,38.6,13.1,2023-03-18T19:46:25.742Z,2023-03-19T01:23:28Z,4108293357,178,,4107355481,56,Back,,,,,,,,,,,,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931099,7,49,1,0,25,9dntj5dioj5ex52yrgwzxrq9l,1,39.2,13.1,2023-03-18T19:46:26.066Z,2023-03-19T01:23:33Z,,,,,,,,,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931121,8,1,1,0,26,9dntj5dioj5ex52yrgwzxrq9l,1,39.2,13.1,2023-03-18T19:46:27.161Z,2023-03-19T01:23:39Z,4107355619,141,12.6,4107355617,140,51.1,4107355615,56,Right,4108294029,178,,4107355621,212,12.5,4107355623,213,6.3,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931125,9,50,1,0,27,9dntj5dioj5ex52yrgwzxrq9l,1,52.4,10.6,2023-03-18T19:46:27.796Z,2023-03-19T01:23:44Z,4107355645,56,Right,4107355801,233,13,4107355647,286,,,,,,,,,,,,,,,,,9sbx7dlressy910i8uuztf93p,Z. Ibrahimović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931143,13,7,1,0,27,dxq76zcvnokq07cszdx0i6kve,1,47.6,89.4,2023-03-18T19:46:28.375Z,2023-03-19T01:23:51Z,4107847487,385,,4107355737,285,,4107355791,233,9,4107355735,56,Back,4108294751,178,,4107355733,167,,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931095,12,43,1,0,28,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-03-18T19:46:28.540Z,2023-03-18T19:47:50Z,4107362111,144,61,4107355489,56,Left,,,,,,,,,,,,,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931159,10,5,1,0,32,9dntj5dioj5ex52yrgwzxrq9l,1,46.8,-1.4,2023-03-18T19:46:32.630Z,2023-03-19T01:23:53Z,4107355813,347,,4107355843,233,14,4107355811,56,Back,,,,,,,,,,,,,,,,9sbx7dlressy910i8uuztf93p,Z. Ibrahimović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931147,14,5,1,0,32,dxq76zcvnokq07cszdx0i6kve,0,53.2,101.4,2023-03-18T19:46:32.630Z,2023-03-19T01:23:54Z,4107355867,233,10,4107355763,347,,4107355761,56,Left,,,,,,,,,,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931321,11,1,1,0,43,9dntj5dioj5ex52yrgwzxrq9l,1,51,0,2023-03-18T19:46:43.872Z,2023-03-19T01:23:56Z,4107356737,107,,4107356763,212,9.3,4107356759,141,9.0,4107356751,56,Right,4107356767,213,0.9,4107356755,140,56.5,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931345,12,1,1,0,44,9dntj5dioj5ex52yrgwzxrq9l,1,56.5,9,2023-03-18T19:46:44.730Z,2023-03-19T01:24:00Z,4107356883,140,51.8,4107356881,56,Right,4107356885,141,0.7,4107356913,156,,4107356887,212,7.5,4107356889,213,4.0,4108295259,178,,,,,9sbx7dlressy910i8uuztf93p,Z. Ibrahimović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931361,13,1,1,0,45,9dntj5dioj5ex52yrgwzxrq9l,0,51.8,0.7,2023-03-18T19:46:45.914Z,2023-03-19T01:24:12Z,4107356953,213,0.3,4107356951,212,1.3,4107356949,141,1.3,4107356963,236,,4107356947,140,53.0,4107356965,233,15,4107356945,56,Right,4107356969,286,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,4108295859,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931359,15,74,1,0,45,dxq76zcvnokq07cszdx0i6kve,1,47.6,96.6,2023-03-18T19:46:46.007Z,2023-03-19T01:24:17Z,4107356941,56,Back,4107356943,285,,4108296213,178,,4107357001,233,13,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931401,14,5,1,0,48,9dntj5dioj5ex52yrgwzxrq9l,1,49.3,-1.7,2023-03-18T19:46:48.753Z,2023-03-19T01:24:19Z,4107357117,347,,4107357115,56,Back,4107357181,233,16,,,,,,,,,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931371,16,5,1,0,48,dxq76zcvnokq07cszdx0i6kve,0,50.7,101.7,2023-03-18T19:46:48.753Z,2023-03-19T01:24:20Z,4107357225,233,14,4107356977,56,Left,4107356979,347,,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931543,15,1,1,0,54,9dntj5dioj5ex52yrgwzxrq9l,1,45.4,0,2023-03-18T19:46:54.982Z,2023-03-19T01:24:25Z,4107357931,213,1.6,4107357917,107,,4107357919,56,Back,4107357927,212,9.1,4107357921,140,45.4,4107357923,141,12.1,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931555,16,1,1,0,55,9dntj5dioj5ex52yrgwzxrq9l,0,47.2,16.5,2023-03-18T19:46:56.112Z,2023-03-19T01:24:33Z,4107357959,212,9.3,4107357957,141,2.9,4107357955,140,46.9,4108297115,388,,4107357953,56,Back,4107357961,213,4.7,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522116865,768,67,1,0,56,dxq76zcvnokq07cszdx0i6kve,1,54.7,94.7,2023-03-18T19:46:56.971Z,2023-03-19T02:25:11Z,4108380749,233,969,,,,,,,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522116863,969,67,1,0,56,9dntj5dioj5ex52yrgwzxrq9l,0,45.3,5.3,2023-03-18T19:46:56.972Z,2023-03-19T01:52:24Z,4108380767,233,768,,,,,,,,,,,,,,,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521933001,35,8,1,0,56,dxq76zcvnokq07cszdx0i6kve,1,55.6,95.1,2023-03-18T19:46:56.982Z,2023-03-19T02:25:11Z,4108297469,178,,4107848683,384,,4107366275,56,Left,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931599,17,1,1,0,57,9dntj5dioj5ex52yrgwzxrq9l,0,38,8.9,2023-03-18T19:46:57.855Z,2023-03-19T01:24:42Z,4108297729,178,,4107358231,213,0.2,4107358223,56,Right,4107358225,140,55.6,4107358227,141,15.5,4107358229,212,19.0,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931591,17,61,1,0,58,dxq76zcvnokq07cszdx0i6kve,1,42.3,83.7,2023-03-18T19:46:59.199Z,2023-03-19T01:24:48Z,4108298125,178,,4107358181,56,Back,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931621,18,12,1,1,1,dxq76zcvnokq07cszdx0i6kve,1,31.2,90.6,2023-03-18T19:47:01.608Z,2023-03-19T01:24:52Z,4107358355,140,35.9,4107358351,56,Back,4107358359,141,100.0,4107358427,167,,4108298505,389,,4107358363,213,1.0,4107358361,212,8.8,,,,ah0f7tonnst92d8q91j1wll62,J. Bijol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931625,18,5,1,1,2,9dntj5dioj5ex52yrgwzxrq9l,1,64.6,-1.3,2023-03-18T19:47:02.564Z,2023-03-19T01:24:55Z,4107358369,56,Right,4107358371,347,,4107358445,233,19,,,,,,,,,,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931631,19,5,1,1,2,dxq76zcvnokq07cszdx0i6kve,0,35.4,101.3,2023-03-18T19:47:02.564Z,2023-03-19T01:24:55Z,4107358397,56,Back,4107358469,233,18,4107358399,347,,,,,,,,,,,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521931691,19,1,1,1,8,9dntj5dioj5ex52yrgwzxrq9l,1,65.1,0,2023-03-18T19:47:08.999Z,2023-03-19T01:25:00Z,4107358899,213,1.5,4107358897,212,15.3,4107358895,141,21.0,4107358891,56,Right,4107358893,140,66.7,4107358889,107,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
