id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2512355345,7,49,1,0,37,6tuibxq39fdryu8ou06wcm0q3,1,24.4,83.3,2023-02-25T19:46:57.379Z,2023-02-26T02:58:42Z,,,,,,,,,,,,,,,,,,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355389,8,1,1,0,37,6tuibxq39fdryu8ou06wcm0q3,0,24.4,84,2023-02-25T19:46:57.434Z,2023-02-26T02:58:46Z,4056675197,141,86.6,4056675193,56,Back,4056675191,157,,4056675195,140,44.7,4056675199,212,21.4,4057789979,178,,4056675203,1,,4056675201,213,0.1,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355403,5,1,1,0,40,bi1fxjrncd0ram0oi7ja1jyuo,0,61.5,11.4,2023-02-25T19:47:00.698Z,2023-02-26T02:58:53Z,4056675271,56,Right,4056675273,140,54.3,4056675277,212,8.2,4057790101,388,,4056675279,213,2.7,4056675275,141,16.1,4056675269,3,,,,,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355451,9,61,1,0,42,6tuibxq39fdryu8ou06wcm0q3,0,45.1,84.8,2023-02-25T19:47:02.886Z,2023-02-26T02:59:36Z,4057790267,178,,4056675525,56,Back,,,,,,,,,,,,,,,,,,,f2p5457ilcfrtzhe343whhkut,G. Defrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355441,6,50,1,0,42,bi1fxjrncd0ram0oi7ja1jyuo,1,56.1,14.7,2023-02-25T19:47:03.053Z,2023-02-26T02:59:44Z,4056675777,233,10,4056675477,286,,4056675473,56,Right,,,,,,,,,,,,,,,,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355495,10,7,1,0,42,6tuibxq39fdryu8ou06wcm0q3,1,43.9,85.3,2023-02-25T19:47:03.192Z,2023-02-26T02:59:47Z,4056675747,285,,4057212603,383,,4056675763,233,6,4056675745,56,Back,4057791119,178,,,,,,,,,,,f2p5457ilcfrtzhe343whhkut,G. Defrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355465,7,61,1,0,44,bi1fxjrncd0ram0oi7ja1jyuo,1,53.4,15.7,2023-02-25T19:47:04.298Z,2023-02-26T02:59:55Z,4057791325,178,,4056675591,56,Right,,,,,,,,,,,,,,,,,,,44g3gj1lpougjwjpq9houab4l,A. Tuia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355513,11,1,1,0,44,6tuibxq39fdryu8ou06wcm0q3,1,56.7,87.2,2023-02-25T19:47:05.101Z,2023-02-26T02:59:24Z,4056675851,56,Left,4056675853,140,59.7,4057790707,178,,4056675857,212,4.9,4056675855,141,81.6,4056675859,213,5.4,,,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355521,12,1,1,0,47,6tuibxq39fdryu8ou06wcm0q3,0,57.5,73.8,2023-02-25T19:47:07.711Z,2023-02-26T03:00:02Z,4056675897,140,62.8,4056675901,212,8.0,4057791495,178,,4056675903,213,5.5,4056675895,56,Center,4056675899,141,65.4,,,,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355525,8,49,1,0,49,bi1fxjrncd0ram0oi7ja1jyuo,1,31.2,38.6,2023-02-25T19:47:09.999Z,2023-02-26T03:00:07Z,,,,,,,,,,,,,,,,,,,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355635,9,2,1,0,49,bi1fxjrncd0ram0oi7ja1jyuo,1,30.2,39.4,2023-02-25T19:47:10.043Z,2023-02-26T03:00:10Z,4056676459,140,77.5,4056676457,56,Center,4057791637,178,,4056676467,1,,4056676927,7,cv8wgka2bmkeqajg3eo9lb4k5,4056676461,141,41.5,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355715,15,55,1,0,49,6tuibxq39fdryu8ou06wcm0q3,1,46.6,57.1,2023-02-25T19:47:10.044Z,2023-02-26T03:00:11Z,4056687609,189,,,,,,,,,,,,,,,,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355639,10,43,1,0,55,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-02-25T19:47:15.281Z,2023-02-25T19:47:20Z,4056676809,144,39,4056676495,56,Center,4056676491,22,0,4056676493,17,0,4056676501,249,0,,,,,,,,,,cv8wgka2bmkeqajg3eo9lb4k5,A. Ceesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355637,13,43,1,0,56,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-02-25T19:47:16.325Z,2023-02-25T19:47:24Z,4056677177,144,63,4056676479,178,0,4056676483,56,Back,4056676481,182,0,4056676477,173,0,,,,,,,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355713,14,43,1,0,57,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-02-25T19:47:18.149Z,2023-02-25T19:47:22Z,4056676891,213,4.2,4056676885,140,25.1,4056676889,212,7.9,4056677029,144,1,4056676887,141,39.1,4056676883,56,Back,4056676881,3,0,,,,9k1ytj3z42ggp14vkn39hiymt,Pedro Obiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512355993,16,1,1,1,15,6tuibxq39fdryu8ou06wcm0q3,1,30.3,69.9,2023-02-25T19:47:35.419Z,2023-02-26T03:00:14Z,4056678503,141,94.4,4056678507,212,17.8,4056678501,140,36.4,4056678509,213,1.2,4056678499,56,Back,4056678495,5,,4057791721,178,,4056678497,241,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,4056717673,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356031,17,1,1,1,18,6tuibxq39fdryu8ou06wcm0q3,1,36.4,94.4,2023-02-25T19:47:38.526Z,2023-02-26T03:00:18Z,4056678731,212,11.6,4056678733,213,0.0,4056678727,140,47.4,4057791775,178,,4056678729,141,94.8,4056678725,56,Back,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356063,18,1,1,1,21,6tuibxq39fdryu8ou06wcm0q3,1,43.8,96.3,2023-02-25T19:47:41.908Z,2023-02-26T03:00:24Z,4056678877,213,3.1,4056678873,141,96.6,4056678871,140,30.9,4056678875,212,13.5,4057791925,178,,4056678869,56,Back,,,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356101,19,1,1,1,23,6tuibxq39fdryu8ou06wcm0q3,1,30.9,96.6,2023-02-25T19:47:43.774Z,2023-02-26T03:00:28Z,4056679081,140,24.3,4056679085,141,70.8,4056679089,212,18.9,4056679075,56,Back,4057791995,178,,4056679093,213,4.3,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356169,20,1,1,1,26,6tuibxq39fdryu8ou06wcm0q3,1,24.3,69,2023-02-25T19:47:46.571Z,2023-02-26T03:00:31Z,4056679397,56,Back,4056679411,213,4.7,4056679403,141,33.8,4056679407,212,23.9,4056679401,140,25.0,4057792053,178,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356223,21,1,1,1,30,6tuibxq39fdryu8ou06wcm0q3,1,26.1,29.2,2023-02-25T19:47:50.610Z,2023-02-26T03:00:35Z,4056679709,212,15.3,4056679711,213,4.9,4056679705,140,29.5,4057792169,178,,4056679701,56,Back,4056679707,141,7.3,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356231,22,1,1,1,32,6tuibxq39fdryu8ou06wcm0q3,0,29.5,7,2023-02-25T19:47:53.193Z,2023-02-26T03:00:40Z,4057792267,178,,4056679755,141,6.8,4056679945,286,,4056679759,213,6.2,4056679939,236,,4056679941,233,11,4056679751,56,Back,4056679753,140,30.5,42m78ny1ggvmzmjtka7exyzqi,N. Zortea,4056679757,212,1.1,4056679749,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356257,11,74,1,1,33,bi1fxjrncd0ram0oi7ja1jyuo,1,68.4,91.4,2023-02-25T19:47:53.282Z,2023-02-26T03:00:45Z,4056679897,285,,4056679895,56,Left,4056679951,233,22,4057792387,178,,,,,,,,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356349,23,1,1,1,35,6tuibxq39fdryu8ou06wcm0q3,0,29.1,13.6,2023-02-25T19:47:55.612Z,2023-02-26T03:00:53Z,4057792559,178,,4056680383,155,,4056680387,140,77.5,4056680389,141,66.9,4056680385,56,Center,4056680393,213,0.6,4056680391,212,62.4,4056680395,1,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356369,12,49,1,1,41,bi1fxjrncd0ram0oi7ja1jyuo,1,22.6,29.9,2023-02-25T19:48:01.549Z,2023-02-26T03:01:00Z,,,,,,,,,,,,,,,,,,,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356395,13,1,1,1,41,bi1fxjrncd0ram0oi7ja1jyuo,0,22.6,29.9,2023-02-25T19:48:01.580Z,2023-02-26T03:01:03Z,4056680599,157,,4057792789,178,,4056680607,141,24.5,4056680603,56,Back,4056680613,1,,4056680611,213,6.1,4056680609,212,22.6,4056680605,140,43.8,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356471,24,1,1,1,43,6tuibxq39fdryu8ou06wcm0q3,1,58.2,83.4,2023-02-25T19:48:03.794Z,2023-02-26T03:01:25Z,4056681025,213,0.7,4056681019,140,65.6,4056681023,212,10.1,4056681021,141,92.9,4056681017,56,Left,4057793345,178,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356477,25,49,1,1,45,6tuibxq39fdryu8ou06wcm0q3,1,66.1,92.3,2023-02-25T19:48:05.716Z,2023-02-26T03:01:28Z,,,,,,,,,,,,,,,,,,,,,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356511,26,1,1,1,46,6tuibxq39fdryu8ou06wcm0q3,1,65.4,94.2,2023-02-25T19:48:06.520Z,2023-02-26T03:01:33Z,4056681201,140,55.3,4056681203,141,88.2,4056681207,213,3.5,4056681205,212,11.4,4057793551,178,,4056681199,56,Left,,,,,,,3sehm4zmy7141wm4ecfqqoxd5,N. Bajrami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356561,27,1,1,1,50,6tuibxq39fdryu8ou06wcm0q3,1,60.5,74.6,2023-02-25T19:48:10.517Z,2023-02-26T03:01:40Z,4057793711,178,,4056681499,213,4.0,4056681495,141,51.2,4056681491,56,Back,4056681497,212,21.0,4056681493,140,47.5,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356617,28,1,1,1,53,6tuibxq39fdryu8ou06wcm0q3,1,53.1,38.8,2023-02-25T19:48:13.496Z,2023-02-26T03:01:42Z,4056681815,56,Right,4056681819,141,7.7,4057793815,178,,4056681823,213,5.0,4056681821,212,21.9,4056681817,140,58.4,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356627,29,3,1,1,56,6tuibxq39fdryu8ou06wcm0q3,0,57.3,8.1,2023-02-25T19:48:16.691Z,2023-02-26T03:08:02Z,4057217277,464,,4056681877,286,,4056682013,233,14,4056681875,56,Right,4057803087,178,,,,,,,,,,,42m78ny1ggvmzmjtka7exyzqi,N. Zortea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356643,14,7,1,1,57,bi1fxjrncd0ram0oi7ja1jyuo,0,42.7,91.9,2023-02-25T19:48:17.379Z,2023-02-26T03:08:07Z,4057803239,178,,4057217337,383,,4056681991,233,29,4056681941,285,,4056681939,56,Back,,,,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356639,30,61,1,1,57,6tuibxq39fdryu8ou06wcm0q3,1,58.4,7.7,2023-02-25T19:48:17.445Z,2023-02-26T03:08:11Z,4057803319,178,,4056681919,56,Right,,,,,,,,,,,,,,,,,,,42m78ny1ggvmzmjtka7exyzqi,N. Zortea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356653,15,49,1,1,59,bi1fxjrncd0ram0oi7ja1jyuo,1,58,82.4,2023-02-25T19:48:19.501Z,2023-02-26T03:08:17Z,,,,,,,,,,,,,,,,,,,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356673,16,61,1,2,0,bi1fxjrncd0ram0oi7ja1jyuo,0,57.5,70.5,2023-02-25T19:48:20.240Z,2023-02-26T03:17:04Z,4056682125,56,Center,4057815517,178,,,,,,,,,,,,,,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356689,31,43,1,2,1,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-02-25T19:48:22.213Z,2023-02-25T19:50:00Z,4056682251,56,Back,4056689325,144,61,,,,,,,,,,,,,,,,,,,42m78ny1ggvmzmjtka7exyzqi,N. Zortea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356727,32,49,1,2,3,6tuibxq39fdryu8ou06wcm0q3,1,35.2,39.5,2023-02-25T19:48:23.526Z,2023-02-26T03:17:41Z,,,,,,,,,,,,,,,,,,,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356759,33,1,1,2,4,6tuibxq39fdryu8ou06wcm0q3,1,35.2,39.5,2023-02-25T19:48:24.509Z,2023-02-26T03:17:46Z,4056682663,140,40.0,4056682667,212,5.4,4056682661,56,Back,4057816343,178,,4056682669,213,0.4,4056682665,141,42.4,,,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356843,34,4,1,2,10,6tuibxq39fdryu8ou06wcm0q3,1,41.5,40.4,2023-02-25T19:48:31.126Z,2023-02-26T03:17:52Z,4056683125,13,,4056683143,286,,4056683131,295,,4056683313,233,17,4056683139,152,,4056683135,56,Back,,,,,,,9k1ytj3z42ggp14vkn39hiymt,Pedro Obiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356863,17,4,1,2,10,bi1fxjrncd0ram0oi7ja1jyuo,0,58.5,59.6,2023-02-25T19:48:31.127Z,2023-02-26T03:17:51Z,4056683247,295,,4056683245,13,,4056683249,56,Center,4056683251,152,,4056683253,285,,4056683339,233,34,4057816449,178,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356947,35,1,1,2,19,6tuibxq39fdryu8ou06wcm0q3,1,37.4,30.7,2023-02-25T19:48:39.862Z,2023-02-26T03:18:01Z,4056683773,152,,4056889593,189,,4056683781,212,22.6,4056683777,140,35.9,4056683771,5,,4056683783,213,1.6,4056683775,56,Back,4056683779,141,63.8,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,4057816547,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356961,36,1,1,2,21,6tuibxq39fdryu8ou06wcm0q3,1,35.9,63.8,2023-02-25T19:48:41.365Z,2023-02-26T03:17:57Z,4056889643,189,,4056683855,212,18.6,4056683859,213,1.3,4056683853,141,90.0,4056683845,56,Back,4056683849,140,40.9,4057816603,178,,,,,cxxxfvmrslyjyi9wz9m8kwne2,Ruan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512356981,37,1,1,2,22,6tuibxq39fdryu8ou06wcm0q3,1,40.9,90,2023-02-25T19:48:42.811Z,2023-02-26T03:18:06Z,4056683947,213,4.9,4056683943,141,69.2,4057816789,178,,4056683941,140,42.9,4056683945,212,14.3,4056683939,56,Back,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512357001,38,1,1,2,26,6tuibxq39fdryu8ou06wcm0q3,1,42.9,69.2,2023-02-25T19:48:46.228Z,2023-02-26T03:18:10Z,4056684067,140,39.4,4056684073,213,4.6,4056684071,212,23.6,4057816945,178,,4056684069,141,34.9,4056684065,56,Back,,,,,,,9k1ytj3z42ggp14vkn39hiymt,Pedro Obiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512357025,39,1,1,2,29,6tuibxq39fdryu8ou06wcm0q3,1,38.7,34.7,2023-02-25T19:48:49.547Z,2023-02-26T03:18:13Z,4056684171,213,0.7,4056684169,212,14.1,4056684165,140,49.0,4057817015,178,,4056684163,56,Back,4056684167,141,48.0,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
