id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2495732225,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-01-07T18:52:09.208Z,2023-01-07T19:45:37Z,3969369801,197,17993,3969276869,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3969276867,30,"8kttsnok9bbh7kpy3zz3j2xg5, asyzhp3qu95vmzdbau6nmoic5, 19856wqwrmzmvfw9thf0tzrv9, q6ns1fyw7w10xkkubh8etfc9, ujb2hkujcnwnyrbsgk3ilmtx, 4j1oq24pfi728zyl2zkpptpsl, ahgd3on22t4h7gg9ipnj1itw5, 1xscywgyfqisqexmpfvbf9g45, 7r2tgpdrr4v6n9d2gkzwmlazt, a5eki9p236y4zxmp9qz202pcl, botfgp0oq4wqlwtcs9m90kded, c9lu69xk59a75bnpzgalh1kut, 2r6hs8npijvt4wekd059t6tx, ci37qg2uu0z3nppxvn0z9034l, by2gxuixij1eciu56k8mb3cgl, 9qow77e16pvlb3860yjpydryt, 6d7rip50yu2j7vyk76zokeehh, aripnzu9yo2wlr8ud93ufdhih, can2l9ha4ufsxdjxdkb739fkk, 84so0uovope0pkt6cz2iisbth, 6zcok1vbaitp91a9nrac20t05, 6vz9qzgtbh3iqzv73xw2xaiok, 7agtkarul2qlsc20avvj45w8a, 8qgbxff7xlg0zjtyees7ljljp",3969276871,59,"24, 36, 32, 95, 15, 37, 23, 22, 10, 9, 20, 1, 2, 5, 6, 8, 11, 12, 14, 21, 33, 45, 46, 90",3969276873,130,12,3969276879,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3969276877,194,4j1oq24pfi728zyl2zkpptpsl,3969276875,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495733945,1,34,16,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-07T18:55:51.555Z,2023-01-07T19:44:09Z,3969285985,130,17,3969285987,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3969285983,59,"16, 19, 30, 55, 3, 4, 32, 7, 37, 84, 47, 60, 5, 8, 9, 10, 17, 22, 26, 28, 38, 44, 77, 80, 89, 91",3969285989,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3969285979,30,"b3hr4q25jvqr7565z5ydqylt5, 721e4tx2wrwb4kd9w80fcq19l, 4d17grk2qflzake218uz76uei, thnje2i2s96fcbuscj57053p, erdqr6vrr5tlfypbks3og0dlh, ejgtltbsu0djglqw98gywgu6t, 2qdgfxqyh0bjn3alkz97py8k5, 4vonqsqrzoyye4vs6n7dud2p5, 91sgvwun5559mwe9bszj4xql1, bcqsti42fhzap385lnfe4auhh, dq037w5t3ht5zgd75mue4p1pl, 6r2xfmixeizxzt19lna2jjwgk, av8588qp8e5wz3s7cg1n2qgnp, 1muwnu7rq4feejspx7no203px, 61phh511ju65h6coren0pbkd1, 9noq0ogmqc2cwj3nowoadcdlh, 6ck9f1ppvl65nui0x71q80jx1, 2zk88fh1e5js1g2jmfkrjmxka, 1b8uwkohkevu6ltjex0liklpl, duqiler25n63ksi0fxreo50mi, 98x5xrku2jffo0in2u2htazca, chjjcy789cuwlsik2ibmubtyi, 18yip8wsirmu6s0idhvapnaad, rblijalj0qnu455jtjoi3pjo, 6jwy293owzzhldv4i9wxntjv9, ahrgnlsku8ghrj2qc0s6p1rhm",3969285981,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3969368915,197,8477,3969367863,194,2qdgfxqyh0bjn3alkz97py8k5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495749053,2,32,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-07T19:48:32.714Z,2023-02-09T12:45:06Z,3969374423,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495749059,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-01-07T19:48:32.714Z,2023-01-07T19:48:34Z,3969374441,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495749063,3,1,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,49.7,49.7,2023-01-07T19:48:32.777Z,2023-01-08T00:19:52Z,3969374455,212,13.5,3969374449,56,Back,3969374459,279,S,3969374453,141,42.8,3969374457,213,3.5,3969666157,178,,3969374451,140,37.6,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495749075,4,1,1,0,2,67z1gqyiuzpmmb15q5fy7ntc4,1,37.5,42.1,2023-01-07T19:48:35.611Z,2023-01-08T00:19:55Z,3969666211,178,,3969374531,212,15.7,3969374527,140,34.6,3969374529,141,19.4,3969374533,213,4.5,3969374525,56,Back,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495749081,5,1,1,0,6,67z1gqyiuzpmmb15q5fy7ntc4,1,27.4,14,2023-01-07T19:48:39.196Z,2023-01-08T00:20:02Z,3969374583,212,16.6,3969374585,213,2.7,3969666243,178,,3969374577,56,Back,3969374579,140,13.1,3969374581,141,24.4,,,,,,,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495749089,6,1,1,0,9,67z1gqyiuzpmmb15q5fy7ntc4,1,13.6,23.6,2023-01-07T19:48:42.049Z,2023-01-08T00:20:05Z,3969374675,1,,3969374673,213,0.4,3969666283,178,,3969374665,56,Back,3969374671,212,38.0,3969374667,140,46.6,3969374669,141,46.4,3969374663,155,,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495749109,7,1,1,0,12,67z1gqyiuzpmmb15q5fy7ntc4,1,46.2,50.7,2023-01-07T19:48:45.086Z,2023-01-08T00:20:08Z,3969374779,155,,3969666333,178,,3969374781,56,Center,3969374785,141,60.6,3969374789,213,0.3,3969374783,140,70.4,3969374787,212,26.3,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495749111,8,61,1,0,14,67z1gqyiuzpmmb15q5fy7ntc4,0,70.4,60.6,2023-01-07T19:48:46.948Z,2023-01-08T00:20:12Z,3969374795,56,Center,3969666395,178,,,,,,,,,,,,,,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
