id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/10/value,qualifier/8/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2496062255,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-01-08T18:44:57.680Z,2023-01-08T19:54:45Z,3971028067,194,57bin6he6kbdo2bs4i78z2k0l,3971028069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971028065,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971028061,59,"1, 19, 59, 3, 6, 23, 4, 7, 9, 22, 21, 8, 11, 14, 17, 18, 20, 24, 37, 52, 62, 63, 68, 77, 92, 99",3971028059,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3971028063,130,17,3971028057,30,"7gu0t0g8nej405k918fwsf8id, 1pkymw7biivk760rxhubin1ed, du4ciqofpkn3nei5q3huwlnje, ab4kuqa33849h6z77ksuqhdk9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, 1ftejgsl4hho40cceqne1hcyd, 57bin6he6kbdo2bs4i78z2k0l, 363nsa82dww242zeo09wpcslx, eu4xivu8i6yla9fcnuncx1ucp, 93i0gcndi2m8giqqcm4knduxh, c5a7z6vphv9tp9ddid5jnrnx1, 97mmzzi3dwdos6jtj2m05w4ph, a21winmltx1h9oiwqtfditkut, 8u46wgn2upd99tmmchxuw1gbt, 54c43p8ykqxjtbmy2z5nakijt, z0nxnl93yjtz8mty3qi5542x, cddggachzf198p1yhq9owtofd, 9ka7y81b5kst146mhq7mom5ed, 4cu8rbv55v6f6jiq50c4xatqs, bh9jia8qgkhpm5xn82bx0hhck, b0b0xalrak7k5pnfnum53umtw, d2itdjj8bx0aztqggfgv7amay, c3mxgqtx2a7xeb84xpol050k4, a1iz91ed6hus61yhhk2r0vkd1, el58uxf7oaqu95yx1vbgmr7it",3971107871,197,10734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496063131,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-01-08T18:46:34.904Z,2023-01-08T19:43:39Z,3971033229,59,"1, 2, 19, 8, 20, 23, 56, 4, 9, 10, 17, 94, 7, 14, 21, 22, 28, 32, 40, 46, 83, 90, 92",3971033249,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971033237,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971107127,197,578,3971033233,130,8,3971033243,194,e2vtm1318mm61db2wtj4m5p79,3971033223,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3971033221,30,"7kph61hobc93t2c2tl8l5j105, e2vtm1318mm61db2wtj4m5p79, 3tpmw6tlijytn0ahwztvedkut, 9sxg58hszjq17avxgumftdu22, b33rlpjo3kx4477alx82si5wq, 3sezchmdtivxl4kusvgc6j7x1, 9vnr9uog5fmggich2i4vjxwbt, cknjube5flk1r5ppqthj82c5, 5awkzgwwh48prwgvxwewuc5hx, 3jln1gzc0859ymphvq83i0mp5, 11o903vztwpnmvgrinn208qnd, 1xc40u07ey12xs2y6l0zh0kr8, 9ncagt0ezp4f41hz3b64af1t5, wr2f0yl1bf68r73hkjee2pqt, b0me6l44boibnwpbtasxoy02x, b0vrtr2ie4fyllp34g9zq1qi2, cfpaejad8i9p2r1fj0wx0g222, ch5rw8dgb6wh99wyhd8o3t1pl, 72vim7cq99zdjjwivwtr773vu, enqcaecpt5hy0qv9x5pzmkjc9, 68cu39v9m8pykapkh2b97ltqt, 7ox43isyywsnrfcd56nm65be, 6cowiesazkskzzljywnix5ous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496077121,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-01-08T19:47:07.732Z,2023-01-09T01:48:57Z,3971110145,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496077125,3,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-01-08T19:47:07.732Z,2023-01-08T19:47:10Z,3971110161,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496077129,4,1,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,49.9,50.5,2023-01-08T19:47:08.205Z,2023-01-09T01:55:27Z,3971110183,56,Back,3971110193,279,S,3971363381,178,,3971110189,212,7.9,3971110191,213,3.2,3971110185,140,42.4,3971110187,141,49.9,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496077139,5,1,1,0,3,2tk2l9sgktwc9jhzqdd4mpdtb,0,42.2,31.4,2023-01-08T19:47:11.452Z,2023-01-09T01:55:34Z,3971110251,140,60.7,3971110253,141,0.0,3971110257,213,5.4,3971110249,56,Right,3971363397,178,,3971110255,212,29.8,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496077145,3,5,1,0,6,9dntj5dioj5ex52yrgwzxrq9l,1,29,100.8,2023-01-08T19:47:14.071Z,2023-01-09T01:55:39Z,3971110279,347,,3971110275,56,Back,3971110291,233,7,,,,,,,,,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496077143,7,5,1,0,6,2tk2l9sgktwc9jhzqdd4mpdtb,0,71,-0.8,2023-01-08T19:47:14.071Z,2023-01-09T01:55:39Z,3971110269,56,Right,3971110271,347,,3971110303,233,3,,,,,,,,,,,,,,,,eu4xivu8i6yla9fcnuncx1ucp,N. Zaniolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496077141,6,43,1,0,6,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2023-01-08T19:47:14.395Z,2023-01-08T19:47:27Z,3971110489,144,61,3971110263,56,Right,,,,,,,,,,,,,,,,,,,eu4xivu8i6yla9fcnuncx1ucp,N. Zaniolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496077167,4,1,1,0,11,9dntj5dioj5ex52yrgwzxrq9l,1,31.1,100,2023-01-08T19:47:18.897Z,2023-01-09T01:55:47Z,3971110405,212,18.9,3971110407,213,3.6,3971110397,107,,3971110401,140,15.2,3971110399,56,Back,3971110403,141,88.8,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
