id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/16/value
2466436035,7,1,1,0,9,af91jdcs6x0bqkmdb78rokod2,1,66.2,44.5,2022-10-02T13:00:22.504Z,2022-10-02T21:09:11Z,3814382225,141,35.5,3816320617,178,,3814382235,213,5.7,3814382229,212,11.8,3814382223,140,75.8,3814382221,56,Center,,,,,,,5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466797643,761,43,1,0,10,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-10-02T13:00:23.514Z,2022-10-02T21:32:07Z,3816362647,178,0,3816362817,144,82,,,,,,,,,,,,,,,,,,,1t1kgb0r5ca32f54emsscfob9,D. Ciofani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436079,8,1,1,0,10,af91jdcs6x0bqkmdb78rokod2,0,75.8,35.5,2022-10-02T13:00:23.566Z,2022-10-02T21:09:16Z,3814382433,141,40.6,3816320859,178,,3814382431,140,76.7,3814382437,213,1.3,3814382435,212,3.6,3814383215,168,,3814382429,56,Center,,,,1t1kgb0r5ca32f54emsscfob9,D. Ciofani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466797739,840,67,1,0,11,bi1fxjrncd0ram0oi7ja1jyuo,1,25.6,59.9,2022-10-02T13:00:24.859Z,2022-10-03T00:46:13Z,3816363063,233,765,,,,,,,,,,,,,,,,,,,,,,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466797733,765,67,1,0,11,af91jdcs6x0bqkmdb78rokod2,0,74.4,40.1,2022-10-02T13:00:24.860Z,2022-10-02T21:32:19Z,3816363071,233,840,,,,,,,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466490649,401,61,1,0,12,bi1fxjrncd0ram0oi7ja1jyuo,1,26.3,61.2,2022-10-02T13:00:25.598Z,2022-10-03T00:46:13Z,3816321077,178,,3814679735,56,Back,,,,,,,,,,,,,,,,,,,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436139,5,49,1,0,14,bi1fxjrncd0ram0oi7ja1jyuo,1,28.8,64.2,2022-10-02T13:00:27.048Z,2022-10-02T21:09:35Z,,,,,,,,,,,,,,,,,,,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436151,6,1,1,0,14,bi1fxjrncd0ram0oi7ja1jyuo,0,30.2,67.2,2022-10-02T13:00:27.443Z,2022-10-02T21:09:42Z,3814382763,56,Back,3814679997,212,2.0,3814679995,141,65.8,3816321641,178,,3814679999,213,5.8,3814679993,140,31.9,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436147,9,61,1,0,14,af91jdcs6x0bqkmdb78rokod2,1,67.6,33.6,2022-10-02T13:00:27.779Z,2022-10-02T21:09:52Z,3816322017,178,,3814382749,56,Center,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436253,8,1,1,0,15,bi1fxjrncd0ram0oi7ja1jyuo,1,31.2,52.6,2022-10-02T13:00:28.653Z,2022-10-02T21:09:57Z,3814383287,212,44.1,3814383285,141,98.7,3816322105,178,,3814383289,213,0.8,3814383283,140,60.8,3814383281,56,Left,3814383291,1,,3814383279,155,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436195,7,43,1,0,18,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-10-02T13:00:31.821Z,2022-10-02T13:54:05Z,3814680375,144,49,,,,,,,,,,,,,,,,,,,,,,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436257,9,61,1,0,19,bi1fxjrncd0ram0oi7ja1jyuo,0,60,98.5,2022-10-02T13:00:32.816Z,2022-10-02T21:10:01Z,3816322273,178,,3814383303,56,Left,,,,,,,,,,,,,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436283,10,49,1,0,22,af91jdcs6x0bqkmdb78rokod2,1,17.1,8.9,2022-10-02T13:00:35.478Z,2022-10-02T21:10:06Z,,,,,,,,,,,,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436329,11,1,1,0,22,af91jdcs6x0bqkmdb78rokod2,1,17.1,8.9,2022-10-02T13:00:35.552Z,2022-10-02T21:10:09Z,3816322577,178,,3814383717,141,33.4,3814383715,140,6.1,3814383713,56,Back,3814383719,212,20.3,3814383721,213,2.2,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436381,12,1,1,0,25,af91jdcs6x0bqkmdb78rokod2,1,6.1,30,2022-10-02T13:00:38.629Z,2022-10-02T21:10:13Z,3814383943,56,Back,3814383949,212,15.5,3814383951,213,5.0,3816322715,178,,3814383947,141,7.9,3814383945,140,9.9,,,,,,,6wplm29z7qxxmujyc2ml19gix,I. Radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436387,13,1,1,0,28,af91jdcs6x0bqkmdb78rokod2,0,10.2,6.5,2022-10-02T13:00:40.997Z,2022-10-02T21:10:20Z,3814384419,286,,3814384413,236,,3814383997,212,2.1,3814383995,141,7.0,3816322993,178,,3814383989,155,,3814384415,233,10,3814383991,56,Back,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,3814383993,140,12.2,3814384001,213,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436451,10,74,1,0,28,bi1fxjrncd0ram0oi7ja1jyuo,1,89.1,97.2,2022-10-02T13:00:41.117Z,2022-10-02T21:10:24Z,3816323133,178,,3814384329,285,,3814384327,56,Left,3814384455,233,13,,,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436485,11,5,1,0,28,bi1fxjrncd0ram0oi7ja1jyuo,0,88.9,101.7,2022-10-02T13:00:41.773Z,2022-10-02T21:10:28Z,3814384527,347,,3814384523,56,Left,3814384607,233,14,,,,,,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436429,14,5,1,0,28,af91jdcs6x0bqkmdb78rokod2,1,11.1,-1.7,2022-10-02T13:00:41.773Z,2022-10-02T21:10:29Z,3814384581,233,11,3814384247,347,,3814384245,56,Back,,,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436711,15,1,1,0,43,af91jdcs6x0bqkmdb78rokod2,0,11.2,0,2022-10-02T13:00:56.533Z,2022-10-02T21:10:32Z,3814385707,140,33.3,3814385705,56,Back,3814385713,213,0.3,3814385711,212,24.6,3814385715,1,,3814385703,107,,3814385709,141,10.7,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436749,12,44,1,0,45,bi1fxjrncd0ram0oi7ja1jyuo,1,66.5,86.3,2022-10-02T13:00:58.309Z,2022-10-03T00:46:14Z,3814385953,233,16,3814385935,286,,3814385933,56,Left,,,,,,,,,,,,,,,,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436715,16,44,1,0,45,af91jdcs6x0bqkmdb78rokod2,0,33.5,13.7,2022-10-02T13:00:58.310Z,2022-10-02T21:10:36Z,3814385737,56,Back,3814385739,285,,3814385993,233,12,,,,,,,,,,,,,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436761,13,1,1,0,45,bi1fxjrncd0ram0oi7ja1jyuo,1,67.2,90.3,2022-10-02T13:00:58.365Z,2022-10-03T00:46:14Z,3816323613,388,,3814386025,56,Center,3814386027,140,70.4,3814386033,213,5.0,3814386031,212,11.2,3814386023,3,,3814386029,141,74.6,,,,4x1tm440b5cshi5gxkx5k9m95,M. Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436767,14,49,1,0,46,bi1fxjrncd0ram0oi7ja1jyuo,1,69.1,72.7,2022-10-02T13:00:59.137Z,2022-10-02T21:10:46Z,,,,,,,,,,,,,,,,,,,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436823,15,1,1,0,46,bi1fxjrncd0ram0oi7ja1jyuo,1,69.1,72.7,2022-10-02T13:00:59.170Z,2022-10-02T21:10:51Z,3816323901,178,,3814386323,140,76.2,3814386319,56,Left,3814386335,213,1.1,3814386331,212,15.9,3814386327,141,93.3,,,,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466849013,1214,83,1,0,48,af91jdcs6x0bqkmdb78rokod2,1,23.5,9,2022-10-02T13:01:01.582Z,2022-10-03T00:47:42Z,3816640709,399,440272,,,,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436843,16,3,1,0,49,bi1fxjrncd0ram0oi7ja1jyuo,0,74.2,96.2,2022-10-02T13:01:02.666Z,2022-10-02T21:11:23Z,3814386475,233,17,3814386429,56,Left,3814386431,286,,3816324035,178,,3815793719,465,,,,,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436841,17,7,1,0,49,af91jdcs6x0bqkmdb78rokod2,1,25.8,3.8,2022-10-02T13:01:02.787Z,2022-10-02T21:11:20Z,3814386471,233,16,3815793907,384,,3814386425,56,Back,3814386427,285,,3816324465,178,,3814386423,167,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436895,17,5,1,0,51,bi1fxjrncd0ram0oi7ja1jyuo,1,79.3,101.2,2022-10-02T13:01:04.116Z,2022-10-02T21:11:12Z,3814386685,233,18,3814386673,56,Left,3814386675,347,,,,,,,,,,,,,,,,,cntcffa67r95rbcf1154r92zu,L. Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436849,18,5,1,0,51,af91jdcs6x0bqkmdb78rokod2,0,20.7,-1.2,2022-10-02T13:01:04.116Z,2022-10-02T21:11:12Z,3814386447,347,,3814386445,56,Back,3814386729,233,17,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466436927,18,1,1,0,55,bi1fxjrncd0ram0oi7ja1jyuo,0,75.9,100,2022-10-02T13:01:08.325Z,2022-10-02T21:11:28Z,3814386849,141,76.3,3814386843,107,,3814386853,213,5.3,3814386851,212,20.5,3814386845,56,Center,3814386847,140,86.8,,,,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437079,19,1,1,0,56,af91jdcs6x0bqkmdb78rokod2,0,11.4,23.4,2022-10-02T13:01:09.913Z,2022-10-02T21:11:49Z,3814387509,1,,3814387503,212,21.1,3816325759,388,,3814387497,140,23.3,3814387495,56,Back,3814387493,157,,3814387499,141,0.0,3814387505,213,5.3,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437243,19,5,1,0,59,bi1fxjrncd0ram0oi7ja1jyuo,1,74.4,101.8,2022-10-02T13:01:12.362Z,2022-10-02T21:11:57Z,3814388377,56,Left,3814388379,347,,3814388409,233,20,,,,,,,,,,,,,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437087,20,5,1,0,59,af91jdcs6x0bqkmdb78rokod2,0,25.6,-1.8,2022-10-02T13:01:12.362Z,2022-10-02T21:11:57Z,3814388435,233,19,3814387537,347,,3814387535,56,Back,,,,,,,,,,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437303,20,1,1,1,11,bi1fxjrncd0ram0oi7ja1jyuo,0,68.8,100,2022-10-02T13:01:24.596Z,2022-10-02T21:12:00Z,3814388575,212,26.8,3814388577,213,6.1,3814388567,107,,3814388579,1,,3814388573,141,94.2,3814388571,140,93.9,3814388569,56,Left,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466798361,776,67,1,1,14,af91jdcs6x0bqkmdb78rokod2,1,3,12.6,2022-10-02T13:01:27.682Z,2022-10-03T00:46:14Z,3816366303,233,846,,,,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466798353,846,67,1,1,14,bi1fxjrncd0ram0oi7ja1jyuo,0,97,87.4,2022-10-02T13:01:27.683Z,2022-10-02T21:34:08Z,3816366311,233,776,,,,,,,,,,,,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437317,21,12,1,1,14,af91jdcs6x0bqkmdb78rokod2,1,2.4,10.6,2022-10-02T13:01:27.722Z,2022-10-03T00:46:15Z,3814389311,212,8.4,3814389313,213,4.7,3814389305,167,,3814389307,140,2.0,3814389309,141,0.0,3816326377,389,,3814388611,56,Back,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437515,21,5,1,1,15,bi1fxjrncd0ram0oi7ja1jyuo,1,95,101.6,2022-10-02T13:01:28.795Z,2022-10-02T21:12:10Z,3814389509,56,Left,3814389511,347,,3814389523,233,22,,,,,,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437347,22,5,1,1,15,af91jdcs6x0bqkmdb78rokod2,0,5,-1.6,2022-10-02T13:01:28.795Z,2022-10-02T21:12:11Z,3814388743,347,,3814389543,233,21,3814388741,56,Back,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437553,22,1,1,1,24,bi1fxjrncd0ram0oi7ja1jyuo,1,95.6,100,2022-10-02T13:01:37.384Z,2022-10-02T21:12:15Z,3814389709,107,,3814389717,212,16.0,3814389715,141,78.1,3814389713,140,96.2,3814389719,213,4.8,3814389711,56,Center,,,,,,,1oszv53od5pulbhx566ht984q,A. Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437573,23,1,1,1,27,bi1fxjrncd0ram0oi7ja1jyuo,1,96.3,82.1,2022-10-02T13:01:40.034Z,2022-10-02T21:12:19Z,3814389841,56,Left,3816326695,178,,3814389849,213,2.8,3814389843,140,88.3,3814389847,212,9.0,3814389845,141,86.9,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437595,24,1,1,1,28,bi1fxjrncd0ram0oi7ja1jyuo,0,88.9,88,2022-10-02T13:01:41.673Z,2022-10-02T21:12:23Z,3814389987,56,Center,3815795713,225,,3815795715,386,,3814389989,140,88.0,3816326799,178,,3814389999,213,4.7,3814389991,141,52.0,3814389995,212,24.5,1oszv53od5pulbhx566ht984q,A. Gallo,3815795717,72,,3814389983,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466437655,23,12,1,1,29,af91jdcs6x0bqkmdb78rokod2,1,11.5,48,2022-10-02T13:01:42.703Z,2022-10-02T21:12:28Z,3814390319,140,32.2,3814390323,212,28.8,3814390321,141,75.8,3814390325,213,0.7,3816327005,178,,3814390317,56,Back,,,,,,,a7gi41760sk45wbkpbps3njdh,M. Castagnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
