id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2495500685,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-01-07T13:11:13.648Z,2023-01-07T14:23:43Z,3968036491,194,66at96kfhvigkny465lkmrnbp,3968036483,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968036495,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968036493,197,563,3968036487,130,8,3968036489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968036485,59,"1, 23, 3, 32, 4, 98, 11, 42, 9, 5, 99, 2, 8, 10, 15, 16, 22, 28, 31, 34, 41, 43, 48, 50, 72",3968036481,30,"2udciji4n7tr07ft7twe2r9w5, i4yzdkusjs6qn4v06oxj6qxh, 66at96kfhvigkny465lkmrnbp, 6mit9txkiacrr2dq1i27rm76d, bhi4ivjgojkot4d7za72gu2nd, acg898oezqn7590ue8x8aik89, b5cqy1xamdj38bh87gvz4iac5, 5bi4t2dob5mo0okdbv6sna6fo, 4mk6bbc9a8rhtmk8f4jj6onvt, euibd75fsyggns1w3xerzzrh1, 6gjn7pt0i34q45g4porckuj8p, 9e3t2wyjqzxsn690aysao8cfd, 6gab9bfl0kj0hy1z0u75pl42d, f0d8cjxx5cw5i22m0yy6azb2t, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, eh1ul4duphy1iz4odwx9tkjjd, eq7q971ebxu7ipqbyvj5n4c15, f8kcf2l4h2qzdww1vof5x9t5, 4kfx8fzf54bli2a2o0i3fvhed, da3j7qp7ed6h7nh3ppcklt5hw, eawzwll559k910exi1u6zccno, 471t4engadct4su6thk5r5qtw, 4jh6mywmhugi4ltyhq5vd5ij8, 963czsr3yecwk4s3p1wby5x3p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495502841,1,34,16,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-01-07T13:16:16.148Z,2023-01-07T13:59:52Z,3968048143,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3968048133,59,"47, 22, 6, 14, 44, 13, 16, 23, 9, 10, 45, 3, 5, 7, 8, 11, 15, 18, 19, 25, 28, 35, 42, 64, 77, 92",3968048131,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3968048141,197,11941,3968048139,194,9rzl0j9m9i30a62o1yofzvaad,3968048135,130,4,3968048129,30,"1r5gn4osgwz2b2b4sefncbhed, 5oge5fhmna0oduqvjisoa1djp, 4vis4wltntxil2m9z16mi6j8p, 9k1ytj3z42ggp14vkn39hiymt, cxxxfvmrslyjyi9wz9m8kwne2, 9rzl0j9m9i30a62o1yofzvaad, 4qejyummzkrfllds8ord642qx, ctq9si3nbc6n8cznhlcvtixd6, 153ljvbov0n176vm9fdaizoix, m030tubgf3zpgf0axzm7z26t, 27xj7me8icr5ptta7kwx0kfs9, 37kr5th62ugmy4j55i3n45k2d, 7km4xkzmx7pytxxzcu7ugm0np, bqer8ajqm2vibthgumtuycbu1, 74o97lnqpku6m9svks66qbend, 14xoy6tg51xbydm69d5ybyfis, 4xnll2f9tb69wrezm04ayg76y, elnhkklafq2cwl0hit66b5vmy, 61c395xuimpxo2439p8mt3y6t, 6k790p49tjwkhlwf9afll9jo5, e5fnoxb8f2hycjx4gnmce2wvd, 9tah9hvep4bqppokmuw720qvo, cc04mat3snly9oe4bt7xaeooa, bpt2fdnjjpb6a5ehdepyedxt6, 83hpavqn7r5bzcgxvjbcso3px, f2p5457ilcfrtzhe343whhkut",3968048137,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495520977,2,32,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-01-07T14:04:38.580Z,2023-01-07T14:04:41Z,3968146941,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495520971,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-01-07T14:04:38.580Z,2023-01-07T20:20:38Z,3968146909,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495520995,3,1,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,50.1,50,2023-01-07T14:04:38.681Z,2023-01-07T20:28:36Z,3968147023,56,Back,3968147033,279,S,3968147029,212,11.9,3968147025,140,39.0,3969449447,178,,3968147027,141,53.3,3968147031,213,3.0,,,,euibd75fsyggns1w3xerzzrh1,G. Bonaventura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495521021,4,1,1,0,1,4raiad4l2j5lkfaz92pk4osb,1,38.8,53.1,2023-01-07T14:04:40.309Z,2023-01-07T20:28:41Z,3968147203,213,4.0,3968147197,140,31.1,3968147199,141,39.4,3968147195,56,Back,3969449657,178,,3968147201,212,12.3,,,,,,,6mit9txkiacrr2dq1i27rm76d,A. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495521041,5,1,1,0,4,4raiad4l2j5lkfaz92pk4osb,1,30.8,40.3,2023-01-07T14:04:42.980Z,2023-01-07T20:28:45Z,3968147285,141,57.5,3968147287,212,11.7,3968147293,213,1.7,3968147281,56,Back,3969449839,178,,3968147283,140,29.9,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495521061,6,1,1,0,9,4raiad4l2j5lkfaz92pk4osb,1,36.8,59.6,2023-01-07T14:04:48.214Z,2023-01-07T20:28:49Z,3968147429,56,Back,3968147435,212,17.6,3969449995,178,,3968147437,213,4.7,3968147431,140,36.7,3968147433,141,33.7,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495521085,7,1,1,0,12,4raiad4l2j5lkfaz92pk4osb,1,35.3,34.9,2023-01-07T14:04:50.744Z,2023-01-07T20:28:54Z,3969450137,178,,3968147579,141,59.0,3968147575,56,Back,3968147583,213,1.4,3968147577,140,37.8,3968147581,212,16.6,,,,,,,bhi4ivjgojkot4d7za72gu2nd,N. Milenković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495521109,8,1,1,0,15,4raiad4l2j5lkfaz92pk4osb,0,40.9,57.8,2023-01-07T14:04:54.225Z,2023-01-07T20:28:58Z,3968147721,212,49.3,3968147715,56,Right,3968147719,141,7.4,3968147717,140,74.6,3968147725,1,,3968147723,213,5.5,3968147713,155,,3969450195,178,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495521115,3,12,1,0,18,6tuibxq39fdryu8ou06wcm0q3,1,22.6,94.2,2023-01-07T14:04:57.127Z,2023-01-07T20:29:02Z,3968147743,212,6.2,3968147737,56,Back,3968147749,15,,3968147745,213,0.9,3968147789,167,,3968147739,140,26.2,3968147741,141,100.0,3969450371,388,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
