id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2482012991,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-11-05T18:32:24.609Z,2022-11-05T19:42:15Z,3897236915,197,578,3896964011,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3896963991,30,"7kph61hobc93t2c2tl8l5j105, b33rlpjo3kx4477alx82si5wq, 3tpmw6tlijytn0ahwztvedkut, 3v1fnp5e9pxfzgou5ebrgprrp, enqcaecpt5hy0qv9x5pzmkjc9, 3sezchmdtivxl4kusvgc6j7x1, 17au7v1ocl4zab872g59821yi, cknjube5flk1r5ppqthj82c5, 1dwwsz1i6v8zwh802ujwf7emt, 3jln1gzc0859ymphvq83i0mp5, 11o903vztwpnmvgrinn208qnd, dmrj53hcw8vcffxx0lfudbob9, 9ncagt0ezp4f41hz3b64af1t5, 9sxg58hszjq17avxgumftdu22, 5awkzgwwh48prwgvxwewuc5hx, eyra5urhrm92240e7qbll736d, wr2f0yl1bf68r73hkjee2pqt, ehztjmhg6fsddm1fqb00547o5, cfpaejad8i9p2r1fj0wx0g222, ch5rw8dgb6wh99wyhd8o3t1pl, 72vim7cq99zdjjwivwtr773vu, 68cu39v9m8pykapkh2b97ltqt, 7ox43isyywsnrfcd56nm65be, 9rs7sa9181bsys17v0naoszfu",3896963997,59,"1, 20, 19, 33, 46, 23, 30, 4, 27, 10, 17, 5, 7, 8, 9, 12, 14, 24, 28, 32, 40, 83, 90, 96",3896963993,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3896964021,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3896964001,130,8,3896964017,194,3tpmw6tlijytn0ahwztvedkut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482026023,1,34,16,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2022-11-05T18:50:08.159Z,2022-11-05T20:38:09Z,3897035377,194,6ehsdxl74v0qtlbjjjbu0r0t1,3897035373,130,12,3897035363,30,"4g0d51pqr4grzoe9cx7do6pxx, 2s9ko6yxyi95jybzguru8g3bp, awf3x41nsz8m73bhte5wlz6ui, 6sejjyqssbr3olctm9nkq2v9x, 8585juruxxi6z8ih6kfqvrj6x, f1ma05bi3t1hfbflylx5d9tyh, 6ehsdxl74v0qtlbjjjbu0r0t1, 72sbeqsrvv64vwiec51r9g1k9, 8zltxvt0rcrcv96x1wmdhlrrp, 1fsum47fkh62rer9xxe3smctm, 6n7sw8r0fhcoa8hfuxrtm96tx, bmqg7owjivu1f3grdigkid0b9, 4ypa8ma678embtagi427eg4id, e4cwx5r9hrvip371egldkc6ol, 545o5sllzb34kosvbw3fxhc5x, 399j815r2akyfreynjrouwbmx, 9n2nm6smh0txgv2482qbwhixg, 9casrbyhvk5woencvp365fnmy, 7u9bpiajlgr3zibj89pub7wbu, 44t0ew97eyl8ww00sgusx00a2, b7togay3w05jtjngrz9xliay1, q86iuo0cn7dlhvgwz6ix1mqy, eprihatu8znb0vq6kuaj38z1m, 9wek84cn7z0ou46623nlo876y",3897035375,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3897236773,197,8669,3897035379,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3897035369,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3897035371,59,"69, 27, 2, 29, 14, 4, 6, 33, 18, 30, 8, 1, 7, 10, 13, 15, 16, 21, 28, 31, 39, 40, 44, 89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482065935,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-11-05T19:45:32.180Z,2022-11-06T02:15:02Z,3897251009,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482065945,2,32,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2022-11-05T19:45:32.180Z,2022-11-05T19:45:35Z,3897251049,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482065973,3,1,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,49.9,50.1,2022-11-05T19:45:32.783Z,2022-11-06T02:19:27Z,3897251213,141,50.9,3897251217,213,3.1,3897251209,56,Back,3897938981,178,,3897251219,279,S,3897251215,212,16.8,3897251211,140,33.9,,,,1fsum47fkh62rer9xxe3smctm,D. Maldini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482065989,4,1,1,0,1,4klvxyeh3xcus4ongu7c00mgc,1,29.6,62,2022-11-05T19:45:34.033Z,2022-11-06T02:19:31Z,3897251327,56,Back,3897251343,213,4.8,3897251333,140,30.1,3897251341,212,4.2,3897939053,178,,3897251339,141,55.8,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482066045,5,1,1,0,3,4klvxyeh3xcus4ongu7c00mgc,0,30.5,58.5,2022-11-05T19:45:35.292Z,2022-11-06T02:19:34Z,3897251575,212,44.1,3897251579,1,,3897251569,56,Left,3897939107,178,,3897251571,140,64.8,3897251577,213,0.6,3897251567,155,,3897251573,141,96.0,6sejjyqssbr3olctm9nkq2v9x,M. Caldara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482066065,3,44,1,0,6,9dntj5dioj5ex52yrgwzxrq9l,1,35,4.4,2022-11-05T19:45:38.285Z,2022-11-06T04:15:19Z,3897251663,285,,3897251689,233,6,3897251659,56,Back,,,,,,,,,,,,,,,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482066047,6,44,1,0,6,4klvxyeh3xcus4ongu7c00mgc,0,65,95.6,2022-11-05T19:45:38.286Z,2022-11-06T02:19:40Z,3897251739,233,3,3897251589,286,,3897251587,56,Left,,,,,,,,,,,,,,,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482066071,4,61,1,0,6,9dntj5dioj5ex52yrgwzxrq9l,1,33.5,3.8,2022-11-05T19:45:38.463Z,2022-11-06T04:15:19Z,3897251681,56,Back,3897939235,178,,,,,,,,,,,,,,,,,,,,17au7v1ocl4zab872g59821yi,Junior Messias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
