id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/14/value
2496221195,1,34,16,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-01-09T16:29:00.718Z,2023-01-09T18:08:35Z,3971847211,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971847215,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971872707,197,16721,3971847205,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3971847207,59,"12, 17, 44, 19, 24, 15, 98, 6, 90, 10, 3, 2, 4, 8, 9, 13, 18, 20, 33, 45, 62, 74, 77",3971847203,30,"eu9b86opw6n66vftu1r5alfqh, 913rgsi93o890wc2cbuwlbqp5, 3jruai7zu28e8f0ooj4t16l05, a7gi41760sk45wbkpbps3njdh, 5sxy1z2pz5bhlp767lyjte76d, ckzn72wo51pmw475t9tl6vr2t, 82bv9aeqvp712ut0n0kwkpskp, a8ez7qv4n62b8s45pdo8u07o5, 86603cyr3osksy73el0ncy7yt, 319knuftqo071luold2fqluqd, d9bg5jjv8pz0f8u55x3hg0962, 9ajh8tm9rl0i2sa09c9dfu0h5, ay6tmp6zkxtjzse2gel3rgnl6, 5m5qyz18o5hmta6mh4zk57sh5, 1t1kgb0r5ca32f54emsscfob9, g324scl7t7h6j05g973me82y, 86nwv5baekm00h4d3z0suwhyh, 74g3ef24ctcgw1kee77d3acr8, 1r35ds2obqkw03f7hfpfsqqui, a3o9x85aooe65w5r3ibs8ltk9, euv7d22ahrbpa8cs1gemtc178, enopqyya6qq64lvliw7lw0s4q, 1gnc1tbpmomiqt1sty2lktt5",3971847209,130,8,3971847213,194,ckzn72wo51pmw475t9tl6vr2t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496221813,1,34,16,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-01-09T16:37:26.982Z,2023-01-09T17:34:02Z,3971873309,197,16329,3971850601,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3971850611,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971850603,59,"1, 29, 3, 17, 6, 27, 14, 61, 19, 30, 8, 4, 7, 9, 20, 21, 22, 23, 24, 32, 34, 42, 77",3971850609,194,bo98qzo4gu0npm4pewc25ovyt,3971850599,30,"c7fky0h6gi7wmibnv2tzf6mz9, 2q0bx5wsc6b68vpps79hosnah, 7uf7y7xa6hy3gieetcte3td2i, 9mldc318nq0tli73wjh6ueket, 130pg17ru5fzq4igokx0k73e1, 3tuxipzf6pqvga0a12422gatx, 7hwj9pf9roe74jifvuhiu6n6x, 9sjt5rv156hr2llfu241r6cph, dp1y9x5r6z1q120hj3sgyhxat, 448dubo3a0ty03v6ajxpw2k2c, bo98qzo4gu0npm4pewc25ovyt, 9l2tdbf7p325xez7wz7wzxzh1, c39nv7jn5c3qzglosgzigif2t, 4mab6p97p5t3w0fipzp22nxsl, 31b0dvddmki2b2zvumesyrx4a, acss55nkdwdtvt9zl6p1ry09h, co1vwppy1870xm5iymj3wmp5h, m7fe173js8on94ag3htziy8l, 20f5apcbciifqyln8hp3cziwa, 5054kfjkrimomrhilbe5j3xbe, c2ezyc2fftje7rcm5ybbuytp1, 8o8o4rxbdhv002pj0q21l0f84, 8kdamc6zz4bskby51c59uuntg",3971850605,130,17,3971850607,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496226185,2,32,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-01-09T17:33:53.752Z,2023-01-09T17:33:53Z,3971875807,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496226191,2,32,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-01-09T17:33:53.752Z,2023-01-09T23:50:01Z,3971875821,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496226193,3,1,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,50.1,50,2023-01-09T17:33:53.763Z,2023-01-10T00:18:52Z,3971875831,140,36.7,3972158337,178,,3971875829,56,Back,3971875837,213,3.2,3971875835,212,14.1,3971875833,141,47.9,3971875839,279,S,,,,319knuftqo071luold2fqluqd,C. Buonaiuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496226205,4,1,1,0,2,af91jdcs6x0bqkmdb78rokod2,1,36.7,48.1,2023-01-09T17:33:55.756Z,2023-01-10T00:18:57Z,3971875911,140,28.9,3971875917,213,2.0,3971875915,212,21.9,3971875913,141,78.0,3972158341,178,,3971875909,56,Back,,,,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496226221,5,1,1,0,4,af91jdcs6x0bqkmdb78rokod2,1,28.5,77.3,2023-01-09T17:33:58.380Z,2023-01-10T00:19:00Z,3971875993,141,63.5,3971875997,213,3.7,3971875995,212,18.4,3972158347,178,,3971875991,140,13.4,3971875989,56,Back,,,,,,,3jruai7zu28e8f0ooj4t16l05,L. Lochoshvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496226233,6,1,1,0,7,af91jdcs6x0bqkmdb78rokod2,1,13.4,63.5,2023-01-09T17:34:00.814Z,2023-01-10T00:19:05Z,3971876079,56,Back,3971876081,140,3.7,3971876083,141,34.4,3972158351,178,,3971876087,213,4.2,3971876085,212,22.3,,,,,,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496226241,7,1,1,0,9,af91jdcs6x0bqkmdb78rokod2,0,3.7,34.4,2023-01-09T17:34:03.222Z,2023-01-10T00:19:11Z,3971939265,157,,3971876133,213,6.1,3971876135,1,,3972158357,178,,3971876129,141,22.9,3971876125,56,Back,3971876127,140,45.0,3971876131,212,44.1,eu9b86opw6n66vftu1r5alfqh,M. Carnesecchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496226247,3,44,1,0,12,ap6blbxhq9elm62vw6tutzlwg,1,53.6,73.6,2023-01-09T17:34:06.587Z,2023-01-10T03:24:58Z,3971876165,286,,3971876163,56,Center,3971876177,233,8,,,,,,,,,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
