id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,keyPass,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,assist,qualifier/16/value
2516595531,219,1,1,17,0,7gnly6999wao1xarwct4p8fe9,1,29.5,74.7,2023-03-06T20:02:58.585Z,2023-03-07T00:56:06Z,4079123009,141,51.9,4079123007,140,12.6,4079123011,212,23.6,4079123005,56,Back,4079123013,213,3.9,4079538573,178,,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595551,220,1,1,17,7,7gnly6999wao1xarwct4p8fe9,1,18.7,46.7,2023-03-06T20:03:05.741Z,2023-03-07T00:56:17Z,4079123115,140,26.1,4079123123,213,5.0,4079123121,212,24.3,4079123117,141,12.8,4079538631,178,,4079123113,56,Back,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595701,221,1,1,17,14,7gnly6999wao1xarwct4p8fe9,1,30.1,20.8,2023-03-06T20:03:12.426Z,2023-03-07T00:56:19Z,4079123885,213,2.5,4079538659,178,,4079123883,212,25.3,4079123881,141,41.8,4079123877,56,Back,4079123879,140,10.2,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595713,222,1,1,17,23,7gnly6999wao1xarwct4p8fe9,1,25.7,34.3,2023-03-06T20:03:21.621Z,2023-03-07T00:56:21Z,4079123937,140,30.1,4079123939,141,10.6,4079123943,213,5.0,4079538667,178,,4079123935,56,Back,4079123941,212,16.8,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595793,223,1,1,17,28,7gnly6999wao1xarwct4p8fe9,1,32.3,7.6,2023-03-06T20:03:26.787Z,2023-03-07T00:56:24Z,4079124369,213,1.1,4079124367,212,10.2,4079124363,140,36.9,4079124361,56,Back,4079538691,178,,4079124365,141,20.8,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595829,224,1,1,17,30,7gnly6999wao1xarwct4p8fe9,1,36.9,20.8,2023-03-06T20:03:28.324Z,2023-03-07T00:56:27Z,4079124505,140,36.6,4079124511,213,4.7,4079124509,212,10.3,4079124507,141,5.6,4079538707,178,,4079124503,56,Back,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595881,225,1,1,17,32,7gnly6999wao1xarwct4p8fe9,0,37,3.8,2023-03-06T20:03:30.358Z,2023-03-07T00:56:30Z,4079124805,212,52.5,4079124799,56,Center,4079124797,155,,4079538733,178,,4079124803,141,23.9,4079124801,140,85.3,4079124807,213,0.3,4079124809,1,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595883,226,43,1,17,34,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-03-06T20:03:32.886Z,2023-03-06T20:03:53Z,4079125871,144,61,4079124813,56,Right,,,,,,,,,,,,,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595891,122,49,1,17,36,ej5er0oyngdw138yuumwqbyqt,1,3.6,86.2,2023-03-06T20:03:34.245Z,2023-03-07T01:28:35Z,,,,,,,,,,,,,,,,,,,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595915,123,12,1,17,38,ej5er0oyngdw138yuumwqbyqt,1,3.6,86.5,2023-03-06T20:03:36.517Z,2023-03-07T00:56:36Z,4079125017,167,,4079124963,212,10.6,4079124961,141,100.0,4079124965,213,1.5,4079124959,140,4.2,4079538769,178,,4079124957,56,Back,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595919,124,5,1,17,39,ej5er0oyngdw138yuumwqbyqt,0,4.8,101.2,2023-03-06T20:03:37.941Z,2023-03-07T00:56:39Z,4079124983,347,,4079124981,56,Back,4079125313,233,227,,,,,,,,,,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595973,227,5,1,17,39,7gnly6999wao1xarwct4p8fe9,1,95.2,-1.2,2023-03-06T20:03:37.941Z,2023-03-07T00:56:39Z,4079125299,233,124,4079125293,56,Right,4079125295,347,,,,,,,,,,,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595981,228,1,1,17,45,7gnly6999wao1xarwct4p8fe9,1,94.5,0,2023-03-06T20:03:43.255Z,2023-03-07T00:56:40Z,4079125341,107,,4079125343,56,Right,4079125347,141,1.7,4079125349,212,4.8,4079125351,213,0.3,4079125649,189,,4079125345,140,98.8,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595989,229,1,1,17,46,7gnly6999wao1xarwct4p8fe9,1,98.8,1.7,2023-03-06T20:03:44.014Z,2023-03-07T00:56:54Z,4079125391,213,3.2,4079538901,178,,4079125385,140,94.9,4079125387,141,1.1,4079125389,212,4.1,4079125383,56,Right,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516595999,230,1,1,17,47,7gnly6999wao1xarwct4p8fe9,1,94.9,1.1,2023-03-06T20:03:45.115Z,2023-03-07T00:57:01Z,4079538951,178,,4079125455,213,2.9,4079125451,141,3.4,4079125453,212,7.5,4079125449,140,87.9,4079125447,56,Right,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596017,231,1,1,17,47,7gnly6999wao1xarwct4p8fe9,0,87.9,3.4,2023-03-06T20:03:45.764Z,2023-03-07T00:57:14Z,4079125549,213,0.5,4079125547,212,15.2,4079125543,140,100.0,4079125541,56,Right,4079538991,178,,4079125545,141,14.8,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596029,125,5,1,17,49,ej5er0oyngdw138yuumwqbyqt,1,-0.6,86.5,2023-03-06T20:03:47.942Z,2023-03-07T00:57:16Z,4079125579,56,Back,4079125611,233,232,4079125583,346,,,,,,,,,,,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596027,232,5,1,17,49,7gnly6999wao1xarwct4p8fe9,0,100.6,13.5,2023-03-06T20:03:47.942Z,2023-03-07T00:57:17Z,4079125575,56,Right,4079125577,346,,4079125621,233,125,,,,,,,,,,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596155,126,1,1,17,59,ej5er0oyngdw138yuumwqbyqt,1,3.7,56.9,2023-03-06T20:03:57.524Z,2023-03-07T00:57:19Z,4079126273,213,1.6,4079126267,140,3.7,4079126269,141,66.9,4079126271,212,6.8,4079126263,124,,4079126277,237,,4079126265,56,Back,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596189,127,1,1,18,3,ej5er0oyngdw138yuumwqbyqt,0,6.2,73.1,2023-03-06T20:04:01.949Z,2023-03-07T00:57:21Z,4079126423,212,44.6,4079126429,213,0.1,4079126415,140,48.5,4079126411,56,Back,4079126433,1,,4079126419,141,79.0,4079126407,155,,4079539169,178,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596217,233,1,1,18,6,7gnly6999wao1xarwct4p8fe9,1,52,28,2023-03-06T20:04:04.909Z,2023-03-07T00:57:26Z,4079126553,213,5.6,4079126551,212,7.0,4079126543,3,,4079539205,388,,4079126547,140,57.3,4079126549,141,21.7,4079126545,56,Center,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596233,234,1,1,18,8,7gnly6999wao1xarwct4p8fe9,1,55.3,19.9,2023-03-06T20:04:06.411Z,2023-03-07T00:57:31Z,4079126655,3,,4079126661,141,3.4,4079539235,178,,4079126663,212,20.5,4079126665,213,3.7,4079126659,140,39.0,4079126657,56,Back,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596235,235,49,1,18,10,7gnly6999wao1xarwct4p8fe9,1,33.7,4,2023-03-06T20:04:08.057Z,2023-03-07T00:57:37Z,,,,,,,,,,,,,,,,,,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596307,236,1,1,18,12,7gnly6999wao1xarwct4p8fe9,1,33.6,5.3,2023-03-06T20:04:09.981Z,2023-03-07T00:57:40Z,4079127007,56,Back,4079127009,140,24.8,4079539345,178,,4079127013,212,20.6,4079127011,141,32.3,4079127015,213,2.0,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596329,237,1,1,18,18,7gnly6999wao1xarwct4p8fe9,1,35.6,57.8,2023-03-06T20:04:16.402Z,2023-03-07T00:57:45Z,4079127165,212,10.8,4079127159,56,Back,4079127163,141,71.1,4079539405,178,,4079127161,140,30.0,4079127167,213,2.1,,,,,,,7hwj9pf9roe74jifvuhiu6n6x,I. Ilić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596351,238,1,1,18,21,7gnly6999wao1xarwct4p8fe9,1,31.8,67.1,2023-03-06T20:04:19.382Z,2023-03-07T00:57:47Z,4079539431,178,,4079127291,141,50.9,4079127293,212,12.2,4079127297,213,4.3,4079127287,56,Back,4079127289,140,26.7,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596461,239,1,1,18,23,7gnly6999wao1xarwct4p8fe9,1,26.7,50.3,2023-03-06T20:04:21.694Z,2023-03-07T00:57:50Z,4079127823,212,23.1,4079127821,141,23.9,4079539461,178,,4079127825,213,5.4,4079127817,56,Back,4079127819,140,40.6,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596479,240,1,1,18,30,7gnly6999wao1xarwct4p8fe9,1,68.3,33.2,2023-03-06T20:04:28.750Z,2023-03-07T00:57:57Z,4079127919,213,5.7,4079127917,212,18.9,4079539525,178,,4079127913,140,83.3,4079127911,56,Right,4079127915,141,17.8,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596491,241,1,1,18,33,7gnly6999wao1xarwct4p8fe9,1,82.6,13,2023-03-06T20:04:31.607Z,2023-03-07T00:58:03Z,4079127973,56,Right,4079127981,213,3.2,4079127979,212,14.2,4079127977,141,12.7,4079127975,140,69.1,4079539581,178,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596585,242,1,1,18,35,7gnly6999wao1xarwct4p8fe9,1,69.6,12.7,2023-03-06T20:04:33.648Z,2023-03-07T00:58:11Z,4079128435,141,1.9,4079128433,140,81.6,4079128431,56,Right,4079539665,178,,4079128439,213,5.8,4079128437,212,14.6,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596579,128,45,1,18,39,ej5er0oyngdw138yuumwqbyqt,0,5.8,92.6,2023-03-06T20:04:37.627Z,2023-03-07T00:58:16Z,4079128409,56,Back,4079128459,233,243,4079128411,285,,,,,,,,,,,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596589,243,3,1,18,39,7gnly6999wao1xarwct4p8fe9,1,94.2,7.4,2023-03-06T20:04:37.627Z,2023-03-07T00:58:15Z,4079497393,465,,4079539711,178,,4079128449,56,Right,4079128451,286,,4079128453,233,128,,,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596597,244,1,1,18,41,7gnly6999wao1xarwct4p8fe9,0,97.4,7.4,2023-03-06T20:04:39.721Z,2023-03-07T00:58:20Z,4079128491,212,20.6,4079128493,213,1.7,4079128485,56,Center,4079497425,20,,4079539763,178,,4079128489,141,37.4,4079128487,140,94.8,4079497423,224,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,4079128481,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596617,129,12,1,18,42,ej5er0oyngdw138yuumwqbyqt,1,7.4,65.7,2023-03-06T20:04:40.573Z,2023-03-07T00:58:23Z,4079128599,213,1.4,4079128625,167,,4079128597,212,25.0,4079128591,56,Back,4079128593,140,10.9,4079539789,178,,4079128595,141,100.0,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596619,130,5,1,18,44,ej5er0oyngdw138yuumwqbyqt,0,11.1,101.6,2023-03-06T20:04:42.785Z,2023-03-07T00:58:25Z,4079128601,56,Back,4079128603,347,,4079129877,233,245,,,,,,,,,,,,,,,,6xt6fnmwrs7btha4d2t7wkktm,J. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596845,245,5,1,18,44,7gnly6999wao1xarwct4p8fe9,1,88.9,-1.6,2023-03-06T20:04:42.785Z,2023-03-07T00:58:25Z,4079129815,347,,4079129813,56,Right,4079129869,233,130,,,,,,,,,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596887,246,1,1,19,2,7gnly6999wao1xarwct4p8fe9,0,91.1,0,2023-03-06T20:05:00.120Z,2023-03-07T00:58:27Z,4079130005,140,92.4,4079130003,56,Center,4079130001,107,,4079130009,212,22.2,4079130007,141,32.2,4079130011,213,1.5,4079130013,1,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596903,131,12,1,19,3,ej5er0oyngdw138yuumwqbyqt,1,5.6,70.5,2023-03-06T20:05:01.868Z,2023-03-07T00:58:32Z,4079130095,140,14.6,4079539861,388,,4079130093,56,Back,4079130101,213,5.9,4079130099,212,10.0,4079130097,141,65.6,4079130107,15,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596927,247,13,1,19,5,7gnly6999wao1xarwct4p8fe9,1,86.5,33.8,2023-03-06T20:05:03.388Z,2023-03-07T00:58:37Z,4079497547,215,,4079130885,230,97.2,4079130887,231,47.5,4079130879,103,2.8,4079130883,458,,4079130235,63,,4079130427,72,,4079497529,328,,6ol411t0mogw6m83heiqd0m39,K. Linetty,4079539901,178,4079130425,160,4079130877,102,4079130881,108,,4079130237,56,,40.8,Center,4079132787,84,,,,,,,,,,,,,,,,,,,,,,,,
2516596935,132,5,1,19,6,ej5er0oyngdw138yuumwqbyqt,1,-1.4,61.1,2023-03-06T20:05:04.211Z,2023-03-07T00:58:42Z,4079130275,56,Back,4079130305,233,248,4079130277,346,,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516596933,248,5,1,19,6,7gnly6999wao1xarwct4p8fe9,0,101.4,38.9,2023-03-06T20:05:04.211Z,2023-03-07T00:58:42Z,4079130271,56,Center,4079130273,346,,4079130311,233,132,,,,,,,,,,,,,,,,6ol411t0mogw6m83heiqd0m39,K. Linetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597507,133,1,1,19,48,ej5er0oyngdw138yuumwqbyqt,0,4.6,49,2023-03-06T20:05:46.328Z,2023-03-07T00:58:46Z,4079133337,213,5.9,4079133339,1,,4079133333,141,19.7,4079133331,140,52.1,4079133341,74,,4079133335,212,53.7,4079133327,124,,4079133329,56,Right,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597531,249,1,1,19,52,7gnly6999wao1xarwct4p8fe9,0,49.7,86.3,2023-03-06T20:05:50.193Z,2023-03-07T00:58:49Z,4079133461,213,5.0,4079133455,140,51.1,4079133451,3,,4079133453,56,Center,4079133459,212,6.2,4079133457,141,77.4,4079540007,388,,,,,ez8vzwaf7iuiv2ceetiwg6ymt,Y. Karamoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597571,134,1,1,19,54,ej5er0oyngdw138yuumwqbyqt,1,46.7,25.2,2023-03-06T20:05:52.553Z,2023-03-07T00:58:52Z,4079133677,56,Center,4079133689,212,14.4,4079133681,140,59.7,4079133693,213,0.3,4079540023,388,,4079133675,3,,4079133685,141,32.0,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597747,135,1,1,19,55,ej5er0oyngdw138yuumwqbyqt,0,62.4,32.2,2023-03-06T20:05:53.815Z,2023-03-07T00:58:57Z,4079134585,140,66.6,4079134591,213,0.3,4079540065,388,,4079134581,168,,4079134583,56,Center,4079134589,212,4.6,4079134587,141,34.1,4079134579,3,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597581,250,49,1,19,56,7gnly6999wao1xarwct4p8fe9,1,30.5,59.7,2023-03-06T20:05:54.178Z,2023-03-07T00:59:05Z,,,,,,,,,,,,,,,,,,,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597657,251,1,1,19,58,7gnly6999wao1xarwct4p8fe9,1,30.5,59.7,2023-03-06T20:05:56.073Z,2023-03-07T00:59:10Z,4079134159,141,28.1,4079134157,140,34.1,4079134161,212,21.8,4079134163,213,4.9,4079540175,178,,4079134155,56,Back,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597717,252,1,1,20,4,7gnly6999wao1xarwct4p8fe9,1,31,5.2,2023-03-06T20:06:02.361Z,2023-03-07T00:59:13Z,4079134431,56,Back,4079134433,140,15.5,4079134437,212,25.3,4079134439,213,2.3,4079540191,178,,4079134435,141,33.7,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597775,253,1,1,20,8,7gnly6999wao1xarwct4p8fe9,1,16.3,34.4,2023-03-06T20:06:06.067Z,2023-03-07T00:59:15Z,4079540215,178,,4079134733,141,72.8,4079134731,140,16.5,4079134737,213,1.6,4079134735,212,26.1,4079134729,56,Back,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597787,254,1,1,20,13,7gnly6999wao1xarwct4p8fe9,1,23.3,66.3,2023-03-06T20:06:11.684Z,2023-03-07T00:59:19Z,4079134815,212,13.1,4079134813,141,47.2,4079134811,140,24.8,4079134817,213,4.8,4079134809,56,Back,4079540253,178,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597803,255,1,1,20,14,7gnly6999wao1xarwct4p8fe9,1,24.2,46.4,2023-03-06T20:06:12.945Z,2023-03-07T00:59:22Z,4079134925,56,Back,4079134931,212,14.9,4079134933,213,3.2,4079540275,178,,4079134929,141,46.1,4079134927,140,10.0,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597829,256,1,1,20,17,7gnly6999wao1xarwct4p8fe9,1,10,46.1,2023-03-06T20:06:15.296Z,2023-03-07T00:59:25Z,4079135085,212,29.6,4079135081,140,19.8,4079540311,178,,4079135083,141,5.3,4079135087,213,5.1,4079135079,56,Back,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597877,257,1,1,20,20,7gnly6999wao1xarwct4p8fe9,0,20.6,4.9,2023-03-06T20:06:18.035Z,2023-03-07T00:59:29Z,4079135355,213,0.5,4079135347,56,Center,4079135349,140,66.3,4079540331,178,,4079135351,141,40.7,4079135353,212,53.8,4079135357,1,,4079135345,155,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597873,136,49,1,20,23,ej5er0oyngdw138yuumwqbyqt,1,32.8,58.4,2023-03-06T20:06:21.651Z,2023-03-07T00:59:37Z,,,,,,,,,,,,,,,,,,,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516597967,137,1,1,20,25,ej5er0oyngdw138yuumwqbyqt,1,30.8,53.4,2023-03-06T20:06:23.202Z,2023-03-07T00:59:40Z,4079135795,140,10.0,4079540435,178,,4079135801,213,3.6,4079135793,56,Back,4079135799,212,24.2,4079135797,141,38.1,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516598019,138,1,1,20,31,ej5er0oyngdw138yuumwqbyqt,1,8.3,38.1,2023-03-06T20:06:29.451Z,2023-03-07T00:59:43Z,4079136073,1,,4079136069,213,5.7,4079136067,212,36.3,4079136063,141,7.9,4079136061,140,36.8,4079136055,155,,4079540469,178,,4079136059,56,Back,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516598087,139,1,1,20,33,ej5er0oyngdw138yuumwqbyqt,1,36.8,7.9,2023-03-06T20:06:31.762Z,2023-03-07T00:59:50Z,4079540549,388,,4079136461,3,,4079136463,56,Back,4079136467,141,6.3,4079136469,212,17.3,4079136471,213,3.2,4079136465,140,20.4,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516692943,1432,83,1,20,37,7gnly6999wao1xarwct4p8fe9,1,78.4,94.5,2023-03-06T20:06:35.067Z,2023-03-07T04:37:52Z,4079651043,399,191803,,,,,,,,,,,,,,,,,,,,,,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516598097,140,61,1,20,38,ej5er0oyngdw138yuumwqbyqt,0,21.6,5.3,2023-03-06T20:06:36.283Z,2023-03-07T00:59:59Z,4079540613,178,,4079136511,56,Back,,,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516598109,141,5,1,20,39,ej5er0oyngdw138yuumwqbyqt,0,25.2,-1.7,2023-03-06T20:06:37.028Z,2023-03-07T01:00:05Z,4079138707,233,258,4079136605,56,Back,4079136607,347,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516598499,258,5,1,20,39,7gnly6999wao1xarwct4p8fe9,1,74.8,101.7,2023-03-06T20:06:37.028Z,2023-03-07T01:00:04Z,4079138701,233,141,4079138669,56,Left,4079138673,347,,,,,,,,,,,,,,,,,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516598525,259,1,1,21,13,7gnly6999wao1xarwct4p8fe9,1,74.1,100,2023-03-06T20:07:11.219Z,2023-03-07T01:00:12Z,4079138815,141,84.5,4079138813,140,74.2,4079138811,56,Left,4079138817,212,11.6,4079138819,213,4.7,4079138809,107,,,,,,,,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516598617,260,1,1,21,14,7gnly6999wao1xarwct4p8fe9,1,73.7,84.5,2023-03-06T20:07:12.877Z,2023-03-07T01:00:15Z,4079139305,56,Left,4079540761,178,,4079139313,213,2.9,4079139311,212,17.3,4079139307,140,57.6,4079139309,141,89.9,,,,,,,ez8vzwaf7iuiv2ceetiwg6ymt,Y. Karamoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
