id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/9/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2481648265,1,34,16,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-11-05T13:00:44.134Z,2022-11-05T14:05:44Z,3895070605,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895070609,197,16721,3895070607,194,319knuftqo071luold2fqluqd,3895070603,130,18,3895070611,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895070601,59,"12, 17, 33, 44, 2, 4, 28, 6, 10, 74, 77, 3, 5, 7, 8, 9, 13, 18, 19, 20, 23, 32, 45, 62, 98",3895070599,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3895070597,30,"eu9b86opw6n66vftu1r5alfqh, 913rgsi93o890wc2cbuwlbqp5, 1r35ds2obqkw03f7hfpfsqqui, 3jruai7zu28e8f0ooj4t16l05, 9ajh8tm9rl0i2sa09c9dfu0h5, ay6tmp6zkxtjzse2gel3rgnl6, 9qrewt049r6yq88c715ymau39, a8ez7qv4n62b8s45pdo8u07o5, 319knuftqo071luold2fqluqd, enopqyya6qq64lvliw7lw0s4q, 1gnc1tbpmomiqt1sty2lktt5, d9bg5jjv8pz0f8u55x3hg0962, 7ojvhhfvbtbn60sc50y4l2ctm, 6ldly9c02sbh2ray6u6j6jro5, 5m5qyz18o5hmta6mh4zk57sh5, 1t1kgb0r5ca32f54emsscfob9, g324scl7t7h6j05g973me82y, 86nwv5baekm00h4d3z0suwhyh, a7gi41760sk45wbkpbps3njdh, 74g3ef24ctcgw1kee77d3acr8, 33erk8bdhefx5xnkjad2fvy8k, bmmahw4ww36w4tokk3xhvvvmd, a3o9x85aooe65w5r3ibs8ltk9, euv7d22ahrbpa8cs1gemtc178, 82bv9aeqvp712ut0n0kwkpskp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481658285,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-11-05T13:11:00.472Z,2022-11-05T14:00:40Z,3895119727,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3895119723,30,"d1e3dsz9lf7g69g2l6zfurpp1, etryzuxz65dmn5ewmocse66l1, b0e6d3zgwzbzysmt9b2ycvf56, 3ftcqipzb86lzdztg4j1oz2s5, 4b7yhrh526hzn4vj8bh395v8q, blo3zmhar2mujyp9z7kjnsut, c9shobonlrg7guoyb3iwnwdsl, 7pg1pu4ptby6hi0rp29hv4jxl, 3mqhkh4iz4kesvmqui3hupgmi, 240qnsj5nj6l6s3cc618691at, rnahabpvj34tsl9q53gt2rit, 68jk3onf54kl1mdfz8zuicvkl, ezpkmoz1z08da3o3g45m12lzp, d6sstsibcsfxporots5k9cicp, 19gglji6ai70jiu7iqpkaxbyt, 7j0c36u6kk97eur4virjoka8l, 53dvtfms2uxd500y87x5jf2eh, h2c4xwvt3x9gry6wqehc0445, bhu3hiq2ln2cso48ndqe17bvt, drljavudmjvyj9mvyzq7gz2s5, q281ehu1acmc9v96sv9g8bmx, 6lev0lne8w9snmho4a6hjiifp, 488q58xm2ahxuvpeyfpgwfklw, 3coml6cxqa86px9up8yy3oz1m",3895119743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895119741,197,17613,3895330845,194,3ftcqipzb86lzdztg4j1oz2s5,3895119737,130,12,3895119733,59,"33, 30, 3, 17, 66, 2, 87, 18, 29, 99, 16, 1, 6, 8, 9, 10, 11, 12, 14, 20, 25, 28, 39, 98",3895119739,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481702025,2,32,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-11-05T14:00:58.663Z,2022-11-05T14:00:58Z,3895342815,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481702033,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-11-05T14:00:58.663Z,2022-11-05T21:48:18Z,3895342845,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481702075,3,1,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,50,50,2022-11-05T14:00:58.874Z,2022-11-05T22:44:49Z,3895343071,212,10.5,3895343073,213,3.3,3895343075,279,S,3895343065,56,Back,3895343067,140,40.1,3897693499,178,,3895343069,141,48.1,,,,319knuftqo071luold2fqluqd,C. Buonaiuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481702111,4,1,1,0,2,af91jdcs6x0bqkmdb78rokod2,0,45.7,47.9,2022-11-05T14:01:01.562Z,2022-11-05T22:44:57Z,3895343251,141,6.2,3895343247,56,Right,3895343249,140,67.3,3895343245,155,,3897693651,178,,3895343255,213,5.4,3895343253,212,36.3,3895343257,1,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481702099,3,44,1,0,5,49rkyo4do8uwj06geomw0xr4i,1,34.7,93.7,2022-11-05T14:01:03.743Z,2022-11-06T00:53:25Z,3895343363,233,5,3895343199,285,,3895343197,56,Back,,,,,,,,,,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481702115,5,44,1,0,5,af91jdcs6x0bqkmdb78rokod2,0,65.3,6.3,2022-11-05T14:01:03.744Z,2022-11-05T22:45:13Z,3895343283,56,Right,3895343289,286,,3895343443,233,3,,,,,,,,,,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481702103,4,8,1,0,5,49rkyo4do8uwj06geomw0xr4i,1,37.2,92.7,2022-11-05T14:01:03.780Z,2022-11-06T00:53:26Z,3897694163,21,,3897694165,388,,3896801929,385,,3895343215,56,Back,,,,,,,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481702127,5,5,1,0,6,49rkyo4do8uwj06geomw0xr4i,0,37.2,100.9,2022-11-05T14:01:05.178Z,2022-11-05T22:45:32Z,3895343667,233,6,3895343329,56,Back,3895343331,347,,,,,,,,,,,,,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
