id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2501247903,1,34,16,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2023-01-28T13:04:46.153Z,2023-01-28T14:01:28Z,3998226801,194,1lota2za1imhl3oydwa89u5l,3998226793,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998226795,59,"13, 24, 3, 18, 6, 33, 11, 35, 9, 19, 25, 39, 1, 4, 10, 14, 17, 20, 21, 22, 28, 30, 32, 36",3998226791,30,"h12c7ocq35slzrop3ltnrsnp, f0o0jfa9hp54otpnwe09d591, an5eip4p2zmw49hh9eqksigo9, 9cy6lgb0e0cq4a7ht389qaklx, 95r0jtkw03vjohzwc8os8ielm, cnk07o3823zl5gd7qr2bdks7p, cxjuod6b1ro67656dxwhpqqc5, bk1gdyxtfp4drwb0yotwerbsa, c68syh6axbkqmcmvrpumqb8mi, mh8eevw5lj4i9c7ue5n9j845, 1lota2za1imhl3oydwa89u5l, 56ekwofu3616kd4qjlirphdzo, 9jx56wcoj1htd69i749wfwkx5, dnk24js88d4ie661mwo7jkq95, 3sehm4zmy7141wm4ecfqqoxd5, 2hbduprkyabq8g1nhe6b4g3bp, 4az5n8aekw6ipzu7fagqhkys4, 39504a9fwi439uhqbwc809ene, 6e9fu9o226zn6jzx02jutvi3u, 4494989zl7g13nw17wan5adp1, d5m5q6dlc7vnbs634dinbsuwa, dmza22ad3iars2svmghrwhfit, d7xfjvw4kun7fx4j9ldr6cb11, 5vyszdd8h7l79tlwy40lgimfo",3998474857,197,2194,3998226799,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998226803,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998226797,130,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501250525,1,34,16,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-01-28T13:07:34.764Z,2023-01-28T15:01:30Z,3998240213,30,"5syage212151fcixahbq3k8ut, 21p37y6mra4u9kcg35z5dm4q2, 16kv5p8we3pwqpt5ktwrb7mj9, 9ak3zczupeken1itsmkherbh1, 22x1ucwwak58wi6r5x1j6ohk9, 2j09251upkf2aid3lfyyos0dl, 6ol411t0mogw6m83heiqd0m39, e2oeysariwd866ksilu3t4m7e, ebgkv548xih19m8uza7bgrvmd, a2rjxibqk9d2yatzz2dx04nx0, 1tztnrv51q99ewl193qk526z9, ez8vzwaf7iuiv2ceetiwg6ymt, e7tz6hxliohn3gkj4cgl3j1ed, cdrzpuj49ploquvdolgh5c3bp, 8vom3bt6es2kp5sdl98az6gwk, f065kc6qn2cpxjxcm6i08rz3e, 43rid94d7jz7u5ba4xzb8bbe2, 7zokstl625tj96c64ow4uvjyt, 5wdqva17qr5j2kqbmfi9o91x, 6egg2gwvxxqv2i9hrr0zg4yz8, dnqd5s61ssjofdtgrcfiii8lw, 7p19t0mn8cq7xum09nv2u2lt5, 71bvjduiimaomxmjznjxwdfys",3998473695,197,593,3998240229,194,9ak3zczupeken1itsmkherbh1,3998240227,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998240219,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998240223,59,"32, 2, 27, 13, 4, 3, 77, 28, 16, 23, 49, 7, 9, 10, 14, 17, 21, 34, 59, 66, 73, 89, 94",3998240225,130,18,3998240231,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501298067,2,32,1,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-01-28T14:01:40.077Z,2023-01-28T14:01:40Z,3998483379,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501298071,2,32,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2023-01-28T14:01:40.077Z,2023-01-28T20:49:33Z,3998483381,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501298113,3,1,1,0,0,7gnly6999wao1xarwct4p8fe9,1,49.8,49.7,2023-01-28T14:01:40.137Z,2023-01-28T21:00:41Z,3998483631,212,12.1,3998483611,56,Back,3998483619,141,50.0,4000658539,178,,3998483613,140,38.3,3998483635,279,S,3998483633,213,3.1,,,,a2rjxibqk9d2yatzz2dx04nx0,D. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501298153,4,1,1,0,1,7gnly6999wao1xarwct4p8fe9,1,38.3,50,2023-01-28T14:01:41.768Z,2023-01-28T21:00:50Z,3998483799,212,13.9,3998483797,141,51.0,3998483793,56,Back,4000658765,178,,3998483795,140,25.1,3998483801,213,3.1,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501298173,5,1,1,0,5,7gnly6999wao1xarwct4p8fe9,1,25.7,57.2,2023-01-28T14:01:45.608Z,2023-01-28T21:00:54Z,3998483909,141,93.2,3998483913,213,1.3,3998483907,140,33.2,4000658933,178,,3998483905,56,Back,3998483911,212,25.7,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501298201,6,1,1,0,7,7gnly6999wao1xarwct4p8fe9,1,33.1,93.2,2023-01-28T14:01:47.819Z,2023-01-28T21:00:58Z,3998484031,141,70.1,3998484025,155,,3998484037,1,,3998484029,140,63.0,3998484027,56,Center,4000659103,178,,3998484033,212,35.1,3998484035,213,5.8,16kv5p8we3pwqpt5ktwrb7mj9,M. Vojvoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501298229,7,1,1,0,9,7gnly6999wao1xarwct4p8fe9,0,63,70.1,2023-01-28T14:01:49.858Z,2023-01-28T21:01:11Z,4000659725,21,,4000659723,178,,3998484159,140,60.4,3998484163,212,21.3,3998484157,56,Left,3998484165,213,1.7,3998484161,141,100.0,,,,a2rjxibqk9d2yatzz2dx04nx0,D. Seck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501298271,3,5,1,0,13,8le3orkfz6iix3jns6g9ojqjg,1,39.8,-0.9,2023-01-28T14:01:53.123Z,2023-01-28T21:01:22Z,3998484393,56,Back,3998484431,233,8,3998484395,347,,,,,,,,,,,,,,,,,f0o0jfa9hp54otpnwe09d591,T. Ebuehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
