id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2473177983,1,34,16,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-10-16T17:52:54.238Z,2022-10-16T18:47:19Z,3850353703,59,"1, 5, 29, 21, 23, 6, 61, 4, 9, 10, 7, 16, 18, 19, 20, 22, 24, 28, 30, 32, 34, 77",3850353711,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850353697,30,"c7fky0h6gi7wmibnv2tzf6mz9, 68etig279gs3btjb7fv6rvfth, 2q0bx5wsc6b68vpps79hosnah, acss55nkdwdtvt9zl6p1ry09h, m7fe173js8on94ag3htziy8l, 130pg17ru5fzq4igokx0k73e1, 9sjt5rv156hr2llfu241r6cph, 9l2tdbf7p325xez7wz7wzxzh1, 4mab6p97p5t3w0fipzp22nxsl, 2zwe056wfzof0v5jv01dv9uc5, c39nv7jn5c3qzglosgzigif2t, 1fd1lcymbfebccx0vhgez4oyy, bsi12817nc1ul082qn48d4rft, dp1y9x5r6z1q120hj3sgyhxat, 31b0dvddmki2b2zvumesyrx4a, co1vwppy1870xm5iymj3wmp5h, 20f5apcbciifqyln8hp3cziwa, ea4l6vjonhtvjmq1nyfec2fvt, 448dubo3a0ty03v6ajxpw2k2c, 5054kfjkrimomrhilbe5j3xbe, c2ezyc2fftje7rcm5ybbuytp1, 8kdamc6zz4bskby51c59uuntg",3850353709,194,9l2tdbf7p325xez7wz7wzxzh1,3850353707,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850353701,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3850482533,197,16329,3850353705,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473180735,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-10-16T17:57:30.812Z,2022-10-16T17:59:24Z,3850368473,130,8,3850368481,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3850368479,197,579,3850368469,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3850368471,59,"1, 20, 19, 8, 46, 23, 10, 33, 9, 7, 17, 4, 5, 12, 14, 21, 27, 28, 30, 32, 40, 83, 96",3850368467,30,"7kph61hobc93t2c2tl8l5j105, b33rlpjo3kx4477alx82si5wq, 3tpmw6tlijytn0ahwztvedkut, 9sxg58hszjq17avxgumftdu22, enqcaecpt5hy0qv9x5pzmkjc9, 3sezchmdtivxl4kusvgc6j7x1, 3jln1gzc0859ymphvq83i0mp5, 3v1fnp5e9pxfzgou5ebrgprrp, 5awkzgwwh48prwgvxwewuc5hx, 9ncagt0ezp4f41hz3b64af1t5, 11o903vztwpnmvgrinn208qnd, cknjube5flk1r5ppqthj82c5, dmrj53hcw8vcffxx0lfudbob9, eyra5urhrm92240e7qbll736d, wr2f0yl1bf68r73hkjee2pqt, b0me6l44boibnwpbtasxoy02x, 1dwwsz1i6v8zwh802ujwf7emt, cfpaejad8i9p2r1fj0wx0g222, 17au7v1ocl4zab872g59821yi, ch5rw8dgb6wh99wyhd8o3t1pl, 72vim7cq99zdjjwivwtr773vu, 68cu39v9m8pykapkh2b97ltqt, 9rs7sa9181bsys17v0naoszfu",3850368477,194,3tpmw6tlijytn0ahwztvedkut,3850368475,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473208083,2,32,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-10-16T18:46:00.574Z,2022-10-17T00:38:50Z,3850513515,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473208089,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-10-16T18:46:00.574Z,2022-10-16T18:46:01Z,3850513561,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473208107,3,1,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,50,50,2022-10-16T18:46:00.674Z,2022-10-17T01:05:08Z,3850513639,279,S,3851387317,178,,3850513633,141,50.1,3850513635,212,10.8,3850513631,140,39.7,3850513629,56,Back,3850513637,213,3.1,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473208145,4,1,1,0,1,ap6blbxhq9elm62vw6tutzlwg,1,39.3,50.7,2022-10-16T18:46:02.173Z,2022-10-17T01:05:09Z,3850513885,212,18.8,3850513879,56,Back,3850513881,140,35.0,3850513887,213,1.8,3851387331,178,,3850513883,141,77.5,,,,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473208161,5,1,1,0,4,ap6blbxhq9elm62vw6tutzlwg,1,34.9,75,2022-10-16T18:46:04.575Z,2022-10-17T01:05:09Z,3850513957,141,92.5,3850513955,140,43.4,3851387345,178,,3850513953,56,Back,3850513959,212,14.9,3850513961,213,0.9,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473208175,6,1,1,0,5,ap6blbxhq9elm62vw6tutzlwg,0,42.4,89.1,2022-10-16T18:46:05.993Z,2022-10-17T01:07:35Z,3850514025,155,,3850514033,212,24.0,3850514027,56,Center,3850514031,141,66.9,3851389909,178,,3850514029,140,60.2,3850514035,213,5.6,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473208191,3,1,1,0,6,9dntj5dioj5ex52yrgwzxrq9l,0,35.5,37.3,2022-10-16T18:46:07.513Z,2022-10-17T01:07:39Z,3850514133,213,6.0,3850514125,56,Center,3851389993,388,,3850514127,140,59.1,3850514129,141,27.2,3850514131,212,25.7,3850514123,3,,,,,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473208213,7,1,1,0,8,ap6blbxhq9elm62vw6tutzlwg,1,45.1,74.1,2022-10-16T18:46:09.573Z,2022-10-17T01:07:52Z,3850514289,213,6.0,3850514277,3,,3850514283,140,62.7,3850514285,141,65.1,3851390269,178,,3850514279,56,Center,3850514287,212,19.5,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
