id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/12/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2495072769,4,12,1,0,49,8le3orkfz6iix3jns6g9ojqjg,1,7.1,61.2,2023-01-04T19:47:47.067Z,2023-01-05T04:13:58Z,3965822425,141,77.7,3965822427,212,14.3,3966105119,178,,3965822435,15,,3965822421,56,Back,3965822423,140,15.5,3965822429,213,0.9,,,,mh8eevw5lj4i9c7ue5n9j845,F. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072819,8,1,1,0,55,dxq76zcvnokq07cszdx0i6kve,1,83.2,10.8,2023-01-04T19:47:53.379Z,2023-01-05T04:14:06Z,3965822667,56,Right,3965822675,213,6.0,3965822669,140,96.4,3966105199,178,,3965822673,212,14.4,3965822671,141,4.8,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072821,9,1,1,0,57,dxq76zcvnokq07cszdx0i6kve,0,94.9,6.2,2023-01-04T19:47:55.173Z,2023-01-05T04:14:11Z,3965822687,141,8.8,3965822685,140,95.2,3966024207,224,,3965822683,56,Right,3965822679,2,,3965822681,155,,3965822691,213,1.4,3966105259,178,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,3966024209,20,3965822689,212,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,
2495072803,5,61,1,0,57,8le3orkfz6iix3jns6g9ojqjg,1,4.7,84.2,2023-01-04T19:47:55.233Z,2023-01-05T04:14:25Z,3966105423,21,,3965822591,56,Back,3966105425,388,,,,,,,,,,,,,,,,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072805,6,6,1,0,58,8le3orkfz6iix3jns6g9ojqjg,0,2,83.7,2023-01-04T19:47:56.540Z,2023-01-05T04:14:31Z,3965822595,56,Back,3965822599,73,,3965822761,233,10,,,,,,,,,,,,,,,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072831,10,6,1,0,58,dxq76zcvnokq07cszdx0i6kve,1,98,16.3,2023-01-04T19:47:56.540Z,2023-01-05T04:14:31Z,3965822735,56,Right,3965822737,75,,3965822757,233,6,,,,,,,,,,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072987,11,1,1,1,38,dxq76zcvnokq07cszdx0i6kve,0,99.5,0.5,2023-01-04T19:48:36.977Z,2023-01-05T04:14:37Z,3966105585,178,,3966024491,20,,3965823567,155,,3965823565,6,,3965823579,141,39.5,3965823583,213,1.9,3965823581,212,27.8,3965823563,2,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,3965823571,224,3965823575,56,3965823577,140,,,,,,Center,91.5,,,,,,,,,,,,,,,,,,,,,
2495073025,7,12,1,1,40,8le3orkfz6iix3jns6g9ojqjg,1,8.1,63.6,2023-01-04T19:48:38.075Z,2023-01-05T04:14:43Z,3965823807,141,60.8,3965823805,140,22.4,3966105669,178,,3965823803,56,Back,3965823809,212,15.1,3965823811,213,6.2,,,,,,,dmza22ad3iars2svmghrwhfit,P. Stojanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495072997,12,15,1,1,41,dxq76zcvnokq07cszdx0i6kve,1,75.5,41.5,2023-01-04T19:48:39.863Z,2023-01-05T04:15:02Z,3965824223,147,49.8,3966105731,178,,3965824221,146,98.8,3965824209,102,50.7,3965824207,78,,3965823639,18,,3965823641,56,Center,3965824217,328,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,3965824215,108,3965823813,25,3965824213,215,3965824211,103,8.2,3965823815,20,,,3965823841,233,9,3965824219,458,,,,,,,,,,,,,,,,
2495073029,9,10,1,1,43,8le3orkfz6iix3jns6g9ojqjg,1,1.7,50.4,2023-01-04T19:48:41.040Z,2023-01-05T04:15:08Z,3966024921,377,,3965823845,233,12,3965823825,182,,3965823827,56,Back,3965823821,177,,3965823823,178,,,,,,,,h12c7ocq35slzrop3ltnrsnp,G. Vicario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073027,8,52,1,1,43,8le3orkfz6iix3jns6g9ojqjg,1,1.7,50.4,2023-01-04T19:48:41.559Z,2023-01-05T04:15:13Z,3966105957,389,,3966024939,377,,,,,,,,,,,,,,,,,,,,h12c7ocq35slzrop3ltnrsnp,G. Vicario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073059,10,1,1,1,45,8le3orkfz6iix3jns6g9ojqjg,1,8.7,41.5,2023-01-04T19:48:43.647Z,2023-01-05T04:15:18Z,3966106019,178,,3965823967,123,,3965823969,56,Back,3965823977,213,5.5,3965823975,212,32.6,3965823973,141,6.0,3966025029,1,,3965823971,140,29.6,h12c7ocq35slzrop3ltnrsnp,G. Vicario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073063,11,1,1,1,49,8le3orkfz6iix3jns6g9ojqjg,1,27.5,9.8,2023-01-04T19:48:47.934Z,2023-01-05T04:15:27Z,3965824005,141,3.1,3965824007,212,6.3,3965824001,56,Back,3966106101,178,,3965824003,140,31.6,3965824009,213,5.5,,,,,,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073067,12,1,1,1,50,8le3orkfz6iix3jns6g9ojqjg,0,31.6,3.1,2023-01-04T19:48:49.002Z,2023-01-05T04:15:33Z,3965824029,141,2.9,3966106175,178,,3965824057,286,,3965824051,236,,3965824053,233,13,3965824031,212,1.3,3965824033,213,6.2,3965824027,140,32.8,dmza22ad3iars2svmghrwhfit,P. Stojanović,3965824025,56,,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,
2495073051,13,74,1,1,51,dxq76zcvnokq07cszdx0i6kve,1,57.4,97.1,2023-01-04T19:48:49.081Z,2023-01-05T04:15:38Z,3965823943,56,Left,3966106227,178,,3965824061,233,12,3965823945,285,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073085,13,5,1,1,51,8le3orkfz6iix3jns6g9ojqjg,1,38.8,-1.4,2023-01-04T19:48:49.675Z,2023-01-05T04:15:40Z,3965824127,347,,3965824125,56,Back,3965824147,233,14,,,,,,,,,,,,,,,,dmza22ad3iars2svmghrwhfit,P. Stojanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073057,14,5,1,1,51,dxq76zcvnokq07cszdx0i6kve,0,61.2,101.4,2023-01-04T19:48:49.675Z,2023-01-05T04:15:40Z,3965824167,233,13,3965823965,347,,3965823963,56,Left,,,,,,,,,,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073155,14,1,1,2,7,8le3orkfz6iix3jns6g9ojqjg,1,37.3,0,2023-01-04T19:49:05.766Z,2023-01-05T04:15:45Z,3965824533,107,,3965824535,56,Right,3965824537,140,53.9,3965824539,141,4.4,3965824541,212,17.8,3965824543,213,0.2,,,,,,,dmza22ad3iars2svmghrwhfit,P. Stojanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073181,15,1,1,2,9,8le3orkfz6iix3jns6g9ojqjg,1,53.9,4.4,2023-01-04T19:49:07.135Z,2023-01-05T04:15:50Z,3965824689,140,47.4,3965824695,213,2.3,3965824691,141,16.3,3965824693,212,10.6,3966106391,178,,3965824687,56,Back,3965824685,3,,,,,c68syh6axbkqmcmvrpumqb8mi,M. Satriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073191,16,1,1,2,13,8le3orkfz6iix3jns6g9ojqjg,1,53.2,25.9,2023-01-04T19:49:11.529Z,2023-01-05T04:15:57Z,3965824739,141,35.5,3965824737,140,60.1,3965824741,212,9.8,3965824735,56,Center,3965824743,213,0.7,3966106453,178,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495128133,772,67,1,2,14,8le3orkfz6iix3jns6g9ojqjg,1,60.2,36.2,2023-01-04T19:49:12.296Z,2023-01-05T07:41:06Z,3966126627,233,1016,,,,,,,,,,,,,,,,,,,,,,mh8eevw5lj4i9c7ue5n9j845,F. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495128131,1016,67,1,2,14,dxq76zcvnokq07cszdx0i6kve,0,39.8,63.8,2023-01-04T19:49:12.297Z,2023-01-05T04:51:34Z,3966126631,233,772,,,,,,,,,,,,,,,,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073203,17,1,1,2,14,8le3orkfz6iix3jns6g9ojqjg,1,60.7,37.1,2023-01-04T19:49:12.828Z,2023-01-05T05:20:52Z,3965824805,141,45.4,3965824807,212,8.5,3966106605,178,,3965824801,56,Center,3965824803,140,54.7,3965824809,213,2.4,,,,,,,mh8eevw5lj4i9c7ue5n9j845,F. Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073753,25,1,1,2,15,8le3orkfz6iix3jns6g9ojqjg,1,54.1,41.7,2023-01-04T19:49:13.768Z,2023-01-05T06:34:07Z,3965827901,213,4.2,3965827893,56,Center,3965827899,212,3.8,3965827897,141,36.9,3965827895,140,52.3,3966106719,178,,,,,,,,cxjuod6b1ro67656dxwhpqqc5,J. Akpa Akpro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495128247,774,43,1,2,16,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2023-01-04T19:49:15.011Z,2023-01-05T06:34:25Z,3966178335,144,67,3966126927,233,1030,,,,,,,,,,,,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495141591,1867,83,1,2,16,dxq76zcvnokq07cszdx0i6kve,1,45.9,64,2023-01-04T19:49:15.011Z,2023-01-05T06:34:30Z,3966178427,399,163632,,,,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495128241,1030,43,1,2,16,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-01-04T19:49:15.012Z,2023-01-05T06:34:26Z,3966178349,144,67,3966126935,233,774,,,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073215,18,1,1,2,17,8le3orkfz6iix3jns6g9ojqjg,1,57.3,42.1,2023-01-04T19:49:15.236Z,2023-01-05T05:20:53Z,3965824861,56,Center,3966107071,178,,3965824863,140,59.8,3965824865,141,41.7,3965824867,212,2.6,3965824869,213,6.2,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073217,19,61,1,2,17,8le3orkfz6iix3jns6g9ojqjg,1,59.8,40,2023-01-04T19:49:15.342Z,2023-01-05T04:16:58Z,3966107131,178,,3965824875,56,Center,,,,,,,,,,,,,,,,,,,cxjuod6b1ro67656dxwhpqqc5,J. Akpa Akpro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073243,20,1,1,2,18,8le3orkfz6iix3jns6g9ojqjg,1,64.7,42.1,2023-01-04T19:49:16.772Z,2023-01-05T04:17:04Z,3965825023,56,Center,3965825031,213,0.1,3965825025,140,77.1,3965825027,141,44.5,3965829193,4,,3966107197,178,,3965825029,212,13.1,,,,bk1gdyxtfp4drwb0yotwerbsa,T. Baldanzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073261,21,1,1,2,23,8le3orkfz6iix3jns6g9ojqjg,1,96.3,27.4,2023-01-04T19:49:21.954Z,2023-01-05T04:17:39Z,3965825253,195,,3965825143,56,Center,3965826443,210,16,3965825151,213,2.0,3965826447,22,,3965826445,154,,3965825147,141,38.2,3965825145,140,93.0,mh8eevw5lj4i9c7ue5n9j845,F. Caputo,3965825149,212,3966107299,178,,,,,,,,,,,,,,,8.1,1,,,,,,,,,,,,,,
2495073263,22,16,1,2,25,8le3orkfz6iix3jns6g9ojqjg,1,92.9,38,2023-01-04T19:49:23.408Z,2023-01-05T04:17:40Z,3965826473,29,,3966025913,396,47.3,3966025911,395,99.0,3965826471,76,,3965826477,55,21,3965826481,102,52.9,3965826483,103,4.4,3965826145,20,,bk1gdyxtfp4drwb0yotwerbsa,T. Baldanzi,3965826487,231,3965829727,214,3965825157,22,3965826149,374,2023-01-04 19:49:23.028,3965826475,154,,,3966026027,17,,3965826153,375,47.8,,02:25.006,3965825161,56,Center,3965826485,230,99.4,3966107593,178,,,,,
2495073503,15,1,1,3,21,dxq76zcvnokq07cszdx0i6kve,1,50,49.9,2023-01-04T19:50:19.985Z,2023-01-05T04:18:22Z,3965826507,140,45.1,3965826505,56,Back,3966108041,178,,3965826519,189,,3965826515,279,G,3965826511,212,25.0,3965826513,213,4.5,3965826509,141,13.9,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073511,16,1,1,3,24,dxq76zcvnokq07cszdx0i6kve,1,45.1,13,2023-01-04T19:50:22.500Z,2023-01-05T04:18:28Z,3965826579,213,2.1,3966108117,178,,3965826571,56,Back,3965826573,140,35.5,3965826577,212,20.0,3965826575,141,38.4,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073535,17,1,1,3,32,dxq76zcvnokq07cszdx0i6kve,1,44.8,63.4,2023-01-04T19:50:30.037Z,2023-01-05T04:18:34Z,3965826741,212,26.6,3965826743,213,0.9,3965826739,141,94.4,3965826737,140,60.2,3965826735,56,Left,3966108185,178,,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073563,18,1,1,3,36,dxq76zcvnokq07cszdx0i6kve,1,64,96.8,2023-01-04T19:50:34.324Z,2023-01-05T04:18:40Z,3965826849,141,86.4,3966108239,178,,3965826847,140,65.2,3965826845,56,Left,3965826853,213,4.9,3965826851,212,7.2,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073587,19,1,1,3,39,dxq76zcvnokq07cszdx0i6kve,1,59.9,88.7,2023-01-04T19:50:37.153Z,2023-01-05T04:18:46Z,3965826987,155,,3966108293,178,,3965826991,140,38.0,3965826993,141,76.1,3965826989,56,Back,3965826995,212,24.5,3965826997,213,3.5,,,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073603,20,1,1,3,42,dxq76zcvnokq07cszdx0i6kve,1,37.8,75.7,2023-01-04T19:50:40.849Z,2023-01-05T04:18:52Z,3965827055,56,Back,3965827057,140,44.2,3965827063,213,5.7,3965827061,212,8.2,3966108365,178,,3965827059,141,68.8,,,,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073619,21,1,1,3,46,dxq76zcvnokq07cszdx0i6kve,1,43.1,66.1,2023-01-04T19:50:44.590Z,2023-01-05T04:18:57Z,3965827177,155,,3965827191,1,,3965827189,213,5.3,3965827185,141,1.4,3965827187,212,51.5,3965827181,56,Right,3966108415,178,,3965827183,140,68.6,18jovwk0ysx6ajb8y75179j9x,Walace,3965827179,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073621,22,1,1,3,51,dxq76zcvnokq07cszdx0i6kve,1,65.3,2,2023-01-04T19:50:49.836Z,2023-01-05T04:19:07Z,3965827209,212,13.2,3965827211,213,2.7,3966108529,178,,3965827205,140,53.9,3965827207,141,10.1,3965827203,56,Right,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073629,23,1,1,3,54,dxq76zcvnokq07cszdx0i6kve,1,48.3,14.2,2023-01-04T19:50:52.559Z,2023-01-05T04:19:11Z,3966108565,178,,3965827259,212,15.5,3965827261,213,2.0,3965827253,56,Back,3965827255,140,42.8,3965827257,141,35.4,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073653,24,1,1,3,57,dxq76zcvnokq07cszdx0i6kve,1,45.6,44.3,2023-01-04T19:50:55.841Z,2023-01-05T04:19:16Z,3965827395,213,0.9,3965827397,1,,3965827389,140,70.2,3965827393,212,39.4,3965827391,141,88.0,3966108613,178,,3965827387,56,Left,3965827385,155,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073667,25,1,1,4,5,dxq76zcvnokq07cszdx0i6kve,1,71.6,68.2,2023-01-04T19:51:03.032Z,2023-01-05T04:19:19Z,3966108647,178,,3965827449,140,79.0,3965827447,56,Left,3965827455,213,1.1,3965827451,141,90.6,3965827453,212,17.1,,,,,,,c33x61zuxixolkkalsigc3q0a,D. Udogie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495073669,26,1,1,4,8,dxq76zcvnokq07cszdx0i6kve,0,76.6,85.3,2023-01-04T19:51:06.168Z,2023-01-05T04:19:29Z,3965827459,2,,3966108755,178,,3965827467,141,82.8,3965827465,140,76.8,3966026551,20,,3965827461,155,,3965827463,56,Left,3965827507,286,,8zyg5zuzyr6t0idi5od2ypvbp,T. Arslan,3965827471,213,3965827469,212,3965827503,233,3965827501,236,,3966026549,224,1.7,24,,,,,,4.8,,,,,,,,,,,,,,,
