id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2517913435,1,34,16,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-03-10T18:45:46.031Z,2023-03-10T20:40:05Z,4086127061,130,12,4086127057,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4086127065,194,8lta4w1nytggiwnaqv4e5cc0l,4086326981,197,14656,4086127063,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086127067,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086127059,59,"69, 27, 11, 43, 29, 4, 77, 33, 18, 14, 6, 1, 7, 8, 10, 19, 21, 24, 25, 30, 40, 55, 65, 72",4086127055,30,"4g0d51pqr4grzoe9cx7do6pxx, 2s9ko6yxyi95jybzguru8g3bp, 8lta4w1nytggiwnaqv4e5cc0l, 89z0ym1zvwp7rikmd0kvpcq8l, 6sejjyqssbr3olctm9nkq2v9x, f1ma05bi3t1hfbflylx5d9tyh, 1i47csjlvcikfs4wixzserend, 72sbeqsrvv64vwiec51r9g1k9, 8zltxvt0rcrcv96x1wmdhlrrp, a21winmltx1h9oiwqtfditkut, 6ehsdxl74v0qtlbjjjbu0r0t1, bmqg7owjivu1f3grdigkid0b9, 4ypa8ma678embtagi427eg4id, 6n7sw8r0fhcoa8hfuxrtm96tx, e4cwx5r9hrvip371egldkc6ol, azph2f84zhlvg4wd8tleydkdm, 9casrbyhvk5woencvp365fnmy, 1s7qbrynbcv9uw9r5f29oyc5, cbymienvjkbbvi1rbky74vj3e, 1fsum47fkh62rer9xxe3smctm, q86iuo0cn7dlhvgwz6ix1mqy, e05kmeeuc7x55gwhjmxl9ry3u, 63iuskrqndwv19k9w1b2n9yj8, 1kafgt90durzi0trgasa35nqi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517914783,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-03-10T18:47:48.957Z,2023-03-10T19:47:24Z,4086134021,130,12,4086134019,59,"1, 36, 8, 95, 15, 33, 23, 22, 10, 90, 77, 2, 5, 6, 9, 12, 14, 20, 21, 24, 32, 45, 46",4086349319,197,568,4086134015,30,"c9lu69xk59a75bnpzgalh1kut, asyzhp3qu95vmzdbau6nmoic5, 9qow77e16pvlb3860yjpydryt, q6ns1fyw7w10xkkubh8etfc9, ujb2hkujcnwnyrbsgk3ilmtx, 6zcok1vbaitp91a9nrac20t05, ahgd3on22t4h7gg9ipnj1itw5, 1xscywgyfqisqexmpfvbf9g45, 7r2tgpdrr4v6n9d2gkzwmlazt, 8qgbxff7xlg0zjtyees7ljljp, 3ddsnnhxo0mem95lcph71ix1x, 2r6hs8npijvt4wekd059t6tx, ci37qg2uu0z3nppxvn0z9034l, by2gxuixij1eciu56k8mb3cgl, a5eki9p236y4zxmp9qz202pcl, aripnzu9yo2wlr8ud93ufdhih, can2l9ha4ufsxdjxdkb739fkk, botfgp0oq4wqlwtcs9m90kded, 84so0uovope0pkt6cz2iisbth, 8kttsnok9bbh7kpy3zz3j2xg5, 19856wqwrmzmvfw9thf0tzrv9, 6vz9qzgtbh3iqzv73xw2xaiok, 7agtkarul2qlsc20avvj45w8a",4086134025,194,c9lu69xk59a75bnpzgalh1kut,4086134023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086134027,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4086134017,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517956655,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2023-03-10T19:47:52.664Z,2023-03-10T19:47:53Z,4086351645,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517956649,2,32,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-03-10T19:47:52.664Z,2023-03-11T01:55:34Z,4086351599,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517956697,3,1,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,50,50,2023-03-10T19:47:52.811Z,2023-03-11T02:04:04Z,4086351855,279,S,4086957411,178,,4086351847,140,23.9,4086351851,212,27.5,4086351845,56,Back,4086351849,141,53.4,4086351853,213,3.1,,,,a21winmltx1h9oiwqtfditkut,E. Shomurodov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517956719,4,1,1,0,3,4klvxyeh3xcus4ongu7c00mgc,1,25.2,52.2,2023-03-10T19:47:56Z,2023-03-11T02:04:09Z,4086351977,213,4.6,4086351973,141,33.7,4086351969,56,Back,4086351975,212,12.6,4086957445,178,,4086351971,140,24.2,,,,,,,6sejjyqssbr3olctm9nkq2v9x,M. Caldara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517956731,5,1,1,0,5,4klvxyeh3xcus4ongu7c00mgc,1,27.8,35.7,2023-03-10T19:47:58.120Z,2023-03-11T02:04:13Z,4086352079,213,1.7,4086352071,56,Back,4086957465,178,,4086352075,141,54.6,4086352073,140,26.1,4086352077,212,13.0,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517956757,6,1,1,0,6,4klvxyeh3xcus4ongu7c00mgc,1,23.6,59,2023-03-10T19:47:59.654Z,2023-03-11T02:04:18Z,4086352215,56,Back,4086957481,178,,4086352219,141,76.1,4086352221,212,11.7,4086352217,140,24.8,4086352223,213,1.5,,,,,,,6sejjyqssbr3olctm9nkq2v9x,M. Caldara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517956769,7,1,1,0,9,4klvxyeh3xcus4ongu7c00mgc,1,22.7,79.7,2023-03-10T19:48:02.046Z,2023-03-11T02:04:23Z,4086957509,178,,4086352315,213,1.1,4086352311,141,97.8,4086352309,140,28.5,4086352307,56,Back,4086352313,212,13.7,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517956797,8,1,1,0,11,4klvxyeh3xcus4ongu7c00mgc,1,27.3,97.2,2023-03-10T19:48:04.327Z,2023-03-11T02:04:29Z,4086957573,178,,4086352517,212,13.5,4086352513,140,18.3,4086352515,141,83.0,4086352511,56,Back,4086352519,213,3.9,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
