id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2499250707,1,34,16,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-01-21T16:03:01.849Z,2023-01-21T17:00:17Z,3988181565,197,545,3987800965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987800961,59,"1, 22, 6, 68, 13, 3, 99, 20, 9, 11, 7, 4, 12, 17, 18, 19, 21, 23, 30, 31, 55, 70, 81, 91",3987800963,130,4,3987800969,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987800959,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3987800967,194,5d9i8ubibyiecxecr9jjvxexh,3987800957,30,"af58rhtg8ck7c8g7nwfs67d91, 5d9i8ubibyiecxecr9jjvxexh, ypfascbq81vkjbe57108cpn9, 9y8fnvazj02vy31ljx3du0d79, 2kfkjjqh7vrfcfbgr4aa85dqt, 2p1pns6j6id4nx3nbi7fv0wrt, 3bhy6x04rbwzk0nh1fm59dmnd, dpcws493fepch23sk26m1a8yd, 1wynwp4x95o9w5tt4cdog6i1, cen5nxf8sb8binjr7apt9nb2t, 72im0m7d8rqpsclo4f5crqmsp, cv0p6dzx3res3affivdwcpolx, copo8qsmvy2fhpi1aev6f46i1, 896uaqjrz22q6fqjfzuwf77jd, cp13vthbds3tl1wtfelfx2evp, jk8n72zhngmdw2ek47zx7f11, 9bba1hgnx5mzpkzeazsoikn9x, 7knk2xsg4690hgq9us9us8ull, 8ud1kq9mdgukhlbda5vcn0s0l, 9c9g2havtsf29fpt5582y8ne2, 40msbo4o5bwx0oeuz4743w161, 1ct0gujao4wvj1ff3aebqgqnd, abq67eup8kd31w8da2i0eftgp, bcqutyzafpahp2ni41u2xt4gl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499263227,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-01-21T16:12:45.262Z,2023-01-21T17:47:32Z,3987863753,130,5,3987863747,30,"2luxnwcabb7msig7odfq5p5g5, 4u281v53ges3kimtgac0tidm2, b0e6d3zgwzbzysmt9b2ycvf56, 7pg1pu4ptby6hi0rp29hv4jxl, 2mloh2yrhs60s1uwrfycc2i8l, 3coml6cxqa86px9up8yy3oz1m, c9shobonlrg7guoyb3iwnwdsl, 7j0c36u6kk97eur4virjoka8l, 240qnsj5nj6l6s3cc618691at, a6lo3s66xv87llkhwveoq1vqh, 3mqhkh4iz4kesvmqui3hupgmi, 68jk3onf54kl1mdfz8zuicvkl, ezpkmoz1z08da3o3g45m12lzp, d6sstsibcsfxporots5k9cicp, 19gglji6ai70jiu7iqpkaxbyt, 53dvtfms2uxd500y87x5jf2eh, bhu3hiq2ln2cso48ndqe17bvt, drljavudmjvyj9mvyzq7gz2s5, 6lev0lne8w9snmho4a6hjiifp, d1e3dsz9lf7g69g2l6zfurpp1, 488q58xm2ahxuvpeyfpgwfklw, 4b7yhrh526hzn4vj8bh395v8q",3987863757,194,2mloh2yrhs60s1uwrfycc2i8l,3987863751,59,"13, 5, 3, 18, 23, 98, 87, 10, 99, 41, 29, 1, 6, 8, 9, 11, 14, 20, 28, 33, 39, 66",3988178923,197,3166,3987863755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3987863749,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3987863759,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499324047,2,32,1,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-01-21T17:03:03.321Z,2023-01-21T17:03:03Z,3988190001,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499324055,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-01-21T17:03:03.321Z,2023-01-22T00:48:47Z,3988190043,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499324069,3,1,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,49.7,50.3,2023-01-21T17:03:03.337Z,2023-01-22T00:54:27Z,3988190105,279,S,3988190101,212,12.4,3989175319,178,,3988190097,140,37.9,3988190103,213,3.1,3988190099,141,51.9,3988190095,56,Back,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499324113,4,1,1,0,2,49rkyo4do8uwj06geomw0xr4i,1,37.9,51.9,2023-01-21T17:03:05.609Z,2023-01-22T00:54:31Z,3988190369,213,4.3,3988190359,56,Back,3988190365,141,22.2,3989175523,178,,3988190367,212,22.2,3988190363,140,29.1,,,,,,,a6lo3s66xv87llkhwveoq1vqh,H. Nicolussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499324145,5,1,1,0,5,49rkyo4do8uwj06geomw0xr4i,1,29.2,21.5,2023-01-21T17:03:08.403Z,2023-01-22T00:54:35Z,3988190549,212,29.1,3988190551,213,2.9,3989175593,178,,3988190545,140,2.2,3988190547,141,31.4,3988190543,56,Back,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499324181,6,1,1,0,9,49rkyo4do8uwj06geomw0xr4i,1,2.8,29,2023-01-21T17:03:12.858Z,2023-01-22T00:54:38Z,3988190729,141,27.2,3988190733,213,6.3,3988190725,56,Back,3988792295,157,,3988190735,1,,3988190731,212,41.7,3988190727,140,42.5,3989175613,178,,2luxnwcabb7msig7odfq5p5g5,G. Ochoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499324199,7,1,1,0,12,49rkyo4do8uwj06geomw0xr4i,0,43,22.7,2023-01-21T17:03:16.060Z,2023-01-22T00:54:41Z,3988190825,56,Center,3988190833,213,0.6,3988190829,141,40.6,3988190823,3,,3988190827,140,61.8,3988190831,212,23.2,3989175633,388,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499324203,3,49,1,0,15,gi0l1habji5hpgar77dl5jqe,1,35,53.1,2023-01-21T17:03:19.223Z,2023-01-22T00:54:46Z,,,,,,,,,,,,,,,,,,,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
