id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/14/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2513362651,1,34,16,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-02-27T16:46:23.629Z,2023-02-27T17:33:35Z,4062003103,194,68etig279gs3btjb7fv6rvfth,4062003095,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4062003093,30,"c7fky0h6gi7wmibnv2tzf6mz9, 68etig279gs3btjb7fv6rvfth, 7uf7y7xa6hy3gieetcte3td2i, 3tuxipzf6pqvga0a12422gatx, 130pg17ru5fzq4igokx0k73e1, m7fe173js8on94ag3htziy8l, 9sjt5rv156hr2llfu241r6cph, g64b8x11ndowv2zj29r9i311, bo98qzo4gu0npm4pewc25ovyt, a9z0jsjwfteq974bxwucvc4ix, e5ccnxgbz5jmqwy6fza3gdsl, 5uro3xukpb1lsnwepj06lgzit, c39nv7jn5c3qzglosgzigif2t, co1vwppy1870xm5iymj3wmp5h, 20f5apcbciifqyln8hp3cziwa, 6mybntbgl188coqd2dl6ulhm2, kc4qkj63uqu3wnkydxtvmwh5, 2q0bx5wsc6b68vpps79hosnah, 448dubo3a0ty03v6ajxpw2k2c, 5054kfjkrimomrhilbe5j3xbe, c2ezyc2fftje7rcm5ybbuytp1, 83kdacraf2mcnbg038ld68ne2, 8o8o4rxbdhv002pj0q21l0f84, 498kxii7w64hmki575xdur28k, bkecjzwt25owatn87ejv9k6ei",4062003105,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4062051391,197,16329,4062003097,59,"1, 5, 3, 27, 6, 23, 61, 33, 8, 26, 11, 2, 7, 22, 24, 25, 28, 29, 30, 32, 34, 38, 42, 80, 83",4062003101,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4062003099,130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513363021,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-02-27T16:49:42.195Z,2023-02-27T17:33:52Z,4062005673,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4062005665,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 3jtsqwoi9w0dxxneld0mt5rs9, dpnp9rguhhs04of6vmlw5spg5, eq7q971ebxu7ipqbyvj5n4c15, acg898oezqn7590ue8x8aik89, b5cqy1xamdj38bh87gvz4iac5, 4kfx8fzf54bli2a2o0i3fvhed, 4mk6bbc9a8rhtmk8f4jj6onvt, 963czsr3yecwk4s3p1wby5x3p, eh1ul4duphy1iz4odwx9tkjjd, 66at96kfhvigkny465lkmrnbp, bhi4ivjgojkot4d7za72gu2nd, euibd75fsyggns1w3xerzzrh1, 21pztrby95djexvw3m9hhzgt1, 6gab9bfl0kj0hy1z0u75pl42d, f0d8cjxx5cw5i22m0yy6azb2t, 476nfumr6aadvufrqk72tq5be, i4yzdkusjs6qn4v06oxj6qxh, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, b7vmywgydbcs4m9pcjcoabt62, 5bi4t2dob5mo0okdbv6sna6fo, 8ud1kq9mdgukhlbda5vcn0s0l, ec04djw7dspowrm7h7wr6e5ed, 6gjn7pt0i34q45g4porckuj8p",4062005675,194,eq7q971ebxu7ipqbyvj5n4c15,4062005671,130,8,4062005669,59,"1, 2, 15, 38, 28, 98, 11, 34, 9, 72, 22, 3, 4, 5, 7, 8, 10, 16, 23, 31, 32, 33, 42, 56, 77, 99",4062005667,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4062005677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4062052913,197,17640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513371087,2,32,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-02-27T17:30:52.637Z,2023-02-27T23:45:13Z,4062052277,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513371091,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-02-27T17:30:52.637Z,2023-02-27T17:30:55Z,4062052295,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513371093,3,1,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,49.6,50.3,2023-02-27T17:30:52.666Z,2023-02-27T23:56:35Z,4062052307,213,2.8,4062052301,140,43.9,4062646645,178,,4062052309,279,S,4062052299,56,Back,4062052305,212,6.4,4062052303,141,53.8,,,,4mk6bbc9a8rhtmk8f4jj6onvt,Arthur Cabral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513371107,4,1,1,0,2,4raiad4l2j5lkfaz92pk4osb,1,42.6,51.3,2023-02-27T17:30:54.849Z,2023-02-27T23:56:49Z,4062052417,140,34.6,4062052419,141,19.7,4062052423,213,4.3,4062646885,178,,4062052415,56,Back,4062052421,212,23.1,,,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513430737,897,3,1,0,6,4raiad4l2j5lkfaz92pk4osb,0,43.2,25.1,2023-02-27T17:30:59.129Z,2023-02-27T23:56:55Z,4062381915,286,,4062381917,465,,4062646987,178,,4062381919,467,7uf7y7xa6hy3gieetcte3td2i,4062381913,56,Back,,,,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513371109,5,4,1,0,6,4raiad4l2j5lkfaz92pk4osb,1,38,24.2,2023-02-27T17:30:59.543Z,2023-02-27T23:57:00Z,4062052451,233,3,4062052431,152,,4062052427,13,,4062052435,286,,4062052429,56,Back,4062052433,265,,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513371111,3,4,1,0,6,ap6blbxhq9elm62vw6tutzlwg,0,62,75.8,2023-02-27T17:30:59.544Z,2023-02-27T23:56:59Z,4062052445,265,,4062052439,13,,4062647023,178,,4062052443,152,,4062052455,233,5,4062052447,285,,4062052441,56,Center,,,,7uf7y7xa6hy3gieetcte3td2i,J. Doig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513371131,6,1,1,0,19,4raiad4l2j5lkfaz92pk4osb,1,44.1,32,2023-02-27T17:31:11.810Z,2023-02-27T23:57:04Z,4062052617,56,Back,4062052625,213,2.3,4062052623,212,27.3,4062052619,140,27.5,4062052615,152,,4062052613,5,,4062647081,178,,4062052621,141,62.9,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
