id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/18/value,qualifier/15/value
2537172181,1,34,16,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-04-22T15:05:04.417Z,2023-04-22T15:57:18Z,4209057365,130,17,4209057359,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4209057373,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209057369,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209057363,59,"32, 17, 13, 4, 3, 26, 77, 8, 9, 16, 49, 2, 5, 7, 19, 21, 23, 27, 28, 59, 66, 73, 89",4209057371,194,9ak3zczupeken1itsmkherbh1,4209057357,30,"5syage212151fcixahbq3k8ut, f065kc6qn2cpxjxcm6i08rz3e, 9ak3zczupeken1itsmkherbh1, 22x1ucwwak58wi6r5x1j6ohk9, 2j09251upkf2aid3lfyyos0dl, 8z1ukxgc8mxiyw9udbpwr4ct1, 6ol411t0mogw6m83heiqd0m39, 7hwj9pf9roe74jifvuhiu6n6x, e7tz6hxliohn3gkj4cgl3j1ed, ebgkv548xih19m8uza7bgrvmd, 1tztnrv51q99ewl193qk526z9, 21p37y6mra4u9kcg35z5dm4q2, 9p5jc07qnxrzpcmnh1cp6b3l5, ez8vzwaf7iuiv2ceetiwg6ymt, 866f0f7taqhae91o3cjnnx0ph, 43rid94d7jz7u5ba4xzb8bbe2, a2rjxibqk9d2yatzz2dx04nx0, 16kv5p8we3pwqpt5ktwrb7mj9, e2oeysariwd866ksilu3t4m7e, 5wdqva17qr5j2kqbmfi9o91x, 6egg2gwvxxqv2i9hrr0zg4yz8, dnqd5s61ssjofdtgrcfiii8lw, 7p19t0mn8cq7xum09nv2u2lt5",4209581253,197,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537176293,1,34,16,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2023-04-22T15:07:25.426Z,2023-04-22T18:10:10Z,4209077955,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209077931,30,"8n4rruxbnzvjgdomxslnmcno5, a22hb1s02edsj7t38out5r3rp, 62uaf4amxdyz6j2fuvadp0no5, 9462218yklkts6mod3cbfryz9, 3l76cgequy3tjhhudqnrejglx, 7nwh5uoczypmuiigzi8ylsd1, dkifo6kxxxsv1hr0rzk1q8afp, 3v6az10hxcowqkewd809cri6t, bj2ymzuyq3zxbfjs3xrt3ss7p, d02p1ldr57bkxcpmq12vtvhsl, cfzvplhlvlfvau521u6b86xud, 71p9z7bqvgzb5t115fmos6fop, d7xdtkzw3h749ngi4sobn6kmh, 5e13xwlorl1gjrnjjtfnzawa1, ho87m362sey4msdjp4n180oa, 1x10v3yh4e3f1p2ndhtxcck4p, 5o80hrbyw554cetm1rbbns0k5, 6eb3jpi6t6z2ergmgzcpckdpm, 8w2rfa3vnu6t1a37510374nv9, b62gjcajugddud630e9b7ptjp, 5gond4ss348863bc1768s4q, 3a60l8v1wpr9qpapsjcu4bztg, 7y5qwgl0xu7btfd7yxgeb2gut, aaokzl1u7cev2dbn7p09cfx05",4209077949,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4209077953,194,dkifo6kxxxsv1hr0rzk1q8afp,4209597087,197,572,4209077943,130,4,4209077937,59,"94, 77, 23, 5, 4, 13, 21, 10, 7, 9, 20, 1, 3, 6, 11, 15, 17, 18, 29, 31, 34, 50, 88, 96",4209077933,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274297,2,32,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2023-04-22T16:01:28.396Z,2023-04-22T22:28:49Z,4209599779,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274307,2,32,1,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-04-22T16:01:28.396Z,2023-04-22T16:01:31Z,4209599815,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274347,3,1,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,49.9,50,2023-04-22T16:01:28.449Z,2023-04-22T23:09:29Z,4209599977,56,Back,4209599983,212,14.1,4209599987,279,S,4211199425,178,,4209599979,140,36.8,4209599981,141,45.5,4209599985,213,3.4,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274353,4,1,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,36.5,45.5,2023-04-22T16:01:29.319Z,2023-04-22T23:09:37Z,4209600017,213,1.2,4209600013,141,52.2,4209600009,56,Back,4209600015,212,4.9,4211199831,178,,4209600011,140,38.1,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274391,5,1,1,0,2,btcy9nra9ak4m22ovr2ia6m5v,0,37.8,52.8,2023-04-22T16:01:31.094Z,2023-04-22T23:09:40Z,4209600207,155,,4209600221,141,12.8,4209600217,140,70.0,4209600225,213,5.6,4209600213,56,Right,4211199989,178,,4209600227,1,,4209600223,212,43.4,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274407,3,44,1,0,6,7gnly6999wao1xarwct4p8fe9,1,28.1,80.8,2023-04-22T16:01:34.407Z,2023-04-23T00:31:04Z,4209600357,233,6,4209600295,285,,4209600293,56,Back,,,,,,,,,,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274399,6,44,1,0,6,btcy9nra9ak4m22ovr2ia6m5v,0,71.9,19.2,2023-04-22T16:01:34.408Z,2023-04-22T23:09:44Z,4209600253,56,Right,4209600439,233,3,4209600255,286,,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537274417,4,1,1,0,6,7gnly6999wao1xarwct4p8fe9,0,25.9,76.9,2023-04-22T16:01:34.450Z,2023-04-23T00:31:05Z,4209600405,213,1.2,4209600397,56,Back,4209600401,141,100.0,4209600395,3,,4209600403,212,17.6,4209600399,140,31.2,4211200213,388,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
