id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/17/value,qualifier/13/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value
2446718393,1,34,16,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-08-15T15:43:48.684Z,2022-08-15T16:31:48Z,3709674733,130,12,3709674739,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3709674737,194,68etig279gs3btjb7fv6rvfth,3709674731,59,"1, 5, 8, 2, 21, 27, 61, 14, 9, 11, 18, 7, 16, 19, 20, 22, 23, 24, 42, 45, 72, 77",3709674729,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3709674735,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3709674727,30,"c7fky0h6gi7wmibnv2tzf6mz9, 68etig279gs3btjb7fv6rvfth, bo98qzo4gu0npm4pewc25ovyt, e8c2o47zyuqa07lcrgzusn97u, acss55nkdwdtvt9zl6p1ry09h, 3tuxipzf6pqvga0a12422gatx, 9sjt5rv156hr2llfu241r6cph, 7hwj9pf9roe74jifvuhiu6n6x, 4mab6p97p5t3w0fipzp22nxsl, e5ccnxgbz5jmqwy6fza3gdsl, bsi12817nc1ul082qn48d4rft, 963czsr3yecwk4s3p1wby5x3p, 1fd1lcymbfebccx0vhgez4oyy, dp1y9x5r6z1q120hj3sgyhxat, 31b0dvddmki2b2zvumesyrx4a, co1vwppy1870xm5iymj3wmp5h, m7fe173js8on94ag3htziy8l, 20f5apcbciifqyln8hp3cziwa, 8o8o4rxbdhv002pj0q21l0f84, cu7dqkhlo7kms52cdes451bdh, bp1q4oept06hp1xgq7flotyzu, 8kdamc6zz4bskby51c59uuntg",3709715005,197,16329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446719103,1,34,16,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-08-15T15:49:12.141Z,2022-08-15T16:26:18Z,3709713661,197,545,3709679031,30,"af58rhtg8ck7c8g7nwfs67d91, 5d9i8ubibyiecxecr9jjvxexh, ypfascbq81vkjbe57108cpn9, 9y8fnvazj02vy31ljx3du0d79, 2kfkjjqh7vrfcfbgr4aa85dqt, 2p1pns6j6id4nx3nbi7fv0wrt, 3bhy6x04rbwzk0nh1fm59dmnd, dpcws493fepch23sk26m1a8yd, 1wynwp4x95o9w5tt4cdog6i1, cen5nxf8sb8binjr7apt9nb2t, 4zy4d60v2qmaplm9xbe51y1gp, cv0p6dzx3res3affivdwcpolx, 8n0c5t5wzfkoauryyzy8be0gl, 72im0m7d8rqpsclo4f5crqmsp, copo8qsmvy2fhpi1aev6f46i1, 896uaqjrz22q6fqjfzuwf77jd, 9bba1hgnx5mzpkzeazsoikn9x, 7knk2xsg4690hgq9us9us8ull, 8ud1kq9mdgukhlbda5vcn0s0l, 4zg62bpjlxntoruzlk4qnzumt, 40msbo4o5bwx0oeuz4743w161, 7kbn6vt37rfgd9yszzvx9idm2",3709679041,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3709679035,59,"1, 22, 6, 68, 13, 3, 99, 20, 9, 11, 77, 4, 5, 7, 12, 17, 21, 23, 30, 33, 55, 59",3709679033,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3709679037,130,4,3709713629,194,5d9i8ubibyiecxecr9jjvxexh,3709679039,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446725691,2,32,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-08-15T16:31:40.373Z,2022-08-16T00:29:10Z,3709717659,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446725685,2,32,1,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-08-15T16:31:40.373Z,2022-08-15T16:31:40Z,3709717641,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446725705,3,1,1,0,0,gi0l1habji5hpgar77dl5jqe,1,50,50,2022-08-15T16:31:40.461Z,2022-08-16T02:27:34Z,3709717691,140,37.3,3710421251,178,,3709717695,212,13.4,3709717693,141,48.5,3709717699,279,S,3709717689,56,Back,3709717697,213,3.2,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446852811,1067,43,1,0,1,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-08-15T16:31:41.374Z,2022-08-16T02:52:27Z,3710429901,178,0,3710429939,144,82,,,,,,,,,,,,,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446725707,4,1,1,0,1,gi0l1habji5hpgar77dl5jqe,1,37.3,48.8,2022-08-15T16:31:41.410Z,2022-08-16T02:27:41Z,3709717705,140,37.5,3709717709,212,3.7,3710421309,178,,3709717707,141,54.3,3709717703,56,Back,3709717711,213,1.5,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446725711,5,1,1,0,1,gi0l1habji5hpgar77dl5jqe,1,37.5,54.3,2022-08-15T16:31:42.326Z,2022-08-16T02:27:47Z,3709717733,212,11.9,3709717731,141,50.6,3709717729,140,48.6,3709717735,213,6.1,3710421327,178,,3709717727,56,Back,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446725715,6,1,1,0,2,gi0l1habji5hpgar77dl5jqe,1,48.6,50.4,2022-08-15T16:31:43.140Z,2022-08-16T02:27:50Z,3710421353,178,,3709717753,140,45.9,3709717757,212,9.9,3709717759,213,1.9,3709717751,56,Back,3709717755,141,64.3,,,,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446725719,7,1,1,0,4,gi0l1habji5hpgar77dl5jqe,1,45.9,64.3,2022-08-15T16:31:45.127Z,2022-08-16T02:27:54Z,3709717771,140,38.7,3710421375,178,,3709717775,212,7.6,3709717773,141,62.6,3709717769,56,Back,3709717777,213,3.3,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
