id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/16/value,qualifier/11/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/20/id,qualifier/20/qualifierId
2530153409,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-04-08T11:33:06.351Z,2023-04-08T12:30:38Z,4171821399,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4171821397,194,66at96kfhvigkny465lkmrnbp,4171821395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4171838055,197,18920,4171821393,130,8,4171821387,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, dpnp9rguhhs04of6vmlw5spg5, eq7q971ebxu7ipqbyvj5n4c15, acg898oezqn7590ue8x8aik89, b5cqy1xamdj38bh87gvz4iac5, f0d8cjxx5cw5i22m0yy6azb2t, 4mk6bbc9a8rhtmk8f4jj6onvt, euibd75fsyggns1w3xerzzrh1, b7vmywgydbcs4m9pcjcoabt62, bhi4ivjgojkot4d7za72gu2nd, 21pztrby95djexvw3m9hhzgt1, 6gab9bfl0kj0hy1z0u75pl42d, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, eh1ul4duphy1iz4odwx9tkjjd, i4yzdkusjs6qn4v06oxj6qxh, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, 5bi4t2dob5mo0okdbv6sna6fo, d5qnt7begrpds3mwx0s3rwh78, 963czsr3yecwk4s3p1wby5x3p, ec04djw7dspowrm7h7wr6e5ed, 6gjn7pt0i34q45g4porckuj8p",4171821389,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4171821391,59,"1, 2, 3, 38, 28, 98, 11, 10, 9, 5, 33, 4, 7, 8, 15, 16, 22, 23, 31, 32, 42, 51, 72, 77, 99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530155069,1,34,16,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-04-08T11:36:37.102Z,2023-04-08T12:32:19Z,4171842011,197,16731,4171829861,30,"4g0d51pqr4grzoe9cx7do6pxx, 2s9ko6yxyi95jybzguru8g3bp, 89z0ym1zvwp7rikmd0kvpcq8l, 6n7sw8r0fhcoa8hfuxrtm96tx, e05kmeeuc7x55gwhjmxl9ry3u, f1ma05bi3t1hfbflylx5d9tyh, 6ehsdxl74v0qtlbjjjbu0r0t1, 1i47csjlvcikfs4wixzserend, 8zltxvt0rcrcv96x1wmdhlrrp, 8lta4w1nytggiwnaqv4e5cc0l, 1fsum47fkh62rer9xxe3smctm, bmqg7owjivu1f3grdigkid0b9, e4cwx5r9hrvip371egldkc6ol, 545o5sllzb34kosvbw3fxhc5x, a21winmltx1h9oiwqtfditkut, azph2f84zhlvg4wd8tleydkdm, yau2ry4oz8da3etdtf5td0id, 9casrbyhvk5woencvp365fnmy, 2rdh9ggkr9iu50esnyv464dsl, cbymienvjkbbvi1rbky74vj3e, 1kafgt90durzi0trgasa35nqi",4171829871,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4171829873,194,8lta4w1nytggiwnaqv4e5cc0l,4171829875,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4171829865,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4171829869,130,4,4171829867,59,"69, 27, 43, 8, 55, 4, 6, 77, 18, 11, 30, 1, 10, 13, 14, 19, 20, 21, 22, 25, 72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530182791,2,32,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-04-08T12:31:30.148Z,2023-04-08T12:31:30Z,4171965687,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530182841,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2023-04-08T12:31:30.148Z,2023-04-08T18:28:22Z,4171965929,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530182833,3,1,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,50.2,50.1,2023-04-08T12:31:30.203Z,2023-04-08T18:33:20Z,4171965897,279,S,4171965895,213,3.0,4171965893,212,16.9,4171965889,140,34.3,4171965887,56,Back,4171965891,141,54.0,4173599683,178,,,,,1fsum47fkh62rer9xxe3smctm,D. Maldini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530182885,4,1,1,0,3,4klvxyeh3xcus4ongu7c00mgc,0,34.4,53.7,2023-04-08T12:31:33.606Z,2023-04-08T18:33:23Z,4173599865,178,,4171966121,213,5.9,4171966111,155,,4171966119,212,58.7,4171966117,141,23.6,4171966115,140,86.8,4171966123,1,,4171966113,56,Center,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530182909,3,12,1,0,7,4raiad4l2j5lkfaz92pk4osb,1,13.2,75,2023-04-08T12:31:37.182Z,2023-04-08T18:33:27Z,4173600237,178,,4171966239,141,89.1,4171966237,140,24.7,4171966251,15,,4171966241,212,15.4,4171966235,56,Back,4171966243,213,0.7,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530182917,4,49,1,0,9,4raiad4l2j5lkfaz92pk4osb,1,24.6,87.1,2023-04-08T12:31:39.453Z,2023-04-08T18:33:31Z,,,,,,,,,,,,,,,,,,,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530182943,5,1,1,0,9,4raiad4l2j5lkfaz92pk4osb,0,24.6,87.1,2023-04-08T12:31:39.461Z,2023-04-08T18:33:34Z,4171966413,141,100.0,4171966419,1,,4171966417,213,0.3,4171966415,212,35.0,4173600777,178,,4171966407,157,,4171966409,56,Left,4171966411,140,56.6,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530182961,5,5,1,0,13,4klvxyeh3xcus4ongu7c00mgc,1,47.2,-1.5,2023-04-08T12:31:43.207Z,2023-04-08T18:33:36Z,4171966501,56,Back,4171966503,347,,4171966549,233,6,,,,,,,,,,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530182945,6,5,1,0,13,4raiad4l2j5lkfaz92pk4osb,0,52.8,101.5,2023-04-08T12:31:43.207Z,2023-04-08T18:33:36Z,4171966427,56,Left,4171966429,347,,4171966555,233,5,,,,,,,,,,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530183011,6,1,1,0,20,4klvxyeh3xcus4ongu7c00mgc,0,55.9,0,2023-04-08T12:31:51.016Z,2023-04-08T18:33:40Z,4171966791,56,Right,4171966797,212,9.5,4171966799,213,0.5,4171966795,141,4.9,4171966793,140,63.9,4171966789,107,,,,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
