id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/18/value
2461907381,6,1,1,0,5,af91jdcs6x0bqkmdb78rokod2,0,27.2,82.4,2022-09-18T13:01:13.092Z,2022-09-18T21:02:47Z,3790335105,56,Left,3790335103,3,,3792476535,388,,3790335107,140,55.2,3790335109,141,82.8,3790335113,213,0.0,3790335111,212,29.4,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907433,6,12,1,0,9,btcy9nra9ak4m22ovr2ia6m5v,1,34.8,12.6,2022-09-18T13:01:17.168Z,2022-09-18T21:02:56Z,3790335359,56,Back,3790335367,213,5.7,3792476877,178,,3790335365,212,18.4,3790335363,141,0.0,3790335361,140,49.9,3790337165,167,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907533,8,5,1,0,12,btcy9nra9ak4m22ovr2ia6m5v,0,55.8,-1.4,2022-09-18T13:01:20.142Z,2022-09-18T21:03:06Z,3790542153,233,9,3790335877,347,,3790335875,56,Right,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907615,9,5,1,0,12,af91jdcs6x0bqkmdb78rokod2,1,44.2,101.4,2022-09-18T13:01:20.142Z,2022-09-18T21:03:06Z,3790336293,56,Back,3790336295,347,,3790542121,233,8,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907429,7,43,1,0,13,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-18T13:01:21.270Z,2022-09-18T13:02:48Z,3790335349,56,Back,3790343533,144,61,,,,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907437,7,43,1,0,14,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-09-18T13:01:21.915Z,2022-09-18T13:01:39Z,3790335379,212,2.5,3790335381,213,0.3,3790335377,141,5.2,3790336715,144,1,3790335375,140,51.8,3790335373,56,Right,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907653,10,1,1,0,23,af91jdcs6x0bqkmdb78rokod2,1,42,100,2022-09-18T13:01:31.125Z,2022-09-18T21:04:09Z,3790336485,141,83.9,3790336483,140,87.7,3790336479,107,,3790336481,56,Left,3790336489,213,6.0,3790336487,212,49.3,3790336491,1,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907603,8,43,1,0,26,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-18T13:01:33.426Z,2022-09-18T13:01:40Z,3790336815,144,44,3790336243,285,0,3790336241,56,Back,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907663,11,3,1,0,27,af91jdcs6x0bqkmdb78rokod2,0,91.4,78,2022-09-18T13:01:35.178Z,2022-09-18T21:04:15Z,3790336533,286,,3790336531,56,Center,3790336619,233,9,3791421841,465,,3792480459,178,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907647,9,7,1,0,28,btcy9nra9ak4m22ovr2ia6m5v,1,8.6,22,2022-09-18T13:01:35.457Z,2022-09-18T21:04:18Z,3790336465,285,,3790336461,167,,3791422131,385,,3790336463,56,Back,3792480599,178,,3790336571,233,11,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907655,10,6,1,0,29,btcy9nra9ak4m22ovr2ia6m5v,0,9,22.1,2022-09-18T13:01:36.883Z,2022-09-18T21:04:21Z,3790336497,73,,3790540323,233,12,3790336495,56,Back,,,,,,,,,,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907813,12,6,1,0,29,af91jdcs6x0bqkmdb78rokod2,1,91,77.9,2022-09-18T13:01:36.883Z,2022-09-18T21:04:21Z,3790337351,73,,3790540305,233,10,3790337349,56,Center,,,,,,,,,,,,,,,,86603cyr3osksy73el0ncy7yt,C. Dessers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908353,13,1,1,1,1,af91jdcs6x0bqkmdb78rokod2,0,99.5,99.5,2022-09-18T13:02:08.752Z,2022-09-18T21:04:24Z,3790339969,213,4.3,3790339967,212,73.6,3790339957,155,,3790339959,224,,3791424961,345,,3790339963,140,73.6,3790339953,2,,3792480789,178,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,3791424545,72,3790339965,141,0.0,3790339961,56,Right,3790339955,6,3790339973,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908495,11,5,1,1,7,btcy9nra9ak4m22ovr2ia6m5v,1,23.4,101.6,2022-09-18T13:02:14.763Z,2022-09-18T21:05:15Z,3790340649,347,,3790340645,56,Back,3790340667,233,14,,,,,,,,,,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908355,14,5,1,1,7,af91jdcs6x0bqkmdb78rokod2,0,76.6,-1.6,2022-09-18T13:02:14.763Z,2022-09-18T21:05:15Z,3790340695,233,11,3790339979,56,Right,3790339981,347,,,,,,,,,,,,,,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908527,12,1,1,1,14,btcy9nra9ak4m22ovr2ia6m5v,1,20.3,100,2022-09-18T13:02:22.151Z,2022-09-18T21:05:23Z,3790340819,107,,3790340827,212,6.1,3790340831,213,5.1,3790340825,141,93.8,3790340821,56,Back,3790340823,140,22.6,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908539,13,1,1,1,16,btcy9nra9ak4m22ovr2ia6m5v,0,21.2,93.5,2022-09-18T13:02:23.791Z,2022-09-18T21:05:30Z,3790340877,140,26.8,3790340881,212,5.9,3790340879,141,92.4,3790340883,213,6.2,3792483075,178,,3790340875,56,Back,,,,,,,9462218yklkts6mod3cbfryz9,M. Vecino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908567,15,8,1,1,16,af91jdcs6x0bqkmdb78rokod2,1,68.4,4.1,2022-09-18T13:02:24.007Z,2022-09-18T21:05:34Z,3790341081,56,Right,3791429249,383,,3792483183,178,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462314701,896,43,1,1,16,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-09-18T13:02:24.142Z,2022-09-18T21:42:29Z,3792568819,144,82,3792568775,178,0,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908571,16,49,1,1,18,af91jdcs6x0bqkmdb78rokod2,1,72,6.4,2022-09-18T13:02:25.431Z,2022-09-18T21:05:40Z,,,,,,,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908593,17,50,1,1,18,af91jdcs6x0bqkmdb78rokod2,1,71.2,16.4,2022-09-18T13:02:26.236Z,2022-09-18T21:05:43Z,3790341177,56,Right,3790341179,286,,3790341287,233,14,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908597,14,7,1,1,19,btcy9nra9ak4m22ovr2ia6m5v,0,28.8,83.6,2022-09-18T13:02:26.473Z,2022-09-18T21:05:47Z,3792483673,178,,3790341247,233,17,3790341203,56,Back,3790341205,285,,3791432823,384,,,,,,,,,,,9462218yklkts6mod3cbfryz9,M. Vecino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908621,18,1,1,1,21,af91jdcs6x0bqkmdb78rokod2,0,62.9,18.2,2022-09-18T13:02:28.416Z,2022-09-18T21:05:51Z,3790341379,141,5.8,3790341381,212,9.3,3790341383,213,5.2,3790341377,140,66.7,3790341373,56,Right,3792483843,178,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908641,15,8,1,1,21,btcy9nra9ak4m22ovr2ia6m5v,1,29.1,91.1,2022-09-18T13:02:29.120Z,2022-09-18T21:05:55Z,3791434701,383,,3792483959,178,,3790341451,56,Back,,,,,,,,,,,,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908695,16,4,1,1,23,btcy9nra9ak4m22ovr2ia6m5v,1,28.9,91.8,2022-09-18T13:02:30.926Z,2022-09-18T21:06:01Z,3790341697,13,,3790341823,233,19,3790341705,152,,3790341701,56,Back,3790341713,285,,3790341707,265,,,,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908711,19,4,1,1,23,af91jdcs6x0bqkmdb78rokod2,0,71.1,8.2,2022-09-18T13:02:30.927Z,2022-09-18T21:06:00Z,3790341793,286,,3790341791,265,,3790341787,56,Right,3790341789,152,,3792484099,178,,3790341877,233,16,3790341785,13,,,,,bmmahw4ww36w4tokk3xhvvvmd,G. Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909033,17,1,1,1,33,btcy9nra9ak4m22ovr2ia6m5v,1,27.2,90.9,2022-09-18T13:02:40.982Z,2022-09-18T21:06:07Z,3792484287,178,,3790343439,212,29.0,3790343437,141,48.5,3790343441,213,4.6,3790343429,5,,3790343435,140,24.4,3790343433,56,Back,3790343431,152,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909089,18,1,1,1,38,btcy9nra9ak4m22ovr2ia6m5v,1,27.6,46.1,2022-09-18T13:02:45.427Z,2022-09-18T21:06:12Z,3790343671,140,44.2,3790343673,141,13.8,3790343675,212,28.0,3792484385,178,,3790343677,213,5.4,3790343669,56,Back,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909109,19,1,1,1,41,btcy9nra9ak4m22ovr2ia6m5v,1,44.3,14.1,2022-09-18T13:02:48.536Z,2022-09-18T21:06:17Z,3790343767,213,1.7,3790343757,140,43.0,3792484451,178,,3790343763,212,11.1,3790343761,141,30.3,3790343753,56,Back,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909159,20,1,1,1,43,btcy9nra9ak4m22ovr2ia6m5v,1,43.1,30.3,2022-09-18T13:02:50.480Z,2022-09-18T21:06:20Z,3790344055,213,1.8,3790344051,141,62.4,3790344053,212,22.2,3790344047,56,Back,3790344049,140,39.1,3792484545,178,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909211,21,1,1,1,45,btcy9nra9ak4m22ovr2ia6m5v,1,40.6,66.6,2022-09-18T13:02:53.173Z,2022-09-18T21:06:24Z,3790344343,140,53.4,3790344341,56,Left,3790344345,141,95.7,3790344347,212,23.9,3790344349,213,1.0,3792484679,178,,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909245,22,1,1,1,49,btcy9nra9ak4m22ovr2ia6m5v,1,53.6,94.7,2022-09-18T13:02:56.559Z,2022-09-18T21:06:30Z,3790344521,141,85.6,3790344523,212,7.6,3790344525,213,4.1,3790344517,56,Back,3792484879,178,,3790344519,140,49.4,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909279,23,1,1,1,50,btcy9nra9ak4m22ovr2ia6m5v,1,46.9,85.7,2022-09-18T13:02:58.302Z,2022-09-18T21:06:34Z,3790344695,213,3.4,3790344687,56,Back,3790344693,212,15.0,3792485031,178,,3790344691,141,79.6,3790344689,140,33.2,,,,,,,9462218yklkts6mod3cbfryz9,M. Vecino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909319,24,1,1,1,53,btcy9nra9ak4m22ovr2ia6m5v,1,31.7,73.8,2022-09-18T13:03:01.075Z,2022-09-18T21:06:38Z,3790344909,213,4.6,3790344907,212,15.9,3790344905,141,50.6,3790344901,56,Back,3790344903,140,29.8,3792485155,178,,,,,,,,3l76cgequy3tjhhudqnrejglx,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909375,25,1,1,1,55,btcy9nra9ak4m22ovr2ia6m5v,1,29.5,49.1,2022-09-18T13:03:03.294Z,2022-09-18T21:06:42Z,3790345173,56,Back,3792485233,178,,3790345175,140,42.4,3790345183,213,5.7,3790345181,212,15.9,3790345177,141,36.9,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909427,26,1,1,1,57,btcy9nra9ak4m22ovr2ia6m5v,1,42.2,36.1,2022-09-18T13:03:04.662Z,2022-09-18T21:06:46Z,3790345439,141,4.3,3790345443,213,4.8,3790345441,212,21.7,3790345437,140,44.1,3792485333,178,,3790345435,56,Back,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909499,27,1,1,2,1,btcy9nra9ak4m22ovr2ia6m5v,1,57,9.5,2022-09-18T13:03:08.886Z,2022-09-18T21:06:50Z,3792485441,178,,3790345793,56,Right,3790345795,140,60.1,3790345801,213,1.0,3790345797,141,16.8,3790345799,212,5.9,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909509,20,45,1,2,2,af91jdcs6x0bqkmdb78rokod2,0,35.3,76,2022-09-18T13:03:09.619Z,2022-09-18T21:07:11Z,3790346065,233,28,3790345853,56,Back,3790345855,285,,,,,,,,,,,,,,,,,82bv9aeqvp712ut0n0kwkpskp,L. Zanimacchia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909545,28,3,1,2,2,btcy9nra9ak4m22ovr2ia6m5v,1,64.7,24,2022-09-18T13:03:09.619Z,2022-09-18T21:07:10Z,3790346031,286,,3790346029,56,Center,3791439835,465,,3790346059,233,20,3792485681,178,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910247,24,45,1,2,5,af91jdcs6x0bqkmdb78rokod2,0,32.1,72.8,2022-09-18T13:03:12.428Z,2022-09-18T21:07:15Z,3790349917,56,Back,3790353907,233,46,3790349919,285,,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910715,46,3,1,2,5,btcy9nra9ak4m22ovr2ia6m5v,1,67.9,27.2,2022-09-18T13:03:12.428Z,2022-09-18T21:07:15Z,3790352251,56,Center,3790352253,286,,3791440019,465,,3792486239,178,,3790353875,233,24,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909559,29,1,1,2,6,btcy9nra9ak4m22ovr2ia6m5v,0,68,18.3,2022-09-18T13:03:13.631Z,2022-09-18T21:07:18Z,3790346099,213,0.5,3790346097,212,11.0,3792486289,178,,3790346089,155,,3790346095,141,26.2,3790346091,56,Center,3790346093,140,77.1,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
