id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,assist,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value
2453371627,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-08-30T17:55:27.798Z,2022-08-30T18:38:37Z,3744951151,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3745125227,197,568,3744951155,130,12,3744951161,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3744951159,194,c9lu69xk59a75bnpzgalh1kut,3744951157,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3744951153,59,"1, 2, 36, 32, 6, 37, 23, 20, 11, 9, 77, 5, 8, 10, 12, 14, 16, 21, 22, 24, 33, 42, 46, 47, 95",3744951149,30,"c9lu69xk59a75bnpzgalh1kut, 2r6hs8npijvt4wekd059t6tx, asyzhp3qu95vmzdbau6nmoic5, 19856wqwrmzmvfw9thf0tzrv9, by2gxuixij1eciu56k8mb3cgl, 4j1oq24pfi728zyl2zkpptpsl, ahgd3on22t4h7gg9ipnj1itw5, botfgp0oq4wqlwtcs9m90kded, 6d7rip50yu2j7vyk76zokeehh, a5eki9p236y4zxmp9qz202pcl, 3ddsnnhxo0mem95lcph71ix1x, ci37qg2uu0z3nppxvn0z9034l, 9qow77e16pvlb3860yjpydryt, 7r2tgpdrr4v6n9d2gkzwmlazt, aripnzu9yo2wlr8ud93ufdhih, can2l9ha4ufsxdjxdkb739fkk, 1npi4o79en6udkkhc8azdodbe, 84so0uovope0pkt6cz2iisbth, 1xscywgyfqisqexmpfvbf9g45, 8kttsnok9bbh7kpy3zz3j2xg5, 6zcok1vbaitp91a9nrac20t05, c8mp2wwwyvy930vfjnivg2hre, 7agtkarul2qlsc20avvj45w8a, 99gk3o7eh6m02n9ggj3ixprvu, q6ns1fyw7w10xkkubh8etfc9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453371635,1,34,16,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-08-30T17:55:31.644Z,2022-08-31T15:56:47Z,3744951211,30,"6wplm29z7qxxmujyc2ml19gix, 86nwv5baekm00h4d3z0suwhyh, 1r35ds2obqkw03f7hfpfsqqui, 3jruai7zu28e8f0ooj4t16l05, ckzn72wo51pmw475t9tl6vr2t, ay6tmp6zkxtjzse2gel3rgnl6, a8ez7qv4n62b8s45pdo8u07o5, bmmahw4ww36w4tokk3xhvvvmd, 5m5qyz18o5hmta6mh4zk57sh5, 1gnc1tbpmomiqt1sty2lktt5, 86603cyr3osksy73el0ncy7yt, 74g3ef24ctcgw1kee77d3acr8, d9bg5jjv8pz0f8u55x3hg0962, 7ojvhhfvbtbn60sc50y4l2ctm, 6ldly9c02sbh2ray6u6j6jro5, 1t1kgb0r5ca32f54emsscfob9, 319knuftqo071luold2fqluqd, agstuwuuufnve6968ozadzahh, g324scl7t7h6j05g973me82y, 913rgsi93o890wc2cbuwlbqp5, a7gi41760sk45wbkpbps3njdh, 360knvg4k1yywxnb8o1mlyggl, a3o9x85aooe65w5r3ibs8ltk9, euv7d22ahrbpa8cs1gemtc178, enopqyya6qq64lvliw7lw0s4q, 82bv9aeqvp712ut0n0kwkpskp",3745153723,197,16721,3744951215,59,"97, 18, 33, 44, 15, 4, 6, 32, 8, 77, 90, 20, 3, 5, 7, 9, 10, 11, 13, 17, 19, 21, 45, 62, 74, 98",3744951221,194,ckzn72wo51pmw475t9tl6vr2t,3744951219,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3744951217,130,18,3744951213,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3744951223,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453410875,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-08-30T18:45:11.404Z,2022-08-31T00:45:27Z,3745160325,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453410895,2,32,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-08-30T18:45:11.404Z,2022-08-30T18:45:14Z,3745160425,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453410963,3,1,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,50.2,50.3,2022-08-30T18:45:11.424Z,2022-08-31T00:50:48Z,3746290473,178,,3745160775,140,37.5,3745160771,56,Back,3745160783,279,S,3745160779,212,13.4,3745160777,141,51.3,3745160781,213,3.1,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453411005,4,1,1,0,1,3vo5mpj7catp66nrwwqiuhuup,1,37.7,51.5,2022-08-30T18:45:12.970Z,2022-08-31T00:50:55Z,3745160995,212,13.1,3745160991,140,41.8,3745160989,56,Back,3746290619,178,,3745160993,141,69.7,3745160997,213,1.2,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453411087,5,1,1,0,4,3vo5mpj7catp66nrwwqiuhuup,1,55.9,79,2022-08-30T18:45:16.347Z,2022-08-31T00:51:01Z,3746290765,178,,3745161427,212,10.6,3745161423,140,61.9,3745161429,213,0.9,3745161425,141,91.5,3745161421,56,Left,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453411113,6,1,1,0,9,3vo5mpj7catp66nrwwqiuhuup,1,68.9,95.7,2022-08-30T18:45:21.283Z,2022-08-31T00:51:06Z,3745161569,213,4.2,3745161555,56,Left,3745161565,212,4.2,3745161561,141,90.5,3745161559,140,66.8,3746290965,178,,,,,,,,19856wqwrmzmvfw9thf0tzrv9,F. Dimarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453617689,852,67,1,0,10,3vo5mpj7catp66nrwwqiuhuup,1,67.5,88,2022-08-30T18:45:21.876Z,2022-08-31T02:35:53Z,3746308239,233,767,,,,,,,,,,,,,,,,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453617685,767,67,1,0,10,af91jdcs6x0bqkmdb78rokod2,0,32.5,12,2022-08-30T18:45:21.877Z,2022-08-31T00:59:56Z,3746308251,233,852,,,,,,,,,,,,,,,,,,,,,,5m5qyz18o5hmta6mh4zk57sh5,S. Ascacíbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
