id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/9/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2522336427,1,34,16,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-03-19T12:44:17.827Z,2023-03-19T14:08:02Z,4109506485,194,9ak3zczupeken1itsmkherbh1,4109506463,30,"5syage212151fcixahbq3k8ut, f065kc6qn2cpxjxcm6i08rz3e, 16kv5p8we3pwqpt5ktwrb7mj9, 9ak3zczupeken1itsmkherbh1, 2j09251upkf2aid3lfyyos0dl, 9p5jc07qnxrzpcmnh1cp6b3l5, 6ol411t0mogw6m83heiqd0m39, e2oeysariwd866ksilu3t4m7e, e7tz6hxliohn3gkj4cgl3j1ed, ebgkv548xih19m8uza7bgrvmd, 1tztnrv51q99ewl193qk526z9, 21p37y6mra4u9kcg35z5dm4q2, 22x1ucwwak58wi6r5x1j6ohk9, 7hwj9pf9roe74jifvuhiu6n6x, ds0ka65ypjubtgp60kupc7dnt, 43rid94d7jz7u5ba4xzb8bbe2, a2rjxibqk9d2yatzz2dx04nx0, 8z1ukxgc8mxiyw9udbpwr4ct1, 7zokstl625tj96c64ow4uvjyt, 6egg2gwvxxqv2i9hrr0zg4yz8, dnqd5s61ssjofdtgrcfiii8lw, 7p19t0mn8cq7xum09nv2u2lt5, 71bvjduiimaomxmjznjxwdfys",4109506475,59,"32, 17, 27, 13, 3, 5, 77, 28, 9, 16, 49, 2, 4, 8, 11, 21, 23, 26, 34, 66, 73, 89, 94",4109506487,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109506469,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109824855,197,593,4109506483,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109506479,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522337073,1,34,16,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-03-19T12:44:57.126Z,2023-03-19T13:59:09Z,4109509435,59,"1, 22, 17, 68, 13, 3, 99, 20, 9, 11, 77, 5, 6, 7, 16, 18, 19, 21, 23, 31, 55, 70, 91, 95",4109509439,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109509441,194,5d9i8ubibyiecxecr9jjvxexh,4109509443,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109509431,30,"af58rhtg8ck7c8g7nwfs67d91, 5d9i8ubibyiecxecr9jjvxexh, 896uaqjrz22q6fqjfzuwf77jd, 9y8fnvazj02vy31ljx3du0d79, 2kfkjjqh7vrfcfbgr4aa85dqt, 2p1pns6j6id4nx3nbi7fv0wrt, 3bhy6x04rbwzk0nh1fm59dmnd, dpcws493fepch23sk26m1a8yd, 1wynwp4x95o9w5tt4cdog6i1, cen5nxf8sb8binjr7apt9nb2t, 4zy4d60v2qmaplm9xbe51y1gp, 8n0c5t5wzfkoauryyzy8be0gl, ypfascbq81vkjbe57108cpn9, 72im0m7d8rqpsclo4f5crqmsp, 1i23wphi202aguaeexba0le22, cp13vthbds3tl1wtfelfx2evp, jk8n72zhngmdw2ek47zx7f11, 9bba1hgnx5mzpkzeazsoikn9x, 7knk2xsg4690hgq9us9us8ull, 9c9g2havtsf29fpt5582y8ne2, 40msbo4o5bwx0oeuz4743w161, 1ct0gujao4wvj1ff3aebqgqnd, bcqutyzafpahp2ni41u2xt4gl, u60zu48a4zqnupyxp2d0mqqd",4109509433,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109509437,130,4,4109817567,197,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522401387,2,32,1,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2023-03-19T14:02:21.617Z,2023-03-19T14:02:21Z,4109831665,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522401423,2,32,1,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-03-19T14:02:21.617Z,2023-03-19T21:14:16Z,4109831859,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522401463,3,1,1,0,0,gi0l1habji5hpgar77dl5jqe,1,50.2,49.9,2023-03-19T14:02:21.633Z,2023-03-19T21:17:54Z,4109832069,141,45.4,4109832075,213,3.3,4111700759,178,,4109832065,56,Back,4109832067,140,34.9,4109832071,212,16.4,4109832077,279,S,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522458959,375,1,1,0,1,gi0l1habji5hpgar77dl5jqe,1,32.5,51.8,2023-03-19T14:02:22.743Z,2023-03-19T21:17:58Z,4110131807,140,33.9,4110131805,56,Back,4111700903,178,,4110131809,141,50.6,4110131811,212,1.7,4110131813,213,5.8,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522401497,4,1,1,0,3,gi0l1habji5hpgar77dl5jqe,1,34.6,46.3,2023-03-19T14:02:24.964Z,2023-03-19T21:18:02Z,4109832229,56,Back,4109832237,213,1.9,4109832231,140,32.0,4109832233,141,60.3,4111701081,178,,4109832235,212,9.9,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522401561,5,1,1,0,5,gi0l1habji5hpgar77dl5jqe,1,33,65.5,2023-03-19T14:02:26.825Z,2023-03-19T21:18:06Z,4109832555,56,Left,4109832569,213,0.8,4109832565,212,26.8,4109832561,141,93.5,4111701153,178,,4109832557,140,51.0,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522401603,6,1,1,0,8,gi0l1habji5hpgar77dl5jqe,1,54.7,93.6,2023-03-19T14:02:30.435Z,2023-03-19T21:18:10Z,4109832813,56,Back,4109832821,213,3.6,4109832817,141,81.7,4109832815,140,39.4,4111701431,178,,4109832819,212,18.0,,,,,,,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522401795,7,1,1,0,10,gi0l1habji5hpgar77dl5jqe,1,39.4,80.5,2023-03-19T14:02:32.566Z,2023-03-19T21:18:13Z,4109833781,212,22.5,4111701505,178,,4109833783,213,4.5,4109833779,141,48.2,4109833775,56,Back,4109833777,140,34.7,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
