id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/9/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2537928823,1,34,16,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-04-23T12:11:17.160Z,2023-04-23T12:30:01Z,4213116425,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213217693,194,b881arnahhahg0iaix4mx266t,4213116423,30,"93237ztqyi3r4hu3rmgzrgudx, dfckk0xst90yjlep74tvups5x, c33x61zuxixolkkalsigc3q0a, 4h1jj93i0v1pfemnjydnoc0dl, ah0f7tonnst92d8q91j1wll62, dkx1rfzizskaplpex70i3q0o9, bl76cebhta912vfi9z7ky32p6, 13o5eskqs8b88yerwltk0tivp, 5152de1kfmrihdzbdotpeo8ut, b881arnahhahg0iaix4mx266t, 18jovwk0ysx6ajb8y75179j9x, 96d5il3afakek9qvsbtldu162, 6gzi8qf8szxn99dnwh3h6gkb9, 8zyg5zuzyr6t0idi5od2ypvbp, c4pxog9ntat2es7oz0cz5dgb9, 6z3a27dxffwacyxof0imvcfvu, 8e4wkgb71btkez592um5vts0k, al3t9fzj4ab55yux0zkd1jkr9, 8shwa0k28rt5duyrhuqza1hhx, ewt8nxg2m27fj0n7dr9hbul05, bf4gvp8pzp50lhtb2fc35zeok, hhv3h90gifzevkeqh97cb504",4213217697,197,8396,4213116433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213116427,59,"1, 19, 13, 18, 29, 50, 24, 4, 7, 37, 11, 2, 3, 5, 8, 9, 14, 20, 26, 30, 80, 99",4213116429,130,16,4213116435,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537931637,1,34,16,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-04-23T12:13:28.804Z,2023-04-23T14:03:28Z,4213130593,130,23,4213130595,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4213220795,197,3464,4213130591,59,"12, 17, 3, 19, 15, 5, 26, 10, 74, 90, 28, 4, 6, 13, 18, 20, 23, 24, 27, 33, 44, 45, 77, 99",4213130589,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4213130587,30,"eu9b86opw6n66vftu1r5alfqh, 913rgsi93o890wc2cbuwlbqp5, d9bg5jjv8pz0f8u55x3hg0962, a7gi41760sk45wbkpbps3njdh, ckzn72wo51pmw475t9tl6vr2t, 7ojvhhfvbtbn60sc50y4l2ctm, 7358y8d8v19qn6s8h0kx7tn11, 319knuftqo071luold2fqluqd, enopqyya6qq64lvliw7lw0s4q, 86603cyr3osksy73el0ncy7yt, 9qrewt049r6yq88c715ymau39, ay6tmp6zkxtjzse2gel3rgnl6, a8ez7qv4n62b8s45pdo8u07o5, g324scl7t7h6j05g973me82y, 86nwv5baekm00h4d3z0suwhyh, 74g3ef24ctcgw1kee77d3acr8, 33erk8bdhefx5xnkjad2fvy8k, 5sxy1z2pz5bhlp767lyjte76d, 860ysqvvnpfya7bwxbe4g0wk5, 1r35ds2obqkw03f7hfpfsqqui, 3jruai7zu28e8f0ooj4t16l05, a3o9x85aooe65w5r3ibs8ltk9, 1gnc1tbpmomiqt1sty2lktt5, 98agxmllw183w3cml8j8q76dw",4213220793,194,ckzn72wo51pmw475t9tl6vr2t,4213130597,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977801,2,32,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2023-04-23T13:00:48.800Z,2023-04-23T13:00:48Z,4213370683,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977815,2,32,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-04-23T13:00:48.800Z,2023-04-23T21:03:44Z,4213370747,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977869,3,1,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,49.9,50.3,2023-04-23T13:00:48.819Z,2023-04-23T21:09:30Z,4213371075,279,S,4213371073,213,3.2,4213371065,56,Back,4215748163,178,,4213371069,141,49.9,4213371067,140,31.6,4213371071,212,19.2,,,,7358y8d8v19qn6s8h0kx7tn11,M. Benassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977931,4,1,1,0,3,af91jdcs6x0bqkmdb78rokod2,0,33.6,52.6,2023-04-23T13:00:52.067Z,2023-04-23T21:09:33Z,4213371403,1,,4213371393,56,Left,4213371395,140,68.8,4215748281,178,,4213371399,212,49.8,4213371401,213,0.7,4213371397,141,100.0,4213371387,155,,ckzn72wo51pmw475t9tl6vr2t,M. Bianchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978193,3,5,1,0,8,dxq76zcvnokq07cszdx0i6kve,1,26.4,-1.6,2023-04-23T13:00:57.182Z,2023-04-23T21:09:37Z,4213372699,56,Back,4213372745,233,5,4213372701,347,,,,,,,,,,,,,,,,,dfckk0xst90yjlep74tvups5x,K. Ehizibue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537977937,5,5,1,0,8,af91jdcs6x0bqkmdb78rokod2,0,73.6,101.6,2023-04-23T13:00:57.182Z,2023-04-23T21:09:38Z,4213372783,233,3,4213371421,347,,4213371419,56,Left,,,,,,,,,,,,,,,,enopqyya6qq64lvliw7lw0s4q,F. Tsadjout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978249,4,1,1,0,21,dxq76zcvnokq07cszdx0i6kve,1,31.6,0,2023-04-23T13:01:10.451Z,2023-04-23T21:09:43Z,4213372989,213,0.1,4213372981,56,Right,4213372991,1,,4213372979,107,,4213372987,212,26.6,4213372983,140,56.7,4213372985,141,3.8,,,,dkx1rfzizskaplpex70i3q0o9,Rodrigo Becão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537978255,5,44,1,0,23,dxq76zcvnokq07cszdx0i6kve,1,60.8,6.9,2023-04-23T13:01:12.347Z,2023-04-23T22:10:16Z,4213373041,286,,4213373039,56,Right,4213373129,233,6,,,,,,,,,,,,,,,,5152de1kfmrihdzbdotpeo8ut,I. Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
