id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,assist,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,keyPass,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/15/value
2465481375,8,1,1,0,9,gi0l1habji5hpgar77dl5jqe,1,44.9,37.4,2022-10-01T13:00:36.540Z,2022-10-01T17:51:14Z,3809296267,213,5.5,3809296263,141,22.5,3809296265,212,14.4,3809296259,56,Center,3809296261,140,54.7,3811453353,178,,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481395,9,1,1,0,11,gi0l1habji5hpgar77dl5jqe,1,56.4,14.9,2022-10-01T13:00:39.196Z,2022-10-01T17:51:16Z,3809296373,213,5.5,3809296365,141,3.1,3809296363,140,64.0,3809296361,56,Right,3809296371,212,11.3,3811453481,178,,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481415,10,1,1,0,14,gi0l1habji5hpgar77dl5jqe,1,60,4.3,2022-10-01T13:00:42.028Z,2022-10-01T17:51:24Z,3809296449,140,42.1,3809296453,212,26.3,3811453887,178,,3809296451,141,31.3,3809296447,56,Back,3809296459,213,2.4,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481425,11,1,1,0,18,gi0l1habji5hpgar77dl5jqe,1,44,37.1,2022-10-01T13:00:45.632Z,2022-10-01T17:51:29Z,3809296507,212,25.0,3809296503,140,44.3,3809296505,141,73.8,3811454177,178,,3809296501,56,Back,3809296509,213,1.6,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481431,12,1,1,0,21,gi0l1habji5hpgar77dl5jqe,1,44.3,73.8,2022-10-01T13:00:48.370Z,2022-10-01T17:51:33Z,3809296539,212,13.1,3811454311,178,,3809296535,140,56.7,3809296533,56,Center,3809296541,213,0.1,3809296537,141,76.3,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481437,13,1,1,0,22,gi0l1habji5hpgar77dl5jqe,1,56.7,76.3,2022-10-01T13:00:49.510Z,2022-10-01T17:51:37Z,3809296565,56,Center,3809296577,213,3.8,3809296567,140,52.1,3809296575,212,5.9,3809296571,141,71.2,3811454579,178,,,,,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481443,14,1,1,0,25,gi0l1habji5hpgar77dl5jqe,1,55,78,2022-10-01T13:00:52.825Z,2022-10-01T17:51:48Z,3809296633,213,1.4,3811455189,178,,3809296629,141,96.3,3809296625,56,Left,3809296631,212,12.7,3809296627,140,57.5,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481447,15,1,1,0,26,gi0l1habji5hpgar77dl5jqe,0,57.5,96.3,2022-10-01T13:00:53.864Z,2022-10-01T17:51:54Z,3811455577,178,,3809296639,140,62.1,3809296645,213,0.1,3809296643,212,4.8,3809296641,141,96.8,3809296637,56,Left,,,,,,,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481455,3,61,1,0,26,7gnly6999wao1xarwct4p8fe9,1,34.7,3.4,2022-10-01T13:00:54.033Z,2022-10-01T17:51:58Z,3811455839,178,,3809296675,56,Back,,,,,,,,,,,,,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481505,16,1,1,0,32,gi0l1habji5hpgar77dl5jqe,1,74.2,94.9,2022-10-01T13:01:00.151Z,2022-10-01T17:52:25Z,3809296897,141,77.8,3809296895,140,72.5,3809296893,56,Center,3811457509,178,,3809296899,212,11.8,3809296901,213,4.6,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481523,17,1,1,0,33,gi0l1habji5hpgar77dl5jqe,1,72.5,77.8,2022-10-01T13:01:01.231Z,2022-10-01T17:52:29Z,3809297009,212,9.5,3809297005,140,66.7,3809297003,56,Left,3809297007,141,88.5,3809297011,213,2.3,3811457753,178,,,,,,,,dpcws493fepch23sk26m1a8yd,P. Zieliński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481557,18,1,1,0,37,gi0l1habji5hpgar77dl5jqe,1,65.3,82.4,2022-10-01T13:01:04.475Z,2022-10-01T17:52:33Z,3811457969,178,,3809297193,213,4.5,3809297189,141,27.4,3809297195,1,,3809297185,56,Center,3809297187,140,57.2,3809297191,212,38.4,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481579,19,1,1,0,41,gi0l1habji5hpgar77dl5jqe,1,60.4,26.2,2022-10-01T13:01:09.307Z,2022-10-01T17:52:34Z,3809297301,56,Center,3809297309,213,1.8,3809297307,212,30.4,3809297305,141,69.5,3811458153,178,,3809297303,140,53.2,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481589,20,1,1,0,45,gi0l1habji5hpgar77dl5jqe,1,54.8,74.4,2022-10-01T13:01:13.146Z,2022-10-01T17:52:37Z,3809297349,56,Center,3809297357,213,0.1,3811458381,178,,3809297355,212,9.1,3809297353,141,76.1,3809297351,140,63.4,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481591,21,1,1,0,46,gi0l1habji5hpgar77dl5jqe,0,63.4,76.1,2022-10-01T13:01:13.839Z,2022-10-01T17:52:45Z,3809297365,56,Center,3809297373,213,5.4,3809297367,140,65.3,3809297401,286,,3809297395,236,,3811458951,178,,3809297371,212,3.3,3809297369,141,72.2,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,3809297397,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481593,4,74,1,0,46,7gnly6999wao1xarwct4p8fe9,1,27.9,25,2022-10-01T13:01:13.923Z,2022-10-01T17:52:47Z,3811459103,178,,3809297379,56,Back,3809297381,285,,3809297403,233,21,,,,,,,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481605,5,1,1,0,48,7gnly6999wao1xarwct4p8fe9,1,29.8,35.3,2022-10-01T13:01:16.022Z,2022-10-01T17:52:50Z,3809297461,213,0.4,3811459269,388,,3809297441,140,45.1,3809297455,212,17.7,3809297433,3,,3809297435,56,Back,3809297449,141,46.4,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481607,6,1,1,0,52,7gnly6999wao1xarwct4p8fe9,1,45.1,46.4,2022-10-01T13:01:19.404Z,2022-10-01T17:52:58Z,3809297477,141,46.7,3809297475,140,44.1,3809297473,56,Back,3809297471,3,,3809297481,213,2.9,3809297479,212,1.1,3811459719,388,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481609,7,49,1,0,52,7gnly6999wao1xarwct4p8fe9,1,44.1,46.7,2022-10-01T13:01:20.302Z,2022-10-01T17:53:12Z,,,,,,,,,,,,,,,,,,,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481617,8,1,1,0,53,7gnly6999wao1xarwct4p8fe9,1,44.1,46.7,2022-10-01T13:01:20.391Z,2022-10-01T17:53:15Z,3809297525,212,10.0,3809297523,141,32.6,3811460965,178,,3809297519,56,Back,3809297529,213,5.0,3809297521,140,46.8,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481621,9,61,1,0,53,7gnly6999wao1xarwct4p8fe9,0,46.8,32.6,2022-10-01T13:01:21.264Z,2022-10-01T17:53:18Z,3811461191,178,,3809297537,56,Back,,,,,,,,,,,,,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481629,22,49,1,0,55,gi0l1habji5hpgar77dl5jqe,1,55.1,79.7,2022-10-01T13:01:22.516Z,2022-10-01T17:53:24Z,,,,,,,,,,,,,,,,,,,,,,,,,ypfascbq81vkjbe57108cpn9,Mário Rui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481667,23,1,1,1,0,gi0l1habji5hpgar77dl5jqe,1,59.2,73.6,2022-10-01T13:01:27.523Z,2022-10-01T17:53:27Z,3811461685,178,,3809297863,212,35.9,3809297857,56,Center,3809297865,213,4.5,3809297855,155,,3809297867,1,,3809297861,141,21.7,3809297859,140,52.8,ypfascbq81vkjbe57108cpn9,Mário Rui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481673,24,1,1,1,4,gi0l1habji5hpgar77dl5jqe,1,57.3,15.6,2022-10-01T13:01:31.952Z,2022-10-01T17:53:29Z,3809297911,141,31.1,3809297907,56,Center,3811461827,178,,3809297909,140,65.2,3809297915,213,0.9,3809297913,212,13.4,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481689,25,1,1,1,5,gi0l1habji5hpgar77dl5jqe,0,65.2,31.1,2022-10-01T13:01:32.930Z,2022-10-01T17:53:32Z,3809297999,212,11.8,3809298001,213,6.2,3809297991,155,,3809297995,140,76.3,3811461953,178,,3809297993,56,Center,3809297997,141,28.9,,,,abq67eup8kd31w8da2i0eftgp,G. Raspadori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465914205,837,67,1,1,6,7gnly6999wao1xarwct4p8fe9,1,27.2,65.1,2022-10-01T13:01:34.348Z,2022-10-01T20:00:06Z,3811601627,233,885,,,,,,,,,,,,,,,,,,,,,,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465914199,885,67,1,1,6,gi0l1habji5hpgar77dl5jqe,0,72.8,34.9,2022-10-01T13:01:34.349Z,2022-10-01T18:21:02Z,3811601667,233,837,,,,,,,,,,,,,,,,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481693,10,8,1,1,6,7gnly6999wao1xarwct4p8fe9,1,25.6,63.8,2022-10-01T13:01:34.363Z,2022-10-01T20:00:06Z,3811462225,178,,3810759715,384,,3809298017,56,Back,,,,,,,,,,,,,,,,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481695,26,43,1,1,7,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-10-01T13:01:35.219Z,2022-10-01T13:02:24Z,3809298021,140,70.9,3809298019,56,Center,3809298027,213,2.6,3809298025,212,6.5,3809298023,141,33.7,3809299757,144,1,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481701,11,49,1,1,8,7gnly6999wao1xarwct4p8fe9,1,34,63.3,2022-10-01T13:01:36.182Z,2022-10-01T17:53:39Z,,,,,,,,,,,,,,,,,,,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481721,12,1,1,1,8,7gnly6999wao1xarwct4p8fe9,1,34,63.3,2022-10-01T13:01:36.281Z,2022-10-01T17:53:41Z,3809298155,212,8.1,3809298153,141,60.9,3809298157,213,3.3,3809298149,56,Back,3811462777,178,,3809298151,140,26.4,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481749,13,1,1,1,10,7gnly6999wao1xarwct4p8fe9,1,26.4,60.9,2022-10-01T13:01:37.517Z,2022-10-01T17:53:45Z,3809298261,213,6.2,3809298259,212,8.2,3809298253,56,Back,3809298255,140,34.2,3811462909,178,,3809298257,141,60.5,,,,,,,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481753,14,4,1,1,12,7gnly6999wao1xarwct4p8fe9,1,34.8,59.6,2022-10-01T13:01:39.563Z,2022-10-01T17:53:50Z,3809298275,265,,3809298273,152,,3809298277,286,,3809298407,233,27,3809298271,56,Back,3809298269,13,,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481729,27,4,1,1,12,gi0l1habji5hpgar77dl5jqe,0,65.2,40.4,2022-10-01T13:01:39.564Z,2022-10-01T17:53:50Z,3809298391,13,,3809298195,56,Center,3811463121,389,,3809298395,265,,3809298393,152,,3809298397,285,,3809298439,233,14,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481855,15,1,1,1,29,7gnly6999wao1xarwct4p8fe9,1,31.3,58.4,2022-10-01T13:01:56.435Z,2022-10-01T17:53:57Z,3809298801,152,,3809298799,5,,3809298809,212,18.4,3809298811,213,4.4,3809298807,141,32.6,3809298803,56,Back,3811463605,178,,3809298805,140,26.1,22x1ucwwak58wi6r5x1j6ohk9,A. Buongiorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481861,16,1,1,1,32,7gnly6999wao1xarwct4p8fe9,1,26.1,32.6,2022-10-01T13:01:59.488Z,2022-10-01T17:53:59Z,3811463795,178,,3809298839,212,11.0,3809298841,213,5.8,3809298837,141,25.0,3809298835,140,35.3,3809298833,56,Back,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481883,17,1,1,1,33,7gnly6999wao1xarwct4p8fe9,1,35.3,25,2022-10-01T13:02:01.209Z,2022-10-01T17:54:02Z,3809298919,140,35.9,3809298921,141,2.0,3809298923,212,15.7,3811463987,178,,3809298925,213,4.8,3809298917,56,Back,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481903,18,1,1,1,35,7gnly6999wao1xarwct4p8fe9,1,35.9,2,2022-10-01T13:02:02.719Z,2022-10-01T17:54:05Z,3809299017,140,55.3,3809299015,56,Right,3809299023,213,0.4,3809299021,212,22.6,3811464235,178,,3809299019,141,16.3,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465915487,853,67,1,1,36,7gnly6999wao1xarwct4p8fe9,1,54.6,16.4,2022-10-01T13:02:03.936Z,2022-10-01T20:00:06Z,3811608665,233,886,,,,,,,,,,,,,,,,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465915477,886,67,1,1,36,gi0l1habji5hpgar77dl5jqe,0,45.4,83.6,2022-10-01T13:02:03.937Z,2022-10-01T18:22:21Z,3811608703,233,853,,,,,,,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481911,19,1,1,1,36,7gnly6999wao1xarwct4p8fe9,0,55.3,16.3,2022-10-01T13:02:03.983Z,2022-10-01T20:00:07Z,3809299053,212,12.5,3809299055,213,1.5,3809299049,140,55.6,3811464541,178,,3809299047,56,Center,3809299051,141,34.7,3809299045,168,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481901,28,49,1,1,38,gi0l1habji5hpgar77dl5jqe,1,43.8,62.3,2022-10-01T13:02:05.800Z,2022-10-01T17:54:12Z,,,,,,,,,,,,,,,,,,,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481925,29,1,1,1,39,gi0l1habji5hpgar77dl5jqe,1,44,56.7,2022-10-01T13:02:06.983Z,2022-10-01T17:54:18Z,3809299139,213,4.4,3809299131,56,Back,3809299133,140,38.9,3809299135,141,32.7,3811465341,178,,3809299137,212,17.2,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465481937,30,1,1,1,42,gi0l1habji5hpgar77dl5jqe,1,41.5,17.3,2022-10-01T13:02:10.352Z,2022-10-01T17:54:20Z,3809299191,56,Back,3811465517,178,,3809299199,213,5.2,3809299197,212,11.2,3809299193,140,46.5,3809299195,141,2.7,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
