id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/12/value,qualifier/13/value,assist,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2500991021,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-01-27T18:37:12.734Z,2023-01-27T19:43:18Z,3996938197,194,c9shobonlrg7guoyb3iwnwdsl,3996938187,30,"2luxnwcabb7msig7odfq5p5g5, ezpkmoz1z08da3o3g45m12lzp, b0e6d3zgwzbzysmt9b2ycvf56, d6sstsibcsfxporots5k9cicp, 6l046k4t48abc079efzg2oic5, blo3zmhar2mujyp9z7kjnsut, 7pg1pu4ptby6hi0rp29hv4jxl, 7j0c36u6kk97eur4virjoka8l, 240qnsj5nj6l6s3cc618691at, c9shobonlrg7guoyb3iwnwdsl, 3mqhkh4iz4kesvmqui3hupgmi, 68jk3onf54kl1mdfz8zuicvkl, 4u281v53ges3kimtgac0tidm2, 19gglji6ai70jiu7iqpkaxbyt, 53dvtfms2uxd500y87x5jf2eh, bhu3hiq2ln2cso48ndqe17bvt, rnahabpvj34tsl9q53gt2rit, drljavudmjvyj9mvyzq7gz2s5, 2zgjwhl5i4lya4hh7xed1jefp, d1e3dsz9lf7g69g2l6zfurpp1, a6lo3s66xv87llkhwveoq1vqh, 4b7yhrh526hzn4vj8bh395v8q, 3coml6cxqa86px9up8yy3oz1m",3996938193,130,4,3996938199,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3997129359,197,9006,3996938189,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996938195,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996938191,59,"13, 6, 3, 8, 15, 2, 18, 10, 99, 87, 29, 1, 5, 9, 11, 14, 16, 20, 22, 33, 41, 66, 98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991469,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-01-27T18:38:30.120Z,2023-01-27T19:45:33Z,3996940323,130,4,3996940317,30,"3nfxhugbxid6o0r92txslivh1, a9jc36ub52lh0jgq2ya56wyui, 90pjbz2aq8vz4qapqu1yt2ynd, 4x1tm440b5cshi5gxkx5k9m95, bkz9b4cqf8f970myv8r49f561, 8mlps3xgwbxa7svajxfk2exud, 6e4y15kfry8fzixh99zpala6t, d9sakxlp96siw0z1jltszdlgp, 46yp8iqh0qm7i75d98tfrsbxm, 9ik51limpi4f3blp1r60hb27d, 44f0q2ucrld1rwcwx63vgs7hl, e3o8o5b5sxbjd2s17w14rmga, 3iveuhunq47tg8lg0lm3d31sl, 5cjx2i2perp5vr62en4cyer1m, 6gjr3yxp34gj52xx8xfm9nt91, 44g3gj1lpougjwjpq9houab4l, 3ail949zww61xhkymcg66bca1, dd7i0ps16hldpriliccyvxct0, 9t753r5hnyq6qe5o7csuurw15, cntcffa67r95rbcf1154r92zu, 1oszv53od5pulbhx566ht984q, a6jwnrv86cly1ti085c9dnn6c, cv8wgka2bmkeqajg3eo9lb4k5, 40g1jre7l8d2efvx9961kyqga",3997132235,197,5190,3996940327,194,4x1tm440b5cshi5gxkx5k9m95,3996940319,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3996940321,59,"30, 17, 97, 42, 6, 93, 29, 32, 9, 28, 27, 84, 1, 7, 11, 13, 14, 16, 21, 22, 25, 31, 77, 83",3996940325,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3996940329,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031403,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-01-27T19:45:43.848Z,2023-01-28T04:59:39Z,3997137163,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031409,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-01-27T19:45:43.848Z,2023-01-27T19:45:47Z,3997137189,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031429,3,1,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,49.7,49.3,2023-01-27T19:45:43.925Z,2023-01-28T05:10:03Z,3997137305,141,56.5,3997137301,56,Back,3997137309,212,10.6,3997137317,279,S,3997137303,140,40.7,3997720981,178,,3997137313,213,2.7,,,,c9shobonlrg7guoyb3iwnwdsl,A. Candreva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031473,4,1,1,0,1,49rkyo4do8uwj06geomw0xr4i,1,39.9,54.6,2023-01-27T19:45:45.337Z,2023-01-28T05:10:20Z,3997137519,141,36.7,3997137521,212,17.5,3997721183,178,,3997137515,56,Back,3997137523,213,3.9,3997137517,140,27.9,,,,,,,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031529,5,1,1,0,4,49rkyo4do8uwj06geomw0xr4i,1,30.6,36.7,2023-01-27T19:45:48.523Z,2023-01-28T05:10:23Z,3997137827,213,0.7,3997721209,178,,3997137817,155,,3997137823,141,91.5,3997137829,1,,3997137825,212,58.5,3997137821,140,73.5,3997137819,56,Left,6l046k4t48abc079efzg2oic5,W. Troost-Ekong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031533,6,44,1,0,7,49rkyo4do8uwj06geomw0xr4i,1,70.4,90.4,2023-01-27T19:45:51.696Z,2023-01-28T06:50:25Z,3997137859,56,Left,3997137897,233,3,3997137861,286,,,,,,,,,,,,,,,,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031523,3,44,1,0,7,bi1fxjrncd0ram0oi7ja1jyuo,0,29.6,9.6,2023-01-27T19:45:51.697Z,2023-01-28T05:10:27Z,3997137909,233,6,3997137777,56,Back,3997137779,285,,,,,,,,,,,,,,,,,a9jc36ub52lh0jgq2ya56wyui,V. Gendrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031545,7,1,1,0,7,49rkyo4do8uwj06geomw0xr4i,1,73.5,91.5,2023-01-27T19:45:51.762Z,2023-01-28T06:50:25Z,3997137923,141,84.1,3997137919,56,Left,3997137917,168,,3997137927,213,5.6,3997721605,388,,3997137925,212,8.0,3997137921,140,79.4,3997137915,3,,240qnsj5nj6l6s3cc618691at,K. Piątek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031559,8,44,1,0,9,49rkyo4do8uwj06geomw0xr4i,1,75.2,86.3,2023-01-27T19:45:53.691Z,2023-01-28T06:50:26Z,3997137999,56,Left,3997138001,286,,3997138047,233,4,,,,,,,,,,,,,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031539,4,44,1,0,9,bi1fxjrncd0ram0oi7ja1jyuo,0,24.8,13.7,2023-01-27T19:45:53.692Z,2023-01-28T05:11:12Z,3997138017,233,8,3997137889,56,Back,3997137893,285,,,,,,,,,,,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501032207,29,1,1,0,9,49rkyo4do8uwj06geomw0xr4i,0,79.3,83.6,2023-01-27T19:45:53.726Z,2023-01-28T06:50:26Z,3997141683,3,,3997141697,213,4.1,3997141687,140,78.8,3997141693,212,1.0,3997141685,56,Left,3997721853,388,,3997141689,141,82.4,,,,7j0c36u6kk97eur4virjoka8l,T. Vilhena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031547,5,61,1,0,9,bi1fxjrncd0ram0oi7ja1jyuo,1,26.8,15.3,2023-01-27T19:45:53.798Z,2023-01-28T05:11:29Z,3997721945,388,,3997137931,56,Back,3997721943,15,,,,,,,,,,,,,,,,,6e4y15kfry8fzixh99zpala6t,A. Blin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031555,6,49,1,0,11,bi1fxjrncd0ram0oi7ja1jyuo,1,20.3,20.1,2023-01-27T19:45:54.915Z,2023-01-28T05:11:34Z,,,,,,,,,,,,,,,,,,,,,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031571,7,1,1,0,11,bi1fxjrncd0ram0oi7ja1jyuo,0,20.3,20.1,2023-01-27T19:45:54.932Z,2023-01-28T05:11:37Z,3997138067,56,Back,3997138073,212,15.0,3997138069,140,34.4,3997722023,178,,3997138071,141,23.6,3997138075,213,0.2,3997138065,155,,,,,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031579,9,44,1,0,13,49rkyo4do8uwj06geomw0xr4i,1,65.1,78.8,2023-01-27T19:45:57.224Z,2023-01-28T06:50:26Z,3997138113,286,,3997138111,56,Center,3997138129,233,8,,,,,,,,,,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031575,8,44,1,0,13,bi1fxjrncd0ram0oi7ja1jyuo,0,34.9,21.2,2023-01-27T19:45:57.225Z,2023-01-28T05:11:42Z,3997138097,285,,3997138095,56,Back,3997138179,233,9,,,,,,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031585,10,1,1,0,13,49rkyo4do8uwj06geomw0xr4i,0,64.6,81.2,2023-01-27T19:45:57.266Z,2023-01-28T06:50:27Z,3997138143,141,82.0,3997138139,56,Left,3997138147,213,0.4,3997722127,388,,3997138141,140,65.8,3997138145,212,1.4,3997138137,3,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031591,9,61,1,0,13,bi1fxjrncd0ram0oi7ja1jyuo,1,35.7,24.7,2023-01-27T19:45:57.370Z,2023-01-28T05:11:53Z,3997722177,388,,3997138185,56,Back,3997722175,15,,,,,,,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031597,10,1,1,0,15,bi1fxjrncd0ram0oi7ja1jyuo,0,31.7,18.5,2023-01-27T19:45:59.392Z,2023-01-28T05:12:01Z,3997138217,140,41.0,3997138223,213,0.9,3997138221,212,16.1,3997722273,178,,3997138219,141,37.3,3997138215,56,Back,,,,,,,9ik51limpi4f3blp1r60hb27d,R. Oudin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031673,11,4,1,0,19,49rkyo4do8uwj06geomw0xr4i,1,55.8,56.3,2023-01-27T19:46:03.036Z,2023-01-28T05:12:14Z,3997138637,295,,3997138645,233,11,3997138641,152,,3997138639,56,Center,3997138643,286,,3997138635,13,,,,,,,,7pg1pu4ptby6hi0rp29hv4jxl,L. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031641,11,4,1,0,19,bi1fxjrncd0ram0oi7ja1jyuo,0,44.2,43.7,2023-01-27T19:46:03.037Z,2023-01-28T05:12:13Z,3997138437,285,,3997138433,56,Back,3997722383,178,,3997138429,13,,3997138651,233,11,3997138435,152,,3997138431,295,,,,,d9sakxlp96siw0z1jltszdlgp,Y. Maleh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031727,12,1,1,0,29,49rkyo4do8uwj06geomw0xr4i,1,57.2,59.1,2023-01-27T19:46:13.203Z,2023-01-28T05:12:16Z,3997138951,213,3.1,3997138947,212,16.4,3997722401,178,,3997138939,140,41.6,3997138927,5,,3997138931,152,,3997138935,56,Back,3997138943,141,59.0,d6sstsibcsfxporots5k9cicp,E. Bohinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031743,13,1,1,0,32,49rkyo4do8uwj06geomw0xr4i,1,41.6,58.5,2023-01-27T19:46:16.285Z,2023-01-28T05:12:19Z,3997139047,140,38.5,3997139053,213,4.5,3997139049,141,34.9,3997722415,178,,3997139051,212,16.4,3997139045,56,Back,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031761,14,1,1,0,35,49rkyo4do8uwj06geomw0xr4i,1,37.8,39.5,2023-01-27T19:46:19.447Z,2023-01-28T05:12:22Z,3997722435,178,,3997139149,140,34.9,3997139153,212,16.2,3997139151,141,62.9,3997139155,213,1.8,3997139147,56,Back,,,,,,,6l046k4t48abc079efzg2oic5,W. Troost-Ekong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031783,15,1,1,0,38,49rkyo4do8uwj06geomw0xr4i,1,32.4,55.7,2023-01-27T19:46:22.040Z,2023-01-28T05:12:25Z,3997139287,212,20.8,3997722451,178,,3997139283,140,26.6,3997139289,213,4.4,3997139285,141,26.4,3997139281,56,Back,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501031803,16,1,1,0,41,49rkyo4do8uwj06geomw0xr4i,1,27.8,19.1,2023-01-27T19:46:25.080Z,2023-01-28T05:12:27Z,3997139407,56,Right,3997139413,212,30.7,3997139409,140,55.2,3997139415,213,5.9,3997139411,141,3.5,3997722467,178,,3997139405,155,,,,,6l046k4t48abc079efzg2oic5,W. Troost-Ekong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
