id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2519114869,1,34,16,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-03-12T13:02:28.419Z,2023-03-12T13:59:15Z,4092453249,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092453241,30,"b3hr4q25jvqr7565z5ydqylt5, 721e4tx2wrwb4kd9w80fcq19l, 4d17grk2qflzake218uz76uei, av8588qp8e5wz3s7cg1n2qgnp, erdqr6vrr5tlfypbks3og0dlh, thnje2i2s96fcbuscj57053p, 2qdgfxqyh0bjn3alkz97py8k5, 64z85woxiowxzod5e0g0x77x1, 91sgvwun5559mwe9bszj4xql1, bcqsti42fhzap385lnfe4auhh, 6ck9f1ppvl65nui0x71q80jx1, annamxplmbyakvo2akw63xxw5, 4vonqsqrzoyye4vs6n7dud2p5, 1muwnu7rq4feejspx7no203px, 61phh511ju65h6coren0pbkd1, 9noq0ogmqc2cwj3nowoadcdlh, ejmdm3h3oxr0fqubd5sbozq0a, 2zk88fh1e5js1g2jmfkrjmxka, 1b8uwkohkevu6ltjex0liklpl, duqiler25n63ksi0fxreo50mi, 18yip8wsirmu6s0idhvapnaad, rblijalj0qnu455jtjoi3pjo, 6jwy293owzzhldv4i9wxntjv9, ahrgnlsku8ghrj2qc0s6p1rhm",4092453253,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092453247,130,17,4092701051,197,11814,4092453245,59,"16, 19, 30, 5, 3, 55, 32, 12, 37, 84, 17, 2, 7, 8, 9, 10, 11, 22, 26, 28, 77, 80, 89, 91",4092453251,194,2qdgfxqyh0bjn3alkz97py8k5,4092453243,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519121163,1,34,16,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-03-12T13:08:07.413Z,2023-03-12T13:56:00Z,4092484589,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092484581,59,"1, 5, 8, 42, 23, 27, 61, 33, 38, 30, 7, 2, 3, 4, 19, 22, 24, 25, 28, 29, 32, 34, 80",4092484573,30,"c7fky0h6gi7wmibnv2tzf6mz9, 68etig279gs3btjb7fv6rvfth, bo98qzo4gu0npm4pewc25ovyt, 8o8o4rxbdhv002pj0q21l0f84, m7fe173js8on94ag3htziy8l, 3tuxipzf6pqvga0a12422gatx, 9sjt5rv156hr2llfu241r6cph, g64b8x11ndowv2zj29r9i311, 83kdacraf2mcnbg038ld68ne2, 448dubo3a0ty03v6ajxpw2k2c, c39nv7jn5c3qzglosgzigif2t, 5uro3xukpb1lsnwepj06lgzit, 7uf7y7xa6hy3gieetcte3td2i, 9l2tdbf7p325xez7wz7wzxzh1, dp1y9x5r6z1q120hj3sgyhxat, co1vwppy1870xm5iymj3wmp5h, 20f5apcbciifqyln8hp3cziwa, 6mybntbgl188coqd2dl6ulhm2, kc4qkj63uqu3wnkydxtvmwh5, 2q0bx5wsc6b68vpps79hosnah, 5054kfjkrimomrhilbe5j3xbe, c2ezyc2fftje7rcm5ybbuytp1, 498kxii7w64hmki575xdur28k",4092693851,197,16329,4092484593,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092484575,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4092484585,130,17,4092484591,194,68etig279gs3btjb7fv6rvfth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164435,2,32,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-03-12T14:01:08.278Z,2023-03-12T14:01:10Z,4092706863,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164423,2,32,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2023-03-12T14:01:08.278Z,2023-03-12T21:43:08Z,4092706819,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164489,3,1,1,0,0,ap6blbxhq9elm62vw6tutzlwg,1,50.3,49.9,2023-03-12T14:01:08.281Z,2023-03-12T23:19:40Z,4092707077,213,2.9,4092707073,141,55.8,4092707075,212,18.0,4092707069,56,Back,4092707071,140,33.6,4092707079,279,S,4094962813,178,,,,,c39nv7jn5c3qzglosgzigif2t,S. Verdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164531,4,1,1,0,2,ap6blbxhq9elm62vw6tutzlwg,1,33.6,55.8,2023-03-12T14:01:10.942Z,2023-03-12T23:19:44Z,4092707265,141,31.1,4092707263,140,35.0,4092707267,212,16.9,4092707269,213,4.8,4094963137,178,,4092707261,56,Back,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164559,5,1,1,0,4,ap6blbxhq9elm62vw6tutzlwg,1,35,31.3,2023-03-12T14:01:13.202Z,2023-03-12T23:19:48Z,4092707387,56,Back,4092707391,141,53.1,4092707389,140,33.4,4092707393,212,14.9,4094963255,178,,4092707395,213,1.7,,,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164655,6,1,1,0,7,ap6blbxhq9elm62vw6tutzlwg,1,33.4,53.1,2023-03-12T14:01:15.943Z,2023-03-12T23:19:51Z,4092707835,56,Back,4092707843,213,1.3,4094963309,178,,4092707837,140,39.8,4092707839,141,84.0,4092707841,212,22.1,,,,,,,m7fe173js8on94ag3htziy8l,G. Magnani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164685,7,1,1,0,11,ap6blbxhq9elm62vw6tutzlwg,1,41.6,84,2023-03-12T14:01:20.046Z,2023-03-12T23:19:56Z,4092707999,213,0.4,4092707985,56,Left,4094963393,178,,4092707993,141,94.4,4092707989,140,57.1,4092707997,212,17.7,,,,,,,8o8o4rxbdhv002pj0q21l0f84,D. Coppola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519164709,8,1,1,0,12,ap6blbxhq9elm62vw6tutzlwg,1,57.1,94.4,2023-03-12T14:01:20.984Z,2023-03-12T23:19:59Z,4092708131,140,66.3,4092708129,56,Left,4094963435,178,,4092708133,141,79.5,4092708135,212,14.0,4092708137,213,5.5,,,,,,,bo98qzo4gu0npm4pewc25ovyt,D. Lazović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
