id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/17/value,qualifier/12/value,assist,qualifier/15/value
2537851595,9,1,1,0,21,3vo5mpj7catp66nrwwqiuhuup,1,41.9,95.9,2023-04-23T10:30:56.485Z,2023-04-23T22:20:55Z,4212714007,141,83.8,4212714003,56,Back,4212714009,212,16.0,4215947281,178,,4212714011,213,3.7,4212714005,140,28.8,,,,,,,9qow77e16pvlb3860yjpydryt,R. Gosens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851663,10,1,1,0,25,3vo5mpj7catp66nrwwqiuhuup,1,27.2,72,2023-04-23T10:30:59.829Z,2023-04-23T22:20:58Z,4215947383,178,,4212714357,141,51.0,4212714353,56,Back,4212714359,212,24.8,4212714361,213,3.8,4212714355,140,7.9,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851703,11,1,1,0,32,3vo5mpj7catp66nrwwqiuhuup,1,16.4,44.2,2023-04-23T10:31:07.069Z,2023-04-23T22:21:02Z,4212714531,141,12.5,4212714533,212,22.1,4212714535,213,4.9,4212714527,56,Back,4212714529,140,21.1,4215947517,178,,,,,,,,c9lu69xk59a75bnpzgalh1kut,S. Handanovič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851715,12,1,1,0,35,3vo5mpj7catp66nrwwqiuhuup,1,22.7,24.3,2023-04-23T10:31:10.472Z,2023-04-23T22:21:05Z,4212714641,56,Back,4215947615,178,,4212714647,212,17.8,4212714643,140,23.7,4212714649,213,1.5,4212714645,141,50.4,,,,,,,6zcok1vbaitp91a9nrac20t05,D. D'Ambrosio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851735,13,1,1,0,39,3vo5mpj7catp66nrwwqiuhuup,1,25,46.4,2023-04-23T10:31:14.117Z,2023-04-23T22:21:16Z,4212714735,56,Back,4212714737,140,25.6,4212714741,212,22.4,4212714739,141,13.4,4212714743,213,4.7,4215948023,178,,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851755,14,1,1,0,41,3vo5mpj7catp66nrwwqiuhuup,1,27.3,11.4,2023-04-23T10:31:16.663Z,2023-04-23T22:21:20Z,4215948221,178,,4212714829,140,35.8,4212714827,56,Back,4212714835,213,5.8,4212714831,141,3.7,4212714833,212,10.3,,,,,,,6zcok1vbaitp91a9nrac20t05,D. D'Ambrosio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851791,15,1,1,0,43,3vo5mpj7catp66nrwwqiuhuup,1,32,6.1,2023-04-23T10:31:18.781Z,2023-04-23T22:21:24Z,4215948343,178,,4212715005,56,Back,4212715007,140,19.4,4212715009,141,26.8,4212715013,213,2.3,4212715011,212,19.3,,,,,,,aripnzu9yo2wlr8ud93ufdhih,R. Bellanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851809,16,1,1,0,47,3vo5mpj7catp66nrwwqiuhuup,1,18.7,43.7,2023-04-23T10:31:22.275Z,2023-04-23T22:21:27Z,4212715095,56,Back,4212715101,212,22.0,4212715099,141,75.3,4215948409,178,,4212715097,140,14.4,4212715103,213,1.8,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851829,17,1,1,0,49,3vo5mpj7catp66nrwwqiuhuup,1,14.4,75.3,2023-04-23T10:31:24.173Z,2023-04-23T22:21:30Z,4212715193,56,Back,4212715197,141,64.8,4212715203,213,5.6,4212715201,212,10.9,4215948509,178,,4212715195,140,22.2,,,,,,,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851859,18,1,1,0,51,3vo5mpj7catp66nrwwqiuhuup,1,22.1,73.8,2023-04-23T10:31:26.237Z,2023-04-23T22:21:35Z,4212715345,56,Back,4215948899,178,,4212715351,212,17.8,4212715353,213,1.1,4212715349,141,96.8,4212715347,140,30.2,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851905,19,1,1,0,54,3vo5mpj7catp66nrwwqiuhuup,1,31.6,96.5,2023-04-23T10:31:29.076Z,2023-04-23T22:21:39Z,4212715585,212,49.8,4212715579,56,Center,4212715577,155,,4212715581,140,77.1,4215948977,178,,4212715587,213,6.0,4212715583,141,76.0,4212715589,1,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851911,3,45,1,0,59,8le3orkfz6iix3jns6g9ojqjg,0,22.2,23.3,2023-04-23T10:31:33.945Z,2023-04-23T22:21:44Z,4212715609,285,,4212715607,56,Back,4212715673,233,20,,,,,,,,,,,,,,,,cnk07o3823zl5gd7qr2bdks7p,S. Luperto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851923,20,3,1,0,59,3vo5mpj7catp66nrwwqiuhuup,1,77.8,76.7,2023-04-23T10:31:33.945Z,2023-04-23T22:21:44Z,4212715655,56,Center,4215949155,178,,4215245117,465,,4212715659,233,3,4212715657,286,,,,,,,,,,,8qgbxff7xlg0zjtyees7ljljp,R. Lukaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851951,21,1,1,1,1,3vo5mpj7catp66nrwwqiuhuup,0,90.8,83.3,2023-04-23T10:31:36.350Z,2023-04-23T22:21:49Z,4212715825,141,41.6,4212715819,155,,4212715817,2,,4212715823,140,93.8,4215245379,72,,4215245377,224,,4212715829,213,4.8,4212715827,212,28.5,8qgbxff7xlg0zjtyees7ljljp,R. Lukaku,4215949421,178,4212715821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851973,4,12,1,1,3,8le3orkfz6iix3jns6g9ojqjg,1,6.2,58.5,2023-04-23T10:31:37.855Z,2023-04-23T22:21:56Z,4212715917,141,78.5,4212715913,56,Back,4212715919,212,13.6,4212715915,140,7.0,4215949639,389,,4212715921,213,1.5,,,,,,,8dgh4fzut8khpt32d6dsrljsa,F. Parisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537851975,22,1,1,1,5,3vo5mpj7catp66nrwwqiuhuup,0,98.2,24.4,2023-04-23T10:31:40.009Z,2023-04-23T22:22:02Z,4212715931,141,43.6,4212715933,212,15.2,4212715927,56,Center,4212715935,213,2.1,4212715929,140,90.8,4215949953,178,,4212716043,195,,,,,aripnzu9yo2wlr8ud93ufdhih,R. Bellanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852429,5,12,1,1,6,8le3orkfz6iix3jns6g9ojqjg,1,8.6,55.4,2023-04-23T10:31:41.038Z,2023-04-23T22:22:06Z,4215950067,178,,4212718295,140,38.2,4212718301,213,0.7,4212718299,212,41.7,4212718293,56,Back,4212718297,141,96.3,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852041,23,1,1,1,9,3vo5mpj7catp66nrwwqiuhuup,1,65.5,6.8,2023-04-23T10:31:43.990Z,2023-04-23T22:22:14Z,4212716301,56,Right,4215950413,178,,4212716307,212,7.5,4212716309,213,5.9,4212716303,140,72.2,4212716305,141,3.1,,,,,,,6zcok1vbaitp91a9nrac20t05,D. D'Ambrosio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852047,24,1,1,1,13,3vo5mpj7catp66nrwwqiuhuup,1,72.1,3.1,2023-04-23T10:31:48.114Z,2023-04-23T22:22:29Z,4212716367,212,1.7,4212716369,213,1.3,4212716363,140,72.5,4212716361,56,Right,4215950941,178,,4212716365,141,5.5,,,,,,,ci37qg2uu0z3nppxvn0z9034l,R. Gagliardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852053,25,1,1,1,14,3vo5mpj7catp66nrwwqiuhuup,1,72.5,5.5,2023-04-23T10:31:49.476Z,2023-04-23T22:22:34Z,4212716391,56,Right,4215951187,178,,4212716395,141,2.3,4212716397,212,3.4,4212716399,213,3.8,4212716393,140,70.0,,,,,,,aripnzu9yo2wlr8ud93ufdhih,R. Bellanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852065,26,1,1,1,15,3vo5mpj7catp66nrwwqiuhuup,1,70.4,2.9,2023-04-23T10:31:50.401Z,2023-04-23T22:22:40Z,4212716471,56,Right,4215951451,178,,4212716473,140,73.8,4212716479,213,1.2,4212716477,212,8.9,4212716475,141,14.9,,,,,,,ci37qg2uu0z3nppxvn0z9034l,R. Gagliardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852093,27,1,1,1,17,3vo5mpj7catp66nrwwqiuhuup,1,72.8,13.5,2023-04-23T10:31:52.183Z,2023-04-23T22:22:44Z,4212716605,56,Right,4215951641,178,,4212716613,213,4.3,4212716609,141,5.6,4212716607,140,70.8,4212716611,212,5.8,,,,,,,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852115,28,1,1,1,19,3vo5mpj7catp66nrwwqiuhuup,1,72.2,6.2,2023-04-23T10:31:54.256Z,2023-04-23T22:22:49Z,4212716695,141,2.6,4215951813,178,,4212716691,56,Right,4212716693,140,78.7,4212716699,213,5.9,4212716697,212,7.3,,,,,,,ci37qg2uu0z3nppxvn0z9034l,R. Gagliardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852145,29,1,1,1,22,3vo5mpj7catp66nrwwqiuhuup,1,73,7.4,2023-04-23T10:31:57.269Z,2023-04-23T22:22:55Z,4212716835,56,Right,4215952009,178,,4212716843,213,2.6,4212716841,212,14.0,4212716839,141,17.9,4212716837,140,61.5,,,,,,,6zcok1vbaitp91a9nrac20t05,D. D'Ambrosio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852181,30,1,1,1,24,3vo5mpj7catp66nrwwqiuhuup,1,61.5,24.9,2023-04-23T10:31:59.676Z,2023-04-23T22:22:59Z,4212717005,141,44.3,4215952127,178,,4212717009,213,2.0,4212717003,140,55.6,4212717007,212,14.6,4212717001,56,Center,,,,,,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852221,31,1,1,1,29,3vo5mpj7catp66nrwwqiuhuup,1,57.2,49.6,2023-04-23T10:32:04.413Z,2023-04-23T22:23:02Z,4212717223,141,3.8,4212717229,1,,4212717227,213,5.2,4212717221,140,71.6,4215952231,178,,4212717219,56,Right,4212717217,155,,4212717225,212,34.6,by2gxuixij1eciu56k8mb3cgl,S. de Vrij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852259,32,1,1,1,33,3vo5mpj7catp66nrwwqiuhuup,1,72.4,15.2,2023-04-23T10:32:08.778Z,2023-04-23T22:23:08Z,4212717433,212,6.6,4215952459,178,,4212717431,141,24.6,4212717429,140,74.0,4212717427,56,Center,4212717435,213,1.3,,,,,,,aripnzu9yo2wlr8ud93ufdhih,R. Bellanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852265,33,1,1,1,39,3vo5mpj7catp66nrwwqiuhuup,1,84.8,18.2,2023-04-23T10:32:14.036Z,2023-04-23T22:23:12Z,4212717481,213,3.0,4212717477,141,19.5,4215952595,178,,4212717479,212,4.8,4212717465,56,Right,4212717471,140,80.3,,,,,,,6d7rip50yu2j7vyk76zokeehh,J. Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852279,34,1,1,1,40,3vo5mpj7catp66nrwwqiuhuup,1,81.2,17.9,2023-04-23T10:32:15.497Z,2023-04-23T22:23:19Z,4212717541,212,10.0,4212717539,141,4.1,4212717537,140,84.4,4212717543,213,5.1,4212717535,56,Right,4215952869,178,,,,,,,,aripnzu9yo2wlr8ud93ufdhih,R. Bellanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852327,35,1,1,1,41,3vo5mpj7catp66nrwwqiuhuup,1,84.5,5.2,2023-04-23T10:32:16.192Z,2023-04-23T22:23:24Z,4212717743,141,9.8,4212717747,213,2.9,4212717739,56,Right,4212717741,140,72.7,4215953093,178,,4212717745,212,12.8,,,,,,,6zcok1vbaitp91a9nrac20t05,D. D'Ambrosio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852369,36,1,1,1,44,3vo5mpj7catp66nrwwqiuhuup,1,74.9,11.7,2023-04-23T10:32:19.523Z,2023-04-23T22:23:31Z,4212717971,141,3.2,4215953371,178,,4212717973,212,7.4,4212717975,213,5.4,4212717969,140,79.3,4212717967,56,Right,,,,,,,ci37qg2uu0z3nppxvn0z9034l,R. Gagliardini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852379,37,1,1,1,49,3vo5mpj7catp66nrwwqiuhuup,1,79.2,7.6,2023-04-23T10:32:24.189Z,2023-04-23T22:23:38Z,4212718031,213,3.4,4212718025,140,68.6,4212718027,141,3.1,4215953677,178,,4212718029,212,11.5,4212718023,56,Right,,,,,,,aripnzu9yo2wlr8ud93ufdhih,R. Bellanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852465,38,1,1,1,51,3vo5mpj7catp66nrwwqiuhuup,1,67.5,6.1,2023-04-23T10:32:26.729Z,2023-04-23T22:23:46Z,4212718465,140,63.5,4212718471,213,1.9,4215954105,178,,4212718467,141,25.9,4212718463,56,Center,4212718469,212,14.1,,,,,,,6zcok1vbaitp91a9nrac20t05,D. D'Ambrosio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852607,42,1,1,1,54,3vo5mpj7catp66nrwwqiuhuup,1,58.4,27.3,2023-04-23T10:32:29.622Z,2023-04-24T01:30:52Z,4212719217,141,61.2,4212719219,212,36.4,4212818673,152,,4212719211,155,,4215954259,178,,4212719223,1,,4212719213,56,Center,4212818671,5,,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,4212728279,154,4212719221,213,0.7,1,4212728277,210,15,4212719215,140,85.2,,,,,,,,,,,,,,,,,,,,
2537852469,39,44,1,1,56,3vo5mpj7catp66nrwwqiuhuup,1,85.5,56.8,2023-04-23T10:32:31.652Z,2023-04-24T01:30:52Z,4212718503,286,,4212718501,56,Center,4212718529,233,6,,,,,,,,,,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852433,6,44,1,1,56,8le3orkfz6iix3jns6g9ojqjg,0,14.5,43.2,2023-04-23T10:32:31.653Z,2023-04-23T22:23:58Z,4212718315,56,Back,4212718317,285,,4212718551,233,39,,,,,,,,,,,,,,,,54mmovmx3osoxgbloe9rzmx9l,A. Ismajli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852481,40,15,1,1,56,3vo5mpj7catp66nrwwqiuhuup,1,86.2,59.7,2023-04-23T10:32:31.695Z,2023-04-24T01:30:53Z,4212728289,78,,4212728301,103,19,4212728309,147,58.7,4212728293,154,,4212728055,328,,4212728291,29,,4212728299,102,50.3,4212728295,55,42,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,4212718559,56,4212728313,230,98.2,,4212728059,233,7,4212728057,82,,Center,4212728051,15,4212727819,22,4212728317,231,51.1,4212727823,17,4212728305,146,87.7,4215954719,388,,,,,
2537852485,7,10,1,1,56,8le3orkfz6iix3jns6g9ojqjg,1,15.4,46,2023-04-23T10:32:31.727Z,2023-04-23T22:24:08Z,4215954981,15,,4212718591,56,Back,4215954979,388,,4212727629,94,,4212728069,233,40,,,,,,,,,,54mmovmx3osoxgbloe9rzmx9l,A. Ismajli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852537,8,6,1,1,58,8le3orkfz6iix3jns6g9ojqjg,0,14.1,43,2023-04-23T10:32:33.756Z,2023-04-23T22:24:12Z,4212718875,73,,4212718873,56,Back,4212718915,233,41,,,,,,,,,,,,,,,,54mmovmx3osoxgbloe9rzmx9l,A. Ismajli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852501,41,6,1,1,58,3vo5mpj7catp66nrwwqiuhuup,1,85.9,57,2023-04-23T10:32:33.756Z,2023-04-23T22:24:12Z,4212718903,233,8,4212718675,73,,4212718673,56,Center,,,,,,,,,,,,,,,,ujb2hkujcnwnyrbsgk3ilmtx,F. Acerbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537852987,43,1,1,2,53,3vo5mpj7catp66nrwwqiuhuup,1,99.8,99.5,2023-04-23T10:33:27.901Z,2023-04-23T22:24:17Z,4212721303,213,4.5,4215250155,20,,4212721297,140,95.4,4212721299,141,60.8,4215955303,178,,4212721291,155,,4212721301,212,26.7,4212721295,56,Center,botfgp0oq4wqlwtcs9m90kded,H. Çalhanoğlu,4212721287,2,4212721289,6,,,4212721293,223,,,,,,,,,,,,,,,,,,,,,,,,
2537865325,267,1,1,2,54,3vo5mpj7catp66nrwwqiuhuup,1,95.7,61.4,2023-04-23T10:33:28.818Z,2023-04-23T22:24:38Z,4212787601,141,47.0,4212788043,154,,4212788041,210,15,4212787603,212,13.7,4215955897,178,,4212787605,213,3.9,4212787599,140,86.6,4212787597,56,Center,6d7rip50yu2j7vyk76zokeehh,J. Correa,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2537853025,44,15,1,2,55,3vo5mpj7catp66nrwwqiuhuup,1,87.1,46.9,2023-04-23T10:33:30.553Z,2023-04-23T22:24:38Z,4212788051,55,267,4212722197,103,19,4212722199,328,,4212722205,147,47.8,4212721513,17,,4212722193,78,,4212721869,82,,4212721905,233,9,3ddsnnhxo0mem95lcph71ix1x,M. Brozović,4212722207,230,4212722209,231,49.1,,4215956211,178,,4212722195,102,49.4,97.6,4212721863,72,4212721515,56,4212721859,25,,4212788049,154,4212788047,29,,4212722203,146,Center,91.9,,,
