id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/14/value,assist
2451039021,7,1,1,0,8,dxq76zcvnokq07cszdx0i6kve,0,66.7,43.9,2022-08-26T16:32:42.394Z,2022-08-27T00:49:04Z,3732516203,141,37.0,3732516207,213,4.6,3733570703,178,,3732516205,212,4.7,3732516201,140,66.1,3732516199,56,Center,,,,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451060713,394,44,1,0,9,67z1gqyiuzpmmb15q5fy7ntc4,1,32.6,68.2,2022-08-26T16:32:43.316Z,2022-08-27T04:23:56Z,3732626633,285,,3732626635,233,37,3732626631,56,Back,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451040927,37,44,1,0,9,dxq76zcvnokq07cszdx0i6kve,0,67.4,31.8,2022-08-26T16:32:43.317Z,2022-08-27T00:49:29Z,3732626639,233,394,3732525645,56,Center,3732525647,286,,,,,,,,,,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451244005,871,43,1,0,9,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-08-26T16:32:43.384Z,2022-08-27T01:22:31Z,3733624491,388,0,3733624493,15,0,3733624833,144,82,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451062827,395,49,1,0,9,67z1gqyiuzpmmb15q5fy7ntc4,1,33.1,62.7,2022-08-26T16:32:43.390Z,2022-08-27T01:22:55Z,,,,,,,,,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451270947,1590,43,1,0,9,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-08-26T16:32:43.407Z,2022-08-27T04:21:54Z,3733780351,144,82,3733780311,178,0,,,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451062885,396,1,1,0,10,67z1gqyiuzpmmb15q5fy7ntc4,1,34.9,60.9,2022-08-26T16:32:44.745Z,2022-08-27T00:49:37Z,3732639555,141,50.9,3732639551,56,Back,3732639559,213,5.0,3732639557,212,7.1,3733571295,178,,3732639553,140,36.9,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039051,5,43,1,0,11,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-08-26T16:32:45.975Z,2022-08-26T17:29:37Z,3732516331,56,Back,3732638943,144,61,,,,,,,,,,,,,,,,,,,9noq0ogmqc2cwj3nowoadcdlh,M. Valoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039055,6,43,1,0,11,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-08-26T16:32:46.118Z,2022-08-26T17:29:38Z,3732638969,144,61,3732516337,56,Back,,,,,,,,,,,,,,,,,,,9noq0ogmqc2cwj3nowoadcdlh,M. Valoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039069,7,43,1,0,13,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-08-26T16:32:47.734Z,2022-08-26T17:29:39Z,3732638989,144,49,,,,,,,,,,,,,,,,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039129,8,1,1,0,13,67z1gqyiuzpmmb15q5fy7ntc4,1,39.6,29.3,2022-08-26T16:32:48.138Z,2022-08-27T00:49:58Z,3732516605,212,11.0,3732516601,140,42.0,3732516607,213,4.9,3732516603,141,13.6,3732516599,56,Back,3733571725,178,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039153,9,1,1,0,18,67z1gqyiuzpmmb15q5fy7ntc4,1,39.9,17.2,2022-08-26T16:32:53.276Z,2022-08-27T00:50:05Z,3732516727,213,5.1,3732516719,141,5.3,3732516715,140,43.0,3733571827,178,,3732516709,56,Back,3732516723,212,8.7,,,,,,,duqiler25n63ksi0fxreo50mi,A. Colpani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039171,10,1,1,0,21,67z1gqyiuzpmmb15q5fy7ntc4,1,37.9,7.6,2022-08-26T16:32:55.868Z,2022-08-27T00:50:18Z,3732516825,140,24.7,3732516831,213,2.5,3732516829,212,17.8,3732516827,141,24.1,3733571951,178,,3732516823,56,Back,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039189,11,1,1,0,22,67z1gqyiuzpmmb15q5fy7ntc4,1,24.7,24.1,2022-08-26T16:32:57.195Z,2022-08-27T00:50:25Z,3732516925,141,20.9,3732516921,56,Back,3733572069,178,,3732516923,140,33.0,3732516927,212,9.0,3732516929,213,6.0,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039207,12,1,1,0,24,67z1gqyiuzpmmb15q5fy7ntc4,1,33,20.9,2022-08-26T16:32:59.237Z,2022-08-27T00:50:32Z,3732517049,140,40.0,3733572203,178,,3732517047,56,Back,3732517053,212,12.6,3732517055,213,5.3,3732517051,141,5.9,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039229,13,1,1,0,27,67z1gqyiuzpmmb15q5fy7ntc4,1,40,5.9,2022-08-26T16:33:01.308Z,2022-08-27T00:50:47Z,3733572491,178,,3732517173,213,2.3,3732517169,141,35.0,3732517171,212,26.8,3732517167,140,22.8,3732517165,56,Back,,,,,,,duqiler25n63ksi0fxreo50mi,A. Colpani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039247,14,1,1,0,30,67z1gqyiuzpmmb15q5fy7ntc4,1,22.8,35,2022-08-26T16:33:04.287Z,2022-08-27T00:50:54Z,3732517243,56,Back,3732517251,212,23.0,3733572651,178,,3732517253,213,1.3,3732517247,140,29.0,3732517249,141,67.4,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039303,15,1,1,0,33,67z1gqyiuzpmmb15q5fy7ntc4,1,28.3,60.2,2022-08-26T16:33:07.441Z,2022-08-27T00:51:00Z,3732517535,56,Back,3732517537,140,24.3,3732517539,141,28.4,3732517543,213,4.5,3732517541,212,22.0,3733572835,178,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039321,16,1,1,0,42,67z1gqyiuzpmmb15q5fy7ntc4,1,35.2,25.3,2022-08-26T16:33:16.719Z,2022-08-27T00:51:05Z,3732517641,213,0.1,3732517635,140,64.5,3732517633,56,Center,3732517637,141,28.9,3733572993,178,,3732517639,212,30.9,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039333,17,1,1,0,43,67z1gqyiuzpmmb15q5fy7ntc4,1,64.5,28.9,2022-08-26T16:33:18.188Z,2022-08-27T00:51:12Z,3732517717,212,11.0,3733573155,178,,3732517731,156,,3732517711,140,60.5,3732517715,141,13.9,3732517721,213,4.3,3732517709,56,Right,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039365,18,1,1,0,47,67z1gqyiuzpmmb15q5fy7ntc4,1,60.8,14.2,2022-08-26T16:33:21.544Z,2022-08-27T00:51:32Z,3733573747,178,,3732517951,212,9.1,3732517945,56,Right,3732517953,213,5.7,3732517949,141,6.8,3732517947,140,68.0,,,,,,,duqiler25n63ksi0fxreo50mi,A. Colpani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039369,19,1,1,0,49,67z1gqyiuzpmmb15q5fy7ntc4,1,68,6.8,2022-08-26T16:33:24.245Z,2022-08-27T00:51:42Z,3732517973,140,53.8,3732517977,212,15.2,3733573895,178,,3732517979,213,3.0,3732517971,56,Right,3732517975,141,10.9,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039383,20,1,1,0,52,67z1gqyiuzpmmb15q5fy7ntc4,1,53.8,10.9,2022-08-26T16:33:27.277Z,2022-08-27T00:51:48Z,3732518051,213,1.0,3732518047,141,37.7,3732518043,56,Center,3732518049,212,21.7,3733573967,178,,3732518045,140,65.0,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039395,21,1,1,0,53,67z1gqyiuzpmmb15q5fy7ntc4,1,63.8,37.7,2022-08-26T16:33:28.062Z,2022-08-27T00:51:56Z,3733574103,178,,3732518105,213,3.1,3732518101,141,39.0,3732518097,56,Center,3732518099,140,51.7,3732518103,212,12.7,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039397,22,1,1,0,55,67z1gqyiuzpmmb15q5fy7ntc4,1,51.1,38.4,2022-08-26T16:33:30.105Z,2022-08-27T00:52:04Z,3733574325,178,,3732518115,212,12.9,3732518111,140,53.7,3732518117,213,4.9,3732518113,141,19.9,3732518109,56,Right,,,,,,,aqihfinmho5z4o2r2umpddsyd,L. Marrone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039405,23,1,1,0,56,67z1gqyiuzpmmb15q5fy7ntc4,1,54.5,19.3,2022-08-26T16:33:31.127Z,2022-08-27T00:52:11Z,3732518155,140,58.7,3732518159,212,9.3,3732518157,141,31.3,3733574423,178,,3732518161,213,1.1,3732518153,56,Center,,,,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039413,24,1,1,0,57,67z1gqyiuzpmmb15q5fy7ntc4,1,58.7,31.3,2022-08-26T16:33:31.919Z,2022-08-27T00:52:17Z,3733574579,178,,3732518205,56,Right,3732518213,212,12.7,3732518209,140,65.1,3732518211,141,15.4,3732518215,213,5.3,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039427,25,1,1,0,59,67z1gqyiuzpmmb15q5fy7ntc4,1,65.4,12.8,2022-08-26T16:33:34.061Z,2022-08-27T00:52:23Z,3732518259,213,6.0,3732518257,212,20.5,3732518255,141,4.7,3732518251,56,Right,3733574615,178,,3732518253,140,84.2,,,,,,,duqiler25n63ksi0fxreo50mi,A. Colpani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039443,26,1,1,1,2,67z1gqyiuzpmmb15q5fy7ntc4,1,85.1,4.7,2022-08-26T16:33:36.587Z,2022-08-27T00:52:34Z,3733574635,178,,3732518827,210,15,3732518343,56,Center,3732518339,2,,3732518347,141,31.4,3733393143,224,,3732518829,154,,3733393145,20,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,1,3732518351,213,1.5,3732518345,140,86.6,3732518349,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039475,27,15,1,1,4,67z1gqyiuzpmmb15q5fy7ntc4,1,96.4,35.2,2022-08-26T16:33:38.921Z,2022-08-27T00:52:34Z,3732519093,233,8,3732518867,147,44.2,3732518851,29,,3732518511,62,,3732518865,146,98.8,3732518509,22,,3732518513,56,Center,3733574687,178,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,3732518855,154,,3732518863,103,19.0,3732518861,102,47.4,3732518641,20,3732518857,55,26,3733393339,80,,,,,,,,,,,,,,,,,,,,,
2451039453,8,10,1,1,4,dxq76zcvnokq07cszdx0i6kve,1,0.9,54.8,2022-08-26T16:33:39.251Z,2022-08-27T00:52:42Z,3732518409,173,,3732518413,182,,3732519111,233,27,3732519017,180,,3732518415,56,Back,3733393399,377,,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039461,9,6,1,1,5,dxq76zcvnokq07cszdx0i6kve,0,2.2,59.8,2022-08-26T16:33:39.465Z,2022-08-27T00:52:46Z,3732518441,73,,3732518439,56,Back,3732519061,233,28,,,,,,,,,,,,,,,,93237ztqyi3r4hu3rmgzrgudx,M. Silvestri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039557,28,6,1,1,5,67z1gqyiuzpmmb15q5fy7ntc4,1,97.8,40.2,2022-08-26T16:33:39.465Z,2022-08-27T00:52:46Z,3732518941,75,,3732518939,56,Center,3732519037,233,9,,,,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039665,29,1,1,1,30,67z1gqyiuzpmmb15q5fy7ntc4,0,99.5,0.5,2022-08-26T16:34:04.626Z,2022-08-27T00:52:57Z,3732519499,56,Center,3733574899,178,,3732519495,224,,3732519491,6,,3732519509,212,26.7,3732519493,155,,3732519489,2,,3732519513,213,1.9,64z85woxiowxzod5e0g0x77x1,S. Sensi,,3732519501,140,91.5,3732519505,141,37.7,3733393411,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039673,10,12,1,1,31,dxq76zcvnokq07cszdx0i6kve,1,5.9,53.3,2022-08-26T16:34:05.763Z,2022-08-27T00:53:14Z,3732519531,212,5.4,3732519525,56,Back,3732519527,140,10.2,3732519533,213,5.7,3732519529,141,49.0,3733575205,388,,,,,,,,60no437awq8i5th7nlffh3dn9,J. Makengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039675,11,61,1,1,31,dxq76zcvnokq07cszdx0i6kve,1,9.5,52.6,2022-08-26T16:34:06.102Z,2022-08-27T00:53:31Z,3733575503,21,,3732519543,56,Back,3733575505,178,,,,,,,,,,,,,,,,,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039689,12,49,1,1,33,dxq76zcvnokq07cszdx0i6kve,1,19.8,61.5,2022-08-26T16:34:07.970Z,2022-08-27T00:53:38Z,,,,,,,,,,,,,,,,,,,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039709,13,1,1,1,33,dxq76zcvnokq07cszdx0i6kve,1,19.8,61.5,2022-08-26T16:34:07.991Z,2022-08-27T00:53:44Z,3732519699,140,17.2,3732519697,56,Back,3733575741,178,,3732519701,141,75.5,3732519705,213,1.9,3732519703,212,9.9,,,,,,,cjm9hrspcnmjhqttuiz5fkgr9,Deulofeu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039679,30,43,1,1,34,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-08-26T16:34:08.568Z,2022-08-26T17:31:49Z,3732642985,144,61,3732519549,56,Center,,,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039729,14,1,1,1,36,dxq76zcvnokq07cszdx0i6kve,1,23.4,79.4,2022-08-26T16:34:10.570Z,2022-08-27T00:53:51Z,3732519797,56,Back,3732519799,140,35.3,3732519803,212,16.2,3732519805,213,0.7,3732519801,141,94.5,3733575833,178,,,,,,,,b881arnahhahg0iaix4mx266t,R. Pereyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039769,15,1,1,1,39,dxq76zcvnokq07cszdx0i6kve,1,36.9,97.7,2022-08-26T16:34:13.745Z,2022-08-27T00:53:59Z,3732520015,1,,3732520011,212,33.8,3732520013,213,6.1,3732520007,140,68.4,3732520009,141,87.2,3733575973,178,,3732520005,56,Left,,,,13o5eskqs8b88yerwltk0tivp,S. Lovrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039773,16,1,1,1,43,dxq76zcvnokq07cszdx0i6kve,0,74.7,85.4,2022-08-26T16:34:17.295Z,2022-08-27T00:54:06Z,3732520047,140,76.8,3732520049,141,81.6,3732520053,213,5.4,3732520045,56,Left,3732520041,2,,3733393609,72,,3732520051,212,3.4,3733393607,224,,6z3a27dxffwacyxof0imvcfvu,Beto,,3733576171,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039785,31,8,1,1,43,67z1gqyiuzpmmb15q5fy7ntc4,1,15.8,17.8,2022-08-26T16:34:17.513Z,2022-08-27T00:54:35Z,3733576405,178,,3732520109,56,Back,3733393677,385,,,,,,,,,,,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451039803,17,5,1,1,44,dxq76zcvnokq07cszdx0i6kve,1,86.1,101.2,2022-08-26T16:34:18.935Z,2022-08-27T00:55:02Z,3732520161,56,Left,3732520183,233,32,3732520163,347,,,,,,,,,,,,,,,,,6z3a27dxffwacyxof0imvcfvu,Beto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
