id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2496239197,1,34,16,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-01-09T18:38:49.174Z,2023-01-09T19:49:51Z,3971940959,30,"7drgir9lcwfst8vxz07jboe6t, 1oflzbi4gq8wdjlmpa865jj6d, 7mvqysbmyf6uj3jny3qpqw2ga, 4cejhrr3ji36591xf54jue3ca, 45ubqc5i6yn2l5kdtlt8tbw7p, cm6iy4b06qv9y6ww0hthqlwb9, 9q01y4w4dwpaqf8lmpv9wnmc5, 2ugzqrpaooto1r24a6kvqf2ll, 2fsgc0b4mvwpenawmit0q0bmd, d364lpc0km51psy3zwc4a6zca, 30gsjr0xlmjulnz227zfxga8l, 6lfje6glfgycun47flgmc9jvt, e5nv028chtw0955vhnh74ukbu, 2fqlri41xq6p924kine7pjr2t, 8d04q3yp2kouwog0lj0s7ew2x, 4aqkgskbra4wsoo7a8uw7xl9l, 2idy9ngk2rojseoxxw9n98c7p, 42m78ny1ggvmzmjtka7exyzqi, n62gu1fztuvojijr41hyetw5, 9sdrd6flk2jene11v193nm1n9, 3ww5879aay1xf2a20nl9ihwid, a69r2pf2w8da4dl0zl4k5vil1, 30oup47g0i12cvub12r7kmxd6",3971940973,194,cm6iy4b06qv9y6ww0hthqlwb9,3971940961,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3971940977,197,548,3971940965,130,18,3971940969,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971940981,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971940963,59,"1, 33, 22, 42, 6, 2, 15, 7, 88, 17, 91, 3, 5, 10, 11, 13, 19, 21, 28, 31, 57, 77, 93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496239331,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-09T18:39:50.935Z,2023-01-09T19:46:46Z,3971941733,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3971941737,130,8,3972016339,197,17289,3971941741,194,8wh3u8b2hz7rcygnfng8khh3p,3971941739,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971941743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3971941735,59,"28, 3, 22, 8, 5, 26, 7, 17, 10, 19, 21, 1, 4, 6, 12, 18, 20, 25, 30, 50",3971941731,30,"4hrmzpx1nt5ze55fpby71mcb9, 1po7tmdv73zfjentt0p20wdlh, a2n9op95qyb3rkye5pxqjb7bp, 38de1wbyp2ruksgffna791n8p, 4gmki0xpn2e9o9p7wnm0k8p1x, 3l0mj1zzhytxvm9tryvqv8kix, 1cu7fg8sf90isf9gp21e5fqh, 4zn8zufrd17h9d5xl7qhahbyt, 5j7hbe94ewys7hkd04ay5bpw5, bdb6j168crcrwje9k0titxv55, 8wh3u8b2hz7rcygnfng8khh3p, 46twjsjrm4ljb7bhobbpwx5h, 6xt6fnmwrs7btha4d2t7wkktm, 6eqqtmbg35rg2stk10ic7q8k5, gwvkwrniek35ag79q0a18rh0, ct2t62s5gte4o5hodlfz9hkb8, bpfg11qh1q0zj2x6sqd3srvmx, 2yijk5l991mdyjprmuudq7qzu, 5lvdnoyknuoyr6kdruposgctl, 7ohgxs03szerp6mwiiv58ryay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496253405,2,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-09T19:46:52.215Z,2023-01-10T01:39:25Z,3972016415,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496253403,2,32,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2023-01-09T19:46:52.215Z,2023-01-09T19:46:52Z,3972016413,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496253409,3,1,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,50.2,49.9,2023-01-09T19:46:52.280Z,2023-01-10T01:49:16Z,3972016437,141,57.6,3972170823,178,,3972016433,56,Back,3972016441,213,2.8,3972016443,279,S,3972016435,140,38.0,3972016439,212,13.8,,,,2fsgc0b4mvwpenawmit0q0bmd,M. Pašalić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496253413,4,1,1,0,2,e75syeuawg3ql8nwpi3vr2btz,0,38,57.6,2023-01-09T19:46:54.794Z,2023-01-10T01:49:19Z,3972016473,212,44.8,3972016475,213,5.5,3972016477,1,,3972170827,178,,3972016465,155,,3972016471,141,11.9,3972016467,56,Right,3972016469,140,68.7,4cejhrr3ji36591xf54jue3ca,G. Scalvini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496253417,3,1,1,0,5,ej5er0oyngdw138yuumwqbyqt,0,31.6,85.4,2023-01-09T19:46:57.446Z,2023-01-10T01:49:24Z,3972016493,56,Back,3972170835,388,,3972016497,141,81.5,3972016501,213,6.0,3972016491,3,,3972016499,212,10.7,3972016495,140,41.5,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496253451,11,61,1,0,6,e75syeuawg3ql8nwpi3vr2btz,1,55.8,26.4,2023-01-09T19:46:58.424Z,2023-01-10T01:49:29Z,3972016661,56,Center,3972170853,178,,,,,,,,,,,,,,,,,,,,9q01y4w4dwpaqf8lmpv9wnmc5,M. de Roon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496253423,5,1,1,0,7,e75syeuawg3ql8nwpi3vr2btz,0,53.4,32,2023-01-09T19:46:59.373Z,2023-01-10T01:49:50Z,3972170865,178,,3972016525,212,1.4,3972016529,236,,3972016521,140,54.7,3972016519,56,Center,3972016523,141,32.0,3972016531,233,4,3972016527,213,0.0,2ugzqrpaooto1r24a6kvqf2ll,T. Koopmeiners,3972016535,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496253421,4,74,1,0,7,ej5er0oyngdw138yuumwqbyqt,1,44.9,68,2023-01-09T19:46:59.389Z,2023-01-10T01:49:41Z,3972016517,285,,3972016539,233,5,3972016515,56,Back,3972170869,178,,,,,,,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
