id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2500987449,401,1,1,47,39,4klvxyeh3xcus4ongu7c00mgc,1,55.6,30.6,2023-01-27T18:19:09.186Z,2023-01-28T00:16:33Z,3997519457,178,,3996917303,140,61.8,3996917307,212,11.1,3996917309,213,0.9,3996917301,56,Center,3996917305,141,43.9,,,,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501107107,1025,43,1,47,41,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T18:19:11.135Z,2023-01-28T05:56:36Z,3997541375,233,1396,3997749347,144,67,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501107105,1396,43,1,47,41,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-27T18:19:11.136Z,2023-01-28T05:56:36Z,3997541379,233,1025,3997749355,144,67,,,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500987115,398,61,1,47,46,4klvxyeh3xcus4ongu7c00mgc,0,89.4,82.1,2023-01-27T18:19:16.583Z,2023-01-28T00:16:37Z,3997519491,178,,3996915369,56,Left,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500987155,537,4,1,47,48,ej5er0oyngdw138yuumwqbyqt,1,13.4,23.7,2023-01-27T18:19:18.041Z,2023-01-28T00:16:44Z,3996915531,10,,3996915535,152,,3996915533,56,Back,3996915537,285,,3996915553,233,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500987149,399,4,1,47,48,4klvxyeh3xcus4ongu7c00mgc,0,86.6,76.3,2023-01-27T18:19:18.042Z,2023-01-28T00:16:44Z,3996915511,286,,3997519527,178,,3996917387,10,,3996915505,56,Center,3996915563,233,537,3996915507,152,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500987307,538,1,1,48,20,ej5er0oyngdw138yuumwqbyqt,0,18.1,29.7,2023-01-27T18:19:49.957Z,2023-01-28T00:16:48Z,3997519563,178,,3996916325,140,67.7,3996916329,212,52.1,3996916321,152,,3996916331,213,6.3,3996916317,5,,3996916333,1,,3996916319,157,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,3996916327,141,,27.9,3996916323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500987349,400,30,1,48,21,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T18:19:51.752Z,2023-01-28T00:16:53Z,3996916641,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500987351,539,30,1,48,21,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-27T18:19:51.752Z,2023-01-28T00:16:52Z,3996916643,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990225,405,18,2,45,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T18:34:50.174Z,2023-01-27T18:34:50Z,3996934121,59,13,3996934117,42,,3996934119,44,Defender,3996934169,55,406,,,,,,,,,,,,,545o5sllzb34kosvbw3fxhc5x,A. Reca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990231,406,19,2,45,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T18:34:50.175Z,2023-01-27T18:34:51Z,3996934161,55,405,3996934153,59,5,3996934157,293,1,3996934147,42,,3996934151,145,3,3996934159,44,Midfielder,3996934155,292,5,,,,2gyzpo4amzw3ibxq47dyzvmx,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990305,407,32,2,45,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T18:35:06.486Z,2023-01-27T18:35:09Z,3996934565,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990297,544,32,2,45,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-27T18:35:06.486Z,2023-01-27T23:17:05Z,3996934537,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990313,545,1,2,45,0,ej5er0oyngdw138yuumwqbyqt,1,49.9,49.7,2023-01-27T18:35:06.549Z,2023-01-27T23:38:59Z,3996934601,279,S,3996934597,212,10.9,3996934593,141,46.9,3996934587,56,Back,3997500323,178,,3996934589,140,39.7,3996934599,213,3.3,,,,56bidwsegakrtx3z1qbbpnc6i,J. Zirkzee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990325,546,1,2,45,1,ej5er0oyngdw138yuumwqbyqt,1,39.7,46.7,2023-01-27T18:35:08.092Z,2023-01-27T23:39:04Z,3996934657,213,2.0,3997500337,178,,3996934653,141,79.4,3996934655,212,24.6,3996934651,140,29.6,3996934649,56,Back,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990355,547,1,2,45,4,ej5er0oyngdw138yuumwqbyqt,1,29.8,79.6,2023-01-27T18:35:10.884Z,2023-01-27T23:39:07Z,3997500359,178,,3996934837,212,13.2,3996934833,140,21.9,3996934835,141,64.5,3996934839,213,4.0,3996934831,56,Back,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990369,548,1,2,45,7,ej5er0oyngdw138yuumwqbyqt,1,30.1,61.4,2023-01-27T18:35:14.129Z,2023-01-27T23:39:11Z,3996934903,155,,3997500363,178,,3996934907,140,29.7,3996934909,141,8.0,3996934905,56,Back,3996934913,213,4.7,3996934915,1,,3996934911,212,36.3,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990387,549,1,2,45,11,ej5er0oyngdw138yuumwqbyqt,0,30.1,7,2023-01-27T18:35:17.777Z,2023-01-27T23:39:14Z,3997500391,178,,3996935031,140,84.9,3996935039,1,,3996935035,212,62.9,3996935029,56,Center,3996935027,155,,3996935033,141,44.3,3996935037,213,0.4,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990393,408,52,2,45,16,4klvxyeh3xcus4ongu7c00mgc,1,14.8,55.2,2023-01-27T18:35:23.483Z,2023-01-27T23:39:16Z,3997431127,377,,3997500395,178,,,,,,,,,,,,,,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990421,409,1,2,45,18,4klvxyeh3xcus4ongu7c00mgc,1,14.8,55.2,2023-01-27T18:35:24.545Z,2023-01-27T23:39:21Z,3996935161,213,0.9,3996935155,140,26.5,3996935159,212,20.4,3996935151,123,,3997500405,178,,3996935157,141,79.1,3996935153,56,Back,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990443,410,1,2,45,22,4klvxyeh3xcus4ongu7c00mgc,0,27.2,78.3,2023-01-27T18:35:29.028Z,2023-01-27T23:39:24Z,3997500419,178,,3996935301,141,62.0,3996935299,140,81.8,3996935295,155,,3996935305,213,6.1,3996935303,212,58.4,3996935307,1,,3996935297,56,Center,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990459,550,1,2,45,26,ej5er0oyngdw138yuumwqbyqt,1,18.5,38.2,2023-01-27T18:35:32.903Z,2023-01-27T23:39:28Z,3996935387,56,Back,3996935393,212,23.2,3996935395,213,2.3,3996935389,140,4.0,3996935385,3,,3996935391,141,63.9,3997500479,388,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990463,551,52,2,45,28,ej5er0oyngdw138yuumwqbyqt,1,5.1,66,2023-01-27T18:35:35.388Z,2023-01-27T23:39:31Z,3997500511,178,,3997442983,377,,,,,,,,,,,,,,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990497,552,1,2,45,39,ej5er0oyngdw138yuumwqbyqt,1,15.3,53,2023-01-27T18:35:45.564Z,2023-01-27T23:39:33Z,3997500525,178,,3996935629,123,,3996935639,213,5.1,3996935645,287,,3996935631,56,Back,3996935635,141,6.1,3996935641,1,,3996935633,140,28.4,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,3996935637,212,,34.7,3996935957,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990539,553,1,2,45,41,ej5er0oyngdw138yuumwqbyqt,1,26.7,5.8,2023-01-27T18:35:47.935Z,2023-01-27T23:39:48Z,3997500647,178,,3996935835,140,14.0,3996935841,213,2.3,3996935839,212,19.1,3996935837,141,25.9,3996935833,56,Back,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990569,554,1,2,45,45,ej5er0oyngdw138yuumwqbyqt,1,15,25.8,2023-01-27T18:35:51.887Z,2023-01-27T23:39:56Z,3997500673,178,,3996935951,212,24.0,3996935949,141,57.3,3996935945,56,Back,3996935953,213,2.0,3996935947,140,4.7,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990595,555,1,2,45,56,ej5er0oyngdw138yuumwqbyqt,1,7.8,52.7,2023-01-27T18:36:03.378Z,2023-01-27T23:40:00Z,3996936109,56,Back,3997500719,178,,3996936111,140,11.6,3996936115,212,18.1,3996936113,141,26.7,3996936117,213,4.9,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990617,556,1,2,45,59,ej5er0oyngdw138yuumwqbyqt,1,12.5,27,2023-01-27T18:36:05.934Z,2023-01-27T23:40:11Z,3996936227,1,,3997500829,178,,3996936223,212,32.5,3996936219,140,41.6,3996936215,155,,3996936217,56,Back,3996936225,213,5.9,3996936221,141,10.7,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990621,557,1,2,46,1,ej5er0oyngdw138yuumwqbyqt,0,41.6,10.7,2023-01-27T18:36:08.136Z,2023-01-27T23:40:16Z,3996936239,141,11.4,3996936245,213,0.0,3996936231,3,,3996936235,56,Right,3996936233,168,,3996936237,140,57.0,3996936243,212,16.2,3997500911,388,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990629,412,49,2,46,3,4klvxyeh3xcus4ongu7c00mgc,1,38.8,92.3,2023-01-27T18:36:09.997Z,2023-01-27T23:40:20Z,,,,,,,,,,,,,,,,,,,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990639,413,1,2,46,4,4klvxyeh3xcus4ongu7c00mgc,0,39,93.2,2023-01-27T18:36:11.409Z,2023-01-27T23:40:25Z,3997500987,178,,3996936327,141,96.3,3996936323,56,Left,3996936331,213,0.1,3996936325,140,64.6,3996936321,155,,3996936329,212,27.0,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990669,558,1,2,46,6,ej5er0oyngdw138yuumwqbyqt,1,28.3,10.7,2023-01-27T18:36:13.156Z,2023-01-27T23:40:33Z,3996936429,3,,3996936431,56,Back,3996936439,213,0.4,3996936435,141,15.3,3996936433,140,36.1,3996936437,212,8.8,3997501043,388,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990673,559,49,2,46,8,ej5er0oyngdw138yuumwqbyqt,1,36.1,15.3,2023-01-27T18:36:14.522Z,2023-01-27T23:40:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990683,560,1,2,46,8,ej5er0oyngdw138yuumwqbyqt,1,36.1,15.3,2023-01-27T18:36:15.223Z,2023-01-27T23:40:46Z,3996936473,140,39.7,3997501149,178,,3996936477,212,5.3,3996936471,56,Back,3996936479,213,0.8,3996936475,141,20.7,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990685,561,1,2,46,9,ej5er0oyngdw138yuumwqbyqt,0,41.3,19,2023-01-27T18:36:16.441Z,2023-01-27T23:40:56Z,3997444343,141,8.5,3997501193,178,,3997444347,213,4.9,3997444341,140,42.9,3997444345,212,7.3,3996936487,56,Back,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990681,414,49,2,46,11,4klvxyeh3xcus4ongu7c00mgc,1,55,93.6,2023-01-27T18:36:17.651Z,2023-01-27T23:41:00Z,,,,,,,,,,,,,,,,,,,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990691,415,1,2,46,11,4klvxyeh3xcus4ongu7c00mgc,1,55,93.6,2023-01-27T18:36:17.707Z,2023-01-27T23:41:05Z,3997501293,178,,3996936523,141,96.6,3996936527,213,0.2,3996936515,56,Left,3996936519,140,63.7,3996936525,212,9.4,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990697,416,50,2,46,12,4klvxyeh3xcus4ongu7c00mgc,1,64.9,91.7,2023-01-27T18:36:19.083Z,2023-01-27T23:41:32Z,3996936547,56,Left,3996936573,233,562,3996936549,286,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990703,562,7,2,46,12,ej5er0oyngdw138yuumwqbyqt,0,35.1,8.3,2023-01-27T18:36:19.363Z,2023-01-27T23:41:34Z,3996936565,233,416,3996936561,56,Back,3997444583,383,,3996936563,285,,3997501455,178,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990701,417,50,2,46,14,4klvxyeh3xcus4ongu7c00mgc,1,65,91.6,2023-01-27T18:36:20.541Z,2023-01-28T00:17:15Z,3996936687,233,563,3996936557,56,Left,3996936559,286,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990723,563,7,2,46,14,ej5er0oyngdw138yuumwqbyqt,0,35,8.4,2023-01-27T18:36:20.548Z,2023-01-27T23:41:43Z,3996936683,233,417,3996936645,285,,3996936643,56,Back,3997501497,178,,3997444887,385,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990707,418,61,2,46,14,4klvxyeh3xcus4ongu7c00mgc,1,63.3,96.6,2023-01-27T18:36:21.149Z,2023-01-28T00:17:53Z,3996936569,56,Left,3997501511,178,,,,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990747,565,1,2,46,14,ej5er0oyngdw138yuumwqbyqt,1,33.4,16.1,2023-01-27T18:36:21.468Z,2023-01-27T23:42:16Z,3996936759,56,Back,3997501669,178,,3996936767,212,3.7,3996936763,141,20.6,3996936769,213,1.0,3996936761,140,35.4,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990729,564,49,2,46,16,ej5er0oyngdw138yuumwqbyqt,1,33.4,16.1,2023-01-27T18:36:22.597Z,2023-01-27T23:41:49Z,,,,,,,,,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990765,566,1,2,46,18,ej5er0oyngdw138yuumwqbyqt,1,36.2,19.2,2023-01-27T18:36:24.886Z,2023-01-27T23:42:24Z,3996936833,213,0.1,3996936823,56,Back,3996936829,141,20.2,3996936825,140,48.4,3997501785,178,,3996936831,212,12.8,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990767,567,4,2,46,20,ej5er0oyngdw138yuumwqbyqt,1,49.9,20,2023-01-27T18:36:26.964Z,2023-01-27T23:42:35Z,3996936943,233,420,3996936841,56,Back,3996936845,265,,3996936839,13,,3996936843,152,,3996936847,286,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990781,420,4,2,46,20,4klvxyeh3xcus4ongu7c00mgc,0,50.1,80,2023-01-27T18:36:26.965Z,2023-01-27T23:42:35Z,3996936909,152,,3996936905,13,,3996936963,233,567,3996936907,56,Left,3996936911,265,,3997501869,389,,3996936913,285,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990777,419,43,2,46,21,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-27T18:36:27.699Z,2023-01-27T18:36:32Z,3996936893,56,Back,3996936933,144,7,3996936895,285,0,,,,,,,,,,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990947,568,1,2,46,54,ej5er0oyngdw138yuumwqbyqt,0,54.4,26.5,2023-01-27T18:37:01.060Z,2023-01-27T23:42:47Z,3996937843,140,71.3,3996937837,155,,3996937847,212,19.2,3996937841,56,Center,3997501937,178,,3996937849,213,0.4,3996937835,5,,3996937839,152,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,3996937845,141,,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500990971,421,61,2,46,55,4klvxyeh3xcus4ongu7c00mgc,1,30.5,66.6,2023-01-27T18:37:01.582Z,2023-01-27T23:43:07Z,3996937941,56,Back,3997502117,178,,3997502115,21,,,,,,,,,,,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991011,569,1,2,46,57,ej5er0oyngdw138yuumwqbyqt,1,68.7,67,2023-01-27T18:37:03.744Z,2023-01-27T23:43:19Z,3996938137,56,Left,3997502215,178,,3996938143,212,16.0,3996938141,141,84.5,3996938139,140,58.5,3996938145,213,2.3,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991025,570,1,2,47,0,ej5er0oyngdw138yuumwqbyqt,1,58.3,85.5,2023-01-27T18:37:07.072Z,2023-01-27T23:43:28Z,3996938207,56,Left,3996938213,141,96.0,3996938217,213,0.6,3997502267,178,,3996938211,140,68.5,3996938215,212,12.9,,,,,,,7ohgxs03szerp6mwiiv58ryay,A. Cambiaso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991027,571,1,2,47,2,ej5er0oyngdw138yuumwqbyqt,0,64.8,94,2023-01-27T18:37:09.172Z,2023-01-27T23:43:35Z,3996958793,141,86.1,3996958797,213,4.4,3997502323,178,,3996958791,140,63.1,3996938229,56,Left,3996958795,212,5.7,,,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991013,422,49,2,47,3,4klvxyeh3xcus4ongu7c00mgc,1,35.3,19.5,2023-01-27T18:37:09.775Z,2023-01-27T23:43:43Z,,,,,,,,,,,,,,,,,,,,,,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501090007,850,3,2,47,7,4klvxyeh3xcus4ongu7c00mgc,0,50,30.8,2023-01-27T18:37:13.908Z,2023-01-27T23:43:52Z,3997502555,178,,3997446789,465,,3997446785,56,Center,3997446791,467,3l0mj1zzhytxvm9tryvqv8kix,3997446787,286,,,,,,,,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991051,423,1,2,47,10,4klvxyeh3xcus4ongu7c00mgc,0,54.1,44.9,2023-01-27T18:37:16.871Z,2023-01-27T23:43:56Z,3996938319,141,35.1,3996938315,56,Center,3996938323,213,4.3,3997502597,178,,3996938321,212,7.2,3996938317,140,51.6,,,,,,,72sbeqsrvv64vwiec51r9g1k9,K. Agudelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991055,572,49,2,47,11,ej5er0oyngdw138yuumwqbyqt,1,42.6,60.5,2023-01-27T18:37:18.397Z,2023-01-27T23:44:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991109,573,1,2,47,14,ej5er0oyngdw138yuumwqbyqt,1,45.7,53.1,2023-01-27T18:37:20.904Z,2023-01-27T23:45:11Z,3997502959,178,,3996938601,141,15.9,3996938605,213,5.4,3996938603,212,32.9,3996938607,1,,3996938597,56,Right,3996938599,140,65.7,3996940905,210,15,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991141,574,15,2,47,21,ej5er0oyngdw138yuumwqbyqt,1,85.7,38,2023-01-27T18:37:27.621Z,2023-01-27T23:45:12Z,3996940915,29,,3997503045,178,,3996940933,231,46.9,3996940807,72,,3996938745,17,,3996943595,215,,3996938743,22,,3996940927,146,92.4,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,3996940919,55,,573,3996940931,230,96.8,3996940923,102,49.4,3996940925,103,3996940947,233,424,3997448121,78,,19,3996940929,147,43.3,3996940811,82,,3996938747,56,Center,,,,,,,,,,,
2500991135,424,10,2,47,21,4klvxyeh3xcus4ongu7c00mgc,1,8.8,54.6,2023-01-27T18:37:28.193Z,2023-01-27T23:45:20Z,3996938721,56,Back,3997503119,178,,3996938719,94,,3996940851,233,574,,,,,,,,,,,,,6sejjyqssbr3olctm9nkq2v9x,M. Caldara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991157,425,12,2,47,22,4klvxyeh3xcus4ongu7c00mgc,1,8.5,60.4,2023-01-27T18:37:28.988Z,2023-01-27T23:45:31Z,3997503211,178,,3996938815,141,61.2,3996938811,56,Back,3996938819,213,0.3,3996938817,212,2.1,3996938813,140,10.4,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991151,575,61,2,47,22,ej5er0oyngdw138yuumwqbyqt,1,89.1,39.5,2023-01-27T18:37:29.003Z,2023-01-27T23:46:05Z,3996938789,56,Center,3997503537,178,,,,,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991169,576,13,2,47,23,ej5er0oyngdw138yuumwqbyqt,1,91.6,34.9,2023-01-27T18:37:30.223Z,2023-01-27T23:46:18Z,3996939471,103,26.4,3996939463,29,,3996939465,55,575,3996939477,231,45.7,3996938867,56,Center,3996939361,20,,3996939475,230,99.0,3997503639,178,,1po7tmdv73zfjentt0p20wdlh,S. Posch,3997448907,63,,,3996938863,22,,3996939473,328,,3996939469,102,3996939461,84,,,,,43.0,,,,,,,,,,,,,,,,,,,,
2500991161,426,5,2,47,24,4klvxyeh3xcus4ongu7c00mgc,1,-1.2,56.4,2023-01-27T18:37:31.356Z,2023-01-27T23:46:26Z,3996938959,233,577,3996938831,56,Back,3996938833,346,,,,,,,,,,,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500991187,577,5,2,47,24,ej5er0oyngdw138yuumwqbyqt,0,101.2,43.6,2023-01-27T18:37:31.356Z,2023-01-27T23:46:26Z,3996938953,346,,3996938951,56,Center,3996938967,233,426,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
