id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2445426449,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-08-13T15:28:07.960Z,2022-08-13T21:36:11Z,3702698493,130,8,3702698503,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3703034905,197,578,3702698485,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3702698489,59,"16, 2, 19, 33, 20, 23, 30, 4, 12, 10, 17, 1, 5, 7, 9, 14, 24, 25, 27, 32, 46, 56, 83, 90",3702698483,30,"3fpnfgoy4lbpapv2th6g60cet, e2vtm1318mm61db2wtj4m5p79, 3tpmw6tlijytn0ahwztvedkut, 3v1fnp5e9pxfzgou5ebrgprrp, b33rlpjo3kx4477alx82si5wq, 3sezchmdtivxl4kusvgc6j7x1, 17au7v1ocl4zab872g59821yi, cknjube5flk1r5ppqthj82c5, eyra5urhrm92240e7qbll736d, 3jln1gzc0859ymphvq83i0mp5, 11o903vztwpnmvgrinn208qnd, 7kph61hobc93t2c2tl8l5j105, dmrj53hcw8vcffxx0lfudbob9, 9ncagt0ezp4f41hz3b64af1t5, 5awkzgwwh48prwgvxwewuc5hx, wr2f0yl1bf68r73hkjee2pqt, ehztjmhg6fsddm1fqb00547o5, ad1n9czqhmfe1saleourqmzth, 1dwwsz1i6v8zwh802ujwf7emt, ch5rw8dgb6wh99wyhd8o3t1pl, enqcaecpt5hy0qv9x5pzmkjc9, 9vnr9uog5fmggich2i4vjxwbt, 68cu39v9m8pykapkh2b97ltqt, 7ox43isyywsnrfcd56nm65be",3702698499,194,e2vtm1318mm61db2wtj4m5p79,3702698495,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445448299,1,34,16,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-08-13T15:41:10.392Z,2022-08-13T16:27:51Z,3702818103,194,b881arnahhahg0iaix4mx266t,3702818093,30,"93237ztqyi3r4hu3rmgzrgudx, 30oup47g0i12cvub12r7kmxd6, 6gzi8qf8szxn99dnwh3h6gkb9, 4h1jj93i0v1pfemnjydnoc0dl, 7wjzrrcy3fp8nq6dlanfxvqhh, dkx1rfzizskaplpex70i3q0o9, b881arnahhahg0iaix4mx266t, 60no437awq8i5th7nlffh3dn9, cjm9hrspcnmjhqttuiz5fkgr9, 5152de1kfmrihdzbdotpeo8ut, 18jovwk0ysx6ajb8y75179j9x, 96d5il3afakek9qvsbtldu162, 13o5eskqs8b88yerwltk0tivp, 6z3a27dxffwacyxof0imvcfvu, 8e4wkgb71btkez592um5vts0k, al3t9fzj4ab55yux0zkd1jkr9, dgcngardsbyl2mme63dhqm5be, e2xiayt8k5tv4dw5hjop71fqh, bl76cebhta912vfi9z7ky32p6, eahcgnvlq1tkswvjuovyzxxw5, ah0f7tonnst92d8q91j1wll62, ewt8nxg2m27fj0n7dr9hbul05, dn00381nbniepgi4qj7yjkv84, bf4gvp8pzp50lhtb2fc35zeok, hhv3h90gifzevkeqh97cb504",3703035341,197,8396,3702818095,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3702818101,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3702818099,130,12,3702818097,59,"1, 93, 3, 18, 17, 50, 37, 6, 10, 7, 11, 2, 4, 9, 14, 20, 21, 23, 24, 28, 29, 30, 67, 80, 99",3702818105,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490883,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2022-08-13T16:30:52.578Z,2022-08-14T00:15:26Z,3703043189,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490869,2,32,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2022-08-13T16:30:52.578Z,2022-08-13T16:30:52Z,3703043107,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490965,3,1,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,49.8,49.4,2022-08-13T16:30:52.788Z,2022-08-14T00:44:30Z,3703043567,141,66.4,3703043563,56,Back,3703043573,279,S,3703043569,212,26.1,3703043565,140,27.5,3704885219,178,,3703782569,189,,3703043571,213,2.7,18jovwk0ysx6ajb8y75179j9x,Walace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490969,4,1,1,0,2,dxq76zcvnokq07cszdx0i6kve,1,33.2,62.2,2022-08-13T16:30:55.276Z,2022-08-14T03:14:21Z,3704886009,178,,3703043595,212,17.4,3703043593,141,85.0,3703043589,56,Back,3703043597,213,2.0,3703043591,140,25.7,,,,,,,4h1jj93i0v1pfemnjydnoc0dl,N. Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490983,5,1,1,0,5,dxq76zcvnokq07cszdx0i6kve,0,32,86,2022-08-13T16:30:57.660Z,2022-08-14T03:14:21Z,3703043677,56,Left,3703043685,213,6.2,3703043679,140,75.0,3703043687,1,,3703043675,155,,3703043681,141,80.0,3704886553,178,,3703043683,212,45.3,6gzi8qf8szxn99dnwh3h6gkb9,A. Masina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445490993,3,49,1,0,8,9dntj5dioj5ex52yrgwzxrq9l,1,17.8,20.5,2022-08-13T16:31:01.431Z,2022-08-14T03:14:20Z,,,,,,,,,,,,,,,,,,,,,,,,,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445491019,4,1,1,0,10,9dntj5dioj5ex52yrgwzxrq9l,0,13.4,20.1,2022-08-13T16:31:02.856Z,2022-08-14T03:14:20Z,3703043935,141,6.5,3703043939,213,6.0,3703043941,1,,3704887677,178,,3703043933,140,46.1,3703043929,157,,3703043937,212,35.6,3703043931,56,Back,b33rlpjo3kx4477alx82si5wq,P. Kalulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445491031,6,44,1,0,12,dxq76zcvnokq07cszdx0i6kve,1,57.4,88.2,2022-08-13T16:31:05.139Z,2022-08-14T03:14:19Z,3703044005,286,,3703044003,56,Left,3703044019,233,5,,,,,,,,,,,,,,,,6gzi8qf8szxn99dnwh3h6gkb9,A. Masina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
