id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/17/value,qualifier/18/value
2479307723,1,34,16,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-10-30T10:34:44.582Z,2022-10-30T11:45:08Z,3882815605,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882815597,30,"7drgir9lcwfst8vxz07jboe6t, 1oflzbi4gq8wdjlmpa865jj6d, 6lfje6glfgycun47flgmc9jvt, 4cejhrr3ji36591xf54jue3ca, n62gu1fztuvojijr41hyetw5, cm6iy4b06qv9y6ww0hthqlwb9, 2fsgc0b4mvwpenawmit0q0bmd, 2ugzqrpaooto1r24a6kvqf2ll, d364lpc0km51psy3zwc4a6zca, 8d04q3yp2kouwog0lj0s7ew2x, 4aqkgskbra4wsoo7a8uw7xl9l, e5nv028chtw0955vhnh74ukbu, 2fqlri41xq6p924kine7pjr2t, 4euxcqawlks4c56pqj8xvwbf9, 2idy9ngk2rojseoxxw9n98c7p, 42m78ny1ggvmzmjtka7exyzqi, 7mvqysbmyf6uj3jny3qpqw2ga, 9sdrd6flk2jene11v193nm1n9, 3ww5879aay1xf2a20nl9ihwid, 30gsjr0xlmjulnz227zfxga8l, 30oup47g0i12cvub12r7kmxd6",3882815611,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882815607,194,cm6iy4b06qv9y6ww0hthqlwb9,3882815603,130,12,3882815609,197,549,3882815601,59,"1, 33, 3, 42, 28, 2, 88, 7, 17, 11, 13, 5, 10, 18, 19, 21, 22, 31, 57, 91, 93",3882815599,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479309807,1,34,16,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-10-30T10:41:20.652Z,2022-10-30T10:41:20Z,3882825991,130,4,3882825999,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882825989,59,"13, 24, 3, 18, 6, 33, 8, 25, 23, 10, 14, 1, 4, 7, 9, 11, 17, 20, 21, 22, 28, 30, 32, 34, 35, 65",3882825993,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882825997,197,2194,3882825987,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3882825985,30,"h12c7ocq35slzrop3ltnrsnp, f0o0jfa9hp54otpnwe09d591, an5eip4p2zmw49hh9eqksigo9, 9cy6lgb0e0cq4a7ht389qaklx, 95r0jtkw03vjohzwc8os8ielm, cnk07o3823zl5gd7qr2bdks7p, 2l87vg4m0glbbdvnrg4zud51x, 1lota2za1imhl3oydwa89u5l, anr1wukl3xezz39fwogjzatw5, 3sehm4zmy7141wm4ecfqqoxd5, 2hbduprkyabq8g1nhe6b4g3bp, 9jx56wcoj1htd69i749wfwkx5, dnk24js88d4ie661mwo7jkq95, ewwo2c7kw1b1okrngjl4j4dm1, c68syh6axbkqmcmvrpumqb8mi, cxjuod6b1ro67656dxwhpqqc5, 4az5n8aekw6ipzu7fagqhkys4, 39504a9fwi439uhqbwc809ene, 6e9fu9o226zn6jzx02jutvi3u, 4494989zl7g13nw17wan5adp1, d5m5q6dlc7vnbs634dinbsuwa, dmza22ad3iars2svmghrwhfit, d7xfjvw4kun7fx4j9ldr6cb11, 54mmovmx3osoxgbloe9rzmx9l, bk1gdyxtfp4drwb0yotwerbsa, 8dgh4fzut8khpt32d6dsrljsa",3882825995,194,1lota2za1imhl3oydwa89u5l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479329803,2,32,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-10-30T11:30:23.043Z,2022-10-30T11:30:27Z,3882926661,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479329763,2,32,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-10-30T11:30:23.043Z,2022-10-30T17:39:31Z,3882926469,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479329787,3,1,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,51,50.6,2022-10-30T11:30:23.086Z,2022-10-30T17:47:48Z,3882926595,141,45.1,3882926599,213,3.4,3882926601,279,S,3882926591,56,Back,3884921931,178,,3882926597,212,17.0,3882926593,140,35.2,,,,2l87vg4m0glbbdvnrg4zud51x,L. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479329807,4,1,1,0,2,8le3orkfz6iix3jns6g9ojqjg,1,35.2,45.1,2022-10-30T11:30:25.560Z,2022-10-30T17:47:58Z,3882926695,213,4.8,3884922677,178,,3882926689,140,38.2,3882926691,141,9.7,3882926687,56,Back,3882926693,212,24.3,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479329823,5,1,1,0,4,8le3orkfz6iix3jns6g9ojqjg,1,29.2,13.7,2022-10-30T11:30:27.969Z,2022-10-30T17:48:03Z,3882926777,140,21.5,3882926781,212,14.1,3884923017,178,,3882926779,141,30.6,3882926783,213,2.2,3882926775,56,Back,,,,,,,f0o0jfa9hp54otpnwe09d591,T. Ebuehi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479329859,6,1,1,0,7,8le3orkfz6iix3jns6g9ojqjg,1,21.5,30.6,2022-10-30T11:30:30.419Z,2022-10-30T17:48:06Z,3882926955,212,20.6,3882926949,56,Back,3882926951,140,8.6,3884923239,178,,3882926957,213,2.3,3882926953,141,53.4,,,,,,,95r0jtkw03vjohzwc8os8ielm,K. De Winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479329869,7,1,1,0,9,8le3orkfz6iix3jns6g9ojqjg,1,8.6,53.4,2022-10-30T11:30:32.481Z,2022-10-30T17:48:13Z,3882927031,140,26.7,3884923933,178,,3882927037,213,0.2,3882927029,56,Back,3882927033,141,59.7,3882927035,212,19.5,,,,,,,h12c7ocq35slzrop3ltnrsnp,G. Vicario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479329903,8,1,1,0,10,8le3orkfz6iix3jns6g9ojqjg,1,26.7,59.7,2022-10-30T11:30:33.819Z,2022-10-30T17:48:18Z,3882927195,141,27.4,3882927189,56,Back,3882927199,212,24.8,3882927203,213,4.2,3884924303,178,,3882927193,140,15.7,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
