id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/16/value
2527476309,5,1,1,0,11,btcy9nra9ak4m22ovr2ia6m5v,0,33.2,29.6,2023-04-02T13:01:19.022Z,2023-04-02T20:34:47Z,4157560233,212,5.5,4157560225,140,37.1,4159571729,178,,4157560235,213,0.7,4157560221,3,,4157560223,56,Back,4157560229,141,35.0,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476341,7,1,1,0,12,67z1gqyiuzpmmb15q5fy7ntc4,1,60.7,57.2,2023-04-02T13:01:19.803Z,2023-04-02T20:34:50Z,4157560373,140,66.3,4157560371,56,Center,4157560379,213,5.8,4159571891,178,,4157560377,212,6.5,4157560375,141,53.1,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476351,8,61,1,0,13,67z1gqyiuzpmmb15q5fy7ntc4,0,66.7,53.1,2023-04-02T13:01:20.234Z,2023-04-02T20:34:55Z,4157560427,56,Center,4159572375,178,,,,,,,,,,,,,,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476355,6,49,1,0,14,btcy9nra9ak4m22ovr2ia6m5v,1,34.1,46.6,2023-04-02T13:01:21.462Z,2023-04-02T20:34:59Z,,,,,,,,,,,,,,,,,,,,,,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476369,7,1,1,0,14,btcy9nra9ak4m22ovr2ia6m5v,1,34.1,46.6,2023-04-02T13:01:21.538Z,2023-04-02T20:35:02Z,4157560499,56,Back,4157560505,141,48.4,4157560507,212,4.2,4159572887,178,,4157560501,140,37.9,4157560511,213,0.3,,,,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476393,8,1,1,0,15,btcy9nra9ak4m22ovr2ia6m5v,1,37.9,48.4,2023-04-02T13:01:22.159Z,2023-04-02T20:35:18Z,4157560641,212,3.3,4157560629,56,Back,4159573815,178,,4157560633,140,34.8,4157560645,213,3.4,4157560637,141,47.3,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476437,9,1,1,0,16,btcy9nra9ak4m22ovr2ia6m5v,1,35.2,47.4,2023-04-02T13:01:23.557Z,2023-04-02T20:35:20Z,4157560855,212,9.8,4157560853,141,37.9,4157560843,56,Back,4159574001,178,,4157560849,140,28.2,4157560857,213,3.9,,,,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476485,10,1,1,0,17,btcy9nra9ak4m22ovr2ia6m5v,1,28.8,37.4,2023-04-02T13:01:24.265Z,2023-04-02T20:35:24Z,4157561111,141,53.7,4157561101,56,Back,4157561113,212,11.4,4157561109,140,26.4,4157561115,213,1.8,4159574207,178,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476579,11,1,1,0,19,btcy9nra9ak4m22ovr2ia6m5v,1,26.6,58,2023-04-02T13:01:27.110Z,2023-04-02T20:35:27Z,4157561585,141,88.8,4159574449,178,,4157561589,212,21.5,4157561593,213,1.3,4157561579,56,Back,4157561583,140,31.4,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476621,12,1,1,0,24,btcy9nra9ak4m22ovr2ia6m5v,1,42.3,91.1,2023-04-02T13:01:31.901Z,2023-04-02T20:35:29Z,4157561833,213,0.2,4157561825,56,Left,4157561831,212,15.8,4157561827,140,56.9,4157561829,141,96.7,4159574635,178,,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476679,13,1,1,0,26,btcy9nra9ak4m22ovr2ia6m5v,1,57,97.2,2023-04-02T13:01:33.893Z,2023-04-02T20:35:31Z,4159574763,178,,4157562129,56,Back,4157562135,212,14.7,4157562137,213,3.4,4157562131,140,43.3,4157562133,141,92.7,,,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476751,14,1,1,0,29,btcy9nra9ak4m22ovr2ia6m5v,1,42.1,92.5,2023-04-02T13:01:36.214Z,2023-04-02T20:35:34Z,4157562505,140,26.9,4159575095,178,,4157562511,213,3.8,4157562503,56,Back,4157562509,212,19.6,4157562507,141,75.8,,,,,,,62uaf4amxdyz6j2fuvadp0no5,E. Hysaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476833,15,1,1,0,31,btcy9nra9ak4m22ovr2ia6m5v,1,24.3,75,2023-04-02T13:01:38.811Z,2023-04-02T20:35:39Z,4157562935,141,54.2,4157562937,212,21.6,4157562939,213,3.9,4159575531,178,,4157562931,56,Back,4157562933,140,8.8,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476903,16,1,1,0,36,btcy9nra9ak4m22ovr2ia6m5v,1,8.2,48.1,2023-04-02T13:01:43.181Z,2023-04-02T20:35:43Z,4159575899,178,,4157563307,213,5.2,4157563303,141,32.0,4157563301,140,14.4,4157563299,56,Back,4157563305,212,12.7,,,,,,,8n4rruxbnzvjgdomxslnmcno5,I. Provedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527476999,17,1,1,0,39,btcy9nra9ak4m22ovr2ia6m5v,1,20.5,25.5,2023-04-02T13:01:46.176Z,2023-04-02T20:35:47Z,4157563857,212,23.5,4157563859,213,5.6,4157563851,56,Back,4157563853,140,38.1,4159576171,178,,4157563855,141,4.1,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477025,18,1,1,0,44,btcy9nra9ak4m22ovr2ia6m5v,0,41.6,6.7,2023-04-02T13:01:51.898Z,2023-04-02T20:35:50Z,4157564015,213,6.1,4159576395,178,,4157564007,56,Right,4157564009,140,51.1,4157564013,212,10.1,4157564011,141,4.4,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477041,9,49,1,0,45,67z1gqyiuzpmmb15q5fy7ntc4,1,46.6,95.6,2023-04-02T13:01:52.939Z,2023-04-02T20:35:55Z,,,,,,,,,,,,,,,,,,,,,,,,,annamxplmbyakvo2akw63xxw5,G. Donati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527870687,1084,67,1,0,45,67z1gqyiuzpmmb15q5fy7ntc4,1,45.9,96.2,2023-04-02T13:01:52.985Z,2023-04-02T23:43:57Z,4159651959,233,927,,,,,,,,,,,,,,,,,,,,,,annamxplmbyakvo2akw63xxw5,G. Donati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527870681,927,67,1,0,45,btcy9nra9ak4m22ovr2ia6m5v,0,54.1,3.8,2023-04-02T13:01:52.986Z,2023-04-02T21:02:26Z,4159651963,233,1084,,,,,,,,,,,,,,,,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477045,10,1,1,0,45,67z1gqyiuzpmmb15q5fy7ntc4,1,46.9,95,2023-04-02T13:01:52.995Z,2023-04-02T23:43:58Z,4157564115,212,8.2,4157564111,140,53.7,4157564113,141,89.2,4159576991,178,,4157564109,56,Left,4157564117,213,5.8,,,,,,,annamxplmbyakvo2akw63xxw5,G. Donati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477203,11,61,1,0,46,67z1gqyiuzpmmb15q5fy7ntc4,0,54,88.8,2023-04-02T13:01:53.380Z,2023-04-02T20:36:03Z,4157564927,56,Left,4159577491,178,,,,,,,,,,,,,,,,,,,,4vonqsqrzoyye4vs6n7dud2p5,José Machín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477037,19,43,1,0,46,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2023-04-02T13:01:53.958Z,2023-04-02T13:20:18Z,4157564069,141,5.1,4157564067,140,53.3,4157564071,212,2.3,4157564073,213,0.2,4157702319,144,1,4157564065,56,Right,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527870847,933,67,1,0,47,btcy9nra9ak4m22ovr2ia6m5v,1,38.2,9.7,2023-04-02T13:01:54.690Z,2023-04-02T23:43:58Z,4159652735,233,1087,,,,,,,,,,,,,,,,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527870845,1087,67,1,0,47,67z1gqyiuzpmmb15q5fy7ntc4,0,61.8,90.3,2023-04-02T13:01:54.691Z,2023-04-02T21:02:53Z,4159652743,233,933,,,,,,,,,,,,,,,,,,,,,,annamxplmbyakvo2akw63xxw5,G. Donati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477083,20,1,1,0,47,btcy9nra9ak4m22ovr2ia6m5v,0,37.5,9.3,2023-04-02T13:01:54.711Z,2023-04-02T23:43:58Z,4157564261,56,Back,4157716321,212,6.8,4157716323,213,3.0,4157716319,141,11.0,4157716317,140,31.1,4159578087,178,,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527541703,460,1,1,0,48,67z1gqyiuzpmmb15q5fy7ntc4,0,63.8,89.4,2023-04-02T13:01:55.734Z,2023-04-02T20:36:25Z,4159578915,389,,4157904595,141,71.1,4157904597,212,19.3,4157904599,213,5.6,4157904591,56,Center,4157904593,140,77.9,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527480835,44,43,1,0,49,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-04-02T13:01:56.908Z,2023-04-02T13:50:56Z,4157584015,213,6.1,4157584007,56,Left,4157584009,140,70.8,4157897165,144,1,4157584013,212,7.7,4157584011,141,87.8,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477117,21,49,1,0,51,btcy9nra9ak4m22ovr2ia6m5v,1,28.2,23.8,2023-04-02T13:01:58.211Z,2023-04-02T20:36:29Z,,,,,,,,,,,,,,,,,,,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477201,22,1,1,0,51,btcy9nra9ak4m22ovr2ia6m5v,1,28.2,23.8,2023-04-02T13:01:58.298Z,2023-04-02T20:36:33Z,4157564921,213,5.2,4157564913,141,14.3,4159579361,178,,4157564907,56,Back,4157564909,140,31.2,4157564917,212,7.2,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477281,23,1,1,0,53,btcy9nra9ak4m22ovr2ia6m5v,1,30.8,13.6,2023-04-02T13:02:00.819Z,2023-04-02T20:36:39Z,4157565277,140,22.6,4157565289,213,2.3,4157565281,141,26.5,4157565273,56,Back,4159579707,178,,4157565285,212,12.3,4157565313,189,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477571,24,1,1,1,2,btcy9nra9ak4m22ovr2ia6m5v,1,21.7,26.8,2023-04-02T13:02:09.868Z,2023-04-02T20:36:50Z,4157566793,56,Back,4157566801,213,5.3,4157566797,141,3.8,4157566799,212,18.9,4157566795,140,31.8,4159580421,178,,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477631,25,1,1,1,9,btcy9nra9ak4m22ovr2ia6m5v,1,43.3,7.3,2023-04-02T13:02:16.973Z,2023-04-02T20:36:52Z,4157567121,212,13.0,4159580621,178,,4157567123,213,2.8,4157567119,141,14.3,4157567117,140,31.8,4157567115,56,Back,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477679,26,1,1,1,12,btcy9nra9ak4m22ovr2ia6m5v,1,30.2,15.4,2023-04-02T13:02:19.510Z,2023-04-02T20:36:54Z,4159580705,178,,4157567375,56,Back,4157567383,213,1.2,4157567381,212,9.5,4157567377,140,33.2,4157567379,141,28.6,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477739,27,1,1,1,14,btcy9nra9ak4m22ovr2ia6m5v,1,35.2,27.5,2023-04-02T13:02:21.699Z,2023-04-02T20:36:58Z,4159580899,178,,4157567711,141,13.5,4157567713,212,13.1,4157567709,140,43.8,4157567707,56,Back,4157567715,213,5.5,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477807,28,1,1,1,16,btcy9nra9ak4m22ovr2ia6m5v,1,44.9,12.7,2023-04-02T13:02:23.981Z,2023-04-02T20:37:06Z,4159581473,178,,4157568085,213,0.1,4157568079,140,58.0,4157568077,56,Right,4157568081,141,14.3,4157568083,212,13.8,,,,,,,d02p1ldr57bkxcpmq12vtvhsl,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477853,29,1,1,1,20,btcy9nra9ak4m22ovr2ia6m5v,1,62,13.8,2023-04-02T13:02:27.509Z,2023-04-02T20:37:09Z,4157568337,213,5.9,4157568325,140,74.0,4157568331,212,13.8,4159581725,178,,4157568327,141,5.6,4157568323,56,Right,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477907,30,1,1,1,22,btcy9nra9ak4m22ovr2ia6m5v,1,74.8,5.6,2023-04-02T13:02:29.459Z,2023-04-02T20:37:13Z,4159582041,178,,4157568549,56,Right,4157568557,213,1.5,4157568553,141,19.7,4157568551,140,75.8,4157568555,212,9.6,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527477945,31,1,1,1,24,btcy9nra9ak4m22ovr2ia6m5v,1,75.7,18.6,2023-04-02T13:02:31.712Z,2023-04-02T20:37:17Z,4157568775,212,6.3,4159582241,178,,4157568771,140,73.4,4157568773,141,10.1,4157568769,56,Right,4157568777,213,4.3,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527478041,32,1,1,1,26,btcy9nra9ak4m22ovr2ia6m5v,1,73.7,8,2023-04-02T13:02:33.626Z,2023-04-02T20:37:21Z,4157569307,56,Right,4159582457,178,,4157569309,140,78.1,4157569313,212,5.0,4157569311,141,5.1,4157569315,213,5.9,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527478073,33,1,1,1,30,btcy9nra9ak4m22ovr2ia6m5v,1,71.1,4.4,2023-04-02T13:02:37.577Z,2023-04-02T20:37:25Z,4157569465,141,15.2,4157569467,212,9.0,4157569469,213,2.2,4159582713,178,,4157569461,56,Right,4157569463,140,66.2,,,,,,,dkifo6kxxxsv1hr0rzk1q8afp,S. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527478085,34,1,1,1,31,btcy9nra9ak4m22ovr2ia6m5v,1,65.2,16,2023-04-02T13:02:38.390Z,2023-04-02T20:37:30Z,4157569541,212,6.7,4157569535,56,Right,4157569543,213,5.6,4159583091,178,,4157569539,141,10.2,4157569537,140,70.3,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527478117,35,1,1,1,31,btcy9nra9ak4m22ovr2ia6m5v,1,70.3,10.2,2023-04-02T13:02:38.997Z,2023-04-02T20:37:32Z,4157569705,141,13.5,4159583267,178,,4157569701,56,Right,4157569703,140,67.2,4157569707,212,4.0,4157569709,213,2.5,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527478131,36,1,1,1,32,btcy9nra9ak4m22ovr2ia6m5v,1,67.2,13.5,2023-04-02T13:02:39.711Z,2023-04-02T20:37:34Z,4157569803,141,14.6,4157569801,140,71.0,4157569797,56,Right,4157569807,213,0.2,4157569805,212,4.1,4159583457,178,,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527478169,37,1,1,1,33,btcy9nra9ak4m22ovr2ia6m5v,1,71,14.6,2023-04-02T13:02:40.507Z,2023-04-02T20:37:38Z,4157569985,212,6.1,4159583691,178,,4157569983,141,5.7,4157569981,140,70.6,4157569987,213,4.6,4157569979,56,Right,,,,,,,bj2ymzuyq3zxbfjs3xrt3ss7p,Felipe Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
