id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/16/value
2466550959,1,34,16,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-10-02T14:55:54.918Z,2022-10-02T16:07:47Z,3815005209,130,18,3815005215,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3815005201,30,"3ww5879aay1xf2a20nl9ihwid, 1oflzbi4gq8wdjlmpa865jj6d, 30oup47g0i12cvub12r7kmxd6, 4cejhrr3ji36591xf54jue3ca, e5nv028chtw0955vhnh74ukbu, cm6iy4b06qv9y6ww0hthqlwb9, 9q01y4w4dwpaqf8lmpv9wnmc5, 2ugzqrpaooto1r24a6kvqf2ll, 4aqkgskbra4wsoo7a8uw7xl9l, 8d04q3yp2kouwog0lj0s7ew2x, ds719g843vjs279iine5otgid, 6lfje6glfgycun47flgmc9jvt, 2fqlri41xq6p924kine7pjr2t, d364lpc0km51psy3zwc4a6zca, 4euxcqawlks4c56pqj8xvwbf9, 42m78ny1ggvmzmjtka7exyzqi, 7mvqysbmyf6uj3jny3qpqw2ga, n62gu1fztuvojijr41hyetw5, 9sdrd6flk2jene11v193nm1n9, elu1m62cks40q11dz0tql9yxg, 2fsgc0b4mvwpenawmit0q0bmd",3815005211,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3815005207,59,"57, 33, 93, 42, 5, 2, 15, 7, 13, 11, 9, 3, 10, 17, 18, 21, 22, 28, 31, 47, 88",3815306151,197,548,3815005213,194,cm6iy4b06qv9y6ww0hthqlwb9,3815005203,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466554199,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-10-02T15:00:57.084Z,2022-10-02T15:59:14Z,3815021657,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3815021655,30,"2udciji4n7tr07ft7twe2r9w5, i4yzdkusjs6qn4v06oxj6qxh, 66at96kfhvigkny465lkmrnbp, dpnp9rguhhs04of6vmlw5spg5, eq7q971ebxu7ipqbyvj5n4c15, acg898oezqn7590ue8x8aik89, euibd75fsyggns1w3xerzzrh1, 963czsr3yecwk4s3p1wby5x3p, 6gjn7pt0i34q45g4porckuj8p, b5cqy1xamdj38bh87gvz4iac5, 6gab9bfl0kj0hy1z0u75pl42d, bhi4ivjgojkot4d7za72gu2nd, 21pztrby95djexvw3m9hhzgt1, 4mk6bbc9a8rhtmk8f4jj6onvt, d9sakxlp96siw0z1jltszdlgp, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, eh1ul4duphy1iz4odwx9tkjjd, 1i47csjlvcikfs4wixzserend, f8kcf2l4h2qzdww1vof5x9t5, 6mit9txkiacrr2dq1i27rm76d, 4kfx8fzf54bli2a2o0i3fvhed, 5bi4t2dob5mo0okdbv6sna6fo, u60zu48a4zqnupyxp2d0mqqd",3815021659,59,"1, 23, 3, 38, 28, 98, 5, 72, 99, 11, 8, 4, 7, 9, 14, 15, 16, 22, 27, 31, 32, 34, 42, 95",3815021667,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3815021661,130,4,3815021665,194,66at96kfhvigkny465lkmrnbp,3815313819,197,8393,3815021663,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466608093,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-10-02T16:00:08.124Z,2022-10-02T16:00:08Z,3815317113,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466608127,2,32,1,0,0,e75syeuawg3ql8nwpi3vr2btz,1,0,0,2022-10-02T16:00:08.124Z,2022-10-02T22:52:49Z,3815317279,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466608153,3,1,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,49.9,50.1,2022-10-02T16:00:08.137Z,2022-10-03T00:57:38Z,3815317425,141,61.7,3815317421,56,Back,3815317427,212,17.0,3815317423,140,35.6,3815317431,279,S,3815317429,213,2.7,3816659009,178,,,,,963czsr3yecwk4s3p1wby5x3p,A. Barák,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466608177,4,1,1,0,2,4raiad4l2j5lkfaz92pk4osb,1,35.6,67.6,2022-10-02T16:00:10.134Z,2022-10-03T00:57:44Z,3816659189,178,,3815317603,141,93.8,3815317599,56,Back,3815317601,140,36.0,3815317605,212,17.8,3815317607,213,1.5,,,,,,,dpnp9rguhhs04of6vmlw5spg5,R. Mandragora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466608195,5,1,1,0,4,4raiad4l2j5lkfaz92pk4osb,1,32.7,93.1,2022-10-02T16:00:12.474Z,2022-10-03T00:57:49Z,3815317703,213,4.3,3815317701,212,14.2,3815317697,140,27.2,3815317695,56,Back,3816659343,178,,3815317699,141,74.1,,,,,,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466608217,6,1,1,0,7,4raiad4l2j5lkfaz92pk4osb,1,27.2,74.1,2022-10-02T16:00:15.230Z,2022-10-03T00:57:54Z,3815317819,212,15.1,3815317821,213,1.4,3815317815,140,29.8,3815317817,141,96.0,3816659459,178,,3815317813,56,Back,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466608241,7,1,1,0,9,4raiad4l2j5lkfaz92pk4osb,0,29.7,96.1,2022-10-02T16:00:17.745Z,2022-10-03T00:57:58Z,3815317977,155,,3815317985,141,86.7,3815317987,212,60.7,3815317979,56,Left,3815317989,213,6.2,3816659573,178,,3815317983,140,87.2,3815317995,1,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466608277,3,12,1,0,12,e75syeuawg3ql8nwpi3vr2btz,1,21.1,14.8,2022-10-02T16:00:20.882Z,2022-10-03T00:58:07Z,3815318183,141,0.0,3815318371,15,,3815318295,167,,3815318187,213,4.8,3815318181,140,21.7,3815318185,212,10.8,3815318179,56,Back,3816659825,178,,e5nv028chtw0955vhnh74ukbu,C. Okoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
