id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value
2453859909,1,34,16,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-08-31T17:50:03.303Z,2022-08-31T18:46:58Z,3747563769,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747563767,130,8,3747563765,59,"1, 22, 17, 91, 55, 3, 21, 99, 9, 81, 7, 70, 5, 6, 11, 12, 13, 18, 20, 23, 30, 59, 68, 77",3747563763,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747563761,30,"af58rhtg8ck7c8g7nwfs67d91, 5d9i8ubibyiecxecr9jjvxexh, 896uaqjrz22q6fqjfzuwf77jd, bcqutyzafpahp2ni41u2xt4gl, 40msbo4o5bwx0oeuz4743w161, 2p1pns6j6id4nx3nbi7fv0wrt, 9bba1hgnx5mzpkzeazsoikn9x, 3bhy6x04rbwzk0nh1fm59dmnd, 1wynwp4x95o9w5tt4cdog6i1, abq67eup8kd31w8da2i0eftgp, 72im0m7d8rqpsclo4f5crqmsp, 1ct0gujao4wvj1ff3aebqgqnd, 8n0c5t5wzfkoauryyzy8be0gl, ypfascbq81vkjbe57108cpn9, cen5nxf8sb8binjr7apt9nb2t, copo8qsmvy2fhpi1aev6f46i1, 2kfkjjqh7vrfcfbgr4aa85dqt, cp13vthbds3tl1wtfelfx2evp, dpcws493fepch23sk26m1a8yd, 7knk2xsg4690hgq9us9us8ull, 8ud1kq9mdgukhlbda5vcn0s0l, 7kbn6vt37rfgd9yszzvx9idm2, 9y8fnvazj02vy31ljx3du0d79, 4zy4d60v2qmaplm9xbe51y1gp",3747698405,197,545,3747563771,194,5d9i8ubibyiecxecr9jjvxexh,3747563773,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453862121,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-08-31T17:59:44.457Z,2022-09-09T16:30:24Z,3747576635,194,4x1tm440b5cshi5gxkx5k9m95,3747576631,130,7,3747576633,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747576625,30,"3nfxhugbxid6o0r92txslivh1, a9jc36ub52lh0jgq2ya56wyui, 90pjbz2aq8vz4qapqu1yt2ynd, 4x1tm440b5cshi5gxkx5k9m95, 44g3gj1lpougjwjpq9houab4l, bkz9b4cqf8f970myv8r49f561, 6gjr3yxp34gj52xx8xfm9nt91, 3ail949zww61xhkymcg66bca1, 46yp8iqh0qm7i75d98tfrsbxm, 5cjx2i2perp5vr62en4cyer1m, cntcffa67r95rbcf1154r92zu, 8mlps3xgwbxa7svajxfk2exud, 8j498fkairlyk82v1qprc13op, 3iveuhunq47tg8lg0lm3d31sl, cnexf6pdh1piheuuqzrbb1t61, dd7i0ps16hldpriliccyvxct0, almqs7iwjgmimcpmegdkoh3o5, 81z0wow5khv1ciq38xsjisdex, 1oszv53od5pulbhx566ht984q, 44f0q2ucrld1rwcwx63vgs7hl, 6e4y15kfry8fzixh99zpala6t, 8ikf00dzaqhw0pnpnbncpz2wa, cv8wgka2bmkeqajg3eo9lb4k5, 6dioxrahqm3l316lwtvqstnxm",3747576637,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747576629,59,"30, 17, 97, 42, 13, 6, 11, 14, 9, 7, 22, 93, 5, 1, 8, 16, 19, 24, 25, 27, 29, 36, 77, 99",3747709255,197,16732,3747576627,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884595,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2022-08-31T18:45:21.114Z,2022-08-31T18:45:22Z,3747708329,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884581,2,32,1,0,0,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-08-31T18:45:21.114Z,2022-09-01T05:40:35Z,3747708275,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884623,3,1,1,0,0,gi0l1habji5hpgar77dl5jqe,1,50.2,50.3,2022-08-31T18:45:21.154Z,2022-09-01T05:52:05Z,3749006987,178,,3747708449,140,34.2,3747708447,56,Back,3747708457,279,S,3747708455,213,3.2,3747708453,212,16.8,3747708451,141,49.1,,,,abq67eup8kd31w8da2i0eftgp,G. Raspadori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884655,4,1,1,0,1,gi0l1habji5hpgar77dl5jqe,1,34,49.1,2022-08-31T18:45:22.332Z,2022-09-01T05:52:10Z,3747708667,56,Back,3747708669,140,33.8,3749007081,178,,3747708675,213,1.6,3747708673,212,3.3,3747708671,141,53.9,,,,,,,40msbo4o5bwx0oeuz4743w161,L. Østigård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454138019,1432,43,1,0,1,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-08-31T18:45:22.352Z,2022-09-01T07:05:33Z,3749075517,144,82,3749075469,178,0,,,,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884673,5,1,1,0,3,gi0l1habji5hpgar77dl5jqe,1,33.8,53.9,2022-08-31T18:45:24.190Z,2022-09-01T05:52:15Z,3747708749,140,32.2,3747708757,213,4.4,3749007199,178,,3747708745,56,Back,3747708753,141,45.3,3747708755,212,6.1,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884707,6,1,1,0,4,gi0l1habji5hpgar77dl5jqe,1,31.8,46,2022-08-31T18:45:25.623Z,2022-09-01T05:52:20Z,3747708947,140,45.2,3747708949,141,46.2,3749007281,178,,3747708945,56,Back,3747708953,213,0.0,3747708951,212,14.1,,,,,,,40msbo4o5bwx0oeuz4743w161,L. Østigård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884729,7,1,1,0,5,gi0l1habji5hpgar77dl5jqe,1,45.4,46.2,2022-08-31T18:45:26.587Z,2022-09-01T05:52:27Z,3749007363,178,,3747709067,213,2.3,3747709059,56,Back,3747709063,141,69.3,3747709065,212,21.4,3747709061,140,31.5,,,,,,,abq67eup8kd31w8da2i0eftgp,G. Raspadori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884741,8,1,1,0,8,gi0l1habji5hpgar77dl5jqe,1,33.6,73.2,2022-08-31T18:45:29.433Z,2022-09-01T05:52:32Z,3747709179,213,1.0,3747709177,212,14.6,3747709173,140,40.8,3747709175,141,91.6,3747709171,56,Back,3749007467,178,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884777,9,1,1,0,11,gi0l1habji5hpgar77dl5jqe,1,40.8,91.6,2022-08-31T18:45:32.216Z,2022-09-01T05:52:40Z,3747709447,212,6.7,3749007581,178,,3747709443,140,36.8,3747709451,213,4.0,3747709445,141,83.9,3747709441,56,Back,,,,,,,896uaqjrz22q6fqjfzuwf77jd,M. Olivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454138071,1440,43,1,0,13,gi0l1habji5hpgar77dl5jqe,1,0,0,2022-08-31T18:45:34.347Z,2022-09-01T07:05:56Z,3749075731,178,0,3749075763,144,82,,,,,,,,,,,,,,,,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884797,10,1,1,0,13,gi0l1habji5hpgar77dl5jqe,1,35.5,83.3,2022-08-31T18:45:34.878Z,2022-09-01T05:52:49Z,3749007685,178,,3747709557,213,3.1,3747709549,56,Back,3747709553,141,83.7,3747709555,212,12.6,3747709551,140,23.5,,,,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884875,11,1,1,0,16,gi0l1habji5hpgar77dl5jqe,1,22.6,75.3,2022-08-31T18:45:37.550Z,2022-09-01T05:52:53Z,3747709949,213,4.6,3747709947,212,26.9,3747709945,141,36.1,3747709943,140,19.3,3747709941,56,Back,3749007741,178,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884915,12,1,1,0,23,gi0l1habji5hpgar77dl5jqe,1,30.5,39.3,2022-08-31T18:45:44.611Z,2022-09-01T05:52:59Z,3747710159,56,Back,3747710167,213,1.6,3747710163,141,70.5,3747710165,212,21.3,3747710161,140,29.0,3749007861,178,,,,,,,,40msbo4o5bwx0oeuz4743w161,L. Østigård,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884945,13,1,1,0,27,gi0l1habji5hpgar77dl5jqe,1,31.7,70.1,2022-08-31T18:45:48.140Z,2022-09-01T05:53:09Z,3749007987,178,,3747710349,213,6.1,3747710347,212,8.7,3747710343,140,39.9,3747710345,141,68.0,3747710341,56,Back,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453884977,14,1,1,0,28,gi0l1habji5hpgar77dl5jqe,1,39.7,69.7,2022-08-31T18:45:49.637Z,2022-09-01T05:54:25Z,3747710519,140,34.4,3747710517,56,Back,3747710525,213,2.1,3747710521,141,82.4,3747710523,212,10.3,3749009269,178,,,,,,,,bcqutyzafpahp2ni41u2xt4gl,T. Ndombélé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
