id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2542093239,939,67,1,11,39,bqbbqm98ud8obe45ds9ohgyrd,0,91.9,87.2,2023-04-30T18:58:23.111Z,2023-05-01T01:56:04Z,4242263751,233,1048,,,,,,,,,,,,,,,,,,,,,,c6nl81c1q4unq5js94s6s942x,F. Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902621,72,12,1,11,39,ej5er0oyngdw138yuumwqbyqt,1,8,14,2023-04-30T18:58:23.139Z,2023-05-01T02:02:05Z,4241226081,141,0.0,4241226091,167,,4242228207,389,,4241226085,213,4.3,4241226079,140,3.1,4241226077,56,Back,4241226083,212,12.0,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902623,73,5,1,11,40,ej5er0oyngdw138yuumwqbyqt,0,5.3,-1.6,2023-04-30T18:58:23.922Z,2023-05-01T01:35:47Z,4241226087,56,Back,4241226089,347,,4241226163,233,98,,,,,,,,,,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902635,98,5,1,11,40,bqbbqm98ud8obe45ds9ohgyrd,1,94.7,101.6,2023-04-30T18:58:23.922Z,2023-05-01T01:35:46Z,4241226151,347,,4241226155,233,73,4241226149,56,Left,,,,,,,,,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902681,99,1,1,11,55,bqbbqm98ud8obe45ds9ohgyrd,1,88.8,100,2023-04-30T18:58:39.035Z,2023-05-01T01:35:50Z,4241226435,141,94.5,4241226433,140,92.8,4241226429,107,,4241226431,56,Left,4241226439,213,5.5,4241226437,212,6.2,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902701,100,1,1,11,57,bqbbqm98ud8obe45ds9ohgyrd,1,93.1,95.1,2023-04-30T18:58:40.945Z,2023-05-01T01:35:54Z,4241226525,212,7.1,4241226523,141,96.6,4241226519,56,Left,4241226521,140,86.4,4241226527,213,3.0,4242228401,178,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902703,101,50,1,11,59,bqbbqm98ud8obe45ds9ohgyrd,1,85.2,94.2,2023-04-30T18:58:42.294Z,2023-05-01T01:35:56Z,4241226535,286,,4241226557,233,74,4241226533,56,Left,,,,,,,,,,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902705,74,7,1,11,59,ej5er0oyngdw138yuumwqbyqt,0,14.8,5.8,2023-04-30T18:58:42.388Z,2023-05-01T01:36:00Z,4241226539,56,Back,4241632629,383,,4242228561,178,,4241226551,233,101,4241226541,285,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902707,75,45,1,12,0,ej5er0oyngdw138yuumwqbyqt,0,13.9,6.4,2023-04-30T18:58:43.922Z,2023-05-01T01:36:04Z,4241226579,233,102,4241226559,56,Back,4241226561,285,,,,,,,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902711,102,3,1,12,0,bqbbqm98ud8obe45ds9ohgyrd,1,86.1,93.6,2023-04-30T18:58:43.922Z,2023-05-01T01:36:04Z,4241226567,56,Left,4241226569,286,,4241226575,233,75,4242228683,178,,4241633119,465,,,,,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902723,103,1,1,12,2,bqbbqm98ud8obe45ds9ohgyrd,0,95.3,94.6,2023-04-30T18:58:45.821Z,2023-05-01T01:36:11Z,4241226643,56,Center,4241226639,2,,4241226645,140,92.4,4241226647,141,60.6,4241226655,213,4.6,4241226653,212,23.3,4241633587,224,,4241226641,155,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,4242228787,178,,4241633589,72,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902735,76,12,1,12,4,ej5er0oyngdw138yuumwqbyqt,1,7.1,41.4,2023-04-30T18:58:47.711Z,2023-05-01T01:36:18Z,4241226703,213,5.7,4242228991,388,,4241226695,56,Back,4241226699,141,21.6,4241226697,140,26.2,4241226701,212,24.2,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902737,77,61,1,12,6,ej5er0oyngdw138yuumwqbyqt,0,26.2,21.6,2023-04-30T18:58:49.939Z,2023-05-01T01:36:32Z,4241226707,56,Back,4242229317,15,,4242229319,388,,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902761,104,1,1,12,8,bqbbqm98ud8obe45ds9ohgyrd,1,64.4,71,2023-04-30T18:58:51.757Z,2023-05-01T01:36:35Z,4241226841,140,54.2,4241226847,213,4.1,4241226845,212,17.6,4241226839,56,Center,4242229419,178,,4241226843,141,50.5,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902779,105,1,1,12,15,bqbbqm98ud8obe45ds9ohgyrd,1,53.9,49.2,2023-04-30T18:58:58.205Z,2023-05-01T01:36:39Z,4241226943,56,Right,4242229483,178,,4241226951,213,4.9,4241226945,140,57.8,4241226949,212,23.2,4241226947,141,15.6,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902795,106,1,1,12,18,bqbbqm98ud8obe45ds9ohgyrd,0,59.4,16.2,2023-04-30T18:59:01.500Z,2023-05-01T01:36:41Z,4241227009,56,Center,4241227017,213,0.4,4241227007,155,,4241227011,140,87.4,4242229531,178,,4241227013,141,34.2,4241227015,212,31.8,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902811,78,12,1,12,20,ej5er0oyngdw138yuumwqbyqt,1,14.2,65.6,2023-04-30T18:59:03.385Z,2023-05-01T01:36:47Z,4241227523,15,,4241227093,212,7.3,4241227095,213,4.7,4242229695,388,,4241227091,141,54.9,4241227087,56,Back,4241227089,140,14.2,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902813,79,49,1,12,20,ej5er0oyngdw138yuumwqbyqt,1,14.2,54.9,2023-04-30T18:59:03.982Z,2023-05-01T01:36:51Z,,,,,,,,,,,,,,,,,,,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902819,80,1,1,12,22,ej5er0oyngdw138yuumwqbyqt,1,14.2,54.9,2023-04-30T18:59:05.649Z,2023-05-01T01:36:54Z,4241227137,213,5.6,4241227129,56,Back,4241227131,140,22.5,4241227133,141,44.5,4242229867,178,,4241227135,212,11.2,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902835,81,1,1,12,24,ej5er0oyngdw138yuumwqbyqt,1,21.2,43.5,2023-04-30T18:59:07.643Z,2023-05-01T01:36:56Z,4241227217,141,10.3,4241227219,212,22.6,4241227213,56,Back,4241227215,140,22.3,4241227221,213,4.8,4242229915,178,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902845,82,1,1,12,27,ej5er0oyngdw138yuumwqbyqt,1,21,9.2,2023-04-30T18:59:11.104Z,2023-05-01T01:37:00Z,4242230035,178,,4241227277,140,40.1,4241227283,213,6.0,4241227279,141,1.7,4241227275,56,Back,4241227281,212,20.7,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902861,83,1,1,12,32,ej5er0oyngdw138yuumwqbyqt,1,51.1,3.9,2023-04-30T18:59:15.851Z,2023-05-01T01:37:05Z,4241227365,212,11.6,4241227363,141,20.5,4241227359,56,Right,4241227361,140,53.8,4242230157,178,,4241227367,213,1.3,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902865,84,1,1,12,35,ej5er0oyngdw138yuumwqbyqt,1,47.3,11.8,2023-04-30T18:59:18.594Z,2023-05-01T01:37:17Z,4242230547,178,,4241227393,141,3.1,4241227395,212,5.9,4241227397,213,4.8,4241227391,140,47.7,4241227389,56,Back,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902869,85,1,1,12,36,ej5er0oyngdw138yuumwqbyqt,0,48.2,4.9,2023-04-30T18:59:19.499Z,2023-05-01T01:37:21Z,4241227403,56,Right,4242230647,178,,4241227405,140,54.9,4241227409,212,8.9,4241227407,141,12.8,4241227411,213,0.7,4241227401,155,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902873,107,49,1,12,37,bqbbqm98ud8obe45ds9ohgyrd,1,42.4,89.5,2023-04-30T18:59:20.829Z,2023-05-01T01:37:25Z,,,,,,,,,,,,,,,,,,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902887,108,1,1,12,38,bqbbqm98ud8obe45ds9ohgyrd,1,42.4,89.8,2023-04-30T18:59:21.314Z,2023-05-01T01:37:29Z,4241227471,213,3.6,4242230801,178,,4241227469,212,11.8,4241227467,141,82.1,4241227465,140,32.3,4241227463,56,Back,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902927,109,1,1,12,40,bqbbqm98ud8obe45ds9ohgyrd,1,30.8,79.5,2023-04-30T18:59:23.964Z,2023-05-01T01:37:32Z,4241227659,56,Back,4241227661,140,31.4,4241227667,213,4.7,4241227665,212,18.0,4242230907,178,,4241227663,141,53.0,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902937,110,1,1,12,46,bqbbqm98ud8obe45ds9ohgyrd,1,51.6,35,2023-04-30T18:59:30.073Z,2023-05-01T01:37:37Z,4241227711,141,6.3,4241227707,56,Back,4242231049,178,,4241227709,140,46.9,4241227715,213,4.5,4241227713,212,20.1,,,,,,,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541902971,111,1,1,12,49,bqbbqm98ud8obe45ds9ohgyrd,1,46.1,7.4,2023-04-30T18:59:32.862Z,2023-05-01T01:37:40Z,4241227863,212,21.2,4242231171,178,,4241227857,56,Back,4241227859,140,42.4,4241227865,213,1.8,4241227861,141,38.1,,,,,,,pconfrmsdy9aikioqz9s9lg5,J. Cuadrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903003,112,1,1,12,52,bqbbqm98ud8obe45ds9ohgyrd,1,47.5,45.6,2023-04-30T18:59:36.173Z,2023-05-01T01:37:43Z,4241228039,140,80.8,4241228045,213,0.4,4241228037,56,Center,4241228043,212,38.4,4242231257,178,,4241228041,141,68.9,4241228047,1,,4241228035,155,,ahz2npxe4geixkaz25f2pc82d,M. Locatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903011,113,44,1,12,55,bqbbqm98ud8obe45ds9ohgyrd,1,82.4,68,2023-04-30T18:59:38.646Z,2023-05-01T02:02:06Z,4241228075,286,,4241228073,56,Center,4241228079,233,86,,,,,,,,,,,,,,,,c6nl81c1q4unq5js94s6s942x,F. Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903007,86,44,1,12,55,ej5er0oyngdw138yuumwqbyqt,0,17.6,32,2023-04-30T18:59:38.647Z,2023-05-01T01:37:46Z,4241228063,56,Back,4241228065,285,,4241228085,233,113,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903013,114,61,1,12,55,bqbbqm98ud8obe45ds9ohgyrd,1,80.8,68.9,2023-04-30T18:59:38.748Z,2023-05-01T02:02:06Z,4242232071,21,,4242232073,178,,4241228077,56,Center,,,,,,,,,,,,,,,,c6nl81c1q4unq5js94s6s942x,F. Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903015,87,52,1,12,57,ej5er0oyngdw138yuumwqbyqt,1,7.5,49.7,2023-04-30T18:59:41.051Z,2023-05-01T01:38:18Z,4242232219,178,,4241637691,376,,,,,,,,,,,,,,,,,,,,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903023,88,1,1,13,1,ej5er0oyngdw138yuumwqbyqt,1,14.1,49.1,2023-04-30T18:59:44.660Z,2023-05-01T01:38:21Z,4241228165,56,Back,4241228163,123,,4241228173,213,1.3,4242232329,178,,4241228185,287,,4241228171,212,26.5,4241228169,141,86.3,4241228167,140,21.5,4hrmzpx1nt5ze55fpby71mcb9,Ł. Skorupski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903031,89,1,1,13,6,ej5er0oyngdw138yuumwqbyqt,1,29.2,91.1,2023-04-30T18:59:49.542Z,2023-05-01T01:38:33Z,4242232595,178,,4241228211,213,5.7,4241228207,141,82.1,4241228209,212,11.8,4241228205,140,38.8,4241228203,56,Back,,,,,,,83hpavqn7r5bzcgxvjbcso3px,G. Kiriakopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903033,90,1,1,13,7,ej5er0oyngdw138yuumwqbyqt,1,38.8,82.1,2023-04-30T18:59:50.397Z,2023-05-01T01:38:39Z,4241228219,141,74.4,4241228217,140,33.0,4241228223,213,3.9,4241228221,212,8.0,4242232727,178,,4241228215,56,Back,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903043,91,1,1,13,8,ej5er0oyngdw138yuumwqbyqt,1,33,74.4,2023-04-30T18:59:51.311Z,2023-05-01T01:38:44Z,4241228267,141,83.0,4241228269,212,5.9,4241228265,140,33.5,4242232881,178,,4241228273,213,1.5,4241228263,56,Back,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903053,92,1,1,13,10,ej5er0oyngdw138yuumwqbyqt,1,33.5,83,2023-04-30T18:59:53.660Z,2023-05-01T01:38:49Z,4241228315,141,81.0,4241228313,140,40.9,4242233011,178,,4241228311,56,Back,4241228319,213,6.1,4241228317,212,7.9,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903087,93,1,1,13,11,ej5er0oyngdw138yuumwqbyqt,1,40.9,81,2023-04-30T18:59:54.577Z,2023-05-01T01:38:52Z,4241228497,141,80.0,4242233123,178,,4241228499,212,28.0,4241228501,213,3.2,4241228495,140,14.2,4241228493,56,Back,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903097,94,1,1,13,20,ej5er0oyngdw138yuumwqbyqt,1,21.7,73.2,2023-04-30T19:00:03.884Z,2023-05-01T01:38:55Z,4241228543,141,46.7,4241228545,212,19.3,4242233197,178,,4241228539,56,Back,4241228547,213,4.3,4241228541,140,15.1,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903109,95,1,1,13,22,ej5er0oyngdw138yuumwqbyqt,1,15.1,46.7,2023-04-30T19:00:06.069Z,2023-05-01T01:38:58Z,4241228593,141,25.6,4241228595,212,14.4,4241228597,213,4.8,4242233353,178,,4241228591,140,15.9,4241228589,56,Back,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903125,96,1,1,13,25,ej5er0oyngdw138yuumwqbyqt,1,12.9,21.3,2023-04-30T19:00:08.339Z,2023-05-01T01:39:02Z,4241228685,56,Back,4242233507,178,,4241228693,213,5.5,4241228691,212,16.0,4241228687,140,23.6,4241228689,141,4.6,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903151,97,1,1,13,28,ej5er0oyngdw138yuumwqbyqt,1,23.2,4.4,2023-04-30T19:00:11.556Z,2023-05-01T01:39:06Z,4241228793,56,Back,4242233603,178,,4241228795,140,8.7,4241228799,212,16.1,4241228797,141,12.0,4241228801,213,2.8,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903173,98,1,1,13,31,ej5er0oyngdw138yuumwqbyqt,0,7.8,18.8,2023-04-30T19:00:15.167Z,2023-05-01T01:39:09Z,4241228935,141,0.0,4241228933,140,53.1,4241228941,1,,4241228929,155,,4241228931,56,Right,4241228939,213,6.0,4241228937,212,49.5,4242233673,178,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903175,99,5,1,13,36,ej5er0oyngdw138yuumwqbyqt,0,56,-1.3,2023-04-30T19:00:19.812Z,2023-05-01T01:39:13Z,4241228943,56,Right,4241228945,347,,4241229453,233,115,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903255,115,5,1,13,36,bqbbqm98ud8obe45ds9ohgyrd,1,44,101.3,2023-04-30T19:00:19.812Z,2023-05-01T01:39:12Z,4241229395,347,,4241229393,56,Back,4241229429,233,99,,,,,,,,,,,,,,,,c6nl81c1q4unq5js94s6s942x,F. Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903313,116,1,1,13,51,bqbbqm98ud8obe45ds9ohgyrd,1,45.8,100,2023-04-30T19:00:35.105Z,2023-05-01T01:39:15Z,4241229677,141,95.1,4241229683,1,,4241229679,212,21.5,4241229671,107,,4241229673,56,Left,4241229675,140,65.9,4241229681,213,6.1,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903315,117,50,1,13,55,bqbbqm98ud8obe45ds9ohgyrd,1,67.8,91.5,2023-04-30T19:00:38.206Z,2023-05-01T01:39:19Z,4241229801,233,100,4241229687,56,Left,4241229689,286,,,,,,,,,,,,,,,,,35r56n0i4sbdh7n5arbt7db6d,A. Milik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903327,100,7,1,13,55,ej5er0oyngdw138yuumwqbyqt,1,32.2,8.5,2023-04-30T19:00:38.668Z,2023-05-01T01:39:22Z,4241229735,56,Back,4242234005,178,,4241229737,285,,4241229793,233,117,4241642503,385,,,,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903333,101,49,1,13,56,ej5er0oyngdw138yuumwqbyqt,1,34,13.3,2023-04-30T19:00:39.735Z,2023-05-01T01:39:28Z,,,,,,,,,,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903349,102,43,1,13,57,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-04-30T19:00:41.093Z,2023-04-30T19:00:44Z,4241229837,286,0,4241229987,144,50,4241229835,56,Back,,,,,,,,,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903369,103,4,1,13,58,ej5er0oyngdw138yuumwqbyqt,1,36.5,15.3,2023-04-30T19:00:41.213Z,2023-05-01T01:39:37Z,4241229909,233,118,4241229893,286,,4241229885,13,,4241229889,152,,4241229887,56,Back,4241229891,265,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903371,118,4,1,13,58,bqbbqm98ud8obe45ds9ohgyrd,0,63.5,84.7,2023-04-30T19:00:41.214Z,2023-05-01T01:39:36Z,4241229895,13,,4241229901,265,,4241229953,233,103,4242234433,389,,4241229897,56,Left,4241229899,152,,4241229903,285,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903637,104,1,1,14,22,ej5er0oyngdw138yuumwqbyqt,1,33.8,27.9,2023-04-30T19:01:05.511Z,2023-05-01T01:39:43Z,4241231253,212,16.6,4241231247,56,Back,4241231249,140,41.8,4241231255,213,5.2,4241231245,152,,4242234775,178,,4241231251,141,6.9,4241231243,5,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903655,105,1,1,14,26,ej5er0oyngdw138yuumwqbyqt,1,54.9,5.7,2023-04-30T19:01:09.284Z,2023-05-01T01:39:45Z,4241231329,141,5.7,4241231327,140,64.3,4241231331,212,9.9,4241231333,213,0,4241231325,56,Right,4242234891,178,,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903669,106,1,1,14,28,ej5er0oyngdw138yuumwqbyqt,0,64.3,5.7,2023-04-30T19:01:11.226Z,2023-05-01T01:39:49Z,4241231393,212,9.5,4241231395,213,3.7,4242235051,178,,4241231387,56,Right,4241231391,141,0.0,4241231389,140,56.5,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903675,107,5,1,14,29,ej5er0oyngdw138yuumwqbyqt,0,58,-1.6,2023-04-30T19:01:12.531Z,2023-05-01T01:39:50Z,4241231425,56,Right,4241231427,347,,4241231829,233,119,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903745,119,5,1,14,29,bqbbqm98ud8obe45ds9ohgyrd,1,42,101.6,2023-04-30T19:01:12.531Z,2023-05-01T01:39:50Z,4241231813,233,107,4241231785,56,Back,4241231787,347,,,,,,,,,,,,,,,,,2nddcty9qris2mmeldon0ogd1,A. Rabiot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903861,120,1,1,14,44,bqbbqm98ud8obe45ds9ohgyrd,0,52.1,100,2023-04-30T19:01:28.179Z,2023-05-01T01:39:53Z,4241232371,212,23.1,4241232369,141,90.5,4241232367,140,72.9,4241232375,1,,4241232365,56,Left,4241232363,107,,4241232373,213,6.0,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903871,108,1,1,14,46,ej5er0oyngdw138yuumwqbyqt,1,28.5,12,2023-04-30T19:01:29.968Z,2023-05-01T01:39:56Z,4241232433,3,,4241232441,212,10.2,4242235321,388,,4241232435,56,Back,4241232437,140,32.5,4241232439,141,25.7,4241232443,213,1.1,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903877,109,49,1,14,48,ej5er0oyngdw138yuumwqbyqt,1,32.5,21.1,2023-04-30T19:01:31.679Z,2023-05-01T01:40:00Z,,,,,,,,,,,,,,,,,,,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903899,110,1,1,14,49,ej5er0oyngdw138yuumwqbyqt,1,31.4,18.6,2023-04-30T19:01:32.725Z,2023-05-01T01:40:04Z,4241232603,140,24.3,4241232609,213,3.9,4241232607,212,10.2,4242235545,178,,4241232601,56,Back,4241232605,141,8.3,,,,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903901,111,4,1,14,52,ej5er0oyngdw138yuumwqbyqt,1,22.4,7,2023-04-30T19:01:35.651Z,2023-05-01T01:40:11Z,4241232661,233,121,4241232631,285,,4241232627,152,,4241232629,265,,4241232625,56,Back,4241232623,13,,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903905,121,4,1,14,52,bqbbqm98ud8obe45ds9ohgyrd,0,77.6,93,2023-04-30T19:01:35.652Z,2023-05-01T01:40:11Z,4241232657,286,,4242235721,178,,4241232651,56,Left,4241232653,152,,4241232655,265,,4241232649,13,,4241232689,233,111,,,,c6nl81c1q4unq5js94s6s942x,F. Chiesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541903957,112,1,1,14,59,ej5er0oyngdw138yuumwqbyqt,1,22.2,6.5,2023-04-30T19:01:42.204Z,2023-05-01T01:40:12Z,4241232963,140,30.2,4241232993,189,,4241232955,5,,4241232975,213,1.0,4241232967,141,24.8,4242235733,178,,4241232971,212,15.0,4241232959,152,,1po7tmdv73zfjentt0p20wdlh,S. Posch,4241232961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541904001,113,1,1,15,1,ej5er0oyngdw138yuumwqbyqt,1,25.2,33,2023-04-30T19:01:44.549Z,2023-05-01T01:28:33Z,4241233175,212,32.3,4241233181,1,,4241233173,141,79.4,4241233171,140,32.0,4241233177,213,1.3,4242216499,178,,4241233169,56,Back,,,,6eqqtmbg35rg2stk10ic7q8k5,N. Moro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
