id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value,qualifier/16/value,qualifier/17/value,assist
2505948073,13,1,1,0,57,9dntj5dioj5ex52yrgwzxrq9l,0,68,52.7,2023-02-10T19:48:48.892Z,2023-02-11T02:33:32Z,4022903757,213,2.7,4022903755,212,5.1,4022903751,140,63.6,4023448193,178,,4022903749,56,Center,4022903753,141,55.8,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948075,17,49,1,0,58,7gnly6999wao1xarwct4p8fe9,1,38.3,35.1,2023-02-10T19:48:49.419Z,2023-02-11T02:33:35Z,,,,,,,,,,,,,,,,,,,,,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948083,18,1,1,0,58,7gnly6999wao1xarwct4p8fe9,1,35.9,35.7,2023-02-10T19:48:50.036Z,2023-02-11T02:33:38Z,4022903833,141,34.6,4022903829,56,Back,4022903831,140,30.9,4022903835,212,5.3,4022903837,213,3.3,4023448235,178,,4022903827,155,,,,,5wdqva17qr5j2kqbmfi9o91x,A. Miranchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948085,19,61,1,0,59,7gnly6999wao1xarwct4p8fe9,1,30.9,34.6,2023-02-10T19:48:50.208Z,2023-02-11T02:33:47Z,4023448247,178,,4023448245,21,,4022903843,56,Back,,,,,,,,,,,,,,,,43rid94d7jz7u5ba4xzb8bbe2,M. Adopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948091,15,49,1,1,0,9dntj5dioj5ex52yrgwzxrq9l,1,72.1,79.8,2023-02-10T19:48:51.620Z,2023-02-11T03:17:46Z,,,,,,,,,,,,,,,,,,,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948079,14,43,1,1,1,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-02-10T19:48:52.698Z,2023-02-10T20:35:37Z,4022903805,56,Center,4023073493,144,61,,,,,,,,,,,,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948119,16,1,1,1,3,9dntj5dioj5ex52yrgwzxrq9l,1,73.6,83.4,2023-02-10T19:48:54.441Z,2023-02-11T02:33:54Z,4023448287,178,,4022904013,213,3.9,4022904009,141,73.2,4022904011,212,9.7,4022904005,56,Center,4022904007,140,67.1,,,,,,,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948131,17,1,1,1,4,9dntj5dioj5ex52yrgwzxrq9l,1,67.1,73.2,2023-02-10T19:48:55.190Z,2023-02-11T02:33:58Z,4022904085,212,5.7,4022904087,213,1.5,4022904081,140,67.3,4023448291,178,,4022904083,141,81.6,4022904079,56,Left,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948137,18,1,1,1,5,9dntj5dioj5ex52yrgwzxrq9l,1,67.3,81.6,2023-02-10T19:48:56.957Z,2023-02-11T02:34:04Z,4022904133,141,90.9,4022904129,56,Left,4022904135,212,9.1,4022904137,213,0.8,4022904131,140,73.5,4023448383,178,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948161,19,1,1,1,7,9dntj5dioj5ex52yrgwzxrq9l,1,75,89.7,2023-02-10T19:48:58.803Z,2023-02-11T02:34:35Z,4022904571,154,,4022904267,213,5.9,4022904265,212,19.7,4022904263,141,78.3,4022904255,155,,4023448417,178,,4022904261,140,92.2,4022904259,56,Center,3jln1gzc0859ymphvq83i0mp5,Brahim Díaz,1,4022904569,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948165,20,13,1,1,10,9dntj5dioj5ex52yrgwzxrq9l,1,93,76.1,2023-02-10T19:49:02.089Z,2023-02-11T02:34:36Z,4022904597,55,19,4022904287,22,,4022904607,103,87.5,4022904585,74,,4022904611,230,99.1,4022904603,102,54.5,4022904591,154,,4022904291,56,Center,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,4022904289,64,,4023448549,178,4022904351,72,4022904613,231,52.9,4022904589,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948175,20,5,1,1,11,7gnly6999wao1xarwct4p8fe9,1,-0.8,42.4,2023-02-10T19:49:02.854Z,2023-02-11T02:34:43Z,4022904319,56,Back,4022904327,233,21,4022904321,346,,,,,,,,,,,,,,,,,43rid94d7jz7u5ba4xzb8bbe2,M. Adopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948167,21,5,1,1,11,9dntj5dioj5ex52yrgwzxrq9l,0,100.8,57.6,2023-02-10T19:49:02.854Z,2023-02-11T02:34:43Z,4022904301,346,,4022904347,233,20,4022904299,56,Center,,,,,,,,,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948489,21,1,1,1,40,7gnly6999wao1xarwct4p8fe9,0,4.2,42.4,2023-02-10T19:49:31.852Z,2023-02-11T02:34:47Z,4022905949,212,61.6,4022905953,1,,4022905943,56,Center,4022905955,74,,4022905945,140,62.3,4022905947,141,29.5,4022905951,213,6.1,4022905941,124,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948507,22,1,1,1,44,9dntj5dioj5ex52yrgwzxrq9l,0,34.7,71.3,2023-02-10T19:49:35.717Z,2023-02-11T02:34:51Z,4022906041,3,,4023448671,388,,4022906051,213,0.7,4022906045,140,59.5,4022906047,141,100.0,4022906043,56,Left,4022906053,1,,4022906049,212,33.2,cfpaejad8i9p2r1fj0wx0g222,M. Thiaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948519,22,5,1,1,48,7gnly6999wao1xarwct4p8fe9,1,39.4,-1.5,2023-02-10T19:49:39.650Z,2023-02-11T02:34:55Z,4022906119,233,23,4022906107,56,Back,4022906109,347,,,,,,,,,,,,,,,,,5syage212151fcixahbq3k8ut,V. Milinković-Savić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948509,23,5,1,1,48,9dntj5dioj5ex52yrgwzxrq9l,0,60.6,101.5,2023-02-10T19:49:39.650Z,2023-02-11T02:34:56Z,4022906055,56,Left,4022906057,347,,4022906145,233,22,,,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948629,23,1,1,1,59,7gnly6999wao1xarwct4p8fe9,1,54.6,0,2023-02-10T19:49:50.726Z,2023-02-11T02:36:14Z,4022906681,212,15.3,4022906675,56,Back,4022906677,140,42.9,4022906683,213,2.5,4022906679,141,12.0,4022906673,107,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948639,24,1,1,2,2,7gnly6999wao1xarwct4p8fe9,1,37.6,8.6,2023-02-10T19:49:53.956Z,2023-02-11T02:36:18Z,4022906719,213,3.7,4022906713,140,33.2,4023449269,178,,4022906715,141,4.4,4022906717,212,5.4,4022906711,56,Back,,,,,,,43rid94d7jz7u5ba4xzb8bbe2,M. Adopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948649,25,1,1,2,4,7gnly6999wao1xarwct4p8fe9,0,33.3,4.4,2023-02-10T19:49:55.301Z,2023-02-11T02:36:22Z,4022906889,286,,4022906747,140,34.7,4022906745,56,Back,4022906743,155,,4022906881,236,,4022906753,213,0,4022906883,233,24,4022906751,212,1.5,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,4022906749,141,4.4,4023449297,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948669,24,74,1,2,4,9dntj5dioj5ex52yrgwzxrq9l,1,57.6,95,2023-02-10T19:49:55.361Z,2023-02-11T02:36:29Z,4022906903,233,25,4022906859,285,,4022906857,56,Left,4023449365,178,,,,,,,,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
