id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value,qualifier/16/value,qualifier/17/value,assist
2505902005,1,34,16,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-02-10T18:09:54.453Z,2023-02-10T19:45:50Z,4022667215,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022667207,59,"32, 17, 13, 4, 3, 26, 21, 66, 9, 59, 16, 2, 5, 7, 8, 14, 23, 27, 34, 49, 73, 77, 89",4022667205,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022667211,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022891707,197,594,4022667209,130,17,4022667213,194,9ak3zczupeken1itsmkherbh1,4022667203,30,"5syage212151fcixahbq3k8ut, f065kc6qn2cpxjxcm6i08rz3e, 9ak3zczupeken1itsmkherbh1, 22x1ucwwak58wi6r5x1j6ohk9, 2j09251upkf2aid3lfyyos0dl, 8z1ukxgc8mxiyw9udbpwr4ct1, 43rid94d7jz7u5ba4xzb8bbe2, 6egg2gwvxxqv2i9hrr0zg4yz8, e7tz6hxliohn3gkj4cgl3j1ed, 5wdqva17qr5j2kqbmfi9o91x, ebgkv548xih19m8uza7bgrvmd, 21p37y6mra4u9kcg35z5dm4q2, 9p5jc07qnxrzpcmnh1cp6b3l5, ez8vzwaf7iuiv2ceetiwg6ymt, 7hwj9pf9roe74jifvuhiu6n6x, cxb8ue6jhyzcnacu7k4jy2ne1, a2rjxibqk9d2yatzz2dx04nx0, 16kv5p8we3pwqpt5ktwrb7mj9, 7zokstl625tj96c64ow4uvjyt, 1tztnrv51q99ewl193qk526z9, dnqd5s61ssjofdtgrcfiii8lw, 6ol411t0mogw6m83heiqd0m39, 7p19t0mn8cq7xum09nv2u2lt5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505902161,1,34,16,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-02-10T18:10:14.984Z,2023-02-10T19:58:46Z,4022667931,30,"7kph61hobc93t2c2tl8l5j105, 9vnr9uog5fmggich2i4vjxwbt, 3tpmw6tlijytn0ahwztvedkut, cfpaejad8i9p2r1fj0wx0g222, ehztjmhg6fsddm1fqb00547o5, b33rlpjo3kx4477alx82si5wq, 3v1fnp5e9pxfzgou5ebrgprrp, 9sxg58hszjq17avxgumftdu22, 5awkzgwwh48prwgvxwewuc5hx, 3jln1gzc0859ymphvq83i0mp5, 11o903vztwpnmvgrinn208qnd, e2vtm1318mm61db2wtj4m5p79, dmrj53hcw8vcffxx0lfudbob9, 9ncagt0ezp4f41hz3b64af1t5, 9sbx7dlressy910i8uuztf93p, eyra5urhrm92240e7qbll736d, wr2f0yl1bf68r73hkjee2pqt, 1dwwsz1i6v8zwh802ujwf7emt, 17au7v1ocl4zab872g59821yi, ch5rw8dgb6wh99wyhd8o3t1pl, 72vim7cq99zdjjwivwtr773vu, enqcaecpt5hy0qv9x5pzmkjc9, fb1s5est3fuw1flrjl9isusp, 68cu39v9m8pykapkh2b97ltqt, 7ox43isyywsnrfcd56nm65be",4022886203,197,16688,4022667935,59,"1, 56, 19, 28, 24, 20, 33, 8, 9, 10, 17, 2, 5, 7, 11, 12, 14, 27, 30, 32, 40, 46, 77, 83, 90",4022667937,130,17,4022667943,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022667933,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4022667939,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4022667941,194,3tpmw6tlijytn0ahwztvedkut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947379,2,32,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,0,0,2023-02-10T19:47:51.100Z,2023-02-11T02:06:52Z,4022900249,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947385,2,32,1,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-02-10T19:47:51.100Z,2023-02-10T19:47:54Z,4022900271,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947421,3,1,1,0,0,9dntj5dioj5ex52yrgwzxrq9l,1,50.1,50,2023-02-10T19:47:51.166Z,2023-02-11T02:29:10Z,4022900485,141,42.5,4022900487,212,20.6,4022900481,56,Back,4022900491,279,S,4022900489,213,3.4,4022900483,140,31.1,4023445867,178,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947487,4,1,1,0,4,9dntj5dioj5ex52yrgwzxrq9l,0,32.3,41,2023-02-10T19:47:55.371Z,2023-02-11T02:29:14Z,4022900849,1,,4022900835,140,73.3,4022900845,212,54.4,4022900847,213,0.7,4023445911,178,,4022900841,141,89.9,4022900829,56,Left,4022900823,155,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947479,3,44,1,0,7,7gnly6999wao1xarwct4p8fe9,1,27,12.4,2023-02-10T19:47:58.145Z,2023-02-11T04:01:07Z,4022900805,56,Back,4022900905,233,5,4022900807,285,,,,,,,,,,,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947497,5,44,1,0,7,9dntj5dioj5ex52yrgwzxrq9l,0,73,87.6,2023-02-10T19:47:58.146Z,2023-02-11T02:29:19Z,4022900891,286,,4022900885,56,Left,4022900937,233,3,,,,,,,,,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947491,4,1,1,0,7,7gnly6999wao1xarwct4p8fe9,0,27.2,14.6,2023-02-10T19:47:58.226Z,2023-02-11T04:01:08Z,4023446219,388,,4022900873,212,4.0,4022900869,140,31.0,4022900875,213,0.1,4022900871,141,15.0,4022900865,3,,4022900867,56,Back,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948717,26,61,1,0,7,9dntj5dioj5ex52yrgwzxrq9l,1,64.5,93.3,2023-02-10T19:47:58.227Z,2023-02-11T02:30:09Z,4023446289,15,,4023446291,388,,4022907209,56,Left,,,,,,,,,,,,,,,,3tpmw6tlijytn0ahwztvedkut,T. Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947523,6,1,1,0,9,9dntj5dioj5ex52yrgwzxrq9l,0,56.2,70.2,2023-02-10T19:48:00.805Z,2023-02-11T05:00:52Z,4022900999,141,70.4,4022901001,212,5.4,4022900993,56,Center,4022900989,3,,4022900997,140,61.3,4022901003,213,0.0,4023551955,388,,,,,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506051173,946,67,1,0,10,7gnly6999wao1xarwct4p8fe9,1,31.6,27.7,2023-02-10T19:48:01.970Z,2023-02-11T04:01:09Z,4023466965,233,858,,,,,,,,,,,,,,,,,,,,,,43rid94d7jz7u5ba4xzb8bbe2,M. Adopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506051171,858,67,1,0,10,9dntj5dioj5ex52yrgwzxrq9l,0,68.4,72.3,2023-02-10T19:48:01.971Z,2023-02-11T03:14:24Z,4023466969,233,946,,,,,,,,,,,,,,,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947539,5,8,1,0,10,7gnly6999wao1xarwct4p8fe9,1,30.6,27.6,2023-02-10T19:48:01.979Z,2023-02-11T04:01:09Z,4022901059,56,Back,4023446443,178,,4023329189,384,,,,,,,,,,,,,,,,,43rid94d7jz7u5ba4xzb8bbe2,M. Adopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947567,6,49,1,0,11,7gnly6999wao1xarwct4p8fe9,1,33.9,31.8,2023-02-10T19:48:03.011Z,2023-02-11T02:30:29Z,,,,,,,,,,,,,,,,,,,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947617,7,1,1,0,12,7gnly6999wao1xarwct4p8fe9,1,33.9,31.8,2023-02-10T19:48:03.548Z,2023-02-11T02:30:55Z,4022901393,56,Back,4022901399,212,14.0,4023446873,178,,4022901401,213,4.6,4022901397,141,11.4,4022901395,140,31.9,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505951571,87,1,1,0,15,7gnly6999wao1xarwct4p8fe9,1,41.7,18.8,2023-02-10T19:48:06.164Z,2023-02-11T02:31:01Z,4023446925,178,,4022922063,141,13.7,4022922059,56,Back,4022922061,140,35.8,4022922065,212,7.1,4022922067,213,3.7,,,,,,,43rid94d7jz7u5ba4xzb8bbe2,M. Adopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947641,8,1,1,0,17,7gnly6999wao1xarwct4p8fe9,1,30.8,11.7,2023-02-10T19:48:08.917Z,2023-02-11T02:31:06Z,4023446969,178,,4022901501,56,Back,4022901505,141,33.1,4022901507,212,17.3,4022901503,140,21.9,4022901509,213,2.1,,,,,,,f065kc6qn2cpxjxcm6i08rz3e,W. Singo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947691,9,1,1,0,21,7gnly6999wao1xarwct4p8fe9,1,21.9,33.7,2023-02-10T19:48:12.463Z,2023-02-11T02:31:09Z,4022901729,212,18.3,4023446977,178,,4022901723,56,Back,4022901727,141,60.6,4022901725,140,22.6,4022901731,213,1.5,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947701,10,1,1,0,24,7gnly6999wao1xarwct4p8fe9,1,23.2,67.3,2023-02-10T19:48:15.811Z,2023-02-11T02:31:12Z,4022901785,213,1.2,4022901777,140,30.5,4022901775,56,Back,4022901781,212,20.1,4023447007,178,,4022901779,141,94.7,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947723,11,1,1,0,27,7gnly6999wao1xarwct4p8fe9,1,29.8,94.7,2023-02-10T19:48:19.075Z,2023-02-11T02:31:14Z,4022901901,212,18.5,4023447031,178,,4022901899,141,91.2,4022901903,213,6.2,4022901895,56,Back,4022901897,140,47.3,,,,,,,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947743,12,1,1,0,30,7gnly6999wao1xarwct4p8fe9,1,48.2,91.4,2023-02-10T19:48:21.365Z,2023-02-11T02:31:20Z,4023447071,178,,4022901987,56,Left,4022901995,213,0.5,4022901991,141,99.5,4022901989,140,58.3,4022901993,212,12.0,,,,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947785,13,50,1,0,31,7gnly6999wao1xarwct4p8fe9,1,57,97.8,2023-02-10T19:48:22.259Z,2023-02-11T02:31:40Z,4022902241,233,7,4022902165,286,,4022902163,56,Left,,,,,,,,,,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947773,7,7,1,0,31,9dntj5dioj5ex52yrgwzxrq9l,0,43,2.2,2023-02-10T19:48:23.003Z,2023-02-11T02:31:53Z,4023329623,385,,4023447287,178,,4022902207,233,13,4022902101,285,,4022902099,56,Back,,,,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505973745,398,61,1,0,32,7gnly6999wao1xarwct4p8fe9,1,56.6,96.6,2023-02-10T19:48:23.147Z,2023-02-11T02:31:57Z,4023040925,56,Left,4023447335,178,,,,,,,,,,,,,,,,,,,,ebgkv548xih19m8uza7bgrvmd,N. Vlašić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947783,8,49,1,0,32,9dntj5dioj5ex52yrgwzxrq9l,1,41.9,3.7,2023-02-10T19:48:23.586Z,2023-02-11T02:32:04Z,,,,,,,,,,,,,,,,,,,,,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947893,9,1,1,0,34,9dntj5dioj5ex52yrgwzxrq9l,1,41.9,3.7,2023-02-10T19:48:25.579Z,2023-02-11T02:32:08Z,4022902857,140,13.8,4022902855,56,Back,4022902865,212,39.1,4022902867,213,2.4,4022902871,1,,4022902861,141,41.5,4023447445,178,,,,,9vnr9uog5fmggich2i4vjxwbt,A. Saelemaekers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947901,10,1,1,0,46,9dntj5dioj5ex52yrgwzxrq9l,1,18.3,41.8,2023-02-10T19:48:37.676Z,2023-02-11T02:32:54Z,4022902895,141,60.8,4022902897,212,55.1,4022902891,56,Center,4023447835,178,,4022905139,1,,4022902899,213,0.2,4022902893,140,69.3,4022902889,155,,7kph61hobc93t2c2tl8l5j105,C. Tătărușanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947943,11,1,1,0,49,9dntj5dioj5ex52yrgwzxrq9l,1,69.3,60.8,2023-02-10T19:48:40.590Z,2023-02-11T02:33:07Z,4022903113,156,,4022903089,212,6.3,4022903083,56,Center,4022903091,213,3.2,4023447909,178,,4022903085,140,63.3,4022903087,141,60.2,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505947971,12,1,1,0,50,9dntj5dioj5ex52yrgwzxrq9l,0,61.4,59.6,2023-02-10T19:48:41.655Z,2023-02-11T02:33:10Z,4022903241,212,8.5,4022903239,141,56.9,4022903243,213,6.1,4022903235,56,Center,4022903237,140,69.3,4023447913,178,,,,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948009,14,61,1,0,51,7gnly6999wao1xarwct4p8fe9,1,33,39.8,2023-02-10T19:48:42.226Z,2023-02-11T02:33:16Z,4022903439,56,Back,4023447989,178,,,,,,,,,,,,,,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948069,16,12,1,0,52,7gnly6999wao1xarwct4p8fe9,1,24.2,39.6,2023-02-10T19:48:43.138Z,2023-02-11T02:33:24Z,4022903733,213,6.0,4023448083,178,,4022903729,141,34.0,4022903731,212,13.3,4022903725,56,Back,4022903727,140,36.3,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505948033,15,43,1,0,55,7gnly6999wao1xarwct4p8fe9,1,0,0,2023-02-10T19:48:46.453Z,2023-02-10T20:33:33Z,4022903531,213,0,4023065179,144,12,4022903525,140,29.1,4022903529,212,0,4022903527,141,40.3,4022903523,56,Back,,,,,,,2j09251upkf2aid3lfyyos0dl,P. Schuurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
