id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value,qualifier/17/value
2479593727,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-10-30T15:45:01.764Z,2022-10-30T18:03:16Z,3884310473,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3884310477,130,12,3884310483,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884310481,194,3ftcqipzb86lzdztg4j1oz2s5,3884310471,30,"d1e3dsz9lf7g69g2l6zfurpp1, etryzuxz65dmn5ewmocse66l1, b0e6d3zgwzbzysmt9b2ycvf56, 3ftcqipzb86lzdztg4j1oz2s5, 4u281v53ges3kimtgac0tidm2, 2mloh2yrhs60s1uwrfycc2i8l, c9shobonlrg7guoyb3iwnwdsl, 7pg1pu4ptby6hi0rp29hv4jxl, 240qnsj5nj6l6s3cc618691at, 19gglji6ai70jiu7iqpkaxbyt, rnahabpvj34tsl9q53gt2rit, 68jk3onf54kl1mdfz8zuicvkl, blo3zmhar2mujyp9z7kjnsut, ezpkmoz1z08da3o3g45m12lzp, d6sstsibcsfxporots5k9cicp, 7j0c36u6kk97eur4virjoka8l, 53dvtfms2uxd500y87x5jf2eh, h2c4xwvt3x9gry6wqehc0445, bhu3hiq2ln2cso48ndqe17bvt, drljavudmjvyj9mvyzq7gz2s5, 6lev0lne8w9snmho4a6hjiifp, 3mqhkh4iz4kesvmqui3hupgmi, 488q58xm2ahxuvpeyfpgwfklw, 4b7yhrh526hzn4vj8bh395v8q, 3coml6cxqa86px9up8yy3oz1m",3884310475,59,"33, 30, 3, 17, 5, 23, 87, 18, 99, 9, 16, 1, 2, 6, 8, 10, 11, 12, 14, 20, 28, 29, 39, 66, 98",3884310479,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884691593,197,3166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479622599,1,34,16,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-10-30T16:14:00.633Z,2022-10-30T17:01:29Z,3884465281,30,"8n4rruxbnzvjgdomxslnmcno5, 8w2rfa3vnu6t1a37510374nv9, a22hb1s02edsj7t38out5r3rp, 9462218yklkts6mod3cbfryz9, 1x10v3yh4e3f1p2ndhtxcck4p, 7nwh5uoczypmuiigzi8ylsd1, bj2ymzuyq3zxbfjs3xrt3ss7p, 6hlutndh6zstrpi5i0u0mxyvp, d02p1ldr57bkxcpmq12vtvhsl, cfzvplhlvlfvau521u6b86xud, 3v6az10hxcowqkewd809cri6t, 71p9z7bqvgzb5t115fmos6fop, 5e13xwlorl1gjrnjjtfnzawa1, ho87m362sey4msdjp4n180oa, dteca2exact4dfn48iwxwjk6h, 6eb3jpi6t6z2ergmgzcpckdpm, dkifo6kxxxsv1hr0rzk1q8afp, 62uaf4amxdyz6j2fuvadp0no5, bpzzhdpqxmp8bef77m7pr2r4l, b62gjcajugddud630e9b7ptjp, 5gond4ss348863bc1768s4q, 7y5qwgl0xu7btfd7yxgeb2gut",3884465297,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884465293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884465295,194,6hlutndh6zstrpi5i0u0mxyvp,3884465291,130,2,3884465287,59,"94, 29, 77, 5, 15, 13, 7, 32, 9, 20, 10, 1, 6, 11, 16, 18, 21, 23, 26, 31, 34, 88",3884688779,197,572,3884465283,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479665631,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-10-30T17:00:56.132Z,2022-10-30T17:00:56Z,3884699465,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479665639,2,32,1,0,0,btcy9nra9ak4m22ovr2ia6m5v,1,0,0,2022-10-30T17:00:56.132Z,2022-10-30T23:38:49Z,3884699497,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479665669,3,1,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,50.4,49.8,2022-10-30T17:00:56.159Z,2022-10-31T00:10:28Z,3884699683,279,S,3884699677,141,47.8,3884699673,56,Back,3884699675,140,37.6,3885820751,178,,3884699679,212,13.5,3884699681,213,3.2,,,,19gglji6ai70jiu7iqpkaxbyt,F. Bonazzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479665677,4,1,1,0,2,49rkyo4do8uwj06geomw0xr4i,1,37.5,47.1,2022-10-30T17:00:58.186Z,2022-10-31T00:10:34Z,3884699751,140,39.7,3884699755,212,29.4,3884699749,56,Back,3885820817,178,,3884699757,213,4.8,3884699753,141,4.0,,,,,,,rnahabpvj34tsl9q53gt2rit,I. Radovanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479665743,5,1,1,0,5,49rkyo4do8uwj06geomw0xr4i,1,39.7,4,2022-10-30T17:01:01.519Z,2022-10-31T00:10:40Z,3885820861,178,,3884700105,140,23.0,3884700109,212,22.4,3884700107,141,24.5,3884700103,56,Back,3884700111,213,2.5,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479665769,6,1,1,0,10,49rkyo4do8uwj06geomw0xr4i,1,22.2,38.4,2022-10-30T17:01:06.264Z,2022-10-31T00:10:44Z,3885820913,178,,3884700241,213,1.8,3884700239,212,15.3,3884700235,140,19.3,3884700233,56,Back,3884700237,141,60.4,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479665811,7,1,1,0,13,49rkyo4do8uwj06geomw0xr4i,1,15.3,52.9,2022-10-30T17:01:09.270Z,2022-10-31T00:10:47Z,3884700457,213,5.2,3884700453,141,9.5,3885820951,178,,3884700459,1,,3884700449,56,Back,3884700455,212,33.1,3884700451,140,29.5,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479665837,8,1,1,0,16,49rkyo4do8uwj06geomw0xr4i,0,29.4,9.5,2022-10-30T17:01:12.862Z,2022-10-31T00:10:50Z,3884700577,212,46.4,3884700573,140,73.6,3884700581,1,,3885820991,178,,3884700569,155,,3884700571,56,Right,3884700575,141,10.5,3884700579,213,0.0,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479665841,3,12,1,0,19,btcy9nra9ak4m22ovr2ia6m5v,1,35.3,91.5,2022-10-30T17:01:15.296Z,2022-10-31T00:10:54Z,3884700621,15,,3884700597,56,Back,3884700653,167,,3885821039,388,,3884700603,212,7.0,3884700601,141,100.0,3884700605,213,1.3,3884700599,140,37.3,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479665847,4,5,1,0,21,btcy9nra9ak4m22ovr2ia6m5v,0,33.7,101.3,2022-10-30T17:01:17.860Z,2022-10-31T00:10:58Z,3884700831,233,9,3884700639,347,,3884700637,56,Back,,,,,,,,,,,,,,,,7nwh5uoczypmuiigzi8ylsd1,A. Romagnoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479665871,9,5,1,0,21,49rkyo4do8uwj06geomw0xr4i,1,66.3,-1.3,2022-10-30T17:01:17.860Z,2022-10-31T00:10:58Z,3884700771,56,Right,3884700773,347,,3884700795,233,4,,,,,,,,,,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666027,10,1,1,0,30,49rkyo4do8uwj06geomw0xr4i,1,67.3,0,2022-10-30T17:01:26.535Z,2022-10-31T00:11:02Z,3884701497,141,12.9,3884701493,56,Back,3884701501,213,2.8,3884701503,1,,3884701491,107,,3884701495,140,40.0,3884701499,212,30.2,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666045,11,1,1,0,34,49rkyo4do8uwj06geomw0xr4i,1,39,14.4,2022-10-30T17:01:30.197Z,2022-10-31T00:11:05Z,3885821161,178,,3884701595,213,2.0,3884701591,141,39.9,3884701587,56,Back,3884701589,140,32.4,3884701593,212,18.7,,,,,,,2mloh2yrhs60s1uwrfycc2i8l,N. Gyömbér,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666053,12,1,1,0,36,49rkyo4do8uwj06geomw0xr4i,1,32.3,40.8,2022-10-30T17:01:32.716Z,2022-10-31T00:11:15Z,3884701631,56,Back,3884701635,141,66.2,3884701639,213,1.5,3885821205,178,,3884701633,140,33.8,3884701637,212,17.3,,,,,,,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666065,13,1,1,0,37,49rkyo4do8uwj06geomw0xr4i,0,33.8,66.2,2022-10-30T17:01:34.033Z,2022-10-31T00:11:31Z,3885821269,178,,3884701737,213,0.6,3884701733,141,80.6,3884701729,56,Back,3884701731,140,47.2,3884701735,212,17.1,,,,,,,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666079,5,1,1,0,39,btcy9nra9ak4m22ovr2ia6m5v,0,52.1,23.5,2022-10-30T17:01:35.547Z,2022-10-31T00:11:37Z,3884701825,212,16.1,3884701821,140,67.2,3885821323,388,,3884701827,213,0.2,3884701819,56,Center,3884701823,141,27.4,,,,,,,8w2rfa3vnu6t1a37510374nv9,M. Lazzari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666107,14,1,1,0,40,49rkyo4do8uwj06geomw0xr4i,0,35.1,73.8,2022-10-30T17:01:37.056Z,2022-10-31T00:11:43Z,3884701999,213,0.3,3884701995,141,87.5,3884701991,56,Left,3885821375,388,,3884701989,3,,3884702001,1,,3884701993,140,66.1,3884701997,212,33.9,3ftcqipzb86lzdztg4j1oz2s5,F. Fazio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666121,6,49,1,0,44,btcy9nra9ak4m22ovr2ia6m5v,1,30,16.2,2022-10-30T17:01:40.623Z,2022-10-31T00:11:47Z,,,,,,,,,,,,,,,,,,,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666157,7,1,1,0,44,btcy9nra9ak4m22ovr2ia6m5v,1,30.1,19.4,2022-10-30T17:01:40.934Z,2022-10-31T00:11:52Z,3885821451,178,,3884702231,212,22.4,3884702227,140,12.7,3884702225,56,Back,3884702229,141,38.4,3884702233,213,2.5,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666223,8,1,1,0,48,btcy9nra9ak4m22ovr2ia6m5v,1,13.4,45,2022-10-30T17:01:44.235Z,2022-10-31T00:11:55Z,3885821515,178,,3884702543,213,1.3,3884702539,212,36.6,3884702531,140,22.7,3884702535,141,96.8,3884702545,1,,3884702527,56,Back,,,,8n4rruxbnzvjgdomxslnmcno5,I. Provedel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666235,9,1,1,0,52,btcy9nra9ak4m22ovr2ia6m5v,1,22.7,96.8,2022-10-30T17:01:48.244Z,2022-10-31T00:12:00Z,3884702613,56,Back,3884702617,141,93.8,3885821539,178,,3884702621,213,6.1,3884702615,140,31.9,3884702619,212,9.9,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666247,10,1,1,0,53,btcy9nra9ak4m22ovr2ia6m5v,1,31.9,93.8,2022-10-30T17:01:49.514Z,2022-10-31T00:12:04Z,3885821557,178,,3884702689,212,7.3,3884702685,140,38.6,3884702691,213,0.3,3884719759,168,,3884702687,141,96.8,3884702683,56,Back,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666267,11,61,1,0,55,btcy9nra9ak4m22ovr2ia6m5v,1,38.6,96.8,2022-10-30T17:01:51.154Z,2022-10-31T00:12:17Z,3884702839,56,Back,3885821629,178,,,,,,,,,,,,,,,,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666269,12,61,1,0,55,btcy9nra9ak4m22ovr2ia6m5v,1,35.7,96.8,2022-10-30T17:01:51.587Z,2022-10-31T00:12:20Z,3885821643,178,,3884702853,56,Back,,,,,,,,,,,,,,,,,,,3v6az10hxcowqkewd809cri6t,Luis Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666297,13,1,1,0,56,btcy9nra9ak4m22ovr2ia6m5v,1,35.7,96.8,2022-10-30T17:01:52.589Z,2022-10-31T00:12:26Z,3884702993,140,25.1,3885821693,178,,3884702997,212,11.1,3884702999,213,3.2,3884702991,56,Back,3884702995,141,96.5,,,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479881241,1291,83,1,0,58,49rkyo4do8uwj06geomw0xr4i,1,78.4,7.4,2022-10-30T17:01:54.510Z,2022-10-31T01:51:52Z,3885880341,399,169107,,,,,,,,,,,,,,,,,,,,,,etryzuxz65dmn5ewmocse66l1,P. Mazzocchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666307,14,1,1,0,58,btcy9nra9ak4m22ovr2ia6m5v,1,25.1,96.5,2022-10-30T17:01:54.522Z,2022-10-31T00:12:33Z,3884703061,140,27.3,3884703065,212,10.5,3884703063,141,81.5,3884703067,213,4.9,3885821733,178,,3884703059,56,Back,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666349,15,1,1,1,2,btcy9nra9ak4m22ovr2ia6m5v,1,22.8,79.6,2022-10-30T17:01:58.431Z,2022-10-31T00:12:36Z,3884703317,56,Back,3885821769,178,,3884703323,212,11.0,3884703321,141,95.8,3884703325,213,1.5,3884703319,140,23.6,,,,,,,6hlutndh6zstrpi5i0u0mxyvp,D. Cataldi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666359,16,1,1,1,5,btcy9nra9ak4m22ovr2ia6m5v,1,26,95.8,2022-10-30T17:02:01.706Z,2022-10-31T00:12:40Z,3884703387,213,6.3,3885821775,178,,3884703383,141,95.4,3884703379,56,Back,3884703385,212,8.4,3884703381,140,34.0,,,,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666379,17,1,1,1,6,btcy9nra9ak4m22ovr2ia6m5v,1,34,95.4,2022-10-30T17:02:02.620Z,2022-10-31T00:12:48Z,3884703481,213,3.1,3884703473,56,Back,3884703477,141,95.4,3884703475,140,27.6,3884703479,212,6.7,3885821807,178,,,,,,,,cfzvplhlvlfvau521u6b86xud,M. Zaccagni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666441,18,1,1,1,8,btcy9nra9ak4m22ovr2ia6m5v,1,25.4,93.6,2022-10-30T17:02:04.773Z,2022-10-31T00:12:52Z,3884703809,56,Back,3884703823,1,,3885821833,178,,3884703821,213,4.7,3884703811,140,24.3,3884703815,141,38.8,3884703819,212,37.3,,,,a22hb1s02edsj7t38out5r3rp,A. Marušić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479666475,19,1,1,1,14,btcy9nra9ak4m22ovr2ia6m5v,1,30.8,29,2022-10-30T17:02:10.577Z,2022-10-31T00:12:59Z,3885821861,178,,3884703983,141,9.2,3884703987,213,5.3,3884703979,56,Back,3884703985,212,16.0,3884703981,140,39.1,,,,,,,1x10v3yh4e3f1p2ndhtxcck4p,N. Casale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
