id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value
2500080103,551,49,1,0,13,ej5er0oyngdw138yuumwqbyqt,1,21.8,29.2,2023-01-23T17:32:32.902Z,2023-01-23T22:52:57Z,,,,,,,,,,,,,,,,,,,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068673,7,1,1,0,13,ej5er0oyngdw138yuumwqbyqt,0,20.3,33.7,2023-01-23T17:32:32.943Z,2023-01-23T22:53:01Z,3992118455,141,6.1,3992118461,1,,3992118459,213,5.3,3992118449,157,,3992118453,140,33.3,3992118457,212,23.2,3992118451,56,Back,3992523593,178,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500080179,340,49,1,0,15,af91jdcs6x0bqkmdb78rokod2,1,56.7,90.5,2023-01-23T17:32:34.517Z,2023-01-23T22:53:08Z,,,,,,,,,,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500145651,1043,83,1,0,19,ej5er0oyngdw138yuumwqbyqt,1,30.7,4,2023-01-23T17:32:39.026Z,2023-01-24T01:06:51Z,3992578629,399,103119,,,,,,,,,,,,,,,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068691,8,61,1,0,20,af91jdcs6x0bqkmdb78rokod2,0,72.1,96.6,2023-01-23T17:32:40.001Z,2023-01-23T22:53:20Z,3992523737,178,,3992118561,56,Left,,,,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068717,8,5,1,0,22,ej5er0oyngdw138yuumwqbyqt,1,26.1,-0.8,2023-01-23T17:32:41.697Z,2023-01-23T22:53:24Z,3992118711,233,9,3992118707,56,Back,3992118709,347,,,,,,,,,,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068693,9,5,1,0,22,af91jdcs6x0bqkmdb78rokod2,0,73.9,100.8,2023-01-23T17:32:41.697Z,2023-01-23T22:53:25Z,3992118565,56,Left,3992118567,347,,3992118729,233,8,,,,,,,,,,,,,,,,9qrewt049r6yq88c715ymau39,S. Meïté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068733,9,1,1,0,29,ej5er0oyngdw138yuumwqbyqt,1,26.4,0,2023-01-23T17:32:48.690Z,2023-01-23T22:53:31Z,3992118813,212,20.3,3992118805,107,,3992118809,140,11.5,3992118815,213,2.4,3992118807,56,Back,3992118811,141,18.1,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068755,10,1,1,0,32,ej5er0oyngdw138yuumwqbyqt,1,11.2,20.8,2023-01-23T17:32:52.050Z,2023-01-23T22:53:35Z,3992118931,141,60.0,3992118935,213,1.7,3992523831,178,,3992118927,56,Back,3992118929,140,8.5,3992118933,212,26.8,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068771,11,1,1,0,36,ej5er0oyngdw138yuumwqbyqt,1,9.1,65.1,2023-01-23T17:32:55.504Z,2023-01-23T22:53:53Z,3992523927,178,,3992119031,140,18.2,3992119037,213,1.1,3992119029,56,Back,3992119033,141,91.8,3992119035,212,20.5,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068775,12,1,1,0,38,ej5er0oyngdw138yuumwqbyqt,0,18.5,92.4,2023-01-23T17:32:58.018Z,2023-01-23T22:53:56Z,3992119061,212,5.3,3992119055,56,Back,3992119059,141,92.0,3992119123,233,10,3992523947,178,,3992119127,286,,3992119057,140,23.5,3992119121,236,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,3992119063,213,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068783,10,74,1,0,38,af91jdcs6x0bqkmdb78rokod2,1,76.7,5.5,2023-01-23T17:32:58.022Z,2023-01-23T22:53:59Z,3992119093,56,Right,3992119095,285,,3992523959,178,,3992119133,233,12,,,,,,,,,,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068793,11,5,1,0,41,af91jdcs6x0bqkmdb78rokod2,0,79.6,-1.6,2023-01-23T17:33:00.825Z,2023-01-23T22:54:02Z,3992119269,233,13,3992119149,56,Right,3992119151,347,,,,,,,,,,,,,,,,,a8ez7qv4n62b8s45pdo8u07o5,C. Pickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068813,13,5,1,0,41,ej5er0oyngdw138yuumwqbyqt,1,20.4,101.6,2023-01-23T17:33:00.825Z,2023-01-23T22:54:01Z,3992119247,56,Back,3992119249,347,,3992119263,233,11,,,,,,,,,,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068817,14,1,1,0,46,ej5er0oyngdw138yuumwqbyqt,1,21.8,100,2023-01-23T17:33:06.445Z,2023-01-23T22:54:04Z,3992119279,141,94.1,3992119275,56,Back,3992119281,212,11.2,3992119273,107,,3992119277,140,31.6,3992119283,213,5.9,,,,,,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500145735,1047,67,1,0,48,ej5er0oyngdw138yuumwqbyqt,1,31.8,92.7,2023-01-23T17:33:07.781Z,2023-01-24T01:40:21Z,3992579241,233,724,,,,,,,,,,,,,,,,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500145733,724,67,1,0,48,af91jdcs6x0bqkmdb78rokod2,0,68.2,7.3,2023-01-23T17:33:07.782Z,2023-01-24T01:08:00Z,3992579249,233,1047,,,,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068821,15,1,1,0,48,ej5er0oyngdw138yuumwqbyqt,0,31.6,94.1,2023-01-23T17:33:07.789Z,2023-01-24T01:40:22Z,3992524039,178,,3992119307,213,5.3,3992119301,140,32.8,3992119303,141,91.5,3992119299,56,Back,3992119305,212,2.2,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068823,12,61,1,0,48,af91jdcs6x0bqkmdb78rokod2,1,68.5,8,2023-01-23T17:33:07.867Z,2023-01-23T22:54:17Z,3992119309,56,Right,3992524093,178,,,,,,,,,,,,,,,,,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068825,13,49,1,0,49,af91jdcs6x0bqkmdb78rokod2,1,64,25.8,2023-01-23T17:33:09.443Z,2023-01-23T22:54:21Z,,,,,,,,,,,,,,,,,,,,,,,,,a7gi41760sk45wbkpbps3njdh,M. Castagnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068839,14,1,1,0,50,af91jdcs6x0bqkmdb78rokod2,1,65.3,25,2023-01-23T17:33:09.563Z,2023-01-23T22:54:24Z,3992524133,178,,3992119367,141,28.3,3992119363,56,Center,3992119365,140,78.1,3992119369,212,13.6,3992119371,213,0.2,,,,,,,a7gi41760sk45wbkpbps3njdh,M. Castagnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068855,15,1,1,0,54,af91jdcs6x0bqkmdb78rokod2,1,70.9,37.5,2023-01-23T17:33:13.669Z,2023-01-23T22:54:39Z,3992119473,140,84.0,3992119479,213,5.5,3992119475,141,16.1,3992119477,212,20.0,3992524223,178,,3992119471,56,Right,,,,,,,1gnc1tbpmomiqt1sty2lktt5,D. Okereke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068865,16,1,1,0,57,af91jdcs6x0bqkmdb78rokod2,0,86.7,15,2023-01-23T17:33:17.170Z,2023-01-23T22:54:44Z,3992524249,178,,3992119547,140,88.9,3992119551,212,22.9,3992119541,2,,3992119543,155,,3992328315,20,,3992119553,213,1.5,3992328313,224,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,3992119549,141,48.5,3992119545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2500068867,16,12,1,0,58,ej5er0oyngdw138yuumwqbyqt,1,9.7,50.7,2023-01-23T17:33:18.402Z,2023-01-23T22:54:51Z,3992119567,213,0.1,3992119559,56,Back,3992119561,140,27.4,3992119563,141,53.3,3992524301,178,,3992119569,15,,3992119565,212,18.7,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068871,17,1,1,1,0,ej5er0oyngdw138yuumwqbyqt,1,28,53,2023-01-23T17:33:20.048Z,2023-01-23T22:54:57Z,3992524331,178,,3992119591,141,52.8,3992119587,56,Back,3992119593,212,3.5,3992119585,3,,3992119589,140,24.7,3992119595,213,3.2,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068875,18,49,1,1,1,ej5er0oyngdw138yuumwqbyqt,1,24.7,52.8,2023-01-23T17:33:21.188Z,2023-01-23T22:55:06Z,,,,,,,,,,,,,,,,,,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068881,19,1,1,1,1,ej5er0oyngdw138yuumwqbyqt,0,25,51.6,2023-01-23T17:33:21.329Z,2023-01-23T22:55:17Z,3992119651,213,5.5,3992119647,141,34.9,3992119643,56,Back,3992119645,140,35.9,3992119649,212,16.1,3992524415,178,,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068913,18,49,1,1,3,af91jdcs6x0bqkmdb78rokod2,1,64.2,63.3,2023-01-23T17:33:23.189Z,2023-01-23T22:55:27Z,,,,,,,,,,,,,,,,,,,,,,,,,7ojvhhfvbtbn60sc50y4l2ctm,J. Vásquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500069215,22,1,1,1,3,af91jdcs6x0bqkmdb78rokod2,1,70.3,75.3,2023-01-23T17:33:23.298Z,2023-01-23T22:55:34Z,3992121587,56,Center,3992121595,213,0.0,3992121591,141,75.6,3992121589,140,75.8,3992524501,178,,3992121593,212,5.8,,,,,,,7ojvhhfvbtbn60sc50y4l2ctm,J. Vásquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068901,17,1,1,1,4,af91jdcs6x0bqkmdb78rokod2,0,54.5,68.8,2023-01-23T17:33:24.081Z,2023-01-23T22:55:40Z,3992119765,56,Center,3992119771,212,22.1,3992119769,141,70.0,3992198483,168,,3992524547,178,,3992119767,140,75.5,3992119773,213,0.0,,,,d9bg5jjv8pz0f8u55x3hg0962,E. Valeri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068907,20,49,1,1,7,ej5er0oyngdw138yuumwqbyqt,1,22.5,28.4,2023-01-23T17:33:26.858Z,2023-01-23T22:56:04Z,,,,,,,,,,,,,,,,,,,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068933,21,1,1,1,12,ej5er0oyngdw138yuumwqbyqt,1,22.2,26.2,2023-01-23T17:33:31.609Z,2023-01-23T22:56:07Z,3992119861,141,6.8,3992119859,140,26.7,3992524667,178,,3992119865,213,5.1,3992119857,56,Back,3992119863,212,14.0,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068941,22,1,1,1,14,ej5er0oyngdw138yuumwqbyqt,1,27.2,5.6,2023-01-23T17:33:33.924Z,2023-01-23T22:56:11Z,3992119895,140,36.7,3992119899,212,11.8,3992119893,56,Back,3992524695,178,,3992119897,141,14.9,3992119901,213,0.6,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068943,23,1,1,1,15,ej5er0oyngdw138yuumwqbyqt,1,36.7,14.9,2023-01-23T17:33:35.117Z,2023-01-23T22:56:19Z,3992524745,178,,3992119909,141,9.4,3992119905,56,Back,3992119913,213,3.9,3992119907,140,32.9,3992119911,212,5.5,3992119917,156,,,,,8wh3u8b2hz7rcygnfng8khh3p,R. Soriano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068961,24,1,1,1,17,ej5er0oyngdw138yuumwqbyqt,1,32.9,7.7,2023-01-23T17:33:36.828Z,2023-01-23T22:56:24Z,3992120019,212,7.8,3992120015,140,26.3,3992120021,213,2.7,3992120013,56,Back,3992120017,141,13.0,3992524785,178,,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500068985,25,1,1,1,18,ej5er0oyngdw138yuumwqbyqt,1,26.4,13,2023-01-23T17:33:38.302Z,2023-01-23T22:56:30Z,3992120171,140,14.7,3992120169,56,Back,3992120177,213,2.8,3992120175,212,13.2,3992524821,178,,3992120173,141,20.2,,,,,,,bdb6j168crcrwje9k0titxv55,L. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500069007,26,1,1,1,22,ej5er0oyngdw138yuumwqbyqt,1,14.4,30.4,2023-01-23T17:33:41.971Z,2023-01-23T22:56:34Z,3992120303,212,23.1,3992524847,178,,3992120299,140,14.6,3992120305,213,1.6,3992120297,56,Back,3992120301,141,64.4,,,,,,,4gmki0xpn2e9o9p7wnm0k8p1x,A. Soumaoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500069023,27,1,1,1,25,ej5er0oyngdw138yuumwqbyqt,1,15,66.9,2023-01-23T17:33:44.650Z,2023-01-23T22:56:38Z,3992120431,140,21.4,3992120437,212,18.8,3992120425,56,Back,3992524875,178,,3992120439,213,1.2,3992120435,141,92.7,,,,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500069029,28,1,1,1,27,ej5er0oyngdw138yuumwqbyqt,0,22.1,95.3,2023-01-23T17:33:47.356Z,2023-01-23T22:56:42Z,3992120485,213,6.2,3992120483,212,45.6,3992120477,56,Left,3992120487,1,,3992120481,141,89.0,3992120475,155,,3992120479,140,65.3,3992524891,178,,a2n9op95qyb3rkye5pxqjb7bp,C. Lykogiannis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500069041,19,1,1,1,30,af91jdcs6x0bqkmdb78rokod2,0,30.6,11.8,2023-01-23T17:33:50.269Z,2023-01-23T22:56:47Z,3992120563,213,0.4,3992524921,178,,3992120557,140,42.0,3992120553,3,,3992120559,141,18.4,3992120561,212,12.8,3992120555,56,Back,,,,913rgsi93o890wc2cbuwlbqp5,L. Sernicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500069045,29,1,1,1,33,ej5er0oyngdw138yuumwqbyqt,0,52.1,80,2023-01-23T17:33:52.766Z,2023-01-23T22:58:23Z,3992120585,212,2.5,3992120581,140,54.4,3992120587,213,0.2,3992120577,3,,3992525383,178,,3992120583,141,80.7,3992120579,56,Left,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500069049,20,61,1,1,33,af91jdcs6x0bqkmdb78rokod2,1,34.4,21.8,2023-01-23T17:33:52.842Z,2023-01-23T22:58:31Z,3992525419,388,,3992120603,56,Back,3992525407,21,,,,,,,,,,,,,,,,,5sxy1z2pz5bhlp767lyjte76d,A. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500069057,30,1,1,1,34,ej5er0oyngdw138yuumwqbyqt,1,54.1,81.9,2023-01-23T17:33:54.410Z,2023-01-23T22:58:45Z,3992525501,178,,3992120647,140,63.1,3992120651,212,9.5,3992120653,213,0.1,3992120649,141,83.0,3992120645,56,Left,,,,,,,38de1wbyp2ruksgffna791n8p,N. Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500069061,31,4,1,1,36,ej5er0oyngdw138yuumwqbyqt,1,65.4,84.6,2023-01-23T17:33:56.015Z,2023-01-23T22:58:48Z,3992120673,152,,3992120697,233,21,3992120677,286,,3992120669,13,,3992120675,265,,3992120671,56,Left,,,,,,,a46kdc4sdf7e6520s8gm9glm2,M. Barrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
