id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,assist,qualifier/18/value
2519377763,101,12,1,11,9,6tuibxq39fdryu8ou06wcm0q3,1,21.8,12,2023-03-12T17:12:44.159Z,2023-03-13T02:20:51Z,4093846395,140,39.9,4093846401,213,5.8,4093846545,15,,4093846399,212,21.3,4093846397,141,0.0,4095191063,388,,4093846549,167,,4093846393,56,Back,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519377769,102,5,1,11,11,6tuibxq39fdryu8ou06wcm0q3,0,36.1,-2,2023-03-12T17:12:45.644Z,2023-03-13T02:20:54Z,4093846419,347,,4093846417,56,Back,4093847047,233,127,,,,,,,,,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519377863,127,5,1,11,11,2tk2l9sgktwc9jhzqdd4mpdtb,1,63.9,102,2023-03-12T17:12:45.644Z,2023-03-13T02:20:53Z,4093846971,233,102,4093846963,347,,4093846961,56,Left,,,,,,,,,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519377969,128,1,1,11,17,2tk2l9sgktwc9jhzqdd4mpdtb,1,72.3,100,2023-03-12T17:12:51.565Z,2023-03-13T02:20:56Z,4093847515,212,13.7,4093847509,56,Left,4093847517,213,3.5,4093847507,107,,4093847511,140,60.3,4093847513,141,93.5,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378039,129,1,1,11,19,2tk2l9sgktwc9jhzqdd4mpdtb,1,58.3,92.4,2023-03-12T17:12:54.347Z,2023-03-13T02:21:00Z,4095191281,178,,4093847883,141,83.9,4093847887,212,7.9,4093847879,140,53.2,4093847877,56,Left,4093847889,213,4.0,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378085,130,1,1,11,21,2tk2l9sgktwc9jhzqdd4mpdtb,1,50.1,83.6,2023-03-12T17:12:55.988Z,2023-03-13T02:21:03Z,4093848189,140,32.6,4093848193,141,83.6,4093848197,212,18.4,4093848199,213,3.1,4095191341,178,,4093848185,56,Back,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378143,131,1,1,11,23,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.5,83.3,2023-03-12T17:12:58.474Z,2023-03-13T02:21:06Z,4093848515,140,24.1,4095191409,178,,4093848513,56,Back,4093848521,213,4.4,4093848517,141,49.6,4093848519,212,24.2,,,,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378179,132,1,1,11,26,2tk2l9sgktwc9jhzqdd4mpdtb,1,23.3,40,2023-03-12T17:13:01.269Z,2023-03-13T02:21:09Z,4093848775,140,24.8,4093848773,56,Back,4095191491,178,,4093848781,213,4.8,4093848779,212,19.1,4093848777,141,12.0,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378227,133,1,1,11,29,2tk2l9sgktwc9jhzqdd4mpdtb,1,21.8,12.2,2023-03-12T17:13:03.824Z,2023-03-13T02:21:12Z,4093849013,141,2.9,4093849015,212,16.7,4093849011,140,36.5,4095191559,178,,4093849017,213,5.9,4093849009,56,Back,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378265,134,1,1,11,30,2tk2l9sgktwc9jhzqdd4mpdtb,0,32,4,2023-03-12T17:13:05.277Z,2023-03-13T02:21:18Z,4093849215,155,,4095191735,178,,4093849223,212,24.2,4093849221,141,19.8,4093849217,56,Right,4093849227,213,0.5,4093849219,140,52.7,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378335,103,1,1,11,32,6tuibxq39fdryu8ou06wcm0q3,0,48.9,80.9,2023-03-12T17:13:06.877Z,2023-03-13T02:21:28Z,4095191871,178,,4093849565,140,69.9,4093849569,212,22.1,4093849567,141,81.1,4093849571,213,0.0,4093849563,56,Left,4093849561,3,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519428555,493,61,1,11,34,2tk2l9sgktwc9jhzqdd4mpdtb,1,25.6,25.2,2023-03-12T17:13:09.352Z,2023-03-13T02:22:52Z,4094123657,56,Back,4095193199,388,,4095193197,21,,,,,,,,,,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378385,135,61,1,11,34,2tk2l9sgktwc9jhzqdd4mpdtb,1,26.7,25.8,2023-03-12T17:13:09.362Z,2023-03-13T02:22:12Z,4095192709,15,,4095192711,178,,4093849787,56,Back,,,,,,,,,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378709,136,1,1,11,36,2tk2l9sgktwc9jhzqdd4mpdtb,1,28.3,31.5,2023-03-12T17:13:11.110Z,2023-03-13T02:22:00Z,4093851647,56,Back,4095192411,388,,4093851649,140,7.6,4093851653,212,23.0,4093851651,141,42.4,4093851655,213,2.8,4093851645,3,,,,,4cu8rbv55v6f6jiq50c4xatqs,E. Bove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378821,137,1,1,11,49,2tk2l9sgktwc9jhzqdd4mpdtb,1,19.7,56.7,2023-03-12T17:13:24.450Z,2023-03-13T02:22:59Z,4093852243,213,5.7,4093852241,212,41.5,4093852235,56,Center,4093852237,140,52.3,4095193767,178,,4093852239,141,22.1,4093852245,1,,4093852233,155,,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378833,138,44,1,11,51,2tk2l9sgktwc9jhzqdd4mpdtb,1,51.8,17.2,2023-03-12T17:13:26.368Z,2023-03-13T06:03:25Z,4093852289,286,,4093852287,56,Right,4093852329,233,104,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378787,104,44,1,11,51,6tuibxq39fdryu8ou06wcm0q3,0,48.2,82.8,2023-03-12T17:13:26.369Z,2023-03-13T02:23:04Z,4093852355,233,138,4093852001,56,Back,4093852005,285,,,,,,,,,,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378857,139,1,1,11,51,2tk2l9sgktwc9jhzqdd4mpdtb,0,52.1,21.9,2023-03-12T17:13:26.410Z,2023-03-13T06:03:25Z,4093852425,212,16.0,4093852419,56,Right,4093852427,213,4.7,4093852417,3,,4093852421,140,52.6,4095194001,388,,4093852423,141,0.0,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379079,105,5,1,11,53,6tuibxq39fdryu8ou06wcm0q3,1,49.6,101.5,2023-03-12T17:13:28.054Z,2023-03-13T02:23:09Z,4093853473,56,Back,4093853527,233,140,4093853475,347,,,,,,,,,,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519378863,140,5,1,11,53,2tk2l9sgktwc9jhzqdd4mpdtb,0,50.4,-1.5,2023-03-12T17:13:28.054Z,2023-03-13T02:23:09Z,4093853553,233,105,4093852451,56,Right,4093852453,347,,,,,,,,,,,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379121,106,1,1,12,8,6tuibxq39fdryu8ou06wcm0q3,1,46.7,100,2023-03-12T17:13:42.992Z,2023-03-13T02:23:11Z,4093853761,212,15.6,4093853747,107,,4093853757,141,93.1,4093853749,56,Left,4093853753,140,60.5,4093853765,213,5.9,4093854417,189,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519513255,844,61,1,12,10,6tuibxq39fdryu8ou06wcm0q3,1,63.7,87.6,2023-03-12T17:13:45.163Z,2023-03-13T02:23:15Z,4095194237,178,,4094585149,189,,4094585023,56,Left,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519513395,845,61,1,12,11,6tuibxq39fdryu8ou06wcm0q3,0,62.6,97.1,2023-03-12T17:13:45.536Z,2023-03-13T02:24:12Z,4095195653,178,,4094585771,56,Left,,,,,,,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379145,141,49,1,12,11,2tk2l9sgktwc9jhzqdd4mpdtb,1,36.1,5,2023-03-12T17:13:46.193Z,2023-03-13T02:24:00Z,,,,,,,,,,,,,,,,,,,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379173,142,1,1,12,11,2tk2l9sgktwc9jhzqdd4mpdtb,1,38.9,1.9,2023-03-12T17:13:46.331Z,2023-03-13T02:24:07Z,4093854047,213,2.9,4095195525,178,,4093854043,212,7.6,4093854035,140,31.8,4093854037,141,4.4,4093854033,56,Back,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379183,143,1,1,12,12,2tk2l9sgktwc9jhzqdd4mpdtb,0,33,4.6,2023-03-12T17:13:47.270Z,2023-03-13T02:24:17Z,4093854101,140,35.0,4093854103,141,4.6,4093854107,213,0,4095195763,178,,4093854201,236,,4093854105,212,2.1,4093854203,233,107,4093854207,286,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,4093854099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379201,107,74,1,12,12,6tuibxq39fdryu8ou06wcm0q3,1,63.7,95.2,2023-03-12T17:13:47.310Z,2023-03-13T02:24:20Z,4095195829,178,,4093854183,285,,4093854181,56,Left,4093854241,233,143,,,,,,,,,,,,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379227,144,61,1,12,13,2tk2l9sgktwc9jhzqdd4mpdtb,1,34.5,4.2,2023-03-12T17:13:48.034Z,2023-03-13T02:24:26Z,4093854305,56,Back,4095195997,178,,4095195995,21,,,,,,,,,,,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379273,145,1,1,12,14,2tk2l9sgktwc9jhzqdd4mpdtb,1,36.8,7.1,2023-03-12T17:13:49.453Z,2023-03-13T02:24:35Z,4093854551,212,2.5,4093854553,213,4.8,4093854549,141,3.4,4093854547,140,37.0,4093854545,56,Back,4095196111,178,,,,,,,,4cu8rbv55v6f6jiq50c4xatqs,E. Bove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379307,146,1,1,12,15,2tk2l9sgktwc9jhzqdd4mpdtb,1,32.5,4.3,2023-03-12T17:13:49.963Z,2023-03-13T02:24:38Z,4093854697,56,Back,4093854699,140,30.8,4093854701,141,20.6,4093854703,212,11.2,4095196147,178,,4093854705,213,1.7,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379415,147,1,1,12,19,2tk2l9sgktwc9jhzqdd4mpdtb,1,32.4,35.5,2023-03-12T17:13:54.243Z,2023-03-13T02:24:42Z,4093855353,56,Back,4093855351,155,,4093855361,213,1.2,4093855359,212,41.8,4093855357,141,93.5,4093855363,1,,4093855355,140,45.7,4095196209,178,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379453,148,1,1,12,23,2tk2l9sgktwc9jhzqdd4mpdtb,1,43.8,93.3,2023-03-12T17:13:58.479Z,2023-03-13T02:24:44Z,4093855513,56,Back,4093855521,213,3.6,4093855519,212,12.0,4093855517,141,85.7,4093855515,140,33.5,4095196235,178,,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379475,149,1,1,12,26,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.5,86.3,2023-03-12T17:14:01.272Z,2023-03-13T02:24:54Z,4093855651,213,6.1,4093855643,56,Back,4095196377,178,,4093855649,212,18.6,4093855647,141,81.2,4093855645,140,48.9,,,,,,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379483,150,1,1,12,27,2tk2l9sgktwc9jhzqdd4mpdtb,1,48.7,79.6,2023-03-12T17:14:02.449Z,2023-03-13T02:24:58Z,4093855699,213,4.1,4093855697,212,9.1,4095196425,178,,4093855693,140,43.9,4093855713,156,,4093855691,56,Back,4093855695,141,68.4,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379521,151,61,1,12,28,2tk2l9sgktwc9jhzqdd4mpdtb,0,42.8,66.6,2023-03-12T17:14:03.358Z,2023-03-13T02:25:01Z,4093855899,56,Back,4095196467,178,,,,,,,,,,,,,,,,,,,,4cu8rbv55v6f6jiq50c4xatqs,E. Bove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379559,108,1,1,12,29,6tuibxq39fdryu8ou06wcm0q3,1,58.3,31.4,2023-03-12T17:14:04.429Z,2023-03-13T02:25:04Z,4093856097,140,67.1,4093856099,141,41.9,4093856101,212,11.7,4093856103,213,0.7,4093856095,56,Center,4095196515,178,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379565,109,49,1,12,31,6tuibxq39fdryu8ou06wcm0q3,1,64.9,40,2023-03-12T17:14:06.194Z,2023-03-13T02:25:09Z,,,,,,,,,,,,,,,,,,,,,,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379641,110,1,1,12,34,6tuibxq39fdryu8ou06wcm0q3,1,73.1,58.3,2023-03-12T17:14:09.325Z,2023-03-13T02:25:17Z,4093858483,154,,4093858481,210,15,4093856515,56,Center,4093856517,140,85.0,4095196665,178,,4093856519,141,52.8,4093856523,213,6.0,4093856521,212,13.0,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379649,111,15,1,12,36,6tuibxq39fdryu8ou06wcm0q3,1,84.3,52.4,2023-03-12T17:14:10.761Z,2023-03-13T02:25:18Z,4094590063,76,,4093858041,72,,4093858511,154,,4093856569,22,,4093858095,233,152,4093856571,17,,4093858529,231,50.4,4093858521,328,,4qejyummzkrfllds8ord642qx,D. Frattesi,,4095196725,178,,4093858519,103,19,4093858509,29,,4093858513,55,110,4093858527,230,4093856573,56,4093858045,82,4093858525,147,52.5,4093858523,146,88.5,,98.8,Center,4093858517,102,52.9,,,,,,,,,,,,
2519379687,152,10,1,12,36,2tk2l9sgktwc9jhzqdd4mpdtb,1,11.4,47,2023-03-12T17:14:10.919Z,2023-03-13T02:25:23Z,4093858155,233,111,4095196887,178,,4093856791,56,Back,4093856789,94,,,,,,,,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519655115,1705,83,1,12,39,2tk2l9sgktwc9jhzqdd4mpdtb,1,15.7,65.9,2023-03-12T17:14:13.657Z,2023-03-13T05:12:36Z,4095341653,399,216040,,,,,,,,,,,,,,,,,,,,,,a1iz91ed6hus61yhhk2r0vkd1,S. El Shaarawy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379763,112,15,1,12,39,6tuibxq39fdryu8ou06wcm0q3,1,86.6,34.5,2023-03-12T17:14:13.678Z,2023-03-13T05:12:57Z,4093859651,458,,4093857107,63,,4093857109,56,Center,4093859653,146,97.8,4093859163,233,153,4095197041,178,,4093859649,103,8.9,4093859647,102,52.7,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,4093859655,147,47.1,4093859111,20,,4093859645,76,,4093857105,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379817,153,10,1,12,39,2tk2l9sgktwc9jhzqdd4mpdtb,1,3.3,53.6,2023-03-12T17:14:14.389Z,2023-03-13T02:25:38Z,4093859195,233,112,4093857639,174,,4094591467,376,,4093857311,182,,4093857641,179,,4093857313,56,Back,,,,,,,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519379835,113,16,1,12,42,6tuibxq39fdryu8ou06wcm0q3,1,94.9,51.8,2023-03-12T17:14:16.602Z,2023-03-13T02:25:47Z,4093860099,375,12:40.843,4093862617,114,,4093862623,103,5.7,4093862631,458,,4093862625,214,,4093862627,328,,4095197351,178,,4093860077,20,,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,,4094592383,395,98.4,4093862639,281,153ljvbov0n176vm9fdaizoix,4094592385,396,50.9,4093862619,76,,4093862635,231,4093862641,282,4093862621,102,4093862633,230,98.0,4093857397,56,Center,53.6,49.3,2182,4093857395,16,,4093862629,391,4093860093,374,2023-03-12 17:14:15.324,4093862637,280,ATTEMPT_SAVED,4093857393,22,,
2519381897,154,1,1,14,26,2tk2l9sgktwc9jhzqdd4mpdtb,1,49.9,49.9,2023-03-12T17:16:01.066Z,2023-03-13T02:25:51Z,4093868695,213,3.1,4093868687,140,37.8,4093868691,212,12.7,4093868689,141,50.1,4093868681,56,Back,4095197469,178,,4093868697,279,G,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519381977,155,1,1,14,29,2tk2l9sgktwc9jhzqdd4mpdtb,1,38,57.9,2023-03-12T17:16:03.722Z,2023-03-13T02:25:55Z,4093869065,140,45.8,4095197517,178,,4093869063,56,Back,4093869071,213,1.3,4093869067,141,94.8,4093869069,212,26.4,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519382049,156,1,1,14,32,2tk2l9sgktwc9jhzqdd4mpdtb,1,45,94.8,2023-03-12T17:16:06.656Z,2023-03-13T02:26:00Z,4093869473,56,Back,4093869481,213,3.4,4095197623,178,,4093869479,212,13.1,4093869477,141,90.3,4093869475,140,32.9,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519382163,157,1,1,14,34,2tk2l9sgktwc9jhzqdd4mpdtb,1,31.6,86.6,2023-03-12T17:16:08.939Z,2023-03-13T02:26:03Z,4093870147,1,,4093870141,141,22.2,4093870135,56,Back,4095197681,178,,4093870143,212,48.7,4093870139,140,11.2,4093870145,213,4.3,4093870131,196,,cddggachzf198p1yhq9owtofd,M. Kumbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519382275,158,1,1,14,39,2tk2l9sgktwc9jhzqdd4mpdtb,1,11.2,22.2,2023-03-12T17:16:13.567Z,2023-03-13T02:26:07Z,4093870685,140,5.9,4095197715,178,,4093870683,56,Back,4093870687,141,41.9,4093870689,212,14.5,4093870691,213,2.0,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519382357,159,1,1,14,42,2tk2l9sgktwc9jhzqdd4mpdtb,1,9,41.5,2023-03-12T17:16:16.687Z,2023-03-13T02:26:14Z,4095197801,178,,4093871115,212,41.6,4093871117,213,6.0,4093871109,56,Back,4093871107,155,,4093871119,1,,4093871111,140,47.1,4093871113,141,24.9,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519382393,160,1,1,14,44,2tk2l9sgktwc9jhzqdd4mpdtb,0,46.3,24.2,2023-03-12T17:16:19.080Z,2023-03-13T02:26:17Z,4093871325,213,5.8,4093871315,168,,4093871323,212,29.5,4093871313,3,,4093871321,141,5.8,4095197855,388,,4093871317,56,Right,4093871319,140,71.7,2lyib1m8bhrkcc3ukk12fbefp,G. Wijnaldum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519382423,114,49,1,14,49,6tuibxq39fdryu8ou06wcm0q3,1,24.7,96.5,2023-03-12T17:16:23.487Z,2023-03-13T02:26:21Z,,,,,,,,,,,,,,,,,,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519382601,115,1,1,14,51,6tuibxq39fdryu8ou06wcm0q3,1,23.6,94.1,2023-03-12T17:16:25.605Z,2023-03-13T02:26:25Z,4093872395,213,4.1,4095197975,178,,4093872385,56,Back,4093872393,212,28.0,4093872391,141,60.5,4093872389,140,8.2,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519382657,116,1,1,14,57,6tuibxq39fdryu8ou06wcm0q3,1,8.1,47.4,2023-03-12T17:16:32.071Z,2023-03-13T02:26:29Z,4095198055,178,,4093872769,141,7.1,4093872773,213,4.9,4093872761,56,Back,4093872765,140,14.2,4093872771,212,28.1,,,,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519382751,117,1,1,15,0,6tuibxq39fdryu8ou06wcm0q3,1,16.1,4.4,2023-03-12T17:16:35.202Z,2023-03-13T02:20:05Z,4093873155,213,0.1,4095190057,178,,4093873151,141,6.4,4093873153,212,18.4,4093873149,140,33.6,4093873147,56,Back,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519382769,118,1,1,15,2,6tuibxq39fdryu8ou06wcm0q3,0,33.6,2.9,2023-03-12T17:16:36.861Z,2023-03-13T02:20:09Z,4095190187,178,,4093873265,56,Back,4093873267,140,41.2,4093873269,141,0.0,4093873273,213,5.9,4093873271,212,8.6,4093873263,168,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519382773,119,5,1,15,3,6tuibxq39fdryu8ou06wcm0q3,0,40.4,-1.4,2023-03-12T17:16:38.402Z,2023-03-13T02:20:15Z,4093873279,56,Back,4093875159,233,161,4093873281,347,,,,,,,,,,,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519383145,161,5,1,15,3,2tk2l9sgktwc9jhzqdd4mpdtb,1,59.6,101.4,2023-03-12T17:16:38.402Z,2023-03-13T02:20:15Z,4093875139,233,119,4093875123,347,,4093875121,56,Left,,,,,,,,,,,,,,,,2lyib1m8bhrkcc3ukk12fbefp,G. Wijnaldum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519383169,162,1,1,15,21,2tk2l9sgktwc9jhzqdd4mpdtb,0,63.1,100,2023-03-12T17:16:56.402Z,2023-03-13T02:21:31Z,4093875265,56,Left,4093875269,141,92.9,4093875267,140,77.4,4093875263,107,,4093875271,212,16.0,4093875273,213,5.9,,,,,,,9ka7y81b5kst146mhq7mom5ed,L. Spinazzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519383201,120,44,1,15,23,6tuibxq39fdryu8ou06wcm0q3,1,21.4,7.3,2023-03-12T17:16:57.876Z,2023-03-13T06:03:26Z,4093875515,233,163,4093875449,285,,4093875447,56,Back,,,,,,,,,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519383181,163,44,1,15,23,2tk2l9sgktwc9jhzqdd4mpdtb,0,78.6,92.7,2023-03-12T17:16:57.877Z,2023-03-13T02:21:35Z,4093875325,56,Left,4093875327,286,,4093875537,233,120,,,,,,,,,,,,,,,,c5a7z6vphv9tp9ddid5jnrnx1,N. Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
