id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/10/value,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value
2537424593,7,1,1,0,11,4klvxyeh3xcus4ongu7c00mgc,0,84.1,23.7,2023-04-22T18:46:15.158Z,2023-04-23T03:28:46Z,4212017765,178,,4210411397,140,86.7,4210411399,141,31.8,4210411401,212,6.1,4210411395,56,Center,4210411403,213,1.1,,,,,,,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424599,5,61,1,0,12,4plikfte18rv8v4l89z803d4y,1,13.1,71.7,2023-04-22T18:46:15.390Z,2023-04-23T03:28:54Z,4212018029,21,,4210411449,56,Back,4212018031,178,,,,,,,,,,,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424613,8,15,1,0,13,4klvxyeh3xcus4ongu7c00mgc,1,94,41.6,2023-04-22T18:46:16.752Z,2023-04-23T03:29:00Z,4210411537,22,,4210414283,103,14.6,4210414281,102,49.0,4212018195,178,,4210414279,78,,4210411541,56,Center,4210414287,328,,4210414291,146,97.2,8zltxvt0rcrcv96x1wmdhlrrp,M'Bala Nzola,4210414285,214,4210414293,147,44.9,4210411539,17,4210415081,233,6,4210414289,458,4210413801,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424619,6,10,1,0,13,4plikfte18rv8v4l89z803d4y,1,3,53.4,2023-04-22T18:46:16.872Z,2023-04-23T03:29:03Z,4210415133,233,8,4211137809,376,,4210415025,389,,4211137807,183,,4210411601,56,Back,4210411595,173,,,,,,,,awpcf5w245iug4znjqctuebpx,N. Ravaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424655,9,1,1,0,16,4klvxyeh3xcus4ongu7c00mgc,0,90.9,23,2023-04-22T18:46:19.420Z,2023-04-23T03:29:06Z,4210411853,3,,4210411855,56,Center,4212018325,388,,4210411859,141,37.9,4210411861,212,10.1,4210411863,213,1.6,4210411857,140,90.9,,,,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424671,7,12,1,0,17,4plikfte18rv8v4l89z803d4y,1,11,59.7,2023-04-22T18:46:20.527Z,2023-04-23T03:29:09Z,4210607739,15,,4210411943,140,22.8,4210411945,141,81.2,4212018401,178,,4210411941,56,Back,4210411947,212,19.2,4210411949,213,0.9,,,,eqggzoepu1d4t13fw6ybebtn9,T. Rincón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424677,10,1,1,0,19,4klvxyeh3xcus4ongu7c00mgc,0,78.6,22.8,2023-04-22T18:46:22.610Z,2023-04-23T03:29:18Z,4210411977,213,1.3,4210411967,3,,4210411969,56,Center,4212018621,388,,4210411975,212,1.7,4210411973,141,25.2,4210411971,140,79.1,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424723,8,1,1,0,21,4plikfte18rv8v4l89z803d4y,1,22.8,81.1,2023-04-22T18:46:24.284Z,2023-04-23T03:29:28Z,4210412187,56,Back,4210412189,140,29.7,4212018913,178,,4210412191,141,78.4,4210412185,3,,4210412195,213,6.0,4210412193,212,7.5,,,,5qfa3h4gut5jlnfkexq5m1djp,H. Winks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424737,9,44,1,0,22,4plikfte18rv8v4l89z803d4y,1,29.2,78.4,2023-04-22T18:46:26.096Z,2023-04-23T06:08:11Z,4210412289,233,11,4210412261,285,,4210412259,56,Back,,,,,,,,,,,,,,,,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424717,11,44,1,0,22,4klvxyeh3xcus4ongu7c00mgc,0,70.8,21.6,2023-04-22T18:46:26.097Z,2023-04-23T03:29:32Z,4210412299,233,9,4210412167,56,Center,4210412169,286,,,,,,,,,,,,,,,,,e05kmeeuc7x55gwhjmxl9ry3u,P. Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424749,10,1,1,0,22,4plikfte18rv8v4l89z803d4y,0,29.6,78.4,2023-04-22T18:46:26.150Z,2023-04-23T06:08:11Z,4210412317,213,0.4,4212019113,388,,4210412305,3,,4210412315,212,5.1,4210412313,141,81.2,4210412309,56,Back,4210412307,168,,4210412311,140,34.1,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424753,12,44,1,0,24,4klvxyeh3xcus4ongu7c00mgc,1,65.4,18.5,2023-04-22T18:46:27.403Z,2023-04-23T06:08:12Z,4210412345,286,,4210412343,56,Right,4210412445,233,11,,,,,,,,,,,,,,,,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424769,11,44,1,0,24,4plikfte18rv8v4l89z803d4y,0,34.6,81.5,2023-04-22T18:46:27.404Z,2023-04-23T03:29:38Z,4210412419,285,,4210443455,233,12,4210412417,56,Back,,,,,,,,,,,,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424757,13,1,1,0,24,4klvxyeh3xcus4ongu7c00mgc,0,69.4,22.5,2023-04-22T18:46:27.465Z,2023-04-23T06:08:12Z,4210412365,212,7.3,4210412363,141,12.6,4210412357,3,,4212019337,388,,4210412359,56,Right,4210412361,140,72.2,4210412367,213,5.1,,,,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424797,12,49,1,0,25,4plikfte18rv8v4l89z803d4y,1,35.4,96.6,2023-04-22T18:46:28.825Z,2023-04-23T03:30:02Z,,,,,,,,,,,,,,,,,,,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537725159,866,83,1,0,26,4klvxyeh3xcus4ongu7c00mgc,1,62.6,11.8,2023-04-22T18:46:29.964Z,2023-04-23T03:46:42Z,4212042711,399,431079,,,,,,,,,,,,,,,,,,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424841,13,1,1,0,26,4plikfte18rv8v4l89z803d4y,1,36.7,95.9,2023-04-22T18:46:29.970Z,2023-04-23T03:30:07Z,4210412825,56,Left,4210412831,212,22.3,4210412833,213,6.3,4212019937,178,,4210412827,140,57.9,4210412829,141,95.0,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424955,14,1,1,0,33,4plikfte18rv8v4l89z803d4y,1,61.2,92.1,2023-04-22T18:46:36.515Z,2023-04-23T03:30:12Z,4212020031,178,,4210413405,140,76.4,4210413403,56,Center,4210413409,212,19.9,4210413407,141,74.5,4210413411,213,5.6,,,,,,,6u6mobmk6lpvwebo76ddxr3s9,M. Léris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424997,15,3,1,0,36,4plikfte18rv8v4l89z803d4y,0,88.4,73.8,2023-04-22T18:46:39.750Z,2023-04-23T03:30:24Z,4210413883,233,14,4210413623,286,,4212020299,178,,4211137875,465,,4210413621,56,Center,,,,,,,,,,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424953,14,7,1,0,37,4klvxyeh3xcus4ongu7c00mgc,1,11.6,26.2,2023-04-22T18:46:40.491Z,2023-04-23T03:30:28Z,4210413401,285,,4212020417,178,,4210413867,233,15,4211137881,383,,4210413399,56,Back,4210413397,167,,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424959,15,6,1,0,39,4klvxyeh3xcus4ongu7c00mgc,0,6.4,16.9,2023-04-22T18:46:42.925Z,2023-04-23T03:30:32Z,4210413433,73,,4210413431,56,Back,4210413663,233,16,,,,,,,,,,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537424999,16,6,1,0,39,4plikfte18rv8v4l89z803d4y,1,93.6,83.1,2023-04-22T18:46:42.925Z,2023-04-23T03:30:32Z,4210413625,56,Left,4210413627,73,,4210413639,233,15,,,,,,,,,,,,,,,,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537425431,17,1,1,1,6,4plikfte18rv8v4l89z803d4y,1,99.5,99.5,2023-04-22T18:47:09.719Z,2023-04-23T03:30:43Z,4210415993,155,,4210416001,56,Center,4210415989,6,,4210415997,224,,4210416013,213,4.6,4210417569,210,15,4210416011,212,28.3,4210417571,154,,14vhrqvqomi57x5mtsawm44b9,T. Augello,4211138695,72,4212020523,178,,4210416005,140,4210416009,141,58.2,4210415987,2,,,1,96.3,,,,,,,,,,,,,,,,,,,,,,,,,
2537425441,18,15,1,1,7,4plikfte18rv8v4l89z803d4y,1,96.2,62.3,2023-04-22T18:47:10.729Z,2023-04-23T03:30:44Z,4210417581,154,,4210417605,100,,4210417615,231,54.0,4210417169,72,,4212020671,178,,4210416053,56,Center,4210417597,328,,4210417167,25,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,4210417611,147,4210417579,29,,4210417217,233,4210417583,55,17,4210417609,146,4210417587,102,,16,59.8,97.3,53.7,4210417577,76,4210417173,82,4210417591,103,19,4210417613,230,99.0,4210416051,61,,,,,,,,,,
2537425395,16,10,1,1,7,4klvxyeh3xcus4ongu7c00mgc,1,2.6,42.3,2023-04-22T18:47:10.907Z,2023-04-23T03:31:12Z,4210417237,233,18,4212021067,178,,4210415813,94,,4210415815,56,Back,4212021297,21,,,,,,,,,,,8zltxvt0rcrcv96x1wmdhlrrp,M'Bala Nzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537425411,17,6,1,1,8,4klvxyeh3xcus4ongu7c00mgc,0,2.8,39.6,2023-04-22T18:47:11.910Z,2023-04-23T03:31:18Z,4210415879,56,Back,4210415881,73,,4210416337,233,19,,,,,,,,,,,,,,,,8zltxvt0rcrcv96x1wmdhlrrp,M'Bala Nzola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537425487,19,6,1,1,8,4plikfte18rv8v4l89z803d4y,1,97.2,60.4,2023-04-22T18:47:11.910Z,2023-04-23T03:31:18Z,4210416301,233,17,4210416281,56,Center,4210416283,73,,,,,,,,,,,,,,,,,1wnzwoisg4ctvcxsh2xnrkj4l,M. Gabbiadini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426123,20,1,1,2,8,4plikfte18rv8v4l89z803d4y,0,99.6,99.5,2023-04-22T18:48:11.558Z,2023-04-23T03:31:21Z,4212021479,178,,4210419951,141,66.1,4210419927,2,,4210419959,213,4.5,4211142547,72,,4210419943,56,Center,4210419933,155,,4210419947,140,95.9,14vhrqvqomi57x5mtsawm44b9,T. Augello,4210419929,6,4210419937,224,,4210419955,212,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
2537426143,18,12,1,2,9,4klvxyeh3xcus4ongu7c00mgc,1,7.7,36.9,2023-04-22T18:48:12.637Z,2023-04-23T03:31:24Z,4210420033,212,21.4,4210420035,213,0.5,4210420031,141,53.1,4210420049,15,,4210420029,140,25.2,4212021533,388,,4210420027,56,Back,,,,cbymienvjkbbvi1rbky74vj3e,S. Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426165,19,49,1,2,12,4klvxyeh3xcus4ongu7c00mgc,1,31.1,53.1,2023-04-22T18:48:15.234Z,2023-04-23T03:31:31Z,,,,,,,,,,,,,,,,,,,,,,,,,1fsum47fkh62rer9xxe3smctm,D. Maldini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426239,20,1,1,2,18,4klvxyeh3xcus4ongu7c00mgc,1,72.4,42.1,2023-04-22T18:48:22.024Z,2023-04-23T06:12:36Z,4210420591,212,10.9,4210420585,56,Center,4210421175,210,15,4210420593,213,0.9,4212021815,178,,4210420587,140,78.5,4210420589,141,55.1,,,,1fsum47fkh62rer9xxe3smctm,D. Maldini,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426245,21,3,1,2,20,4klvxyeh3xcus4ongu7c00mgc,1,87.5,53.5,2023-04-22T18:48:23.992Z,2023-04-23T03:31:41Z,4210420631,56,Center,4212021925,178,,4211144021,464,,4210420633,286,,4210420809,233,21,,,,,,,,,,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426263,21,45,1,2,20,4plikfte18rv8v4l89z803d4y,0,12.5,46.5,2023-04-22T18:48:23.992Z,2023-04-23T03:31:41Z,4210420719,56,Back,4210443221,233,21,4210420721,285,,,,,,,,,,,,,,,,,7kbn6vt37rfgd9yszzvx9idm2,A. Zanoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426251,22,15,1,2,21,4klvxyeh3xcus4ongu7c00mgc,1,84.8,53,2023-04-22T18:48:24.732Z,2023-04-23T06:12:36Z,4211150073,214,,4212022053,178,,4210421209,103,1.3,4210421219,147,50,4210420651,17,,4210420855,20,,4210420653,56,Center,4210422711,233,22,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,4210421211,215,4210421207,102,50.6,4210421203,55,4210420853,23,,4210421201,29,4210421217,146,,20,,,95.2,4210421199,78,,,,,,,,,,,,,,,,,,,,
2537426287,22,10,1,2,22,4plikfte18rv8v4l89z803d4y,1,4.8,49.7,2023-04-22T18:48:25.286Z,2023-04-23T03:31:48Z,4210420885,182,,4210422639,177,,4210422641,180,,4210420887,56,Back,4211144777,376,,4210422755,233,22,,,,,,,awpcf5w245iug4znjqctuebpx,N. Ravaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426293,23,52,1,2,22,4plikfte18rv8v4l89z803d4y,1,5,49.3,2023-04-22T18:48:25.743Z,2023-04-23T03:31:57Z,4211145099,376,,4212022423,178,,,,,,,,,,,,,,,,,,,,awpcf5w245iug4znjqctuebpx,N. Ravaglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426307,24,1,1,2,24,4plikfte18rv8v4l89z803d4y,1,13.1,51.1,2023-04-22T18:48:28.098Z,2023-04-23T03:32:01Z,4210420991,140,26.1,4210420983,123,,4210421031,287,,4210420993,141,95.6,4210420995,212,33.2,4210420999,213,1.1,4210421003,1,,4210420987,56,Back,awpcf5w245iug4znjqctuebpx,N. Ravaglia,4212022507,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426373,25,1,1,2,27,4plikfte18rv8v4l89z803d4y,1,24.9,94.1,2023-04-22T18:48:30.947Z,2023-04-23T03:32:05Z,4210421419,56,Back,4210421427,213,0.1,4210421421,140,39.3,4212022589,178,,4210421425,212,15.2,4210421423,141,96.8,,,,,,,14vhrqvqomi57x5mtsawm44b9,T. Augello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426389,23,45,1,2,29,4klvxyeh3xcus4ongu7c00mgc,0,58.6,6.5,2023-04-22T18:48:32.457Z,2023-04-23T04:00:34Z,4210421541,285,,4210421925,233,26,4210421539,56,Right,,,,,,,,,,,,,,,,e05kmeeuc7x55gwhjmxl9ry3u,P. Wiśniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426449,26,3,1,2,29,4plikfte18rv8v4l89z803d4y,1,41.4,93.5,2023-04-22T18:48:32.457Z,2023-04-23T04:00:33Z,4210421841,56,Back,4210421843,286,,4211147301,465,,4210421855,233,23,4212023055,178,,,,,,,,,,,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426529,27,1,1,2,34,4plikfte18rv8v4l89z803d4y,1,52.1,87.1,2023-04-22T18:48:37.460Z,2023-04-23T03:32:38Z,4210422369,212,34.9,4212023305,178,,4210422367,141,82.0,4210423069,210,13,4210422371,213,6.2,4210422365,140,85.2,4210422363,56,Left,4210422373,1,,ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2537426533,28,13,1,2,39,4plikfte18rv8v4l89z803d4y,1,87.4,64.2,2023-04-22T18:48:42.342Z,2023-04-23T03:32:38Z,4210423083,215,,4210423081,103,2.8,4210423079,102,60.5,4210423075,55,27,4210423087,231,51.3,4210422387,64,,4210423085,230,98.6,4210615521,22,,14vhrqvqomi57x5mtsawm44b9,T. Augello,4210422795,20,4212023397,178,,4210422389,56,4210423073,29,,4210423071,73,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,
