id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/22/id,qualifier/22/qualifierId,assist,qualifier/16/value
2505226617,1,34,16,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-02-07T18:41:39.247Z,2023-02-07T19:44:21Z,4019081629,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4019081619,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4019081623,130,12,4019081627,194,8yv9xuzriaecvvssfm8dlmz85,4019081617,30,"6ofu6yc2qwp5ii9cerdq1tk9h, 9pe3yqjsmcjtxdx7bdne3d4ut, 555z9bynvux7oruirg67r8i51, 2raf0uw5y2kajde0v60l4g1qt, d196vatyvq6ycn1q7d477d2i1, 8yv9xuzriaecvvssfm8dlmz85, bjob8tftnxojnytcj7juo0ga2, 2nddcty9qris2mmeldon0ogd1, 3ua8gs8tzx1dkdi9z88kjk9nt, 7glxasv2ed6ey82dknto1y66t, ahz2npxe4geixkaz25f2pc82d, c6nl81c1q4unq5js94s6s942x, pconfrmsdy9aikioqz9s9lg5, cv46mxj5i98p4hgtbomxlxs7o, 3zqpvn7r1c779l9vwwh7yukfd, 8rlf5vjyddkcid5ysa3yo7hlh, bh3b7e2qzh41dltd6h2obpln9, erwh25hbq259kqdirfufnbcb8, 3o573dblmfc1o3wkkt2nva8k5, 9p621hq50jdkujzy4309sagkq, 418gw0hpjoy8dt0ywaxjgm5pm",4019153547,197,71,4019081621,59,"1, 2, 17, 12, 3, 6, 20, 25, 9, 22, 5, 7, 11, 15, 18, 23, 24, 30, 36, 43, 44",4019081625,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505227373,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-02-07T18:44:48Z,2023-02-07T19:45:44Z,4019085435,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4019085431,59,"13, 6, 3, 41, 15, 2, 18, 10, 99, 87, 29, 5, 8, 9, 11, 14, 20, 22, 33, 39, 66, 72, 98",4019085437,194,c9shobonlrg7guoyb3iwnwdsl,4019085433,130,4,4019085429,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4019085439,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4019085427,30,"2luxnwcabb7msig7odfq5p5g5, ezpkmoz1z08da3o3g45m12lzp, b0e6d3zgwzbzysmt9b2ycvf56, a6lo3s66xv87llkhwveoq1vqh, 6l046k4t48abc079efzg2oic5, blo3zmhar2mujyp9z7kjnsut, 7pg1pu4ptby6hi0rp29hv4jxl, 7j0c36u6kk97eur4virjoka8l, 240qnsj5nj6l6s3cc618691at, c9shobonlrg7guoyb3iwnwdsl, 3mqhkh4iz4kesvmqui3hupgmi, 4u281v53ges3kimtgac0tidm2, d6sstsibcsfxporots5k9cicp, 19gglji6ai70jiu7iqpkaxbyt, 53dvtfms2uxd500y87x5jf2eh, bhu3hiq2ln2cso48ndqe17bvt, drljavudmjvyj9mvyzq7gz2s5, 2zgjwhl5i4lya4hh7xed1jefp, d1e3dsz9lf7g69g2l6zfurpp1, 488q58xm2ahxuvpeyfpgwfklw, 4b7yhrh526hzn4vj8bh395v8q, bdifdtqh2ri7uw0l3tbwupxxw, 3coml6cxqa86px9up8yy3oz1m",4019147749,197,3166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505241953,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2023-02-07T19:46:38.520Z,2023-02-08T01:49:13Z,4019160695,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505241939,2,32,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,0,0,2023-02-07T19:46:38.520Z,2023-02-07T19:46:38Z,4019160615,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505241969,3,1,1,0,0,bqbbqm98ud8obe45ds9ohgyrd,1,50.1,50.3,2023-02-07T19:46:38.566Z,2023-02-08T01:59:20Z,4019160761,212,16.8,4019499585,178,,4019160765,279,S,4019160755,56,Back,4019160759,141,46.3,4019160763,213,3.3,4019160757,140,34.3,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242041,4,1,1,0,3,bqbbqm98ud8obe45ds9ohgyrd,1,34.7,46.3,2023-02-07T19:46:41.612Z,2023-02-08T01:59:23Z,4019161115,213,1.5,4019161109,140,35.7,4019161111,141,70.1,4019161107,56,Back,4019499605,178,,4019161113,212,16.2,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242095,5,1,1,0,9,bqbbqm98ud8obe45ds9ohgyrd,1,47.1,75.5,2023-02-07T19:46:48.067Z,2023-02-08T02:00:08Z,4019161417,212,16.4,4019161413,140,39.8,4019161419,213,4.2,4019161415,141,54.2,4019499911,178,,4019161411,56,Back,,,,,,,2raf0uw5y2kajde0v60l4g1qt,Alex Sandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242131,6,1,1,0,15,bqbbqm98ud8obe45ds9ohgyrd,1,46,46.1,2023-02-07T19:46:54.357Z,2023-02-08T02:00:13Z,4019499937,178,,4019161545,212,13.6,4019161543,141,26.2,4019161547,213,4.7,4019161541,140,45.2,4019161539,56,Back,,,,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242167,7,1,1,0,19,bqbbqm98ud8obe45ds9ohgyrd,1,53,25.9,2023-02-07T19:46:57.833Z,2023-02-08T02:00:15Z,4019161725,140,64.0,4019161731,213,5.4,4019161727,141,5.9,4019161723,56,Right,4019499945,178,,4019161729,212,17.8,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242199,8,1,1,0,21,bqbbqm98ud8obe45ds9ohgyrd,0,64,5.9,2023-02-07T19:46:59.842Z,2023-02-08T02:00:18Z,4019499967,178,,4019161879,213,6.2,4019161873,140,77.1,4019305329,155,,4019161877,212,13.9,4019161871,56,Right,4019161875,141,3.5,,,,9pe3yqjsmcjtxdx7bdne3d4ut,M. De Sciglio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505307899,925,67,1,0,22,49rkyo4do8uwj06geomw0xr4i,1,29.2,94.7,2023-02-07T19:47:01.265Z,2023-02-08T03:38:15Z,4019503171,233,893,,,,,,,,,,,,,,,,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505307897,893,67,1,0,22,bqbbqm98ud8obe45ds9ohgyrd,0,70.8,5.3,2023-02-07T19:47:01.266Z,2023-02-08T02:14:53Z,4019503175,233,925,,,,,,,,,,,,,,,,,,,,,,7glxasv2ed6ey82dknto1y66t,Á. Di María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242203,3,8,1,0,22,49rkyo4do8uwj06geomw0xr4i,1,28.3,95.4,2023-02-07T19:47:01.306Z,2023-02-08T03:38:15Z,4019451197,385,,4019161887,56,Back,4019499985,178,,,,,,,,,,,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242207,9,61,1,0,22,bqbbqm98ud8obe45ds9ohgyrd,1,76.7,3.1,2023-02-07T19:47:01.470Z,2023-02-08T02:00:29Z,4019161901,56,Right,4019500017,178,,,,,,,,,,,,,,,,,,,,7glxasv2ed6ey82dknto1y66t,Á. Di María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242223,4,61,1,0,23,49rkyo4do8uwj06geomw0xr4i,1,28.3,95.4,2023-02-07T19:47:01.679Z,2023-02-08T02:00:35Z,4019500045,178,,4019161975,56,Back,,,,,,,,,,,,,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242245,5,5,1,0,26,49rkyo4do8uwj06geomw0xr4i,0,27,100.8,2023-02-07T19:47:05.043Z,2023-02-08T02:00:36Z,4019162059,56,Back,4019162061,347,,4019162229,233,10,,,,,,,,,,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242275,10,5,1,0,26,bqbbqm98ud8obe45ds9ohgyrd,1,73,-0.8,2023-02-07T19:47:05.043Z,2023-02-08T02:00:36Z,4019162209,56,Right,4019162225,233,5,4019162211,347,,,,,,,,,,,,,,,,,7glxasv2ed6ey82dknto1y66t,Á. Di María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242359,11,1,1,0,29,bqbbqm98ud8obe45ds9ohgyrd,1,74.6,0,2023-02-07T19:47:08.398Z,2023-02-08T02:00:41Z,4019162607,213,2.8,4019162603,141,7.4,4019162597,107,,4019162605,212,16.3,4019162599,56,Right,4019162601,140,60.2,,,,,,,9pe3yqjsmcjtxdx7bdne3d4ut,M. De Sciglio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242375,12,1,1,0,36,bqbbqm98ud8obe45ds9ohgyrd,1,60.3,11.3,2023-02-07T19:47:14.998Z,2023-02-08T02:00:43Z,4019162725,213,0.4,4019162715,155,,4019162721,141,28.1,4019500079,178,,4019162717,56,Center,4019162723,212,29.3,4019162719,140,86.0,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242381,13,3,1,0,38,bqbbqm98ud8obe45ds9ohgyrd,0,85.2,31,2023-02-07T19:47:17.392Z,2023-02-08T02:00:48Z,4019162749,286,,4019500095,178,,4019162869,233,6,4019451241,465,,4019162747,56,Center,,,,,,,,,,bjob8tftnxojnytcj7juo0ga2,F. Miretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242403,6,7,1,0,38,49rkyo4do8uwj06geomw0xr4i,1,14.8,69,2023-02-07T19:47:17.428Z,2023-02-08T02:00:52Z,4019451221,385,,4019162823,56,Back,4019162825,285,,4019500107,178,,4019162851,233,13,,,,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242407,7,49,1,0,40,49rkyo4do8uwj06geomw0xr4i,1,14.3,69.6,2023-02-07T19:47:18.979Z,2023-02-08T02:00:57Z,,,,,,,,,,,,,,,,,,,,,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242411,8,1,1,0,40,49rkyo4do8uwj06geomw0xr4i,1,14.3,69.6,2023-02-07T19:47:18.987Z,2023-02-08T02:01:03Z,4019162879,140,12.7,4019500133,178,,4019162885,213,1.7,4019162877,56,Back,4019162881,141,86.6,4019162883,212,11.7,4019162875,3,,,,,blo3zmhar2mujyp9z7kjnsut,D. Bronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505242437,9,1,1,0,41,49rkyo4do8uwj06geomw0xr4i,0,12.7,86.6,2023-02-07T19:47:20.271Z,2023-02-08T02:01:32Z,4019162995,141,77.3,4019162991,140,35.4,4019500179,178,,4019162987,56,Back,4019163001,213,6.0,4019162997,212,24.7,4019165775,155,,,,,b0e6d3zgwzbzysmt9b2ycvf56,D. Bradarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
