id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,assist,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2480082697,72,3,1,7,10,ap6blbxhq9elm62vw6tutzlwg,1,61.7,66.5,2022-10-31T17:37:46.834Z,2022-10-31T23:30:55Z,3887161817,464,,3886909661,56,Center,3886909663,286,,3886909665,233,86,3887338047,178,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082683,86,45,1,7,10,2tk2l9sgktwc9jhzqdd4mpdtb,0,38.3,33.5,2022-10-31T17:37:46.834Z,2022-10-31T23:30:56Z,3886909673,233,72,3886909585,56,Back,3886909587,285,,,,,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082707,73,1,1,7,14,ap6blbxhq9elm62vw6tutzlwg,1,63.8,53.7,2022-10-31T17:37:50.801Z,2022-10-31T23:31:07Z,3886909717,212,11.6,3886909713,140,55.2,3887338099,178,,3886909715,141,43.1,3886909711,56,Center,3886909719,213,3.8,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082719,74,1,1,7,15,ap6blbxhq9elm62vw6tutzlwg,1,55.6,41.8,2022-10-31T17:37:52.658Z,2022-10-31T23:31:15Z,3886909789,212,12.8,3886909785,140,61.2,3887338159,178,,3886909783,56,Center,3886909787,141,25.0,3886909791,213,5.2,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082723,75,1,1,7,20,ap6blbxhq9elm62vw6tutzlwg,1,63.4,24.2,2022-10-31T17:37:57.049Z,2022-10-31T23:32:14Z,3886909817,140,60.2,3886909815,56,Center,3886909823,213,2.3,3886909821,212,5.2,3887338191,178,,3886909819,141,30.1,,,,,,,448dubo3a0ty03v6ajxpw2k2c,Y. Kallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082731,76,1,1,7,20,ap6blbxhq9elm62vw6tutzlwg,1,59.7,29.5,2022-10-31T17:37:57.593Z,2022-10-31T23:32:29Z,3886909883,212,13.9,3886909877,56,Right,3886909885,213,4.8,3887338259,178,,3886909879,140,60.4,3886909881,141,9.1,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082745,77,1,1,7,23,ap6blbxhq9elm62vw6tutzlwg,0,61.7,11.3,2022-10-31T17:37:59.815Z,2022-10-31T23:32:46Z,3886909957,212,21.0,3886909949,155,,3886909953,140,76.2,3886909955,141,32.5,3886909951,56,Center,3887338317,178,,3886909959,213,0.8,,,,68etig279gs3btjb7fv6rvfth,M. Faraoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082751,87,1,1,7,24,2tk2l9sgktwc9jhzqdd4mpdtb,0,19.5,67.8,2022-10-31T17:38:01.520Z,2022-10-31T23:33:00Z,3886909969,140,30.0,3887339081,178,,3886909981,213,1.0,3886909977,212,19.5,3886909973,141,91.5,3886909967,56,Back,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082765,78,1,1,7,26,ap6blbxhq9elm62vw6tutzlwg,0,67,13.7,2022-10-31T17:38:03.102Z,2022-10-31T23:33:23Z,3886910031,212,4.1,3886910027,140,69.6,3887339251,178,,3886910025,56,Right,3886910033,213,0.8,3886910029,141,18.1,,,,,,,68etig279gs3btjb7fv6rvfth,M. Faraoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082771,88,3,1,7,27,2tk2l9sgktwc9jhzqdd4mpdtb,0,25,80.8,2022-10-31T17:38:04.511Z,2022-10-31T23:33:39Z,3887162531,464,,3886918331,233,79,3886910069,56,Back,3887339377,178,,3886910071,285,,,,,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082801,79,7,1,7,28,ap6blbxhq9elm62vw6tutzlwg,1,75,19.2,2022-10-31T17:38:04.956Z,2022-10-31T23:33:47Z,3886910229,233,88,3887162929,383,,3886910207,56,Right,3886910209,286,,3887339463,178,,,,,,,,,,,68etig279gs3btjb7fv6rvfth,M. Faraoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082807,80,61,1,7,29,ap6blbxhq9elm62vw6tutzlwg,1,83.6,29,2022-10-31T17:38:05.827Z,2022-10-31T23:34:02Z,3887339621,178,,3886910223,56,Center,,,,,,,,,,,,,,,,,,,68etig279gs3btjb7fv6rvfth,M. Faraoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082825,81,1,1,7,33,ap6blbxhq9elm62vw6tutzlwg,0,98.3,26.2,2022-10-31T17:38:09.852Z,2022-10-31T23:34:15Z,3887163091,225,,3886910331,140,95.2,3886910339,1,,3886910325,2,,3887339745,178,,3886910337,213,1.7,3886910329,56,Left,3887163095,20,,448dubo3a0ty03v6ajxpw2k2c,Y. Kallon,3886910335,212,39.4,3887163093,386,3886910333,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082829,89,49,1,7,37,2tk2l9sgktwc9jhzqdd4mpdtb,1,3.2,9.5,2022-10-31T17:38:14.214Z,2022-10-31T23:34:29Z,,,,,,,,,,,,,,,,,,,,,,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082855,90,3,1,7,39,2tk2l9sgktwc9jhzqdd4mpdtb,0,20,6.3,2022-10-31T17:38:15.955Z,2022-10-31T23:34:35Z,3887339977,178,,3887163253,465,,3886910553,233,82,3886910451,56,Back,3886910453,285,,,,,,,,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082863,82,7,1,7,39,ap6blbxhq9elm62vw6tutzlwg,1,80,93.7,2022-10-31T17:38:16.062Z,2022-10-31T23:34:42Z,3886910491,167,,3887340041,178,,3886910535,233,90,3886910493,56,Left,3886910495,286,,3887163315,385,,,,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082871,83,5,1,7,40,ap6blbxhq9elm62vw6tutzlwg,0,80.4,101.2,2022-10-31T17:38:17.010Z,2022-10-31T23:34:47Z,3886910527,56,Left,3886910561,233,91,3886910529,347,,,,,,,,,,,,,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480082873,91,5,1,7,40,2tk2l9sgktwc9jhzqdd4mpdtb,1,19.6,-1.2,2022-10-31T17:38:17.010Z,2022-10-31T23:34:47Z,3886910545,347,,3886910543,56,Back,3886910555,233,83,,,,,,,,,,,,,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083021,92,1,1,8,10,2tk2l9sgktwc9jhzqdd4mpdtb,1,21.7,0,2022-10-31T17:38:46.763Z,2022-10-31T23:34:52Z,3886911271,107,,3886911281,213,1.3,3886911279,212,12.2,3886911277,141,16.1,3886911273,56,Back,3886911275,140,24.3,,,,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083029,93,1,1,8,13,2tk2l9sgktwc9jhzqdd4mpdtb,1,27.3,17.4,2022-10-31T17:38:49.837Z,2022-10-31T23:37:10Z,3887341563,178,,3886911319,213,5.3,3886911311,56,Back,3886911313,140,33.4,3886911315,141,4.3,3886911317,212,11.0,,,,,,,z0nxnl93yjtz8mty3qi5542x,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083033,94,1,1,8,15,2tk2l9sgktwc9jhzqdd4mpdtb,0,35.7,5.2,2022-10-31T17:38:51.818Z,2022-10-31T23:37:16Z,3886911345,213,1.0,3886911339,140,51.1,3886911343,212,31.8,3886911341,141,45.5,3887341649,178,,3886911337,56,Center,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083041,84,1,1,8,16,ap6blbxhq9elm62vw6tutzlwg,1,49.6,56,2022-10-31T17:38:53.318Z,2022-10-31T23:37:24Z,3886911379,140,58.7,3886911381,141,69.9,3887341679,178,,3886911383,212,13.4,3886911385,213,0.8,3886911377,56,Center,,,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083043,85,49,1,8,18,ap6blbxhq9elm62vw6tutzlwg,1,58.7,69.9,2022-10-31T17:38:54.701Z,2022-10-31T23:38:24Z,,,,,,,,,,,,,,,,,,,,,,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083045,86,1,1,8,19,ap6blbxhq9elm62vw6tutzlwg,1,58.7,69.9,2022-10-31T17:38:56.240Z,2022-10-31T23:39:57Z,3886911401,212,11.4,3886911395,56,Center,3886911397,140,69.4,3886911399,141,72.5,3886911403,213,0.2,3887341831,178,,,,,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083057,87,1,1,8,20,ap6blbxhq9elm62vw6tutzlwg,1,69.4,72.5,2022-10-31T17:38:57.301Z,2022-10-31T23:40:24Z,3887343293,178,,3886911449,141,53.4,3886911453,213,4.8,3886911451,212,13.0,3886911445,56,Center,3886911447,140,70.2,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083079,88,1,1,8,22,ap6blbxhq9elm62vw6tutzlwg,1,70.2,53.4,2022-10-31T17:38:59.208Z,2022-10-31T23:40:33Z,3886911599,212,6.2,3886911593,56,Center,3886911601,213,2.2,3886911595,140,66.8,3887343357,178,,3886911597,141,60.9,,,,,,,448dubo3a0ty03v6ajxpw2k2c,Y. Kallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083083,89,1,1,8,27,ap6blbxhq9elm62vw6tutzlwg,1,71.3,75.3,2022-10-31T17:39:03.988Z,2022-10-31T23:40:49Z,3886911633,56,Left,3886911635,140,76.1,3886911641,213,1.0,3886911637,141,86.7,3887343527,178,,3886911639,212,9.2,,,,,,,9l2tdbf7p325xez7wz7wzxzh1,Miguel Veloso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083091,90,1,1,8,29,ap6blbxhq9elm62vw6tutzlwg,0,82.3,91.8,2022-10-31T17:39:06.441Z,2022-10-31T23:40:55Z,3886911697,236,,3886911671,141,87.5,3886911675,213,5.2,3886911699,233,95,3886911663,2,,3887163925,72,,3887343601,178,,3886911669,140,83.8,9mldc318nq0tli73wjh6ueket,F. Ceccherini,3886911673,212,3.3,3886911703,286,3886911667,56,Left,3887163923,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083085,95,12,1,8,29,2tk2l9sgktwc9jhzqdd4mpdtb,1,15.9,14.6,2022-10-31T17:39:06.526Z,2022-10-31T23:41:01Z,3886911725,233,90,3886911647,56,Back,3886911645,185,,3887343669,178,,,,,,,,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083101,96,52,1,8,32,2tk2l9sgktwc9jhzqdd4mpdtb,1,8,45.1,2022-10-31T17:39:08.843Z,2022-10-31T23:41:05Z,3887343697,178,,3887164021,376,,,,,,,,,,,,,,,,,,,,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083167,97,1,1,8,44,2tk2l9sgktwc9jhzqdd4mpdtb,1,4.5,51.8,2022-10-31T17:39:21.302Z,2022-10-31T23:41:11Z,3886912167,213,4.8,3887343751,178,,3886912157,123,,3886912165,212,22.2,3886912163,141,19.4,3886912161,140,7.2,3886912159,56,Back,,,,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083171,98,1,1,8,51,2tk2l9sgktwc9jhzqdd4mpdtb,1,14.7,14.1,2022-10-31T17:39:28.556Z,2022-10-31T23:41:57Z,3886912195,213,1.0,3886912193,212,12.0,3886912189,140,20.7,3886912185,56,Back,3886912191,141,29.1,3887344095,178,,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083179,99,1,1,8,52,2tk2l9sgktwc9jhzqdd4mpdtb,1,20.3,28.8,2022-10-31T17:39:29.379Z,2022-10-31T23:42:03Z,3886912231,56,Back,3886912239,213,4.2,3887344129,178,,3886912237,212,12.2,3886912235,141,13.2,3886912233,140,14.6,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083181,100,1,1,8,54,2tk2l9sgktwc9jhzqdd4mpdtb,0,15,6.8,2022-10-31T17:39:31.552Z,2022-10-31T23:42:32Z,3886912251,141,8.0,3886912255,213,0.2,3886912397,286,,3887344353,178,,3886912247,56,Back,3886912385,236,,3886912253,212,3.5,3886912389,233,92,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,3886912249,140,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083193,92,74,1,8,54,ap6blbxhq9elm62vw6tutzlwg,1,88.6,88.8,2022-10-31T17:39:31.652Z,2022-10-31T23:42:38Z,3886912319,285,,3887344387,178,,3886912317,56,Left,3886912425,233,100,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083215,93,49,1,8,58,ap6blbxhq9elm62vw6tutzlwg,1,96.4,91.4,2022-10-31T17:39:35.281Z,2022-10-31T23:42:46Z,,,,,,,,,,,,,,,,,,,,,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083253,94,1,1,9,0,ap6blbxhq9elm62vw6tutzlwg,1,95.4,91.8,2022-10-31T17:39:36.926Z,2022-10-31T23:43:45Z,3886912643,212,7.4,3886912645,213,3.4,3886912639,140,88.5,3886912635,155,,3886912641,141,89.4,3886912637,56,Left,3887345005,178,,,,,9sjt5rv156hr2llfu241r6cph,A. Tamèze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083269,95,1,1,9,3,ap6blbxhq9elm62vw6tutzlwg,1,85,89.7,2022-10-31T17:39:40.269Z,2022-10-31T23:44:05Z,3886912731,56,Left,3886912739,213,2.8,3886912737,212,12.9,3886912733,140,73.3,3886912735,141,95.7,3887345065,178,,,,,,,,2q0bx5wsc6b68vpps79hosnah,F. Depaoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480163863,920,43,1,9,3,ap6blbxhq9elm62vw6tutzlwg,1,0,0,2022-10-31T17:39:40.273Z,2022-11-01T00:22:14Z,3887357685,178,0,3887357687,144,82,,,,,,,,,,,,,,,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083281,96,1,1,9,5,ap6blbxhq9elm62vw6tutzlwg,1,73.3,95.7,2022-10-31T17:39:42.447Z,2022-10-31T23:44:19Z,3886912805,213,3.3,3886912803,212,21.1,3887345251,178,,3886912797,56,Left,3886912799,140,53.4,3886912801,141,90.9,,,,,,,3tuxipzf6pqvga0a12422gatx,P. Dawidowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083299,97,1,1,9,10,ap6blbxhq9elm62vw6tutzlwg,1,54.8,90.5,2022-10-31T17:39:46.884Z,2022-10-31T23:44:26Z,3886912895,140,44.2,3886912893,56,Back,3886912897,141,65.1,3886912899,212,20.5,3886912901,213,4.1,3887345279,178,,,,,,,,9mldc318nq0tli73wjh6ueket,F. Ceccherini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083301,98,1,1,9,12,ap6blbxhq9elm62vw6tutzlwg,1,44.2,65.1,2022-10-31T17:39:49.083Z,2022-10-31T23:44:35Z,3886912911,141,39.1,3886912907,56,Center,3887345313,178,,3886912909,140,59.0,3886912915,213,5.4,3886912913,212,23.5,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083305,99,1,1,9,13,ap6blbxhq9elm62vw6tutzlwg,1,59,39.1,2022-10-31T17:39:50.510Z,2022-10-31T23:45:01Z,3887345409,178,,3886912935,213,3.5,3886912929,141,29.6,3886912931,212,16.3,3886912947,156,,3886912927,140,44.7,3886912925,56,Back,,,,448dubo3a0ty03v6ajxpw2k2c,Y. Kallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083327,100,1,1,9,18,ap6blbxhq9elm62vw6tutzlwg,1,56.1,23.6,2022-10-31T17:39:55.298Z,2022-10-31T23:45:09Z,3887345433,178,,3886913071,141,20.9,3886913069,140,77.8,3886913075,212,22.9,3886913067,56,Right,3886913077,213,6.2,,,,,,,acss55nkdwdtvt9zl6p1ry09h,K. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083335,101,1,1,9,23,ap6blbxhq9elm62vw6tutzlwg,0,81.5,12.8,2022-10-31T17:39:59.877Z,2022-10-31T23:45:24Z,3887345577,178,,3886913133,56,Center,3886913139,212,12.1,3886913135,140,89.4,3886913141,213,0.8,3886913137,141,25.7,,,,,,,4mab6p97p5t3w0fipzp22nxsl,T. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083333,101,49,1,9,24,2tk2l9sgktwc9jhzqdd4mpdtb,1,6.3,69.7,2022-10-31T17:40:01.329Z,2022-10-31T23:45:32Z,,,,,,,,,,,,,,,,,,,,,,,,,z0nxnl93yjtz8mty3qi5542x,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083345,102,4,1,9,25,2tk2l9sgktwc9jhzqdd4mpdtb,1,8,71.7,2022-10-31T17:40:01.883Z,2022-10-31T23:45:37Z,3886913219,152,,3886913215,13,,3886913223,285,,3886913217,56,Back,3886913385,233,102,3886913421,294,,,,,,,,z0nxnl93yjtz8mty3qi5542x,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083355,102,4,1,9,25,ap6blbxhq9elm62vw6tutzlwg,0,92,28.3,2022-10-31T17:40:01.884Z,2022-10-31T23:45:37Z,3887345649,178,,3886913301,286,,3886913299,152,,3886913297,56,Center,3886913293,13,,3886913295,294,,3886913353,233,102,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083439,105,1,1,9,48,2tk2l9sgktwc9jhzqdd4mpdtb,1,10.5,72.6,2022-10-31T17:40:25.676Z,2022-10-31T23:45:49Z,3886913871,56,Back,3886913869,152,,3887345737,178,,3886913879,213,4.7,3886913877,212,28.4,3886913867,5,,3886913875,141,30.9,3886913873,140,9.9,7gu0t0g8nej405k918fwsf8id,Rui Patrício,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083445,106,1,1,9,51,2tk2l9sgktwc9jhzqdd4mpdtb,1,11.2,32.4,2022-10-31T17:40:28.059Z,2022-10-31T23:45:56Z,3886913917,212,42.8,3886913913,140,51.8,3886913915,141,37.9,3886913909,155,,3887345813,178,,3886913921,1,,3886913911,56,Center,3886913919,213,0.1,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083453,107,1,1,9,54,2tk2l9sgktwc9jhzqdd4mpdtb,1,48.7,34.3,2022-10-31T17:40:31.637Z,2022-10-31T23:46:07Z,3886913961,140,55.8,3886913959,56,Center,3887345943,178,,3886913967,213,5.4,3886913965,212,11.4,3886913963,141,21.6,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083457,108,1,1,9,57,2tk2l9sgktwc9jhzqdd4mpdtb,1,55.6,22.8,2022-10-31T17:40:34.500Z,2022-10-31T23:46:19Z,3887345977,178,,3886914019,213,2.0,3886914011,56,Center,3886914013,140,52.2,3886914015,141,33.3,3886914017,212,8.0,,,,,,,eu4xivu8i6yla9fcnuncx1ucp,N. Zaniolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083467,109,1,1,9,59,2tk2l9sgktwc9jhzqdd4mpdtb,1,51.6,34,2022-10-31T17:40:35.760Z,2022-10-31T23:46:28Z,3886914067,213,1.3,3886914065,212,13.1,3887346023,178,,3886914063,141,52.5,3886914059,56,Center,3886914061,140,55.1,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083483,110,1,1,10,2,2tk2l9sgktwc9jhzqdd4mpdtb,1,52.9,58.8,2022-10-31T17:40:38.880Z,2022-10-31T23:46:40Z,3886914153,213,2.0,3886914149,141,84.4,3886914147,140,45.9,3886914145,56,Back,3886914151,212,18.9,3887346053,178,,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083489,111,1,1,10,5,2tk2l9sgktwc9jhzqdd4mpdtb,1,55.3,96.3,2022-10-31T17:40:42.220Z,2022-10-31T23:46:48Z,3887346091,178,,3886914195,56,Left,3886914201,212,3.6,3886914197,140,58.7,3886914199,141,97.4,3886914203,213,0.2,,,,,,,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083497,112,1,1,10,7,2tk2l9sgktwc9jhzqdd4mpdtb,1,57.2,96.9,2022-10-31T17:40:43.724Z,2022-10-31T23:46:59Z,3887346181,178,,3886914263,212,11.5,3886914265,213,4.3,3886914257,56,Left,3886914259,140,53.2,3886914261,141,81.2,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083521,113,1,1,10,9,2tk2l9sgktwc9jhzqdd4mpdtb,1,53.2,80,2022-10-31T17:40:45.927Z,2022-10-31T23:47:07Z,3886914369,140,81.5,3886914371,141,97.1,3886914375,213,0.4,3887346235,178,,3886914367,56,Left,3886914373,212,31.9,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083555,114,1,1,10,14,2tk2l9sgktwc9jhzqdd4mpdtb,1,74.1,96,2022-10-31T17:40:51.509Z,2022-10-31T23:47:29Z,3887346317,178,,3886914531,141,89.9,3886914527,56,Left,3886914533,212,4.3,3886914529,140,75.0,3886914535,213,4.9,,,,,,,57bin6he6kbdo2bs4i78z2k0l,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083575,115,1,1,10,20,2tk2l9sgktwc9jhzqdd4mpdtb,1,72.3,97.2,2022-10-31T17:40:57.053Z,2022-10-31T23:47:42Z,3887346409,178,,3886914647,213,4.0,3886914645,212,9.4,3886914641,141,86.6,3886914637,140,66.5,3886914635,56,Left,,,,,,,du4ciqofpkn3nei5q3huwlnje,N. Zalewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083607,116,1,1,10,24,2tk2l9sgktwc9jhzqdd4mpdtb,1,58.2,90.2,2022-10-31T17:41:01.135Z,2022-10-31T23:47:51Z,3887346425,178,,3886914781,141,30.4,3886914779,140,57.2,3886914783,212,40.7,3886914777,56,Center,3886914785,213,4.7,3886914787,1,,3886914775,155,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083615,117,1,1,10,30,2tk2l9sgktwc9jhzqdd4mpdtb,1,59.2,23.6,2022-10-31T17:41:07.317Z,2022-10-31T23:47:59Z,3887346449,178,,3886914839,212,12.9,3886914833,56,Right,3886914835,140,59.0,3886914837,141,4.6,3886914841,213,4.7,,,,,,,6fttn5mk6n1lstqt0dl5xzn4l,G. Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480083625,118,1,1,10,32,2tk2l9sgktwc9jhzqdd4mpdtb,1,58.7,6.7,2022-10-31T17:41:08.713Z,2022-10-31T23:48:12Z,3886914891,140,57.6,3886914899,213,1.6,3887346475,178,,3886914895,212,15.8,3886914893,141,29.8,3886914889,56,Center,,,,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480164245,1854,67,1,10,33,2tk2l9sgktwc9jhzqdd4mpdtb,1,57.8,30.5,2022-10-31T17:41:09.964Z,2022-11-01T01:19:24Z,3887359463,233,927,,,,,,,,,,,,,,,,,,,,,,z0nxnl93yjtz8mty3qi5542x,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480164243,927,67,1,10,33,ap6blbxhq9elm62vw6tutzlwg,0,42.2,69.5,2022-10-31T17:41:09.965Z,2022-11-01T00:25:49Z,3887359467,233,1854,,,,,,,,,,,,,,,,,,,,,,bsi12817nc1ul082qn48d4rft,M. Hongla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
