id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2497671125,1,34,16,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-01-15T12:53:14.566Z,2023-01-15T14:02:30Z,3979486621,30,"93237ztqyi3r4hu3rmgzrgudx, b881arnahhahg0iaix4mx266t, c33x61zuxixolkkalsigc3q0a, 4h1jj93i0v1pfemnjydnoc0dl, ah0f7tonnst92d8q91j1wll62, dkx1rfzizskaplpex70i3q0o9, 13o5eskqs8b88yerwltk0tivp, 60no437awq8i5th7nlffh3dn9, 6z3a27dxffwacyxof0imvcfvu, 5152de1kfmrihdzbdotpeo8ut, 18jovwk0ysx6ajb8y75179j9x, 96d5il3afakek9qvsbtldu162, 8zyg5zuzyr6t0idi5od2ypvbp, 8e4wkgb71btkez592um5vts0k, dfckk0xst90yjlep74tvups5x, al3t9fzj4ab55yux0zkd1jkr9, e2xiayt8k5tv4dw5hjop71fqh, bl76cebhta912vfi9z7ky32p6, ewt8nxg2m27fj0n7dr9hbul05, bf4gvp8pzp50lhtb2fc35zeok, hhv3h90gifzevkeqh97cb504",3979486625,59,"1, 37, 13, 18, 29, 50, 4, 6, 9, 7, 11, 2, 5, 14, 19, 20, 23, 24, 30, 80, 99",3979486631,194,b881arnahhahg0iaix4mx266t,3979486629,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979486627,130,12,3979486633,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979486623,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979646851,197,8396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497672751,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-15T12:58:00.520Z,2023-01-15T14:13:38Z,3979647449,194,4gmki0xpn2e9o9p7wnm0k8p1x,3979495043,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3979495039,59,"28, 3, 22, 30, 5, 26, 19, 6, 10, 7, 20, 1, 4, 12, 21, 25, 33, 50, 66, 99",3979495037,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3979647451,197,16336,3979495035,30,"4hrmzpx1nt5ze55fpby71mcb9, 1po7tmdv73zfjentt0p20wdlh, a2n9op95qyb3rkye5pxqjb7bp, 5lvdnoyknuoyr6kdruposgctl, 4gmki0xpn2e9o9p7wnm0k8p1x, 3l0mj1zzhytxvm9tryvqv8kix, bdb6j168crcrwje9k0titxv55, 6eqqtmbg35rg2stk10ic7q8k5, 5j7hbe94ewys7hkd04ay5bpw5, 1cu7fg8sf90isf9gp21e5fqh, bpfg11qh1q0zj2x6sqd3srvmx, 46twjsjrm4ljb7bhobbpwx5h, 6xt6fnmwrs7btha4d2t7wkktm, gwvkwrniek35ag79q0a18rh0, 8wh3u8b2hz7rcygnfng8khh3p, 2yijk5l991mdyjprmuudq7qzu, b94d67jluhh4076wp2se5fqsq, 7ohgxs03szerp6mwiiv58ryay, 5tfh0jvfxlw1aqfaiiok4pwr8, a46kdc4sdf7e6520s8gm9glm2",3979495041,130,4,3979495045,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703573,2,32,1,0,0,dxq76zcvnokq07cszdx0i6kve,1,0,0,2023-01-15T14:02:24.707Z,2023-01-15T22:26:01Z,3979656769,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703557,2,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2023-01-15T14:02:24.707Z,2023-01-15T14:02:24Z,3979656703,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703587,3,1,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,49.9,49.7,2023-01-15T14:02:24.752Z,2023-01-16T01:24:18Z,3979656851,140,43.1,3979656855,212,7.6,3979656849,56,Back,3979656859,279,S,3980901593,178,,3979656857,213,3.5,3979656853,141,45.7,,,,5j7hbe94ewys7hkd04ay5bpw5,N. Sansone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703645,4,1,1,0,1,ej5er0oyngdw138yuumwqbyqt,1,44.7,46,2023-01-15T14:02:25.888Z,2023-01-16T01:24:26Z,3979657119,140,34.4,3979657125,213,2.6,3979657121,141,56.2,3979657117,56,Back,3979657123,212,12.8,3980901647,178,,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703673,5,1,1,0,3,ej5er0oyngdw138yuumwqbyqt,1,34.4,56.2,2023-01-15T14:02:27.841Z,2023-01-16T01:24:36Z,3979657285,1,,3979657275,212,34.2,3979657281,213,4.9,3979657271,140,40.0,3980901771,178,,3979657269,56,Back,3979657273,141,6.7,,,,3l0mj1zzhytxvm9tryvqv8kix,J. Lucumí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703701,6,1,1,0,7,ej5er0oyngdw138yuumwqbyqt,1,40,6.7,2023-01-15T14:02:32.044Z,2023-01-16T01:24:40Z,3979657433,141,2.9,3979657437,213,6.0,3979657429,56,Back,3979657435,212,8.3,3980901789,178,,3979657431,140,47.5,,,,,,,1po7tmdv73zfjentt0p20wdlh,S. Posch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703717,7,1,1,0,9,ej5er0oyngdw138yuumwqbyqt,1,47.2,3.1,2023-01-15T14:02:34.309Z,2023-01-16T01:24:43Z,3979657543,56,Right,3979657547,141,11.9,3980901805,178,,3979657549,212,9.9,3979657545,140,54.7,3979657551,213,0.6,,,,,,,1cu7fg8sf90isf9gp21e5fqh,R. Orsolini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703777,8,1,1,0,11,ej5er0oyngdw138yuumwqbyqt,1,57.6,8.2,2023-01-15T14:02:36.222Z,2023-01-16T01:24:48Z,3979657835,212,5.8,3979657831,140,61.9,3979657829,56,Right,3979657833,141,2.9,3980901861,178,,3979657837,213,5.6,,,,,,,5lvdnoyknuoyr6kdruposgctl,J. Schouten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
