id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2495896227,1,34,16,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-01-08T12:50:14.388Z,2023-01-08T13:58:37Z,3970125171,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970125173,194,44f0q2ucrld1rwcwx63vgs7hl,3970125163,30,"3nfxhugbxid6o0r92txslivh1, a9jc36ub52lh0jgq2ya56wyui, 1oszv53od5pulbhx566ht984q, 6e4y15kfry8fzixh99zpala6t, bkz9b4cqf8f970myv8r49f561, 8mlps3xgwbxa7svajxfk2exud, dd7i0ps16hldpriliccyvxct0, d9sakxlp96siw0z1jltszdlgp, 46yp8iqh0qm7i75d98tfrsbxm, 44f0q2ucrld1rwcwx63vgs7hl, 6gjr3yxp34gj52xx8xfm9nt91, f5fzod0s2epaiscc2wenycc2c, 3iveuhunq47tg8lg0lm3d31sl, 5cjx2i2perp5vr62en4cyer1m, cnexf6pdh1piheuuqzrbb1t61, 44g3gj1lpougjwjpq9houab4l, almqs7iwjgmimcpmegdkoh3o5, 9t753r5hnyq6qe5o7csuurw15, cntcffa67r95rbcf1154r92zu, 9ik51limpi4f3blp1r60hb27d, a6jwnrv86cly1ti085c9dnn6c, cv8wgka2bmkeqajg3eo9lb4k5, 40g1jre7l8d2efvx9961kyqga, 90pjbz2aq8vz4qapqu1yt2ynd, 6dioxrahqm3l316lwtvqstnxm",3970255397,197,5190,3970125167,59,"30, 17, 25, 29, 6, 93, 16, 32, 9, 27, 11, 26, 1, 7, 8, 13, 19, 21, 22, 28, 31, 77, 83, 97, 99",3970125165,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3970125175,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970125169,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495897807,1,34,16,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-08T12:56:01.217Z,2023-01-08T13:58:44Z,3970133847,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3970133845,194,8lta4w1nytggiwnaqv4e5cc0l,3970133841,130,12,3970133835,30,"4g0d51pqr4grzoe9cx7do6pxx, awf3x41nsz8m73bhte5wlz6ui, 545o5sllzb34kosvbw3fxhc5x, 89z0ym1zvwp7rikmd0kvpcq8l, 8585juruxxi6z8ih6kfqvrj6x, 2s9ko6yxyi95jybzguru8g3bp, 6ehsdxl74v0qtlbjjjbu0r0t1, yau2ry4oz8da3etdtf5td0id, 8lta4w1nytggiwnaqv4e5cc0l, 8zltxvt0rcrcv96x1wmdhlrrp, f1ma05bi3t1hfbflylx5d9tyh, 2gyzpo4amzw3ibxq47dyzvmx, 4ypa8ma678embtagi427eg4id, 6n7sw8r0fhcoa8hfuxrtm96tx, e4cwx5r9hrvip371egldkc6ol, 399j815r2akyfreynjrouwbmx, 9casrbyhvk5woencvp365fnmy, 1s7qbrynbcv9uw9r5f29oyc5, f2xja5jtlo58yp0s4phhqecr8, 7u9bpiajlgr3zibj89pub7wbu, 6sejjyqssbr3olctm9nkq2v9x, 1fsum47fkh62rer9xxe3smctm, 72sbeqsrvv64vwiec51r9g1k9, q86iuo0cn7dlhvgwz6ix1mqy, eprihatu8znb0vq6kuaj38z1m, 9wek84cn7z0ou46623nlo876y",3970255611,197,14656,3970133839,59,"69, 2, 13, 43, 14, 27, 6, 20, 11, 18, 4, 5, 7, 8, 10, 15, 21, 24, 26, 28, 29, 30, 33, 40, 44, 89",3970133837,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3970133843,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495922783,2,32,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,0,0,2023-01-08T14:02:14.010Z,2023-01-08T14:02:14Z,3970261857,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495922791,2,32,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-01-08T14:02:14.010Z,2023-01-08T20:05:50Z,3970261901,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495922821,3,1,1,0,0,bi1fxjrncd0ram0oi7ja1jyuo,1,49.9,50,2023-01-08T14:02:14.020Z,2023-01-08T20:11:21Z,3970262035,141,43.6,3970262041,279,S,3970262039,213,3.4,3970262037,212,19.6,3970262033,140,31.7,3971138565,178,,3970262031,56,Back,,,,dd7i0ps16hldpriliccyvxct0,JoanGonzàlez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495922839,4,1,1,0,3,bi1fxjrncd0ram0oi7ja1jyuo,0,35.1,41.5,2023-01-08T14:02:17.478Z,2023-01-08T20:11:24Z,3970262111,56,Left,3970262121,1,,3970262113,140,74.7,3971138629,178,,3970262117,212,54.5,3970262109,155,,3970262119,213,0.7,3970262115,141,93.2,bkz9b4cqf8f970myv8r49f561,F. Baschirotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495922867,3,1,1,0,6,4klvxyeh3xcus4ongu7c00mgc,0,27.4,9.8,2023-01-08T14:02:20.626Z,2023-01-08T20:11:30Z,3970262277,1,,3970262267,140,22.0,3970262269,141,15.1,3971138765,178,,3970262265,56,Back,3970262271,212,6.7,3970262273,213,2.6,3970262263,157,,awf3x41nsz8m73bhte5wlz6ui,E. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495922855,5,44,1,0,9,bi1fxjrncd0ram0oi7ja1jyuo,1,77.6,83.8,2023-01-08T14:02:23.484Z,2023-01-08T21:34:54Z,3970262361,233,4,3970262207,56,Left,3970262209,286,,,,,,,,,,,,,,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495922873,4,44,1,0,9,4klvxyeh3xcus4ongu7c00mgc,0,22.4,16.2,2023-01-08T14:02:23.485Z,2023-01-08T20:11:35Z,3970262321,233,5,3970262295,56,Back,3970262299,285,,,,,,,,,,,,,,,,,2s9ko6yxyi95jybzguru8g3bp,K. Amian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495938741,246,1,1,0,9,bi1fxjrncd0ram0oi7ja1jyuo,0,76.6,75.9,2023-01-08T14:02:23.541Z,2023-01-08T21:34:54Z,3971138941,388,,3970347757,141,65.9,3970347759,212,10.1,3970347755,140,69.5,3970347751,3,,3970347761,213,3.9,3970347753,56,Center,,,,46yp8iqh0qm7i75d98tfrsbxm,L. Colombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
