id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2445552187,1,34,16,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-08-13T17:45:39.709Z,2022-08-13T18:43:20Z,3703368513,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3703368517,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3703368505,30,"b3hr4q25jvqr7565z5ydqylt5, 721e4tx2wrwb4kd9w80fcq19l, 18yip8wsirmu6s0idhvapnaad, 4d17grk2qflzake218uz76uei, erdqr6vrr5tlfypbks3og0dlh, ejgtltbsu0djglqw98gywgu6t, 2zk88fh1e5js1g2jmfkrjmxka, 9noq0ogmqc2cwj3nowoadcdlh, 91sgvwun5559mwe9bszj4xql1, 6ck9f1ppvl65nui0x71q80jx1, 1muwnu7rq4feejspx7no203px, av8588qp8e5wz3s7cg1n2qgnp, 61phh511ju65h6coren0pbkd1, 64z85woxiowxzod5e0g0x77x1, a1gsior4s4zk6r8hdvy3cx2vp, 1b8uwkohkevu6ltjex0liklpl, duqiler25n63ksi0fxreo50mi, aqihfinmho5z4o2r2umpddsyd, 98x5xrku2jffo0in2u2htazca, chjjcy789cuwlsik2ibmubtyi, dq037w5t3ht5zgd75mue4p1pl, 42kcyb3d0nlrld251epht6lsl, rblijalj0qnu455jtjoi3pjo, bcqsti42fhzap385lnfe4auhh, 6jwy293owzzhldv4i9wxntjv9, ahrgnlsku8ghrj2qc0s6p1rhm",3703368509,59,"16, 19, 77, 30, 3, 4, 22, 10, 37, 17, 8, 5, 9, 12, 13, 26, 28, 34, 38, 44, 47, 79, 80, 84, 89, 91",3703631157,197,8477,3703368515,194,1muwnu7rq4feejspx7no203px,3703368511,130,12,3703368507,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445554659,1,34,16,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2022-08-13T17:48:41.833Z,2022-08-13T18:47:49Z,3703381995,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3703381991,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3703381985,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3703381989,130,17,3703381993,194,9ak3zczupeken1itsmkherbh1,3703631055,197,594,3703381987,59,"32, 17, 34, 13, 26, 21, 77, 28, 9, 59, 49, 1, 2, 8, 11, 16, 19, 33, 36, 14, 89",3703381983,30,"5syage212151fcixahbq3k8ut, f065kc6qn2cpxjxcm6i08rz3e, 7zokstl625tj96c64ow4uvjyt, 9ak3zczupeken1itsmkherbh1, 8z1ukxgc8mxiyw9udbpwr4ct1, 43rid94d7jz7u5ba4xzb8bbe2, 6ol411t0mogw6m83heiqd0m39, e2oeysariwd866ksilu3t4m7e, e7tz6hxliohn3gkj4cgl3j1ed, 5wdqva17qr5j2kqbmfi9o91x, 1tztnrv51q99ewl193qk526z9, 42p4op3tm9umpwxyxde5xjefp, 21p37y6mra4u9kcg35z5dm4q2, 55hr275k72a0ka78irp7z6uw9, ds0ka65ypjubtgp60kupc7dnt, ebgkv548xih19m8uza7bgrvmd, 866f0f7taqhae91o3cjnnx0ph, b5510rs3vfp2i783y1bjggaok, cjff8fu812lennnunqljgddnu, 8vom3bt6es2kp5sdl98az6gwk, 7p19t0mn8cq7xum09nv2u2lt5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604191,2,32,1,0,0,7gnly6999wao1xarwct4p8fe9,1,0,0,2022-08-13T18:47:04.489Z,2022-08-13T18:47:09Z,3703651227,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604171,2,32,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-08-13T18:47:04.489Z,2022-08-14T01:55:42Z,3703651137,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604249,3,1,1,0,0,7gnly6999wao1xarwct4p8fe9,1,49.8,50.1,2022-08-13T18:47:04.492Z,2022-08-14T03:38:41Z,3703651521,212,13.0,3705365185,178,,3703651517,140,38.4,3703651525,279,S,3703651519,141,57.5,3703651523,213,2.7,3703651515,56,Back,,,,e7tz6hxliohn3gkj4cgl3j1ed,A. Sanabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604293,4,1,1,0,1,7gnly6999wao1xarwct4p8fe9,1,38.3,63.6,2022-08-13T18:47:06.295Z,2022-08-14T03:38:58Z,3703651785,140,36.2,3703651781,56,Back,3703651789,141,80.3,3703651795,213,1.8,3705365519,178,,3703651791,212,11.6,,,,,,,e2oeysariwd866ksilu3t4m7e,S. Ricci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604299,5,1,1,0,3,7gnly6999wao1xarwct4p8fe9,1,36.2,80.3,2022-08-13T18:47:07.626Z,2022-08-14T03:39:02Z,3703651823,213,3.7,3703651815,56,Back,3703651819,141,72.7,3705365571,178,,3703651817,140,28.9,3703651821,212,9.2,,,,,,,7zokstl625tj96c64ow4uvjyt,O. Aina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604345,6,1,1,0,5,7gnly6999wao1xarwct4p8fe9,1,28,70.5,2022-08-13T18:47:09.560Z,2022-08-14T03:39:07Z,3703652103,213,4.4,3703652087,56,Back,3703652095,141,47.5,3703652099,212,16.5,3703652091,140,22.9,3705365661,178,,,,,,,,9ak3zczupeken1itsmkherbh1,R. Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604487,7,1,1,0,7,7gnly6999wao1xarwct4p8fe9,1,22.9,42.4,2022-08-13T18:47:12.308Z,2022-08-14T03:39:12Z,3703652827,212,16.2,3705365789,178,,3703652817,56,Back,3703652825,141,19.5,3703652829,213,5.0,3703652821,140,27.0,,,,,,,8z1ukxgc8mxiyw9udbpwr4ct1,K. Djidji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445604589,8,1,1,0,11,7gnly6999wao1xarwct4p8fe9,1,28.7,29.5,2022-08-13T18:47:16.349Z,2022-08-14T03:39:18Z,3703653387,140,31.6,3705365911,178,,3703653383,56,Back,3703653377,155,,3703653395,1,,3703653393,213,1.5,3703653389,141,94.5,3703653391,212,44.3,43rid94d7jz7u5ba4xzb8bbe2,M. Adopo,3703653379,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
