id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2458622409,1,34,16,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-09-11T11:53:13.520Z,2022-09-11T13:02:07Z,3772908793,130,12,3772908799,194,8wh3u8b2hz7rcygnfng8khh3p,3772908787,30,"4hrmzpx1nt5ze55fpby71mcb9, b94d67jluhh4076wp2se5fqsq, 7ohgxs03szerp6mwiiv58ryay, 3l0mj1zzhytxvm9tryvqv8kix, 4zn8zufrd17h9d5xl7qhahbyt, 1po7tmdv73zfjentt0p20wdlh, bpfg11qh1q0zj2x6sqd3srvmx, 8wh3u8b2hz7rcygnfng8khh3p, a46kdc4sdf7e6520s8gm9glm2, dccxma9p13p00n0gi1cxk1nf9, 5lvdnoyknuoyr6kdruposgctl, 56bidwsegakrtx3z1qbbpnc6i, 46twjsjrm4ljb7bhobbpwx5h, 6xt6fnmwrs7btha4d2t7wkktm, 6eqqtmbg35rg2stk10ic7q8k5, 1cu7fg8sf90isf9gp21e5fqh, 7e11kdi7wh9tleor9w5o2fdn9, bdb6j168crcrwje9k0titxv55, a2n9op95qyb3rkye5pxqjb7bp, x8runqzjfkym8r7kdy3a8t0, 3cbwh4pfwae5xw072cy14gb85, d6vg86aml1ttoyks4vvvk0smh",3772908791,59,"28, 33, 50, 26, 17, 3, 20, 21, 99, 9, 30, 11, 1, 4, 6, 7, 14, 19, 22, 23, 29, 55",3772908801,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772908795,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3773140075,197,551,3772908789,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458624963,1,34,16,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-09-11T11:57:04.921Z,2022-09-11T13:00:29Z,3772921311,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772921313,194,66at96kfhvigkny465lkmrnbp,3772921309,130,4,3772921303,30,"2udciji4n7tr07ft7twe2r9w5, 9e3t2wyjqzxsn690aysao8cfd, 66at96kfhvigkny465lkmrnbp, 4kfx8fzf54bli2a2o0i3fvhed, eq7q971ebxu7ipqbyvj5n4c15, acg898oezqn7590ue8x8aik89, euibd75fsyggns1w3xerzzrh1, 963czsr3yecwk4s3p1wby5x3p, 21pztrby95djexvw3m9hhzgt1, 6gjn7pt0i34q45g4porckuj8p, b7vmywgydbcs4m9pcjcoabt62, 6gab9bfl0kj0hy1z0u75pl42d, 4mk6bbc9a8rhtmk8f4jj6onvt, b5cqy1xamdj38bh87gvz4iac5, d9sakxlp96siw0z1jltszdlgp, 3jtsqwoi9w0dxxneld0mt5rs9, 476nfumr6aadvufrqk72tq5be, i4yzdkusjs6qn4v06oxj6qxh, 9qpkzs1jzv0k3ui0pk41qsk16, f8kcf2l4h2qzdww1vof5x9t5, dpnp9rguhhs04of6vmlw5spg5, 5bi4t2dob5mo0okdbv6sna6fo, u60zu48a4zqnupyxp2d0mqqd",3772921307,59,"1, 2, 3, 34, 28, 98, 5, 72, 7, 99, 33, 8, 9, 11, 14, 15, 16, 23, 44, 31, 38, 42, 95",3773141145,197,8393,3772921315,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3772921305,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673803,2,32,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,0,0,2022-09-11T13:00:34.558Z,2022-09-11T13:00:34Z,3773160211,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673837,3,32,1,0,0,ej5er0oyngdw138yuumwqbyqt,1,0,0,2022-09-11T13:00:34.558Z,2022-09-11T18:50:25Z,3773160397,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673875,3,1,1,0,0,4raiad4l2j5lkfaz92pk4osb,1,49.7,49.7,2022-09-11T13:00:34.634Z,2022-09-11T19:15:33Z,3773160583,56,Back,3773160589,212,13.2,3773160587,141,50.7,3773160591,213,3.1,3774705615,178,,3773160585,140,37.1,3773160593,279,S,,,,21pztrby95djexvw3m9hhzgt1,L. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673947,4,1,1,0,3,4raiad4l2j5lkfaz92pk4osb,1,44.5,43.9,2022-09-11T13:00:38.104Z,2022-09-11T19:16:03Z,3773160977,213,4.7,3773160975,212,13.4,3773160969,56,Back,3773160971,140,44.4,3774707461,178,,3773160973,141,24.2,,,,,,,4kfx8fzf54bli2a2o0i3fvhed,S. Amrabat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673955,5,1,1,0,6,4raiad4l2j5lkfaz92pk4osb,1,46.3,30.4,2022-09-11T13:00:41.321Z,2022-09-11T19:16:12Z,3773161023,212,26.3,3773161021,141,66.2,3773161019,140,36.8,3774708309,178,,3773161025,213,2.0,3773161017,56,Back,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673981,6,1,1,0,9,4raiad4l2j5lkfaz92pk4osb,1,38,69.3,2022-09-11T13:00:43.805Z,2022-09-11T19:16:19Z,3773161169,213,0.9,3773161127,56,Back,3773161165,141,90.0,3773161129,140,48.7,3773161167,212,18.0,3774708765,178,,,,,,,,acg898oezqn7590ue8x8aik89,Igor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674021,7,1,1,0,12,4raiad4l2j5lkfaz92pk4osb,1,52.1,90.3,2022-09-11T13:00:46.834Z,2022-09-11T19:16:22Z,3773161355,141,28.7,3773161361,1,,3773161347,196,,3773161357,212,41.9,3773161359,213,4.7,3773161353,140,51.4,3773161351,56,Center,3774708943,178,,66at96kfhvigkny465lkmrnbp,C. Biraghi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674039,8,1,1,0,15,4raiad4l2j5lkfaz92pk4osb,1,52.5,26.3,2022-09-11T13:00:49.915Z,2022-09-11T19:16:24Z,3773161459,213,5.1,3773161453,140,58.8,3773161451,56,Right,3774709043,178,,3773161455,141,2.5,3773161457,212,17.5,,,,,,,9e3t2wyjqzxsn690aysao8cfd,Dodô,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
