id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/9/value,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/19/value
2521002227,1,34,16,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-03-17T16:25:43.598Z,2023-03-17T17:19:19Z,4102474933,59,"47, 22, 6, 27, 28, 13, 42, 7, 9, 10, 45, 3, 8, 11, 14, 15, 16, 19, 20, 25, 64, 92",4102474931,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102474939,194,9rzl0j9m9i30a62o1yofzvaad,4102474937,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102474935,130,4,4102474941,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102570089,197,590,4102474929,30,"1r5gn4osgwz2b2b4sefncbhed, 5oge5fhmna0oduqvjisoa1djp, 4vis4wltntxil2m9z16mi6j8p, ef4thhub6bsd2gtmltknkz8b9, e5fnoxb8f2hycjx4gnmce2wvd, 9rzl0j9m9i30a62o1yofzvaad, cc04mat3snly9oe4bt7xaeooa, bqer8ajqm2vibthgumtuycbu1, 153ljvbov0n176vm9fdaizoix, m030tubgf3zpgf0axzm7z26t, 27xj7me8icr5ptta7kwx0kfs9, 37kr5th62ugmy4j55i3n45k2d, 74o97lnqpku6m9svks66qbend, 14xoy6tg51xbydm69d5ybyfis, 9k1ytj3z42ggp14vkn39hiymt, 4xnll2f9tb69wrezm04ayg76y, 4qejyummzkrfllds8ord642qx, 61c395xuimpxo2439p8mt3y6t, 3sehm4zmy7141wm4ecfqqoxd5, 6k790p49tjwkhlwf9afll9jo5, bpt2fdnjjpb6a5ehdepyedxt6, f2p5457ilcfrtzhe343whhkut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521002577,1,34,16,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-03-17T16:28:12.305Z,2023-03-17T17:32:39Z,4102476863,59,"69, 27, 43, 6, 29, 4, 11, 8, 18, 33, 30, 1, 7, 10, 14, 16, 19, 21, 24, 25, 40, 55, 72, 77",4102476871,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102476861,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",4102476859,30,"4g0d51pqr4grzoe9cx7do6pxx, 2s9ko6yxyi95jybzguru8g3bp, 89z0ym1zvwp7rikmd0kvpcq8l, 6ehsdxl74v0qtlbjjjbu0r0t1, 6sejjyqssbr3olctm9nkq2v9x, f1ma05bi3t1hfbflylx5d9tyh, 8lta4w1nytggiwnaqv4e5cc0l, 6n7sw8r0fhcoa8hfuxrtm96tx, 8zltxvt0rcrcv96x1wmdhlrrp, 72sbeqsrvv64vwiec51r9g1k9, 1fsum47fkh62rer9xxe3smctm, bmqg7owjivu1f3grdigkid0b9, 4ypa8ma678embtagi427eg4id, e4cwx5r9hrvip371egldkc6ol, a21winmltx1h9oiwqtfditkut, 9n2nm6smh0txgv2482qbwhixg, azph2f84zhlvg4wd8tleydkdm, 9casrbyhvk5woencvp365fnmy, 1s7qbrynbcv9uw9r5f29oyc5, cbymienvjkbbvi1rbky74vj3e, q86iuo0cn7dlhvgwz6ix1mqy, e05kmeeuc7x55gwhjmxl9ry3u, 1kafgt90durzi0trgasa35nqi, 1i47csjlvcikfs4wixzserend",4102476869,194,8lta4w1nytggiwnaqv4e5cc0l,4102476867,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4102476865,130,8,4102591029,197,16731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521023261,2,32,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-03-17T17:30:07.850Z,2023-03-17T23:30:02Z,4102595121,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521023259,2,32,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-03-17T17:30:07.850Z,2023-03-17T17:30:08Z,4102595117,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521023291,3,1,1,0,0,4klvxyeh3xcus4ongu7c00mgc,1,50,50,2023-03-17T17:30:08.317Z,2023-03-17T23:35:49Z,4102595269,56,Back,4102595277,213,3.5,4102595279,279,S,4102595271,140,31.7,4102595273,141,38.9,4103619841,178,,4102595275,212,20.6,,,,1fsum47fkh62rer9xxe3smctm,D. Maldini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521023323,4,1,1,0,3,4klvxyeh3xcus4ongu7c00mgc,1,31.7,38.9,2023-03-17T17:30:11.318Z,2023-03-17T23:35:53Z,4102595457,212,12.6,4102595459,213,1.8,4102595451,56,Back,4102595453,140,29.0,4103619853,178,,4102595455,141,57.0,,,,,,,6sejjyqssbr3olctm9nkq2v9x,M. Caldara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521023371,5,1,1,0,8,4klvxyeh3xcus4ongu7c00mgc,1,29.7,55.4,2023-03-17T17:30:15.875Z,2023-03-17T23:35:57Z,4103619861,178,,4102595691,212,16.9,4102595689,141,30.5,4102595687,140,30.1,4102595693,213,4.7,4102595685,56,Back,,,,,,,f1ma05bi3t1hfbflylx5d9tyh,E. Ampadu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521023401,6,1,1,0,10,4klvxyeh3xcus4ongu7c00mgc,1,31.1,28.4,2023-03-17T17:30:18.835Z,2023-03-17T23:36:00Z,4102595819,56,Back,4102595827,213,1.3,4102595821,140,32.9,4103619873,178,,4102595823,141,37.7,4102595825,212,6.6,,,,,,,6sejjyqssbr3olctm9nkq2v9x,M. Caldara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521023425,7,1,1,0,12,4klvxyeh3xcus4ongu7c00mgc,1,32.9,37.7,2023-03-17T17:30:20.022Z,2023-03-17T23:36:04Z,4103619925,178,,4102595963,56,Back,4102595971,212,14.7,4102595973,213,2.6,4102595969,141,48.1,4102595967,140,20.6,,,,,,,6ehsdxl74v0qtlbjjjbu0r0t1,M. Bourabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521043313,298,59,1,0,14,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2023-03-17T17:30:22.205Z,2023-03-17T23:36:07Z,4102702897,56,Back,,,,,,,,,,,,,,,,,,,,,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
