id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value,qualifier/20/value
2485238153,1,34,16,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-11-13T12:53:29.204Z,2022-11-13T13:59:04Z,3913804271,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3913804281,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913804279,194,2qdgfxqyh0bjn3alkz97py8k5,3913804277,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913804269,30,"b3hr4q25jvqr7565z5ydqylt5, bcqsti42fhzap385lnfe4auhh, 4d17grk2qflzake218uz76uei, thnje2i2s96fcbuscj57053p, av8588qp8e5wz3s7cg1n2qgnp, ejgtltbsu0djglqw98gywgu6t, 2qdgfxqyh0bjn3alkz97py8k5, 79e6khfyg3rdauul0yjlixv8q, dq037w5t3ht5zgd75mue4p1pl, duqiler25n63ksi0fxreo50mi, 6ck9f1ppvl65nui0x71q80jx1, annamxplmbyakvo2akw63xxw5, 4vonqsqrzoyye4vs6n7dud2p5, 1muwnu7rq4feejspx7no203px, 61phh511ju65h6coren0pbkd1, 9noq0ogmqc2cwj3nowoadcdlh, 721e4tx2wrwb4kd9w80fcq19l, 2zk88fh1e5js1g2jmfkrjmxka, 1b8uwkohkevu6ltjex0liklpl, 91sgvwun5559mwe9bszj4xql1, 98x5xrku2jffo0in2u2htazca, chjjcy789cuwlsik2ibmubtyi, 18yip8wsirmu6s0idhvapnaad, rblijalj0qnu455jtjoi3pjo, 6jwy293owzzhldv4i9wxntjv9, ahrgnlsku8ghrj2qc0s6p1rhm",3914024727,197,8477,3913804273,59,"16, 84, 30, 55, 5, 4, 32, 6, 47, 28, 17, 2, 7, 8, 9, 10, 19, 22, 26, 37, 38, 44, 77, 80, 89, 91",3913804275,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485241161,1,34,16,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-11-13T12:57:31.435Z,2022-11-13T14:02:03Z,3913818423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913818411,59,"33, 30, 3, 98, 5, 2, 18, 25, 29, 11, 16, 1, 6, 8, 9, 10, 12, 14, 17, 20, 28, 35, 39, 87, 99",3913818403,30,"d1e3dsz9lf7g69g2l6zfurpp1, etryzuxz65dmn5ewmocse66l1, b0e6d3zgwzbzysmt9b2ycvf56, 3coml6cxqa86px9up8yy3oz1m, 4u281v53ges3kimtgac0tidm2, blo3zmhar2mujyp9z7kjnsut, 7pg1pu4ptby6hi0rp29hv4jxl, q281ehu1acmc9v96sv9g8bmx, 3mqhkh4iz4kesvmqui3hupgmi, 53dvtfms2uxd500y87x5jf2eh, rnahabpvj34tsl9q53gt2rit, 68jk3onf54kl1mdfz8zuicvkl, ezpkmoz1z08da3o3g45m12lzp, d6sstsibcsfxporots5k9cicp, 19gglji6ai70jiu7iqpkaxbyt, 7j0c36u6kk97eur4virjoka8l, h2c4xwvt3x9gry6wqehc0445, bhu3hiq2ln2cso48ndqe17bvt, 3ftcqipzb86lzdztg4j1oz2s5, drljavudmjvyj9mvyzq7gz2s5, 6lev0lne8w9snmho4a6hjiifp, 91dt2qi4j797auqtkydbdlel0, 488q58xm2ahxuvpeyfpgwfklw, c9shobonlrg7guoyb3iwnwdsl, 240qnsj5nj6l6s3cc618691at",3913818419,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914016043,197,9006,3913818407,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3913818421,194,etryzuxz65dmn5ewmocse66l1,3913818415,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284377,2,32,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-11-13T14:01:15.014Z,2023-02-08T11:40:38Z,3914033089,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284349,2,32,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,0,0,2022-11-13T14:01:15.014Z,2022-11-13T14:01:15Z,3914032997,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284435,3,1,1,0,0,49rkyo4do8uwj06geomw0xr4i,1,50.4,50,2022-11-13T14:01:15.177Z,2022-11-13T19:51:44Z,3914033331,212,19.7,3914033325,56,Back,3915503695,178,,3914033327,140,32.0,3914033329,141,55.8,3914033335,279,S,3914033333,213,2.9,,,,q281ehu1acmc9v96sv9g8bmx,G. Maggiore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284511,4,1,1,0,2,49rkyo4do8uwj06geomw0xr4i,1,30.6,58.7,2022-11-13T14:01:17.768Z,2022-11-13T19:51:49Z,3914033711,213,0.1,3915503871,178,,3914033703,56,Center,3914033705,140,69.0,3914033701,155,,3914033709,212,40.6,3914033713,1,,3914033707,141,65.9,4u281v53ges3kimtgac0tidm2,F. Daniliuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284517,5,44,1,0,5,49rkyo4do8uwj06geomw0xr4i,1,69.7,64.8,2022-11-13T14:01:20.749Z,2022-11-13T21:41:06Z,3914033751,233,3,3914033743,286,,3914033741,56,Center,,,,,,,,,,,,,,,,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284495,3,44,1,0,5,67z1gqyiuzpmmb15q5fy7ntc4,0,30.3,35.2,2022-11-13T14:01:20.750Z,2022-11-13T19:51:53Z,3914033627,285,,3914033625,56,Back,3914033755,233,5,,,,,,,,,,,,,,,,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284519,6,1,1,0,5,49rkyo4do8uwj06geomw0xr4i,0,69.1,66.5,2022-11-13T14:01:21.003Z,2022-11-13T21:41:06Z,3914033761,56,Center,3914033769,213,5.7,3914033767,212,3.0,3915504365,388,,3914033759,3,,3914033763,140,71.5,3914033765,141,64.1,,,,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485284513,4,61,1,0,6,67z1gqyiuzpmmb15q5fy7ntc4,1,29.7,36.9,2022-11-13T14:01:21.092Z,2022-11-13T19:52:02Z,3914033723,56,Back,3915504543,388,,3915504541,15,,,,,,,,,,,,,,,,,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
