id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,keyPass,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2527792155,9,1,1,0,10,gi0l1habji5hpgar77dl5jqe,1,42.8,46,2023-04-02T18:46:07.749Z,2023-04-03T01:51:06Z,4159214715,141,13.4,4159214711,56,Back,4159214717,212,22.6,4159214713,140,38.7,4159214719,213,4.5,4160124983,178,,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792187,10,1,1,0,14,gi0l1habji5hpgar77dl5jqe,1,38,23.1,2023-04-02T18:46:11.914Z,2023-04-03T01:51:10Z,4160125111,178,,4159214891,140,31.3,4159214893,141,33.9,4159214889,56,Back,4159214897,213,2.3,4159214895,212,10.2,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792209,11,1,1,0,18,gi0l1habji5hpgar77dl5jqe,1,36.7,31.2,2023-04-02T18:46:15.575Z,2023-04-03T01:51:15Z,4159215013,141,25.6,4159215017,213,6.1,4159215011,140,53.2,4160125343,178,,4159215015,212,17.7,4159215009,56,Center,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792233,12,1,1,0,20,gi0l1habji5hpgar77dl5jqe,1,53.5,25.9,2023-04-02T18:46:17.340Z,2023-04-03T01:51:28Z,4159215175,212,14.4,4159215169,56,Right,4159215173,141,8.6,4159215177,213,5.3,4160125743,178,,4159215171,140,61.4,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792257,13,1,1,0,23,gi0l1habji5hpgar77dl5jqe,1,61.5,9.1,2023-04-02T18:46:20.137Z,2023-04-03T01:51:31Z,4159215299,212,10.3,4159215293,56,Right,4159215297,141,9.5,4159215301,213,0.0,4160125819,178,,4159215295,140,71.3,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792279,14,1,1,0,24,gi0l1habji5hpgar77dl5jqe,1,70.2,9.5,2023-04-02T18:46:21.798Z,2023-04-03T01:51:35Z,4159215403,140,62.0,4159215407,212,8.8,4159215409,213,3.4,4159215401,56,Right,4160125925,178,,4159215405,141,6.8,,,,,,,9bba1hgnx5mzpkzeazsoikn9x,M. Politano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792289,15,1,1,0,26,gi0l1habji5hpgar77dl5jqe,0,61.6,7.7,2023-04-02T18:46:23.432Z,2023-04-03T01:51:40Z,4159215451,140,65.6,4159215449,56,Center,4159215453,141,22.4,4159215457,213,1.2,4160126071,178,,4159215455,212,10.8,,,,,,,5d9i8ubibyiecxecr9jjvxexh,G. Di Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527966633,784,67,1,0,27,9dntj5dioj5ex52yrgwzxrq9l,1,40.9,83,2023-04-02T18:46:24.570Z,2023-04-03T04:20:59Z,4160161749,233,1001,,,,,,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527966631,1001,67,1,0,27,gi0l1habji5hpgar77dl5jqe,0,59.1,17,2023-04-02T18:46:24.571Z,2023-04-03T02:19:43Z,4160161769,233,784,,,,,,,,,,,,,,,,,,,,,,cp13vthbds3tl1wtfelfx2evp,G. Simeone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792291,3,8,1,0,27,9dntj5dioj5ex52yrgwzxrq9l,1,40,81.8,2023-04-02T18:46:24.606Z,2023-04-03T04:20:59Z,4159727293,383,,4160126249,178,,4159215463,56,Back,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792301,4,49,1,0,28,9dntj5dioj5ex52yrgwzxrq9l,1,40.8,84.6,2023-04-02T18:46:25.942Z,2023-04-03T01:51:52Z,,,,,,,,,,,,,,,,,,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792323,5,1,1,0,29,9dntj5dioj5ex52yrgwzxrq9l,0,40.3,86.3,2023-04-02T18:46:26.040Z,2023-04-03T01:51:55Z,4159215601,213,5.4,4159215599,212,8.4,4159215597,141,76.7,4159215593,56,Back,4159215595,140,45.4,4160126543,178,,,,,,,,cknjube5flk1r5ppqthj82c5,I. Bennacer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792333,16,8,1,0,29,gi0l1habji5hpgar77dl5jqe,1,55,31.6,2023-04-02T18:46:26.891Z,2023-04-03T01:52:02Z,4159746261,384,,4159215635,56,Center,4160126735,178,,,,,,,,,,,,,,,,,9y8fnvazj02vy31ljx3du0d79,S. Lobotka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792339,6,61,1,0,30,9dntj5dioj5ex52yrgwzxrq9l,1,49.7,76.4,2023-04-02T18:46:27.012Z,2023-04-03T01:52:08Z,4159215661,56,Back,4160126923,178,,,,,,,,,,,,,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792363,17,49,1,0,33,gi0l1habji5hpgar77dl5jqe,1,36.9,67.9,2023-04-02T18:46:30.404Z,2023-04-03T01:52:13Z,,,,,,,,,,,,,,,,,,,,,,,,,ypfascbq81vkjbe57108cpn9,Mário Rui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792399,18,1,1,0,33,gi0l1habji5hpgar77dl5jqe,1,36.4,68.5,2023-04-02T18:46:30.794Z,2023-04-03T01:52:17Z,4160127109,178,,4159215955,141,61.5,4159215951,56,Back,4159215959,213,4.3,4159215953,140,34.2,4159215957,212,5.3,,,,,,,ypfascbq81vkjbe57108cpn9,Mário Rui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792431,19,1,1,0,36,gi0l1habji5hpgar77dl5jqe,1,35.6,62.4,2023-04-02T18:46:33.217Z,2023-04-03T01:52:20Z,4160127201,178,,4159216115,141,85.0,4159216111,56,Back,4159216117,212,15.6,4159216113,140,38.4,4159216119,213,1.4,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792493,20,1,1,0,38,gi0l1habji5hpgar77dl5jqe,1,38.1,84.8,2023-04-02T18:46:35.730Z,2023-04-03T01:52:24Z,4159216443,140,44.3,4159216447,212,9.4,4159216449,213,0.8,4159216441,56,Back,4159216445,141,94.8,4160127327,178,,,,,,,,ypfascbq81vkjbe57108cpn9,Mário Rui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792501,21,1,1,0,42,gi0l1habji5hpgar77dl5jqe,1,39.7,93.8,2023-04-02T18:46:39.496Z,2023-04-03T01:52:28Z,4159216499,213,3.1,4159216497,212,11.0,4159216493,140,29.3,4159216491,56,Back,4160127441,178,,4159216495,141,95.1,,,,,,,4zy4d60v2qmaplm9xbe51y1gp,K. Kvaratskhelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792531,22,1,1,0,44,gi0l1habji5hpgar77dl5jqe,1,28.1,95.3,2023-04-02T18:46:40.964Z,2023-04-03T01:52:31Z,4160127551,178,,4159216639,140,15.4,4159216637,56,Back,4159216645,213,3.4,4159216641,141,90.8,4159216643,212,13.7,,,,,,,ypfascbq81vkjbe57108cpn9,Mário Rui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792547,23,1,1,0,46,gi0l1habji5hpgar77dl5jqe,1,13.5,88.6,2023-04-02T18:46:43.385Z,2023-04-03T01:52:35Z,4159216755,213,4.2,4159216747,56,Back,4159216751,141,58.5,4159216749,140,3.0,4159216753,212,23.2,4160127705,178,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792597,24,1,1,0,49,gi0l1habji5hpgar77dl5jqe,1,3.2,54.8,2023-04-02T18:46:46.379Z,2023-04-03T01:52:42Z,4160127823,178,,4159217015,141,30.0,4159217013,140,7.9,4159217017,212,17.6,4159217019,213,5.0,4159217011,56,Back,,,,,,,af58rhtg8ck7c8g7nwfs67d91,A. Meret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792681,25,1,1,0,52,gi0l1habji5hpgar77dl5jqe,1,12.4,29.4,2023-04-02T18:46:49.744Z,2023-04-03T01:52:46Z,4160127875,178,,4159217425,212,24.7,4159217421,140,12.6,4159217419,56,Back,4159217427,213,1.6,4159217423,141,65.7,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792701,26,1,1,1,0,gi0l1habji5hpgar77dl5jqe,0,42.1,73.3,2023-04-02T18:46:57.729Z,2023-04-03T01:52:49Z,4159217545,140,55.1,4159217549,212,23.8,4159217551,213,1.0,4159217547,141,100.0,4159217543,56,Left,4160127967,178,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792745,7,5,1,1,2,9dntj5dioj5ex52yrgwzxrq9l,1,45,-1.2,2023-04-02T18:46:59.453Z,2023-04-03T01:52:51Z,4159217799,56,Back,4159217815,233,27,4159217801,347,,,,,,,,,,,,,,,,,11o903vztwpnmvgrinn208qnd,Rafael Leão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792705,27,5,1,1,2,gi0l1habji5hpgar77dl5jqe,0,55,101.2,2023-04-02T18:46:59.453Z,2023-04-03T01:52:52Z,4159217559,347,,4159217825,233,7,4159217557,56,Left,,,,,,,,,,,,,,,,2p1pns6j6id4nx3nbi7fv0wrt,Kim Min-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792829,8,1,1,1,12,9dntj5dioj5ex52yrgwzxrq9l,1,44.3,0,2023-04-02T18:47:09.732Z,2023-04-03T01:52:54Z,4159749597,189,,4159218231,56,Back,4159218237,212,24.2,4159218233,140,23.1,4159218239,213,2.7,4159218241,1,,4159218235,141,11.8,4159218229,107,,e2vtm1318mm61db2wtj4m5p79,D. Calabria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792845,9,1,1,1,13,9dntj5dioj5ex52yrgwzxrq9l,1,21.5,13.9,2023-04-02T18:47:10.154Z,2023-04-03T01:52:59Z,4160128127,178,,4159218333,213,2.1,4159218325,56,Back,4159218331,212,25.0,4159218329,141,45.2,4159218327,140,9.1,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792873,10,1,1,1,16,9dntj5dioj5ex52yrgwzxrq9l,1,9.1,45.2,2023-04-02T18:47:13.147Z,2023-04-03T01:53:04Z,4160128295,178,,4159218515,140,13.1,4159218513,56,Back,4159218521,213,1.4,4159218517,141,82.8,4159218519,212,25.9,,,,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792909,11,1,1,1,18,9dntj5dioj5ex52yrgwzxrq9l,1,13.1,82.8,2023-04-02T18:47:15.805Z,2023-04-03T01:53:08Z,4159218685,56,Back,4159218691,212,21.2,4159218687,140,9.8,4160128359,178,,4159218689,141,52.0,4159218693,213,4.5,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792977,12,1,1,1,21,9dntj5dioj5ex52yrgwzxrq9l,1,9.7,52,2023-04-02T18:47:18.739Z,2023-04-03T01:53:11Z,4159219019,140,19.2,4159219021,141,21.5,4159219017,56,Back,4159219023,212,23.0,4160128481,178,,4159219025,213,5.2,,,,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527792993,13,1,1,1,25,9dntj5dioj5ex52yrgwzxrq9l,1,24.5,28,2023-04-02T18:47:22.757Z,2023-04-03T01:53:14Z,4159219109,140,30.6,4159219107,56,Back,4160128561,178,,4159219115,213,5.5,4159219113,212,9.4,4159219111,141,17.9,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527793007,14,1,1,1,27,9dntj5dioj5ex52yrgwzxrq9l,1,30.6,17.9,2023-04-02T18:47:24.854Z,2023-04-03T01:53:17Z,4159219189,56,Back,4159219197,213,2.6,4159219193,141,32.3,4159219191,140,16.0,4159219195,212,18.2,4160128643,178,,,,,,,,3v1fnp5e9pxfzgou5ebrgprrp,R. Krunić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527793105,15,1,1,1,29,9dntj5dioj5ex52yrgwzxrq9l,1,16,32.3,2023-04-02T18:47:26.837Z,2023-04-03T01:53:21Z,4159219695,213,1.8,4159219691,141,61.1,4160128719,178,,4159219687,56,Back,4159219693,212,19.9,4159219689,140,12.5,,,,,,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527793129,16,1,1,1,36,9dntj5dioj5ex52yrgwzxrq9l,1,13.7,59.1,2023-04-02T18:47:33.097Z,2023-04-03T01:53:24Z,4159219803,141,60.7,4159219807,213,0.1,4159219801,140,24.4,4159219805,212,11.3,4160128789,178,,4159219799,56,Back,,,,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527793163,17,1,1,1,37,9dntj5dioj5ex52yrgwzxrq9l,1,24,64,2023-04-02T18:47:34.936Z,2023-04-03T01:53:28Z,4159219915,141,90.2,4160128893,178,,4159219911,56,Back,4159219919,213,1.6,4159219917,212,17.8,4159219913,140,23.3,,,,,,,9sxg58hszjq17avxgumftdu22,S. Tonali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527793191,18,1,1,1,41,9dntj5dioj5ex52yrgwzxrq9l,1,17.6,87.5,2023-04-02T18:47:38.078Z,2023-04-03T01:53:33Z,4159220077,212,31.2,4159220073,141,44.5,4159220071,140,7.2,4160128963,178,,4159220069,56,Back,4159220081,213,4.4,,,,,,,3sezchmdtivxl4kusvgc6j7x1,F. Tomori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527793229,19,1,1,1,43,9dntj5dioj5ex52yrgwzxrq9l,1,7.2,44.5,2023-04-02T18:47:40.678Z,2023-04-03T01:53:35Z,4159220297,141,21.2,4159220299,212,16.5,4159220291,56,Back,4159220295,140,11.5,4159220301,213,5.0,4160129039,178,,,,,,,,3fpnfgoy4lbpapv2th6g60cet,M. Maignan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527793257,20,1,1,1,46,9dntj5dioj5ex52yrgwzxrq9l,1,13.9,17,2023-04-02T18:47:43.757Z,2023-04-03T01:53:40Z,4159220437,1,,4159220431,213,0.4,4159220415,155,,4159220423,141,41.2,4159220427,212,39.9,4159220417,56,Back,4159220419,140,48.5,4160129197,178,,ehztjmhg6fsddm1fqb00547o5,S. Kjær,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527793287,21,1,1,1,48,9dntj5dioj5ex52yrgwzxrq9l,0,48.5,41.2,2023-04-02T18:47:45.690Z,2023-04-03T01:53:45Z,4159220541,141,48.2,4159220535,3,,4159220543,212,21.5,4159220539,140,68.5,4159220545,213,0.2,4159220537,56,Center,4160129339,388,,,,,5awkzgwwh48prwgvxwewuc5hx,O. Giroud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527793285,28,49,1,1,52,gi0l1habji5hpgar77dl5jqe,1,32,43,2023-04-02T18:47:49.031Z,2023-04-03T01:53:54Z,,,,,,,,,,,,,,,,,,,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527793321,29,1,1,1,53,gi0l1habji5hpgar77dl5jqe,1,31.9,38.9,2023-04-02T18:47:50.464Z,2023-04-03T01:53:58Z,4159220761,212,11.1,4159220763,213,6.2,4159220755,56,Back,4159220757,140,42.5,4159220759,141,38.3,4160129695,178,,,,,,,,2kfkjjqh7vrfcfbgr4aa85dqt,A. Rrahmani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527793385,30,1,1,1,56,gi0l1habji5hpgar77dl5jqe,1,43.2,34.5,2023-04-02T18:47:53.001Z,2023-04-03T01:54:01Z,4159221033,212,25.7,4160129821,178,,4159221031,141,6.4,4159221035,213,5.4,4159221027,56,Right,4159221029,140,59.5,,,,,,,3bhy6x04rbwzk0nh1fm59dmnd,A. Zambo Anguissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
