id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value,qualifier/18/value,assist
2449916967,1,34,16,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-08-22T15:30:25.219Z,2022-08-22T16:25:45Z,3726544877,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726544881,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726608481,197,8380,3726544873,59,"1, 2, 37, 3, 6, 23, 7, 4, 9, 21, 22, 17, 8, 14, 19, 24, 52, 59, 63, 64, 65, 92, 99",3726544875,130,17,3726544871,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3726544869,30,"7gu0t0g8nej405k918fwsf8id, 8lgsqmwavspz4fv7t11rb6j9, 9ka7y81b5kst146mhq7mom5ed, ab4kuqa33849h6z77ksuqhdk9, 7o9bkf7no8wz167ingslfimdx, 6fttn5mk6n1lstqt0dl5xzn4l, 57bin6he6kbdo2bs4i78z2k0l, 1ftejgsl4hho40cceqne1hcyd, 363nsa82dww242zeo09wpcslx, 93i0gcndi2m8giqqcm4knduxh, eu4xivu8i6yla9fcnuncx1ucp, 8u46wgn2upd99tmmchxuw1gbt, c5a7z6vphv9tp9ddid5jnrnx1, a21winmltx1h9oiwqtfditkut, 1pkymw7biivk760rxhubin1ed, cddggachzf198p1yhq9owtofd, 4cu8rbv55v6f6jiq50c4xatqs, du4ciqofpkn3nei5q3huwlnje, b0b0xalrak7k5pnfnum53umtw, 74g3ef24ctcgw1kee77d3acr8, bqokrpmzy2l5xyn2rgzxotzpw, a1iz91ed6hus61yhhk2r0vkd1, el58uxf7oaqu95yx1vbgmr7it",3726544879,194,57bin6he6kbdo2bs4i78z2k0l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449917727,1,34,16,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-08-22T15:33:42.518Z,2022-08-22T15:56:33Z,3726548963,59,"97, 18, 3, 44, 21, 4, 6, 8, 98, 90, 77, 5, 7, 9, 10, 11, 13, 15, 17, 23, 33, 45, 60, 62, 74",3726548967,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726548969,194,360knvg4k1yywxnb8o1mlyggl,3726579459,197,11989,3726548961,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3726548965,130,18,3726548971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3726548959,30,"6wplm29z7qxxmujyc2ml19gix, 86nwv5baekm00h4d3z0suwhyh, d9bg5jjv8pz0f8u55x3hg0962, 3jruai7zu28e8f0ooj4t16l05, 360knvg4k1yywxnb8o1mlyggl, ay6tmp6zkxtjzse2gel3rgnl6, a8ez7qv4n62b8s45pdo8u07o5, 5m5qyz18o5hmta6mh4zk57sh5, 82bv9aeqvp712ut0n0kwkpskp, 86603cyr3osksy73el0ncy7yt, 1gnc1tbpmomiqt1sty2lktt5, 7ojvhhfvbtbn60sc50y4l2ctm, 6ldly9c02sbh2ray6u6j6jro5, 1t1kgb0r5ca32f54emsscfob9, 319knuftqo071luold2fqluqd, agstuwuuufnve6968ozadzahh, g324scl7t7h6j05g973me82y, ckzn72wo51pmw475t9tl6vr2t, 913rgsi93o890wc2cbuwlbqp5, 33erk8bdhefx5xnkjad2fvy8k, 1r35ds2obqkw03f7hfpfsqqui, a3o9x85aooe65w5r3ibs8ltk9, eu2govzm2jf93sfns50ik3e38, euv7d22ahrbpa8cs1gemtc178, enopqyya6qq64lvliw7lw0s4q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449929091,2,32,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,0,0,2022-08-22T16:30:07.142Z,2022-08-23T00:28:20Z,3726612077,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449929093,2,32,1,0,0,af91jdcs6x0bqkmdb78rokod2,1,0,0,2022-08-22T16:30:07.142Z,2022-08-22T16:30:12Z,3726612079,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449929103,3,1,1,0,0,2tk2l9sgktwc9jhzqdd4mpdtb,1,49.9,50,2022-08-22T16:30:07.371Z,2022-08-23T02:54:49Z,3726612137,141,46.4,3726612133,56,Back,3726612143,279,S,3727257811,178,,3726612135,140,37.9,3726612141,213,3.3,3726612139,212,12.8,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449929105,4,1,1,0,2,2tk2l9sgktwc9jhzqdd4mpdtb,1,37.9,46.1,2022-08-22T16:30:09.254Z,2022-08-23T00:40:47Z,3726612153,212,27.4,3727258113,178,,3726612157,213,4.8,3726612149,140,39.1,3726612151,141,5.8,3726612147,56,Back,,,,,,,1ftejgsl4hho40cceqne1hcyd,B. Cristante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449929127,5,1,1,0,5,2tk2l9sgktwc9jhzqdd4mpdtb,1,36,11.9,2022-08-22T16:30:12.411Z,2022-08-23T00:40:51Z,3726612263,1,,3727258145,178,,3726612257,141,59.6,3726612253,56,Back,3726612261,213,2.0,3726612259,212,36.4,3726612255,140,20.2,,,,8lgsqmwavspz4fv7t11rb6j9,R. Karsdorp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449929131,6,1,1,0,9,2tk2l9sgktwc9jhzqdd4mpdtb,1,22.7,63.8,2022-08-22T16:30:16.976Z,2022-08-23T00:40:54Z,3726612289,213,1.9,3726612281,56,Back,3726612285,141,89.7,3727258201,178,,3726612287,212,18.9,3726612283,140,16.1,,,,,,,7o9bkf7no8wz167ingslfimdx,C. Smalling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449929137,7,1,1,0,11,2tk2l9sgktwc9jhzqdd4mpdtb,1,16.1,89.7,2022-08-22T16:30:18.898Z,2022-08-23T00:40:59Z,3727157285,157,,3726612319,213,5.9,3726612321,1,,3727258277,178,,3726612315,141,71.3,3726612311,56,Back,3726612313,140,46.5,3726612317,212,34.3,ab4kuqa33849h6z77ksuqhdk9,Ibañez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449929141,8,1,1,0,13,2tk2l9sgktwc9jhzqdd4mpdtb,1,46.5,71.3,2022-08-22T16:30:20.716Z,2022-08-23T00:41:07Z,3727258497,388,,3726612349,212,5.1,3726612345,140,46.9,3726612347,141,63.8,3726612351,213,4.8,3726612343,56,Back,,,,,,,363nsa82dww242zeo09wpcslx,T. Abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
