id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/17/value
2468720451,1,34,16,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-10-08T11:46:24.078Z,2022-10-08T13:05:10Z,3826614609,194,6zcok1vbaitp91a9nrac20t05,3826614611,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826614605,130,12,3826614599,30,"8kttsnok9bbh7kpy3zz3j2xg5, 2r6hs8npijvt4wekd059t6tx, 19856wqwrmzmvfw9thf0tzrv9, q6ns1fyw7w10xkkubh8etfc9, ujb2hkujcnwnyrbsgk3ilmtx, 6zcok1vbaitp91a9nrac20t05, ahgd3on22t4h7gg9ipnj1itw5, botfgp0oq4wqlwtcs9m90kded, a5eki9p236y4zxmp9qz202pcl, 7r2tgpdrr4v6n9d2gkzwmlazt, can2l9ha4ufsxdjxdkb739fkk, c9lu69xk59a75bnpzgalh1kut, ci37qg2uu0z3nppxvn0z9034l, by2gxuixij1eciu56k8mb3cgl, 9qow77e16pvlb3860yjpydryt, aripnzu9yo2wlr8ud93ufdhih, 1xscywgyfqisqexmpfvbf9g45, asyzhp3qu95vmzdbau6nmoic5, 4j1oq24pfi728zyl2zkpptpsl, dvyqkyrpmulurm1n7lqsxsduc, 5tbrcvo8oo264o7iksi3t0opg, 6vz9qzgtbh3iqzv73xw2xaiok, 10lpk2wft7zsd1fa38ulbakno",3826614607,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826908991,197,8378,3826614601,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3826614603,59,"24, 2, 32, 95, 15, 33, 23, 20, 9, 10, 14, 1, 5, 6, 8, 12, 22, 36, 37, 40, 42, 45, 50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468727923,1,34,16,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-10-08T12:01:56.571Z,2022-10-08T12:56:42Z,3826653157,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3826653165,194,9rzl0j9m9i30a62o1yofzvaad,3826653159,59,"47, 22, 6, 27, 28, 13, 16, 42, 9, 15, 45, 3, 5, 7, 8, 11, 14, 18, 25, 35, 44, 64, 77",3826653163,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826888847,197,590,3826653155,30,"1r5gn4osgwz2b2b4sefncbhed, 5oge5fhmna0oduqvjisoa1djp, 4vis4wltntxil2m9z16mi6j8p, ef4thhub6bsd2gtmltknkz8b9, e5fnoxb8f2hycjx4gnmce2wvd, 9rzl0j9m9i30a62o1yofzvaad, 4qejyummzkrfllds8ord642qx, cc04mat3snly9oe4bt7xaeooa, 153ljvbov0n176vm9fdaizoix, 4xnll2f9tb69wrezm04ayg76y, 27xj7me8icr5ptta7kwx0kfs9, 37kr5th62ugmy4j55i3n45k2d, 7km4xkzmx7pytxxzcu7ugm0np, bqer8ajqm2vibthgumtuycbu1, 74o97lnqpku6m9svks66qbend, 14xoy6tg51xbydm69d5ybyfis, 9k1ytj3z42ggp14vkn39hiymt, elnhkklafq2cwl0hit66b5vmy, 6k790p49tjwkhlwf9afll9jo5, 9tah9hvep4bqppokmuw720qvo, cxxxfvmrslyjyi9wz9m8kwne2, bpt2fdnjjpb6a5ehdepyedxt6, 83hpavqn7r5bzcgxvjbcso3px",3826653167,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3826653161,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468775713,2,32,1,0,0,3vo5mpj7catp66nrwwqiuhuup,1,0,0,2022-10-08T13:00:05.654Z,2022-10-08T13:00:08Z,3826894887,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468775703,2,32,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-10-08T13:00:05.654Z,2022-10-08T19:09:40Z,3826894851,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468775743,3,1,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,49.9,50,2022-10-08T13:00:05.741Z,2022-10-08T19:15:43Z,3826895041,212,15.1,3826895037,140,35.6,3826895043,213,3.1,3826895035,56,Back,3829212209,178,,3826895045,279,S,3826895039,141,51.8,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468775769,4,1,1,0,3,6tuibxq39fdryu8ou06wcm0q3,1,32.7,40.3,2022-10-08T13:00:09.025Z,2022-10-08T19:15:48Z,3826895173,141,10.0,3826895169,140,40.9,3826895177,212,22.3,3829212511,178,,3826895179,213,5.1,3826895163,56,Back,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468775779,5,1,1,0,6,6tuibxq39fdryu8ou06wcm0q3,1,44.3,5.3,2022-10-08T13:00:12.274Z,2022-10-08T19:15:52Z,3826895221,141,4.4,3826895219,140,62.4,3826895223,212,19.0,3826895217,56,Right,3829212747,178,,3826895225,213,6.3,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468775781,6,61,1,0,8,6tuibxq39fdryu8ou06wcm0q3,0,62.9,4.4,2022-10-08T13:00:13.833Z,2022-10-08T19:15:56Z,3829213101,178,,3826895229,56,Right,,,,,,,,,,,,,,,,,,,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468775807,3,5,1,0,9,3vo5mpj7catp66nrwwqiuhuup,1,37.4,101.8,2022-10-08T13:00:14.742Z,2022-10-08T19:16:00Z,3826895397,347,,3826908035,233,7,3826895395,56,Back,,,,,,,,,,,,,,,,a5eki9p236y4zxmp9qz202pcl,E. Džeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468775795,7,5,1,0,9,6tuibxq39fdryu8ou06wcm0q3,0,62.6,-1.8,2022-10-08T13:00:14.742Z,2022-10-08T19:16:00Z,3826908051,233,3,3826895323,56,Right,3826895325,347,,,,,,,,,,,,,,,,,4xnll2f9tb69wrezm04ayg76y,E. Ceïde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
