id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/10/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2451844249,3,1,1,0,13,4klvxyeh3xcus4ongu7c00mgc,0,39.8,83.3,2022-08-27T18:45:28.888Z,2022-08-28T02:42:01Z,3736772647,1,,3736772639,140,73.0,3738544881,178,,3736772637,56,Left,3736772643,212,37.0,3736772641,141,100.0,3736772645,213,0.3,3736772635,157,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844265,4,5,1,0,17,4klvxyeh3xcus4ongu7c00mgc,0,72.2,101.8,2022-08-27T18:45:32.994Z,2022-08-28T02:42:07Z,3736772695,56,Left,3736772697,347,,3736773367,233,9,,,,,,,,,,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844375,9,5,1,0,17,6tuibxq39fdryu8ou06wcm0q3,1,27.8,-1.8,2022-08-27T18:45:32.994Z,2022-08-28T02:42:07Z,3736773267,347,,3736773265,56,Back,3736773323,233,4,,,,,,,,,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844641,10,1,1,0,30,6tuibxq39fdryu8ou06wcm0q3,0,28.6,0,2022-08-27T18:45:45.951Z,2022-08-28T02:42:38Z,3736774813,56,Back,3736774819,212,14.4,3736774817,141,2.7,3736774821,213,0.2,3736774811,107,,3736774815,140,42.0,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844671,5,8,1,0,31,4klvxyeh3xcus4ongu7c00mgc,1,54.3,95.4,2022-08-27T18:45:47.065Z,2022-08-28T02:44:01Z,3738549881,178,,3736774979,56,Left,3737692311,385,,,,,,,,,,,,,,,,,545o5sllzb34kosvbw3fxhc5x,A. Reca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844691,6,5,1,0,33,4klvxyeh3xcus4ongu7c00mgc,0,52.6,101.5,2022-08-27T18:45:48.591Z,2022-08-28T02:44:06Z,3736775097,56,Left,3736775099,347,,3736776319,233,11,,,,,,,,,,,,,,,,545o5sllzb34kosvbw3fxhc5x,A. Reca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844895,11,5,1,0,33,6tuibxq39fdryu8ou06wcm0q3,1,47.4,-1.5,2022-08-27T18:45:48.591Z,2022-08-28T02:44:05Z,3736776297,233,6,3736776215,347,,3736776211,56,Back,,,,,,,,,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844943,12,1,1,0,43,6tuibxq39fdryu8ou06wcm0q3,1,45.5,0,2022-08-27T18:45:58.933Z,2022-08-28T02:44:12Z,3736776495,1,,3736776491,212,30.2,3736776485,56,Back,3736778205,189,,3736776493,213,2.9,3736776487,140,17.7,3736776489,141,10.1,3736776483,107,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451844983,13,1,1,0,44,6tuibxq39fdryu8ou06wcm0q3,1,17.4,10.1,2022-08-27T18:45:59.990Z,2022-08-28T02:44:17Z,3736776733,141,43.1,3736776737,212,24.0,3736776739,213,1.9,3738550549,178,,3736776729,140,9.4,3736776725,56,Back,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845063,14,1,1,0,49,6tuibxq39fdryu8ou06wcm0q3,1,8.6,43.4,2022-08-27T18:46:04.846Z,2022-08-28T02:44:23Z,3738550805,178,,3736777155,56,Back,3736777163,213,5.0,3736777159,141,9.1,3736777157,140,14.4,3736777161,212,24.1,,,,,,,1r5gn4osgwz2b2b4sefncbhed,A. Consigli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845141,15,1,1,0,52,6tuibxq39fdryu8ou06wcm0q3,0,16.6,8,2022-08-27T18:46:07.656Z,2022-08-28T02:44:30Z,3736777649,213,6.2,3736777647,212,49.7,3736777643,140,63.9,3736777639,155,,3738551143,178,,3736777641,56,Right,3736777651,1,,3736777645,141,4.4,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845167,7,1,1,0,55,4klvxyeh3xcus4ongu7c00mgc,1,38.5,97.5,2022-08-27T18:46:11.297Z,2022-08-28T02:44:57Z,3736777863,3,,3736777869,141,97.5,3736777867,140,42.5,3736777871,212,4.2,3736777865,56,Back,3736777873,213,0,3738551575,178,,,,,545o5sllzb34kosvbw3fxhc5x,A. Reca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452182687,978,67,1,0,58,4klvxyeh3xcus4ongu7c00mgc,1,42.6,94.8,2022-08-27T18:46:13.365Z,2022-08-28T03:50:54Z,3738665343,233,1142,,,,,,,,,,,,,,,,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452182685,1142,67,1,0,58,6tuibxq39fdryu8ou06wcm0q3,0,57.4,5.2,2022-08-27T18:46:13.366Z,2022-08-28T03:35:09Z,3738665351,233,978,,,,,,,,,,,,,,,,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845175,8,12,1,0,58,4klvxyeh3xcus4ongu7c00mgc,1,42.6,97.5,2022-08-27T18:46:13.373Z,2022-08-28T03:50:54Z,3738553039,178,,3736777927,140,44.6,3736777929,141,100.0,3736777933,213,0.9,3736777925,56,Back,3736777931,212,3.5,3736777967,167,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845181,9,5,1,0,58,4klvxyeh3xcus4ongu7c00mgc,0,43.7,101.2,2022-08-27T18:46:13.992Z,2022-08-28T02:45:18Z,3736778229,233,16,3736777947,347,,3736777945,56,Back,,,,,,,,,,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845213,16,5,1,0,58,6tuibxq39fdryu8ou06wcm0q3,1,56.3,-1.2,2022-08-27T18:46:13.992Z,2022-08-28T02:45:17Z,3736778219,233,9,3736778125,347,,3736778123,56,Right,,,,,,,,,,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845323,17,1,1,1,5,6tuibxq39fdryu8ou06wcm0q3,1,57.9,0,2022-08-27T18:46:21.203Z,2022-08-28T02:45:42Z,3736778761,212,7.0,3736778759,141,8.3,3736778749,56,Right,3736778755,140,57.9,3736778745,107,,3736778763,213,1.6,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845351,18,1,1,1,6,6tuibxq39fdryu8ou06wcm0q3,1,57.9,8.3,2022-08-27T18:46:22.106Z,2022-08-28T02:45:54Z,3736778955,56,Right,3736778967,213,4.4,3738554719,178,,3736778959,141,2.9,3736778957,140,56.8,3736778961,212,3.8,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845377,19,1,1,1,7,6tuibxq39fdryu8ou06wcm0q3,1,56.8,2.9,2022-08-27T18:46:22.739Z,2022-08-28T02:46:08Z,3736779083,212,8.0,3736779087,213,0.2,3736779075,140,64.3,3736779071,56,Right,3736779079,141,5.1,3738555365,178,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845501,20,1,1,1,10,6tuibxq39fdryu8ou06wcm0q3,1,69.1,6.5,2022-08-27T18:46:26.238Z,2022-08-28T02:46:25Z,3736779787,213,6.2,3738556265,178,,3736779783,141,3.9,3736779785,212,20.9,3736779781,140,88.9,3736779779,56,Right,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452183045,1150,43,1,1,12,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-08-27T18:46:28.285Z,2022-08-28T04:19:44Z,3738752649,144,67,3738667569,233,982,,,,,,,,,,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452183043,982,43,1,1,12,4klvxyeh3xcus4ongu7c00mgc,1,0,0,2022-08-27T18:46:28.286Z,2022-08-28T04:19:44Z,3738752655,144,67,3738667595,233,1150,,,,,,,,,,,,,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845507,10,45,1,1,15,4klvxyeh3xcus4ongu7c00mgc,0,2.6,94.8,2022-08-27T18:46:30.882Z,2022-08-28T02:46:55Z,3736779825,285,,3736780031,233,21,3736779823,56,Back,,,,,,,,,,,,,,,,8585juruxxi6z8ih6kfqvrj6x,J. Kiwior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845539,21,3,1,1,15,6tuibxq39fdryu8ou06wcm0q3,1,97.4,5.2,2022-08-27T18:46:30.882Z,2022-08-28T02:46:55Z,3737694655,465,,3738557933,178,,3736779967,56,Right,3736779969,286,,3736779999,233,10,,,,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845573,22,1,1,1,18,6tuibxq39fdryu8ou06wcm0q3,1,98.6,17.8,2022-08-27T18:46:33.779Z,2022-08-28T02:47:14Z,3736780203,140,91.0,3736780209,213,2.2,3736780207,212,14.2,3738558925,178,,3736780205,141,35.1,3736780201,56,Center,,,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845581,23,61,1,1,19,6tuibxq39fdryu8ou06wcm0q3,0,91.8,35.3,2022-08-27T18:46:34.364Z,2022-08-28T02:47:20Z,3736780237,56,Center,3738559113,178,,,,,,,,,,,,,,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845635,11,12,1,1,19,4klvxyeh3xcus4ongu7c00mgc,1,9.1,62.4,2022-08-27T18:46:35.062Z,2022-08-28T02:47:36Z,3736780543,56,Back,3736780647,167,,3736780547,141,100.0,3736780549,212,27.9,3736780551,213,1.3,3736780545,140,16.8,3738559893,178,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845645,12,5,1,1,24,4klvxyeh3xcus4ongu7c00mgc,0,17.6,101.4,2022-08-27T18:46:39.519Z,2022-08-28T02:47:48Z,3736780603,347,,3736780601,56,Back,3736781379,233,24,,,,,,,,,,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845773,24,5,1,1,24,6tuibxq39fdryu8ou06wcm0q3,1,82.4,-1.4,2022-08-27T18:46:39.519Z,2022-08-28T02:47:48Z,3736781291,347,,3736781287,56,Right,3736781359,233,12,,,,,,,,,,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845853,25,1,1,1,31,6tuibxq39fdryu8ou06wcm0q3,1,81.2,0,2022-08-27T18:46:46.354Z,2022-08-28T02:47:59Z,3736781723,56,Right,3736781729,212,17.7,3736781727,141,19.9,3736781721,107,,3736781725,140,91.0,3736781731,213,0.9,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845871,26,1,1,1,32,6tuibxq39fdryu8ou06wcm0q3,0,91,19.9,2022-08-27T18:46:48.088Z,2022-08-28T02:48:07Z,3736781837,213,0.7,3736781833,141,31.9,3736781829,56,Center,3736781827,168,,3736781831,140,100.0,3736781835,212,13.5,3738561171,178,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845867,13,5,1,1,35,4klvxyeh3xcus4ongu7c00mgc,1,-1.1,69.6,2022-08-27T18:46:50.874Z,2022-08-28T02:48:19Z,3736781815,346,,3736781813,56,Back,3736781939,233,27,,,,,,,,,,,,,,,,89z0ym1zvwp7rikmd0kvpcq8l,D. Nikolaou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451845873,27,5,1,1,35,6tuibxq39fdryu8ou06wcm0q3,0,101.1,30.4,2022-08-27T18:46:50.874Z,2022-08-28T02:48:19Z,3736781857,56,Center,3736781861,346,,3736781999,233,13,,,,,,,,,,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846425,14,1,1,1,56,4klvxyeh3xcus4ongu7c00mgc,1,4.3,50.1,2022-08-27T18:47:11.629Z,2022-08-28T02:48:31Z,3736784883,213,6.0,3736784887,1,,3736784875,56,Center,3736784881,212,58.7,3736784895,74,,3736784877,140,58.0,3736784879,141,26.1,3736784873,124,,4g0d51pqr4grzoe9cx7do6pxx,B. Drągowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846493,15,1,1,1,59,4klvxyeh3xcus4ongu7c00mgc,0,58,26.1,2022-08-27T18:47:15.206Z,2022-08-28T02:48:37Z,3736785307,141,26.1,3736785309,212,9.2,3736785303,56,Center,3736785311,213,0,3736785299,3,,3736785305,140,66.8,3738562543,388,,3736785301,168,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846843,29,1,1,2,4,6tuibxq39fdryu8ou06wcm0q3,0,31.4,81,2022-08-27T18:47:19.423Z,2022-08-28T02:49:23Z,3736787341,212,3.5,3738563543,388,,3736787335,56,Back,3736787343,213,1.7,3736787337,140,31.0,3736787339,141,86.1,3736787333,3,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846523,16,61,1,2,4,4klvxyeh3xcus4ongu7c00mgc,1,66.7,26.5,2022-08-27T18:47:19.578Z,2022-08-28T02:49:30Z,3736785543,56,Center,3738564425,21,,3738564427,178,,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452010729,813,45,1,2,4,4klvxyeh3xcus4ongu7c00mgc,0,50,50,2022-08-27T18:47:20.152Z,2022-08-28T02:49:39Z,3737697047,285,,3737697045,56,Center,3738235693,233,945,,,,,,,,,,,,,,,,8lta4w1nytggiwnaqv4e5cc0l,E. Gyasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452010823,945,3,1,2,4,6tuibxq39fdryu8ou06wcm0q3,1,50,50,2022-08-27T18:47:20.152Z,2022-08-28T02:49:38Z,3738564891,178,,3737697575,464,,3737697571,56,Center,3737697573,286,,3738235677,233,813,,,,,,,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846623,28,4,1,2,6,6tuibxq39fdryu8ou06wcm0q3,1,31.6,86.1,2022-08-27T18:47:21.468Z,2022-08-28T02:49:47Z,3736786081,56,Back,3736786085,241,,3736786165,233,17,3736786089,285,,3736786075,12,,,,,,,,,,,bqer8ajqm2vibthgumtuycbu1,Matheus Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451846633,17,4,1,2,6,4klvxyeh3xcus4ongu7c00mgc,0,68.4,13.9,2022-08-27T18:47:21.469Z,2022-08-28T02:49:47Z,3738565335,178,,3736786121,241,,3736786197,286,,3736786117,12,,3736786119,56,Right,3736786193,233,28,,,,,,,yau2ry4oz8da3etdtf5td0id,S. Bastoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451847153,30,1,1,2,34,6tuibxq39fdryu8ou06wcm0q3,1,32.7,92.3,2022-08-27T18:47:49.547Z,2022-08-28T02:50:03Z,3736788971,241,,3736788975,140,26.0,3736788969,5,,3736788979,212,10.6,3736788977,141,80.6,3736788973,56,Back,3736788981,213,4.0,3738565497,178,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451847171,31,1,1,2,35,6tuibxq39fdryu8ou06wcm0q3,1,26,80.6,2022-08-27T18:47:51.290Z,2022-08-28T02:50:00Z,3738565917,178,,3736789105,213,0.9,3736789099,140,30.7,3736789097,56,Back,3736789101,141,90.2,3736789103,212,8.2,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
