id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2481648195,1,34,16,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-11-05T13:00:35.173Z,2022-11-05T13:56:00Z,3895318715,197,17280,3895070239,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895280519,194,9rzl0j9m9i30a62o1yofzvaad,3895070235,59,"47, 22, 6, 27, 28, 13, 16, 42, 9, 35, 23, 3, 5, 7, 8, 11, 14, 15, 18, 19, 25, 30, 44, 77",3895070231,30,"1r5gn4osgwz2b2b4sefncbhed, 5oge5fhmna0oduqvjisoa1djp, 4vis4wltntxil2m9z16mi6j8p, ef4thhub6bsd2gtmltknkz8b9, e5fnoxb8f2hycjx4gnmce2wvd, 9rzl0j9m9i30a62o1yofzvaad, 4qejyummzkrfllds8ord642qx, cc04mat3snly9oe4bt7xaeooa, 153ljvbov0n176vm9fdaizoix, 9tah9hvep4bqppokmuw720qvo, ctq9si3nbc6n8cznhlcvtixd6, 37kr5th62ugmy4j55i3n45k2d, 7km4xkzmx7pytxxzcu7ugm0np, bqer8ajqm2vibthgumtuycbu1, 74o97lnqpku6m9svks66qbend, 14xoy6tg51xbydm69d5ybyfis, 9k1ytj3z42ggp14vkn39hiymt, 4xnll2f9tb69wrezm04ayg76y, elnhkklafq2cwl0hit66b5vmy, 61c395xuimpxo2439p8mt3y6t, 6k790p49tjwkhlwf9afll9jo5, 1vzkayk22kpci17ggh5kkc3u2, cxxxfvmrslyjyi9wz9m8kwne2, 83hpavqn7r5bzcgxvjbcso3px",3895070243,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895070237,130,4,3895070233,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481648225,1,34,16,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-11-05T13:00:39.768Z,2022-11-05T13:56:32Z,3895070423,59,"13, 24, 65, 18, 34, 33, 21, 35, 9, 23, 25, 1, 3, 4, 7, 8, 10, 11, 14, 17, 20, 22, 28, 30, 32, 36",3895070431,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895070427,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895070421,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3895070425,130,23,3895331391,197,2194,3895070429,194,1lota2za1imhl3oydwa89u5l,3895070419,30,"h12c7ocq35slzrop3ltnrsnp, f0o0jfa9hp54otpnwe09d591, 8dgh4fzut8khpt32d6dsrljsa, 9cy6lgb0e0cq4a7ht389qaklx, 54mmovmx3osoxgbloe9rzmx9l, cnk07o3823zl5gd7qr2bdks7p, 6e9fu9o226zn6jzx02jutvi3u, bk1gdyxtfp4drwb0yotwerbsa, c68syh6axbkqmcmvrpumqb8mi, anr1wukl3xezz39fwogjzatw5, 1lota2za1imhl3oydwa89u5l, 9jx56wcoj1htd69i749wfwkx5, an5eip4p2zmw49hh9eqksigo9, dnk24js88d4ie661mwo7jkq95, ewwo2c7kw1b1okrngjl4j4dm1, 2l87vg4m0glbbdvnrg4zud51x, 3sehm4zmy7141wm4ecfqqoxd5, cxjuod6b1ro67656dxwhpqqc5, 2hbduprkyabq8g1nhe6b4g3bp, 4az5n8aekw6ipzu7fagqhkys4, 39504a9fwi439uhqbwc809ene, 4494989zl7g13nw17wan5adp1, d5m5q6dlc7vnbs634dinbsuwa, dmza22ad3iars2svmghrwhfit, d7xfjvw4kun7fx4j9ldr6cb11, 5vyszdd8h7l79tlwy40lgimfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481701519,2,32,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2022-11-05T14:00:03.258Z,2022-11-05T14:00:03Z,3895340259,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481701523,2,32,1,0,0,8le3orkfz6iix3jns6g9ojqjg,1,0,0,2022-11-05T14:00:03.258Z,2022-11-05T20:20:59Z,3895340271,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481701553,3,1,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,50.1,49.9,2022-11-05T14:00:03.359Z,2022-11-05T20:38:11Z,3895340403,141,53.7,3895340407,213,2.9,3895340401,140,38.7,3895340399,56,Back,3895340405,212,12.2,3895340409,279,S,3897418341,178,,,,,153ljvbov0n176vm9fdaizoix,A. Pinamonti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481701569,4,1,1,0,3,6tuibxq39fdryu8ou06wcm0q3,1,38.5,41,2022-11-05T14:00:06.895Z,2022-11-05T20:38:20Z,3895340447,141,10.6,3895340443,56,Back,3895340445,140,42.8,3897418803,178,,3895340451,213,4.9,3895340449,212,21.2,,,,,,,ef4thhub6bsd2gtmltknkz8b9,M. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481701599,5,1,1,0,5,6tuibxq39fdryu8ou06wcm0q3,1,43,10.6,2022-11-05T14:00:08.760Z,2022-11-05T20:38:27Z,3895340525,140,51.9,3895340527,141,3.8,3895340523,56,Right,3895340531,213,5.8,3895340529,212,10.4,3897419151,178,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481701615,6,1,1,0,7,6tuibxq39fdryu8ou06wcm0q3,1,46.8,5.5,2022-11-05T14:00:10.803Z,2022-11-05T20:38:31Z,3897419439,178,,3895340629,213,2.3,3895340621,56,Back,3895340625,141,10.3,3895340623,140,43.8,3895340627,212,4.5,,,,,,,9tah9hvep4bqppokmuw720qvo,L. D'Andrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481701619,7,1,1,0,8,6tuibxq39fdryu8ou06wcm0q3,0,43.8,10.3,2022-11-05T14:00:11.787Z,2022-11-05T20:38:34Z,3895340651,212,10.6,3895340653,213,6.2,3895340649,141,9.4,3897419727,389,,3895340647,140,53.9,3895340645,56,Right,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481701623,3,61,1,0,8,8le3orkfz6iix3jns6g9ojqjg,1,56.2,87.4,2022-11-05T14:00:12.197Z,2022-11-05T20:39:14Z,3897422467,21,,3897420173,178,,3895340659,56,Left,,,,,,,,,,,,,,,,1lota2za1imhl3oydwa89u5l,F. Bandinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
