id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/10/value,qualifier/15/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2461909283,6,5,1,0,8,bqbbqm98ud8obe45ds9ohgyrd,1,65.4,101.4,2022-09-18T13:02:52.449Z,2022-09-18T18:27:49Z,3790344715,347,,3790344763,233,5,3790344713,56,Left,,,,,,,,,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909315,7,1,1,0,17,bqbbqm98ud8obe45ds9ohgyrd,1,62.8,100,2022-09-18T13:03:01.550Z,2022-09-18T18:27:54Z,3790344881,107,,3790344885,140,70.1,3790344889,212,9.1,3790344883,56,Left,3790344891,213,5.7,3790344887,141,94.4,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909323,8,1,1,0,18,bqbbqm98ud8obe45ds9ohgyrd,1,70.1,94.4,2022-09-18T13:03:02.480Z,2022-09-18T18:27:57Z,3790344941,212,5.1,3791940573,178,,3790344935,56,Left,3790344949,156,,3790344939,141,95.7,3790344943,213,3.0,3790344937,140,65.3,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462217237,947,83,1,0,20,67z1gqyiuzpmmb15q5fy7ntc4,1,36.1,5.5,2022-09-18T13:03:04.743Z,2022-09-18T18:49:48Z,3792014337,399,100180,,,,,,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909423,9,1,1,0,20,bqbbqm98ud8obe45ds9ohgyrd,1,63.6,95.7,2022-09-18T13:03:04.915Z,2022-09-18T18:28:07Z,3790345415,140,41.3,3790345421,213,3.6,3790345411,155,,3790345413,56,Back,3790345417,141,80.0,3791940765,178,,3790345419,212,25.7,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909481,10,1,1,0,23,bqbbqm98ud8obe45ds9ohgyrd,1,40.5,80.7,2022-09-18T13:03:07.611Z,2022-09-18T18:28:11Z,3790345705,56,Left,3790345715,1,,3790345711,212,23.5,3790345713,213,0.4,3790345703,157,,3790345707,140,60.8,3791941425,178,,3790345709,141,95.3,cv46mxj5i98p4hgtbomxlxs7o,F. Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909507,11,1,1,0,26,bqbbqm98ud8obe45ds9ohgyrd,0,60.8,95.3,2022-09-18T13:03:10.661Z,2022-09-18T18:28:15Z,3790345847,141,73.2,3790345851,213,5.2,3790345849,212,16.8,3790345839,3,,3791941611,388,,3790345845,140,68.0,3790345841,56,Center,,,,555z9bynvux7oruirg67r8i51,F. Kostić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909531,6,49,1,0,29,67z1gqyiuzpmmb15q5fy7ntc4,1,33.4,27.9,2022-09-18T13:03:13.002Z,2022-09-18T18:28:19Z,,,,,,,,,,,,,,,,,,,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909569,7,1,1,0,29,67z1gqyiuzpmmb15q5fy7ntc4,0,34.2,27.7,2022-09-18T13:03:13.033Z,2022-09-18T18:28:23Z,3791941965,178,,3790346141,212,28.7,3790346139,141,21.3,3790346135,56,Center,3790346143,213,6.1,3790346133,157,,3790346137,140,61.2,3790346145,1,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909661,12,1,1,0,31,bqbbqm98ud8obe45ds9ohgyrd,0,34,80.4,2022-09-18T13:03:15.825Z,2022-09-18T18:28:30Z,3790346691,212,22.6,3790346683,3,,3790346687,140,53.1,3791942247,178,,3790346685,56,Center,3790346689,141,65.0,3790346693,213,5.8,,,,d196vatyvq6ycn1q7d477d2i1,Bremer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909693,8,61,1,0,34,67z1gqyiuzpmmb15q5fy7ntc4,0,45.5,43.1,2022-09-18T13:03:18.104Z,2022-09-18T18:28:38Z,3790346849,56,Back,3791942617,178,,,,,,,,,,,,,,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909695,13,49,1,0,39,bqbbqm98ud8obe45ds9ohgyrd,1,61.7,71.1,2022-09-18T13:03:23.135Z,2022-09-18T18:28:45Z,,,,,,,,,,,,,,,,,,,,,,,,,bjob8tftnxojnytcj7juo0ga2,F. Miretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909771,14,1,1,0,39,bqbbqm98ud8obe45ds9ohgyrd,1,66.5,72.5,2022-09-18T13:03:23.200Z,2022-09-18T18:28:51Z,3791943225,178,,3790347269,140,83.1,3790347267,56,Left,3790347273,212,18.3,3790347271,141,80.7,3790347275,213,0.3,,,,,,,bjob8tftnxojnytcj7juo0ga2,F. Miretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909863,15,1,1,0,41,bqbbqm98ud8obe45ds9ohgyrd,1,86.8,80.7,2022-09-18T13:03:25.853Z,2022-09-18T18:29:02Z,3790349399,210,13,3791943581,178,,3790347751,140,86.2,3790347755,141,39.4,3790347749,56,Center,3790347761,213,4.7,3790347757,212,28.1,3790349401,154,,555z9bynvux7oruirg67r8i51,F. Kostić,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909869,16,13,1,0,43,bqbbqm98ud8obe45ds9ohgyrd,1,87.3,41.2,2022-09-18T13:03:27.653Z,2022-09-18T18:29:02Z,3790349489,230,98.5,3790347791,56,Center,3790349463,29,,3790352715,72,,3791943869,178,,3790352717,328,,3790347787,22,,3790349457,73,,7glxasv2ed6ey82dknto1y66t,Á. Di María,,3790349483,103,8.3,3790349481,102,98.7,3790349043,153,3790349487,147,89.2,3790352719,391,3790347789,17,3790349491,231,49.1,3790349467,154,3790349473,55,15,3790349485,146,94.7,,,,,,,,
2461909933,17,1,1,0,47,bqbbqm98ud8obe45ds9ohgyrd,1,88.2,85.2,2022-09-18T13:03:31.290Z,2022-09-18T18:29:06Z,3790348149,140,88.4,3791550339,224,,3790348147,56,Center,3791550341,72,,3791944063,178,,3790348155,213,4.7,3790348143,2,,3790348151,141,56.9,555z9bynvux7oruirg67r8i51,F. Kostić,,3790348153,212,19.2,3790348145,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909937,18,61,1,0,48,bqbbqm98ud8obe45ds9ohgyrd,0,88.4,56.9,2022-09-18T13:03:32.719Z,2022-09-18T18:29:17Z,3791944779,178,,3790348175,56,Center,,,,,,,,,,,,,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461909975,9,49,1,0,50,67z1gqyiuzpmmb15q5fy7ntc4,1,5.7,33.5,2022-09-18T13:03:34.721Z,2022-09-18T18:29:23Z,,,,,,,,,,,,,,,,,,,,,,,,,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910033,10,1,1,0,54,67z1gqyiuzpmmb15q5fy7ntc4,0,2.4,17.4,2022-09-18T13:03:37.959Z,2022-09-18T18:29:30Z,3790348709,141,0.0,3790348719,1,,3790348713,212,34.0,3790348697,157,,3790348701,56,Back,3790348715,213,5.9,3791945335,178,,3790348705,140,32.4,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910037,11,5,1,0,56,67z1gqyiuzpmmb15q5fy7ntc4,0,31.6,-1.2,2022-09-18T13:03:40.454Z,2022-09-18T18:29:35Z,3790348733,56,Back,3790348737,347,,3790349129,233,19,,,,,,,,,,,,,,,,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910093,19,5,1,0,56,bqbbqm98ud8obe45ds9ohgyrd,1,68.4,101.2,2022-09-18T13:03:40.454Z,2022-09-18T18:29:35Z,3790349003,56,Left,3790349005,347,,3790349067,233,11,,,,,,,,,,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910297,20,1,1,1,6,bqbbqm98ud8obe45ds9ohgyrd,1,63.2,100,2022-09-18T13:03:50.936Z,2022-09-18T18:29:48Z,3790350199,213,5.7,3790350193,140,69.9,3790350197,212,8.7,3790350191,56,Left,3790350195,141,94.4,3790350189,107,,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462218485,748,67,1,1,8,bqbbqm98ud8obe45ds9ohgyrd,1,68.9,89.6,2022-09-18T13:03:51.990Z,2022-09-18T20:52:14Z,3792022169,233,953,,,,,,,,,,,,,,,,,,,,,,bjob8tftnxojnytcj7juo0ga2,F. Miretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462218483,953,67,1,1,8,67z1gqyiuzpmmb15q5fy7ntc4,0,31.1,10.4,2022-09-18T13:03:51.991Z,2022-09-18T18:52:31Z,3792022199,233,748,,,,,,,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461916531,58,1,1,1,8,bqbbqm98ud8obe45ds9ohgyrd,1,68.9,91.5,2022-09-18T13:03:52.012Z,2022-09-18T20:52:14Z,3790383613,156,,3790383587,213,2.7,3790383579,56,Left,3790383583,141,95.3,3790383581,140,64.3,3790383585,212,5.5,3791946609,178,,,,,bjob8tftnxojnytcj7juo0ga2,F. Miretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910343,21,1,1,1,9,bqbbqm98ud8obe45ds9ohgyrd,1,62.5,93.9,2022-09-18T13:03:53.327Z,2022-09-18T18:30:00Z,3790350435,141,96.8,3790350429,56,Left,3790350439,212,8.0,3790350443,213,0.2,3791946715,178,,3790350433,140,69.9,,,,,,,8yv9xuzriaecvvssfm8dlmz85,Danilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910313,12,43,1,1,10,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2022-09-18T13:03:54.736Z,2022-09-18T13:09:22Z,3790350283,56,Back,3790387867,144,8,,,,,,,,,,,,,,,,,,,79e6khfyg3rdauul0yjlixv8q,N. Rovella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910411,22,1,1,1,11,bqbbqm98ud8obe45ds9ohgyrd,0,69.9,96.3,2022-09-18T13:03:55.853Z,2022-09-18T18:30:04Z,3790350813,213,5.9,3790350809,141,78.0,3791946919,178,,3790350815,1,,3790350805,140,100.0,3790350811,212,34.8,3790350801,56,Center,,,,bjob8tftnxojnytcj7juo0ga2,F. Miretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910419,13,5,1,1,15,67z1gqyiuzpmmb15q5fy7ntc4,1,-0.6,21.4,2022-09-18T13:03:59.801Z,2022-09-18T18:30:10Z,3790350837,56,Back,3790350937,233,23,3790350839,346,,,,,,,,,,,,,,,,,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910423,23,5,1,1,15,bqbbqm98ud8obe45ds9ohgyrd,0,100.6,78.6,2022-09-18T13:03:59.801Z,2022-09-18T18:30:09Z,3790350845,56,Center,3790350847,346,,3790350965,233,13,,,,,,,,,,,,,,,,bjob8tftnxojnytcj7juo0ga2,F. Miretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910779,14,1,1,1,28,67z1gqyiuzpmmb15q5fy7ntc4,1,5,51.8,2022-09-18T13:04:12.853Z,2022-09-18T18:30:20Z,3790352609,213,0.7,3790352603,140,11.6,3790352607,212,9.2,3790352613,237,,3790352601,56,Back,3790352599,124,,3790352605,141,60.8,,,,b3hr4q25jvqr7565z5ydqylt5,M. Di Gregorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910837,15,1,1,1,31,67z1gqyiuzpmmb15q5fy7ntc4,1,12.9,65.3,2022-09-18T13:04:15.222Z,2022-09-18T18:30:24Z,3790352945,140,19.7,3791947955,178,,3790352943,56,Back,3790352947,141,91.7,3790352955,213,1.2,3790352949,212,19.3,,,,,,,erdqr6vrr5tlfypbks3og0dlh,Pablo Marí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910891,16,1,1,1,34,67z1gqyiuzpmmb15q5fy7ntc4,1,21.4,95.4,2022-09-18T13:04:18.761Z,2022-09-18T18:30:28Z,3790353279,212,33.9,3790353281,213,6.1,3790353277,141,85.5,3790353273,56,Left,3790353271,155,,3790353283,1,,3790353275,140,53.0,3791948139,178,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910901,17,61,1,1,37,67z1gqyiuzpmmb15q5fy7ntc4,0,57.5,93.1,2022-09-18T13:04:20.996Z,2022-09-18T18:30:33Z,3790353331,56,Left,3791948455,178,,3791948453,21,,,,,,,,,,,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461910929,18,5,1,1,39,67z1gqyiuzpmmb15q5fy7ntc4,0,57.8,101.4,2022-09-18T13:04:23.102Z,2022-09-18T18:30:35Z,3790353491,347,,3790355033,233,24,3790353489,56,Left,,,,,,,,,,,,,,,,dq037w5t3ht5zgd75mue4p1pl,Dany Mota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911159,24,5,1,1,39,bqbbqm98ud8obe45ds9ohgyrd,1,42.2,-1.4,2022-09-18T13:04:23.102Z,2022-09-18T18:30:35Z,3790354999,233,18,3790354963,56,Back,3790354965,347,,,,,,,,,,,,,,,,,bjob8tftnxojnytcj7juo0ga2,F. Miretti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911225,25,1,1,1,51,bqbbqm98ud8obe45ds9ohgyrd,1,40.6,0,2022-09-18T13:04:35.667Z,2022-09-18T18:30:44Z,3790355321,141,11.5,3790355331,213,0.4,3790355325,212,22.7,3790355335,1,,3790355317,140,60.7,3790355313,56,Right,3790355309,107,,,,,9pe3yqjsmcjtxdx7bdne3d4ut,M. De Sciglio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911239,26,1,1,1,54,bqbbqm98ud8obe45ds9ohgyrd,0,62.2,11.3,2022-09-18T13:04:37.969Z,2022-09-18T18:30:48Z,3790355385,56,Right,3791949221,178,,3790355397,213,3.7,3790355391,141,7.9,3790355387,140,58.4,3790355395,212,4.6,,,,,,,3ua8gs8tzx1dkdi9z88kjk9nt,D. Vlahović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911265,19,49,1,1,54,67z1gqyiuzpmmb15q5fy7ntc4,1,43.3,95.2,2022-09-18T13:04:38.777Z,2022-09-18T18:30:50Z,,,,,,,,,,,,,,,,,,,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911411,20,1,1,1,56,67z1gqyiuzpmmb15q5fy7ntc4,1,43.3,95.9,2022-09-18T13:04:40.329Z,2022-09-18T18:30:54Z,3791949477,178,,3790356263,213,5.1,3790356255,56,Back,3790356257,140,45.0,3790356259,141,90.0,3790356261,212,4.4,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911415,21,4,1,1,57,67z1gqyiuzpmmb15q5fy7ntc4,1,46.2,85.4,2022-09-18T13:04:41.744Z,2022-09-18T18:31:05Z,3790356287,265,,3790356283,56,Back,3790356289,286,,3790356285,152,,3790356411,233,27,3790356281,13,,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911431,27,4,1,1,57,bqbbqm98ud8obe45ds9ohgyrd,0,53.8,14.6,2022-09-18T13:04:41.745Z,2022-09-18T18:31:04Z,3790356377,56,Right,3790356381,265,,3790356379,152,,3790356429,233,21,3791949879,178,,3790356375,13,,3790356383,285,,,,,apdtqouzo9b02ozdxk8mx4zbp,L. Paredes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911715,22,1,1,2,13,67z1gqyiuzpmmb15q5fy7ntc4,1,47.6,85.9,2022-09-18T13:04:57.458Z,2022-09-18T18:31:06Z,3790357863,212,23.0,3790357855,152,,3790357859,140,69.3,3791949943,178,,3790357861,141,90.5,3790357895,189,,3790357853,5,,3790357857,56,Left,thnje2i2s96fcbuscj57053p,A. Izzo,,3790357865,213,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911739,23,1,1,2,14,67z1gqyiuzpmmb15q5fy7ntc4,1,68.6,90.5,2022-09-18T13:04:58.320Z,2022-09-18T18:31:12Z,3790358023,213,3.3,3790358019,141,88.8,3790358017,140,62.0,3791950173,178,,3790358015,56,Left,3790358021,212,7.0,,,,,,,6ck9f1ppvl65nui0x71q80jx1,G. Caprari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461911781,24,1,1,2,16,67z1gqyiuzpmmb15q5fy7ntc4,1,61.7,87.8,2022-09-18T13:05:00.560Z,2022-09-18T18:31:15Z,3790358215,212,14.4,3790358205,140,62.1,3790358211,141,66.6,3790358201,56,Center,3791950273,178,,3790358219,213,4.7,,,,,,,64z85woxiowxzod5e0g0x77x1,S. Sensi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
