id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/15/value,qualifier/17/value,qualifier/14/value
2499665923,18,1,1,1,5,6tuibxq39fdryu8ou06wcm0q3,1,41.3,16.5,2023-01-22T14:03:08.505Z,2023-01-22T22:33:57Z,3991316399,178,,3990000769,141,39.5,3990000767,140,23.7,3990000765,56,Back,3990000773,213,2.4,3990000771,212,24.2,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665957,19,1,1,1,8,6tuibxq39fdryu8ou06wcm0q3,1,22.8,39.5,2023-01-22T14:03:11.947Z,2023-01-22T22:34:04Z,3990000973,212,18.9,3990000971,141,55.7,3990000975,213,2.5,3991316481,178,,3990000967,56,Back,3990000969,140,8.2,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666009,20,1,1,1,10,6tuibxq39fdryu8ou06wcm0q3,0,8.2,55.8,2023-01-22T14:03:13.883Z,2023-01-22T22:34:08Z,3990001265,212,34.8,3990001263,141,63.6,3990001261,140,41.0,3990001267,213,0.2,3990001269,1,,3990001259,56,Back,3991316589,178,,3990001257,157,,6k790p49tjwkhlwf9afll9jo5,G. Pegolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665979,11,44,1,1,13,67z1gqyiuzpmmb15q5fy7ntc4,1,59.4,35.7,2023-01-22T14:03:16.805Z,2023-01-23T00:34:19Z,3990001371,233,21,3990001083,56,Center,3990001085,286,,,,,,,,,,,,,,,,,4vonqsqrzoyye4vs6n7dud2p5,José Machín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666011,21,44,1,1,13,6tuibxq39fdryu8ou06wcm0q3,0,40.6,64.3,2023-01-22T14:03:16.806Z,2023-01-22T22:34:12Z,3990001365,233,11,3990001277,56,Back,3990001279,285,,,,,,,,,,,,,,,,,ctq9si3nbc6n8cznhlcvtixd6,H. Traorè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499667619,28,61,1,1,13,67z1gqyiuzpmmb15q5fy7ntc4,1,60.9,36.4,2023-01-22T14:03:16.874Z,2023-01-23T00:34:19Z,3991316749,21,,3990009843,56,Center,3991316751,388,,,,,,,,,,,,,,,,,4vonqsqrzoyye4vs6n7dud2p5,José Machín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666017,12,1,1,1,14,67z1gqyiuzpmmb15q5fy7ntc4,1,56.1,51.5,2023-01-22T14:03:18.243Z,2023-01-22T22:34:34Z,3990001315,213,5.5,3990001305,3,,3990001311,141,41.3,3990001313,212,9.9,3990001307,56,Center,3990001309,140,62.8,3991316859,178,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666023,13,49,1,1,16,67z1gqyiuzpmmb15q5fy7ntc4,1,61,38.5,2023-01-22T14:03:19.494Z,2023-01-22T22:34:42Z,,,,,,,,,,,,,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666031,22,43,1,1,16,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-01-22T14:03:19.826Z,2023-01-22T14:06:40Z,3990001387,3,0,3990012325,144,1,3990001389,168,0,3990001399,213,5.2,3990001397,212,7.9,3990001391,56,Back,3990001393,140,44.3,3990001395,141,53.1,ctq9si3nbc6n8cznhlcvtixd6,H. Traorè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666037,14,1,1,1,17,67z1gqyiuzpmmb15q5fy7ntc4,0,61,38.5,2023-01-22T14:03:20.786Z,2023-01-22T22:34:46Z,3990001429,140,86.5,3990001435,141,13.6,3990001441,213,5.7,3990001439,212,31.7,3990001425,56,Right,3991317029,178,,3990001421,155,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666067,23,49,1,1,19,6tuibxq39fdryu8ou06wcm0q3,1,13,96,2023-01-22T14:03:22.891Z,2023-01-22T22:34:52Z,,,,,,,,,,,,,,,,,,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666087,24,1,1,1,21,6tuibxq39fdryu8ou06wcm0q3,0,13.6,98.4,2023-01-22T14:03:24.919Z,2023-01-22T22:34:56Z,3990001707,213,0.1,3990001699,56,Back,3990001697,157,,3990001709,1,,3990001703,141,100.0,3990001701,140,41.5,3991317175,178,,3990001705,212,29.4,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666275,15,5,1,1,23,67z1gqyiuzpmmb15q5fy7ntc4,1,60.6,-1.4,2023-01-22T14:03:26.975Z,2023-01-22T22:35:09Z,3990002805,56,Right,3990002809,233,25,3990002807,347,,,,,,,,,,,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666095,25,5,1,1,23,6tuibxq39fdryu8ou06wcm0q3,0,39.4,101.4,2023-01-22T14:03:26.975Z,2023-01-22T22:35:09Z,3990001739,56,Back,3990002815,233,15,3990001741,347,,,,,,,,,,,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666309,16,1,1,1,48,67z1gqyiuzpmmb15q5fy7ntc4,1,70.6,0,2023-01-22T14:03:51.559Z,2023-01-22T22:35:14Z,3990003019,213,1.2,3990003009,107,,3990003017,212,5.3,3990003015,141,5.8,3990003011,56,Right,3990003013,140,72.5,,,,,,,721e4tx2wrwb4kd9w80fcq19l,S. Birindelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666329,17,2,1,1,51,67z1gqyiuzpmmb15q5fy7ntc4,1,72.8,2.9,2023-01-22T14:03:54.976Z,2023-01-22T22:35:18Z,3990003143,56,Right,3991317389,178,,3990003145,140,84.5,3990004805,7,bcqsti42fhzap385lnfe4auhh,3990003147,141,4.8,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666457,26,55,1,1,51,6tuibxq39fdryu8ou06wcm0q3,1,16.1,56.1,2023-01-22T14:03:54.977Z,2023-01-22T22:35:19Z,,,,,,,,,,,,,,,,,,,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666383,18,43,1,1,55,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-22T14:03:58.792Z,2023-01-22T14:04:18Z,3990003457,140,91.3,3990003459,141,84.8,3990003461,212,45.5,3990003463,213,1.6,3990003455,56,Left,3990004529,144,1,3990003465,1,0,3990003451,2,0,bcqsti42fhzap385lnfe4auhh,P. Ciurria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666811,27,1,1,2,28,6tuibxq39fdryu8ou06wcm0q3,1,13.1,75.9,2023-01-22T14:04:31.767Z,2023-01-22T22:35:24Z,3990005589,212,17.9,3990005587,141,51.9,3990005577,5,,3990005585,140,6.0,3990005591,213,4.3,3991317489,178,,3990005583,56,Back,3990005581,241,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666823,28,1,1,2,33,6tuibxq39fdryu8ou06wcm0q3,1,8.8,49,2023-01-22T14:04:36.482Z,2023-01-22T22:35:26Z,3990005667,213,5.0,3990005659,56,Back,3990005665,212,27.7,3990005661,140,15.6,3990005663,141,9.7,3991317537,178,,,,,,,,6k790p49tjwkhlwf9afll9jo5,G. Pegolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666837,29,1,1,2,35,6tuibxq39fdryu8ou06wcm0q3,1,14.5,9.2,2023-01-22T14:04:38.654Z,2023-01-22T22:35:30Z,3990005721,56,Back,3990005723,140,6.8,3990005725,141,20.7,3991317611,178,,3990005729,213,2.4,3990005727,212,11.2,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666869,30,1,1,2,37,6tuibxq39fdryu8ou06wcm0q3,1,8.7,15.9,2023-01-22T14:04:41.363Z,2023-01-22T22:35:33Z,3990005889,212,21.5,3990005887,141,7.3,3990005883,56,Back,3991317653,178,,3990005885,140,28.4,3990005891,213,6.0,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666877,31,1,1,2,39,6tuibxq39fdryu8ou06wcm0q3,0,29,7.4,2023-01-22T14:04:42.755Z,2023-01-22T22:35:38Z,3990005931,213,0.4,3990005929,212,12.0,3990005927,141,13.5,3990005921,168,,3990005923,56,Back,3990005925,140,39.7,3991317717,178,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666913,19,49,1,2,41,67z1gqyiuzpmmb15q5fy7ntc4,1,59,82.2,2023-01-22T14:04:44.885Z,2023-01-22T22:35:42Z,,,,,,,,,,,,,,,,,,,,,,,,,4vonqsqrzoyye4vs6n7dud2p5,José Machín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666935,20,1,1,2,41,67z1gqyiuzpmmb15q5fy7ntc4,1,59,82.2,2023-01-22T14:04:44.943Z,2023-01-22T22:35:46Z,3990006229,141,93.8,3990006227,140,68.2,3990006233,213,0.7,3990006231,212,12.5,3991317843,178,,3990006223,56,Left,,,,,,,4vonqsqrzoyye4vs6n7dud2p5,José Machín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666937,21,1,1,2,45,67z1gqyiuzpmmb15q5fy7ntc4,0,73.4,97.7,2023-01-22T14:04:48.810Z,2023-01-22T22:35:54Z,3990006237,56,Left,3990006293,233,32,3990006239,140,74.0,3990006291,236,,3990006243,212,1.0,3990006241,141,96.5,3990006297,286,,3991317957,178,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,3990006245,213,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666945,32,74,1,2,45,6tuibxq39fdryu8ou06wcm0q3,1,26.1,4,2023-01-22T14:04:48.932Z,2023-01-22T22:35:59Z,3990006331,233,21,3991318047,178,,3990006283,285,,3990006281,56,Back,,,,,,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499667041,22,5,1,2,45,67z1gqyiuzpmmb15q5fy7ntc4,1,74.4,100.8,2023-01-22T14:04:49.308Z,2023-01-22T22:36:01Z,3990006755,56,Left,3990006757,347,,3990006775,233,33,,,,,,,,,,,,,,,,2qdgfxqyh0bjn3alkz97py8k5,M. Pessina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
