id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/15/value,qualifier/17/value,qualifier/14/value
2499639077,1,34,16,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-22T13:09:14.748Z,2023-01-22T14:19:11Z,3989860909,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989860907,130,17,3989974251,197,8477,3989860905,59,"16, 19, 30, 55, 5, 4, 7, 32, 37, 84, 17, 3, 6, 8, 9, 10, 12, 26, 28, 38, 44, 47, 77, 80, 89, 91",3989860911,194,2qdgfxqyh0bjn3alkz97py8k5,3989860913,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989860901,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3989860897,30,"b3hr4q25jvqr7565z5ydqylt5, 721e4tx2wrwb4kd9w80fcq19l, 4d17grk2qflzake218uz76uei, thnje2i2s96fcbuscj57053p, av8588qp8e5wz3s7cg1n2qgnp, ejgtltbsu0djglqw98gywgu6t, 4vonqsqrzoyye4vs6n7dud2p5, 2qdgfxqyh0bjn3alkz97py8k5, 91sgvwun5559mwe9bszj4xql1, bcqsti42fhzap385lnfe4auhh, 6ck9f1ppvl65nui0x71q80jx1, erdqr6vrr5tlfypbks3og0dlh, 79e6khfyg3rdauul0yjlixv8q, 1muwnu7rq4feejspx7no203px, 61phh511ju65h6coren0pbkd1, 9noq0ogmqc2cwj3nowoadcdlh, 64z85woxiowxzod5e0g0x77x1, 1b8uwkohkevu6ltjex0liklpl, duqiler25n63ksi0fxreo50mi, 98x5xrku2jffo0in2u2htazca, chjjcy789cuwlsik2ibmubtyi, dq037w5t3ht5zgd75mue4p1pl, 18yip8wsirmu6s0idhvapnaad, rblijalj0qnu455jtjoi3pjo, 6jwy293owzzhldv4i9wxntjv9, ahrgnlsku8ghrj2qc0s6p1rhm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499640675,1,34,16,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-01-22T13:13:01.179Z,2023-01-22T13:59:31Z,3989869503,194,9rzl0j9m9i30a62o1yofzvaad,3989869495,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",3989869501,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989991757,197,590,3989869505,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989869493,30,"6k790p49tjwkhlwf9afll9jo5, 5oge5fhmna0oduqvjisoa1djp, 4vis4wltntxil2m9z16mi6j8p, 9k1ytj3z42ggp14vkn39hiymt, e5fnoxb8f2hycjx4gnmce2wvd, 9rzl0j9m9i30a62o1yofzvaad, m030tubgf3zpgf0axzm7z26t, 4qejyummzkrfllds8ord642qx, f2p5457ilcfrtzhe343whhkut, ctq9si3nbc6n8cznhlcvtixd6, 27xj7me8icr5ptta7kwx0kfs9, 37kr5th62ugmy4j55i3n45k2d, 7km4xkzmx7pytxxzcu7ugm0np, bqer8ajqm2vibthgumtuycbu1, 74o97lnqpku6m9svks66qbend, 14xoy6tg51xbydm69d5ybyfis, 4xnll2f9tb69wrezm04ayg76y, elnhkklafq2cwl0hit66b5vmy, ef4thhub6bsd2gtmltknkz8b9, 1vzkayk22kpci17ggh5kkc3u2, cc04mat3snly9oe4bt7xaeooa, cxxxfvmrslyjyi9wz9m8kwne2, bpt2fdnjjpb6a5ehdepyedxt6, 83hpavqn7r5bzcgxvjbcso3px",3989869499,130,8,3989869497,59,"25, 22, 6, 14, 28, 13, 10, 16, 92, 23, 45, 3, 5, 7, 8, 11, 15, 18, 27, 30, 42, 44, 64, 77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665265,2,32,1,0,0,67z1gqyiuzpmmb15q5fy7ntc4,1,0,0,2023-01-22T14:02:03.393Z,2023-01-22T22:20:58Z,3989997427,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665271,2,32,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,0,0,2023-01-22T14:02:03.393Z,2023-01-22T14:02:06Z,3989997465,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665283,3,1,1,0,0,6tuibxq39fdryu8ou06wcm0q3,1,50.4,50.5,2023-01-22T14:02:03.494Z,2023-01-22T22:30:13Z,3989997525,213,3.8,3991313601,178,,3989997523,212,12.5,3989997521,141,39.2,3989997517,56,Back,3989997519,140,41.0,3989997527,279,S,,,,f2p5457ilcfrtzhe343whhkut,G. Defrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665335,4,1,1,0,2,6tuibxq39fdryu8ou06wcm0q3,1,37.7,45.7,2023-01-22T14:02:05.600Z,2023-01-22T22:30:24Z,3989997789,56,Back,3991313705,178,,3989997797,213,5.0,3989997791,140,44.3,3989997793,141,10.3,3989997795,212,25.0,,,,,,,9k1ytj3z42ggp14vkn39hiymt,Pedro Obiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665357,5,1,1,0,6,6tuibxq39fdryu8ou06wcm0q3,0,49.9,5.6,2023-01-22T14:02:10.061Z,2023-01-22T22:30:29Z,3989997917,56,Center,3989997929,213,0.4,3991313765,178,,3989997919,140,79.8,3989997931,1,,3989997925,212,34.3,3989997915,155,,3989997923,141,26.0,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665385,3,1,1,0,8,67z1gqyiuzpmmb15q5fy7ntc4,0,19.4,65.8,2023-01-22T14:02:12.234Z,2023-01-22T22:30:39Z,3989998071,141,100.0,3989998073,212,24.6,3989998075,213,1.5,3989998065,3,,3991313905,178,,3989998067,56,Back,3989998069,140,21.2,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665387,4,5,1,0,10,67z1gqyiuzpmmb15q5fy7ntc4,0,22.6,101.3,2023-01-22T14:02:14.307Z,2023-01-22T22:32:09Z,3989998131,233,6,3989998083,347,,3989998079,56,Back,,,,,,,,,,,,,,,,thnje2i2s96fcbuscj57053p,A. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665395,6,5,1,0,10,6tuibxq39fdryu8ou06wcm0q3,1,77.4,-1.3,2023-01-22T14:02:14.307Z,2023-01-22T22:32:08Z,3989998109,347,,3989998127,233,4,3989998107,56,Right,,,,,,,,,,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665477,7,1,1,0,19,6tuibxq39fdryu8ou06wcm0q3,1,77.8,0,2023-01-22T14:02:22.486Z,2023-01-22T22:32:11Z,3989998565,56,Right,3989998571,212,11.0,3989998573,213,0.5,3989998563,107,,3989998569,141,7.3,3989998567,140,86.8,,,,,,,5oge5fhmna0oduqvjisoa1djp,J. Toljan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665487,8,61,1,0,22,6tuibxq39fdryu8ou06wcm0q3,0,87,10.1,2023-01-22T14:02:25.463Z,2023-01-22T22:32:17Z,3989998615,56,Right,3991315287,178,,,,,,,,,,,,,,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665481,5,49,1,0,24,67z1gqyiuzpmmb15q5fy7ntc4,1,8,93.8,2023-01-22T14:02:27.589Z,2023-01-22T22:32:21Z,,,,,,,,,,,,,,,,,,,,,,,,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665533,6,1,1,0,24,67z1gqyiuzpmmb15q5fy7ntc4,0,8.1,94.5,2023-01-22T14:02:27.706Z,2023-01-22T22:32:23Z,3991315361,178,,3989998869,141,73.7,3989998867,140,46.1,3989998873,213,5.9,3989998871,212,42.3,3989998863,157,,3989998865,56,Back,3989998875,1,,4d17grk2qflzake218uz76uei,Carlos Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665553,9,49,1,0,29,6tuibxq39fdryu8ou06wcm0q3,1,52,24.3,2023-01-22T14:02:33.108Z,2023-01-22T22:32:34Z,,,,,,,,,,,,,,,,,,,,,,,,,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665571,10,1,1,0,29,6tuibxq39fdryu8ou06wcm0q3,0,52,24.3,2023-01-22T14:02:33.196Z,2023-01-22T22:32:39Z,3989999085,56,Center,3989999093,213,0.2,3989999091,212,30.3,3989999083,157,,3989999095,1,,3989999087,140,80.5,3991315489,178,,3989999089,141,31.3,9rzl0j9m9i30a62o1yofzvaad,G. Ferrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665579,7,1,1,0,32,67z1gqyiuzpmmb15q5fy7ntc4,0,22.2,71.3,2023-01-22T14:02:36.379Z,2023-01-22T22:32:45Z,3989999133,141,90.5,3989999131,140,25.3,3989999127,3,,3989999135,212,13.5,3989999129,56,Back,3991315563,178,,3989999137,213,1.3,,,,av8588qp8e5wz3s7cg1n2qgnp,L. Caldirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665617,11,1,1,0,36,6tuibxq39fdryu8ou06wcm0q3,0,70.3,12.3,2023-01-22T14:02:40.016Z,2023-01-22T22:32:49Z,3991315597,178,,3989999307,213,2.0,3989999299,56,Center,3989999305,212,12.6,3989999303,141,28.8,3989999301,140,64.8,,,,,,,m030tubgf3zpgf0axzm7z26t,D. Berardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665621,8,49,1,0,38,67z1gqyiuzpmmb15q5fy7ntc4,1,37,74,2023-01-22T14:02:42.373Z,2023-01-22T22:32:56Z,,,,,,,,,,,,,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665649,9,61,1,0,39,67z1gqyiuzpmmb15q5fy7ntc4,0,37.1,73.5,2023-01-22T14:02:42.508Z,2023-01-22T22:33:06Z,3989999417,56,Back,3991315799,178,,,,,,,,,,,,,,,,,,,,91sgvwun5559mwe9bszj4xql1,A. Petagna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665665,12,49,1,0,40,6tuibxq39fdryu8ou06wcm0q3,1,67.6,40.3,2023-01-22T14:02:44.224Z,2023-01-22T22:33:14Z,,,,,,,,,,,,,,,,,,,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665715,13,1,1,0,42,6tuibxq39fdryu8ou06wcm0q3,1,67.7,41,2023-01-22T14:02:46.059Z,2023-01-22T22:33:26Z,3989999737,140,72.4,3989999739,141,62.6,3989999735,56,Center,3989999741,212,15.5,3991316033,178,,3989999743,213,1.2,,,,,,,4qejyummzkrfllds8ord642qx,D. Frattesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665733,14,1,1,0,45,6tuibxq39fdryu8ou06wcm0q3,1,75.5,72.1,2023-01-22T14:02:48.840Z,2023-01-22T22:33:32Z,3989999841,141,92.5,3989999843,212,14.4,3989999845,213,1.3,3991316089,178,,3989999837,56,Left,3989999839,140,79.1,,,,,,,ctq9si3nbc6n8cznhlcvtixd6,H. Traorè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665749,15,1,1,0,49,6tuibxq39fdryu8ou06wcm0q3,0,92.6,86.1,2023-01-22T14:02:53.100Z,2023-01-22T22:33:36Z,3990195249,155,,3989999939,213,4.6,3989999937,212,14.0,3991148159,224,,3989999931,56,Center,3989999933,140,91.6,3991316127,178,,3989999935,141,65.5,27xj7me8icr5ptta7kwx0kfs9,A. Laurienté,3989999927,2,3991148161,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665743,10,12,1,0,50,67z1gqyiuzpmmb15q5fy7ntc4,1,8.7,35.9,2023-01-22T14:02:53.846Z,2023-01-22T22:33:42Z,3989999893,141,4.1,3989999891,140,24.2,3991316229,178,,3989999895,212,27.1,3989999889,56,Back,3989999897,213,5.4,3989999913,15,,,,,ejgtltbsu0djglqw98gywgu6t,Marlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665847,16,1,1,0,55,6tuibxq39fdryu8ou06wcm0q3,1,60,95.1,2023-01-22T14:02:58.809Z,2023-01-22T22:33:49Z,3990000379,56,Back,3991316307,178,,3990000387,213,4.1,3990000383,141,62.0,3990000381,140,44.7,3990000385,212,27.7,,,,,,,4vis4wltntxil2m9z16mi6j8p,Rogério,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665897,17,1,1,1,0,6tuibxq39fdryu8ou06wcm0q3,1,44.2,46.7,2023-01-22T14:03:03.433Z,2023-01-22T22:33:53Z,3990000667,140,54.2,3990000669,141,19.5,3991316341,178,,3990000665,56,Right,3990000671,212,21.3,3990000673,213,5.2,,,,,,,e5fnoxb8f2hycjx4gnmce2wvd,M. Erlić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
